N	2gram	Voloshinov_1	Hudozhes
232	и точность	1	1
233	понять и	1	1
234	стал бы	1	1
235	о самом	1	1
236	это особый	1	1
237	в произведении	1	1
238	точку зрения	2	1
239	отказывается от	1	1
240	художественного события	4	1
241	бы не	2	1
242	и тот	1	1
243	во многих	1	1
244	в рамки	1	1
245	к герою	3	1
246	высказывания его	1	1
247	он должен	3	1
248	к одному	1	1
249	не как	1	1
250	художественного высказывания	1	1
251	и вот	1	1
252	с таким	1	1
253	ее и	3	1
254	отделилась от	1	1
255	не исчерпывает	1	1
256	вопросов о	1	1
257	от нее	1	1
258	то ни	3	1
259	что все	1	1
260	или даже	1	1
261	входит в	1	1
262	может стать	2	1
263	этом смысле	1	1
264	к слушателю	5	1
265	и тем	1	1
266	для них	1	1
267	но уже	1	1
268	но мы	2	1
269	в высшей	1	1
270	далеко не	1	1
271	в слове	1	1
272	и уже	3	1
273	которой он	1	1
274	до степени	1	1
275	такою же	1	1
276	и тому	1	1
277	и того	1	1
278	смысл и	2	1
279	или менее	1	1
280	места в	1	1
281	основной тон	2	1
282	он вдруг	1	1
283	и без	1	1
284	это делает	1	1
285	к предмету	5	1
286	место в	2	1
287	свою художественную	1	1
288	признать что	1	1
289	и другого	1	1
290	и уж	1	1
291	нельзя было	1	1
292	в одном	1	1
293	от породившей	1	1
294	в пространстве	1	1
295	и следа	1	1
296	и более	3	1
297	том и	1	1
298	не должно	1	1
299	ним в	1	1
300	во времени	1	1
301	бы но	1	1
302	вместе со	2	1
303	может претендовать	1	1
304	вовсе не	1	1
305	в отношении	2	1
306	между людьми	1	1
307	так как	9	1
308	до известной	2	1
309	самого начала	1	1
310	близости с	1	1
311	как о	1	1
312	дело в	4	1
313	в науке	1	1
314	и остается	1	1
315	в основе	1	1
316	само слово	1	1
317	чрезвычайно важным	1	1
318	эта сторона	1	1
319	этих двух	2	1
320	же он	1	1
321	науке о	1	1
322	поэтому не	1	1
323	не могут	1	1
324	когда мы	1	1
325	могут быть	2	1
326	и вполне	2	1
327	же самое	2	1
328	что оно	1	1
329	и приемов	1	1
330	находит в	2	1
331	но из	1	1
332	обращение к	1	1
333	на это	2	1
334	если же	2	1
335	ничего общего	1	1
336	говорит о	1	1
337	опираясь на	2	1
338	некрасов и	1	1
339	что современная	1	1
340	чем не	1	1
341	в виду	5	1
342	свою очередь	1	1
343	но при	1	1
344	же не	1	1
345	им она	1	1
346	данном случае	2	1
347	вообще по	1	1
348	с самого	1	1
349	однако эта	1	1
350	так можно	1	1
351	по аналогии	1	1
352	к постановке	1	1
353	на примере	2	1
354	жизнь и	1	1
355	и внешней	1	1
356	нас и	2	1
357	автора к	1	1
358	сводится к	1	1
359	становится только	1	1
360	и т.п	1	1
361	за пределами	1	1
362	для нас	7	1
363	с другой	4	1
364	все в	1	1
365	во всех	1	1
366	находит свое	3	1
367	и только	1	1
368	и содержания	2	1
369	непосредственно в	1	1
370	во внутренней	1	1
371	нем и	1	1
372	в лучшем	1	1
373	и она	1	1
374	все зависит	1	1
375	можно подумать	1	1
376	как например	1	1
377	которое было	1	1
378	в двух	1	1
379	тот же	1	1
380	в какой	2	1
381	всяком случае	1	1
382	способен породить	1	1
383	и ее	3	1
384	с одной	2	1
385	есть в	1	1
386	литературы в	1	1
387	более или	1	1
388	и политической	1	1
389	уже в	2	1
390	в жизни	5	1
391	не из	1	1
392	оно всегда	1	1
393	его и	1	1
394	но для	3	1
395	к содержанию	6	1
396	одно из	1	1
397	и та	2	1
398	сами по	1	1
399	произведения и	3	1
400	из нее	1	1
401	этими словами	1	1
402	и рождается	1	1
403	герой и	1	1
404	что они	1	1
405	и уверенность	1	1
406	рядом с	1	1
407	в особенности	2	1
408	из двух	1	1
409	и из	1	1
410	говорить и	1	1
411	и тех	1	1
412	что для	1	1
413	них и	1	1
414	одной стороны	2	1
415	не на	1	1
416	в руках	1	1
417	историческая поэтика	1	1
418	там где	2	1
419	что мы	5	1
420	одна и	1	1
421	в порыве	1	1
422	этих моментов	1	1
423	уверенность в	1	1
424	вступает в	1	1
425	как это	2	1
426	подхода к	1	1
427	со словом	2	1
428	но все	2	1
429	теперь когда	1	1
430	о чем	1	1
431	в данном	2	1
432	если оно	1	1
433	он будет	1	1
434	быть только	2	1
435	и менее	1	1
436	тенденция к	1	1
437	двух людей	1	1
438	самом же	1	1
439	является для	2	1
440	но это	2	1
441	в который	1	1
442	и слово	2	1
443	в смысле	1	1
444	их близости	2	1
445	известной степени	2	1
446	уже на	1	1
447	отношения между	1	1
448	при таком	1	1
449	лицо и	1	1
450	формы и	3	1
451	себя на	1	1
452	когда он	3	1
453	как особая	1	1
454	как уже	2	1
455	породившей его	2	1
456	полагать что	1	1
457	тем более	1	1
458	к внешнему	1	1
459	мы должны	1	1
460	в классицизме	1	1
461	слов и	1	1
462	же деле	1	1
463	и героя	6	1
464	сказать что	7	1
465	на который	1	1
466	это на	1	1
467	в свою	1	1
468	мы здесь	1	1
469	к его	2	1
470	и героем	1	1
471	культуры в	1	1
472	из этого	3	1
473	время не	1	1
474	к другим	1	1
475	ни на	2	1
476	и другие	2	1
477	и эта	1	1
478	во всяком	1	1
479	этой точки	3	1
