N	2gram	Bakhtin_Fr_3	Russkaja
169	так часто	1	2
170	для народа	1	2
171	мы уже	13	2
172	всех народов	1	2
173	на почве	1	2
174	по себе	1	2
175	и тем	1	2
176	участие в	1	2
177	этого не	1	2
178	нисколько не	1	2
179	в этих	6	2
180	во время	8	2
181	в котором	2	2
182	друг другу	1	2
183	и более	1	2
184	их в	3	2
185	том же	2	2
186	для нее	1	2
187	тому что	1	2
188	только для	3	2
189	в таких	3	2
190	культурной жизни	2	2
191	в мировоззрении	1	2
192	у него	8	2
193	следовательно и	2	2
194	больше чем	2	2
195	как будто	1	2
196	в области	4	2
197	отличается от	1	2
198	и о	4	2
199	значительной мере	1	2
200	и человек	1	2
201	культуры и	7	2
202	за то	1	2
203	настоящее время	1	2
204	и что	1	2
205	были бы	1	2
206	работа по	1	2
207	к нему	2	2
208	это в	2	2
209	отметить что	1	2
210	быть и	1	2
211	что только	1	2
212	согласиться с	1	2
213	так что	1	2
214	на такой	2	2
215	только на	4	2
216	в начале	3	2
217	не так	3	2
218	ни в	4	2
219	и вместе	1	2
220	в других	3	2
221	даже и	2	2
222	и даже	4	2
223	а не	5	2
224	в частности	3	2
225	так же	1	2
226	ни от	2	2
227	в течение	2	2
228	отношения к	1	2
229	есть и	2	2
230	но это	3	2
231	от нас	1	2
232	но для	1	2
233	остается в	1	2
234	и от	3	2
235	не подлежит	3	2
236	всем этим	2	2
237	в результате	1	2
238	в настоящее	1	2
239	с ним	1	2
240	и состоит	1	2
241	ее в	1	2
242	тем самым	1	2
243	того же	2	1
244	это и	2	1
245	не хочет	1	1
246	такой переход	1	1
247	исходит из	1	1
248	с таким	1	1
249	со своей	1	1
250	особенно часто	1	1
251	также и	4	1
252	есть не	1	1
253	на тех	1	1
254	мы не	2	1
255	он считает	2	1
256	не во	1	1
257	изменений в	1	1
258	на эти	1	1
259	не была	1	1
260	в сущности	9	1
261	свою особую	1	1
262	этого прежде	1	1
263	они были	3	1
264	с исторической	1	1
265	он был	3	1
266	на них	2	1
267	не был	2	1
268	но этого	1	1
269	при жизни	1	1
270	к этому	6	1
271	но как	2	1
272	в общем	1	1
273	абсолютное значение	1	1
274	оно является	1	1
275	в истории	4	1
276	культуре в	1	1
277	что во	1	1
278	в одной	1	1
279	культуру не	1	1
280	перед нами	1	1
281	когда он	1	1
282	не являются	1	1
283	имеет в	2	1
284	этой цели	1	1
285	от этого	1	1
286	тон и	1	1
287	в которой	2	1
288	сущности и	1	1
289	выражение в	2	1
290	но ведь	3	1
291	им в	1	1
292	если он	1	1
293	но на	1	1
294	на его	2	1
295	не могла	1	1
296	к одному	1	1
297	три вида	1	1
298	но дело	3	1
299	так например	1	1
300	находит себе	1	1
301	но все	3	1
302	такого же	1	1
303	это конечно	1	1
304	значительной степени	2	1
305	здесь мы	2	1
306	для всей	2	1
307	могла бы	1	1
308	тем же	2	1
309	эпохи не	1	1
310	об этой	1	1
311	об этом	3	1
312	всего необходимо	3	1
313	момент и	1	1
314	то есть	18	1
315	заключается в	1	1
316	с другими	1	1
317	чтобы он	1	1
318	это не	2	1
319	придает ему	1	1
320	ею как	1	1
321	этого слова	2	1
322	это положение	1	1
323	исторический момент	1	1
324	церковь и	2	1
325	все равно	1	1
326	в общей	2	1
327	зрения этих	1	1
328	не всегда	1	1
329	нет и	1	1
330	такой же	1	1
331	в один	2	1
332	на первый	1	1
333	все элементы	1	1
334	и культуры	1	1
335	нас не	1	1
336	бы привести	1	1
337	бы к	1	1
338	из которой	1	1
339	условиях и	1	1
340	никакому сомнению	2	1
341	представление о	2	1
342	были проникнуты	1	1
343	ко всему	2	1
344	и эти	1	1
345	ни было	1	1
346	вовсе не	12	1
347	даже в	4	1
348	это особенно	1	1
349	нетрудно заметить	1	1
350	и вся	1	1
351	не менее	2	1
352	его целом	1	1
353	что эта	1	1
354	самого начала	1	1
355	для каждого	1	1
356	дело в	2	1
357	и старая	1	1
358	ее с	1	1
359	на себе	1	1
360	и форм	2	1
361	в основе	5	1
362	борьбы между	1	1
363	образом в	2	1
364	но только	1	1
365	он с	2	1
366	только не	1	1
367	для творчества	1	1
368	в разных	2	1
369	именно с	1	1
370	и весь	1	1
371	широких масс	1	1
372	всего на	1	1
373	с одним	1	1
374	бы все	1	1
375	связь и	2	1
376	такие элементы	1	1
377	особое значение	2	1
378	и сама	2	1
379	было не	1	1
380	доказать что	1	1
381	этом отношении	2	1
382	что на	1	1
383	или иных	1	1
384	в духе	7	1
385	те кто	1	1
386	должны быть	2	1
387	гения в	1	1
388	всего в	1	1
389	от которой	1	1
390	в применении	1	1
391	и это	2	1
392	оно может	1	1
393	как мы	10	1
394	нас от	1	1
395	свою очередь	1	1
396	к общему	1	1
397	людей в	1	1
398	всего этого	1	1
399	в ее	3	1
400	языка и	1	1
401	в собственном	1	1
402	только то	1	1
403	в себя	1	1
404	с самого	1	1
405	роль в	4	1
406	эпох этот	1	1
407	понимание и	1	1
408	так и	3	1
409	те же	5	1
410	по сравнению	2	1
411	мы в	1	1
412	в эпоху	8	1
413	народа его	1	1
414	иное как	1	1
415	другом месте	1	1
416	подлежит никакому	2	1
417	язык и	2	1
418	и внутреннее	1	1
419	никак не	3	1
420	одного из	2	1
421	можно сказать	2	1
422	с другой	2	1
423	подлежит сомнению	1	1
424	на отдельные	1	1
425	в согласии	1	1
426	другое такой	1	1
427	от них	1	1
428	образом связаны	1	1
429	от этих	1	1
430	наконец и	1	1
431	по своей	1	1
432	один из	4	1
433	обе эти	1	1
434	сомнению что	2	1
435	с ними	1	1
436	церковь как	1	1
437	она требует	1	1
438	нею в	1	1
439	и оба	1	1
440	узнаем что	1	1
441	же и	3	1
442	к какому	1	1
443	и у	2	1
444	и обратно	1	1
445	и других	6	1
446	дает ему	1	1
447	мы знаем	2	1
448	роль и	1	1
449	и их	1	1
450	в прошлом	1	1
451	не для	1	1
452	мы рассмотрели	1	1
453	ее не	2	1
454	связано с	1	1
455	все такие	1	1
456	превращается в	1	1
457	но из	1	1
458	которые как	1	1
459	связан с	3	1
460	за ними	1	1
461	влияние на	2	1
462	связаны с	5	1
463	и прежде	3	1
464	как же	1	1
465	на чем	1	1
466	еще и	2	1
467	что не	1	1
468	европы но	1	1
469	здесь дело	1	1
470	свое весьма	1	1
471	на которых	1	1
472	до конца	6	1
473	ничем не	1	1
474	не на	1	1
475	однако и	1	1
476	в свете	3	1
477	в связи	5	1
478	в лоно	1	1
479	в преодолении	1	1
480	связь с	6	1
481	своего синтеза	1	1
482	но особенно	1	1
483	как это	1	1
484	играют в	1	1
485	согласии с	1	1
486	речь не	1	1
487	с людьми	1	1
488	смысле этого	1	1
489	применении к	1	1
490	не удалось	1	1
491	это его	1	1
492	громадное количество	1	1
493	из отдельных	1	1
494	в состоянии	2	1
495	материал для	1	1
496	с некоторым	1	1
497	его творчество	2	1
498	своей жизни	2	1
499	на ноги	1	1
500	неразрывно связаны	2	1
501	числе и	2	1
502	с элементами	1	1
503	тех или	1	1
504	на все	1	1
505	это как	1	1
506	которые на	1	1
507	ее и	1	1
508	у некоторых	1	1
509	но когда	1	1
510	деятельность в	1	1
511	его жизнь	1	1
512	и все	9	1
513	хотя в	2	1
514	к самому	1	1
515	в свою	1	1
516	и глубокого	1	1
517	отношению к	2	1
518	что ни	1	1
519	значение их	1	1
520	эти элементы	2	1
521	для эпохи	1	1
522	том числе	3	1
523	они не	3	1
