N	2gram	Nazirov_Tv_2	Dialekti
263	или его	1	2
264	с одной	1	2
265	уже не	3	2
266	и у	2	2
267	и внутреннего	1	2
268	всегда было	1	2
269	из них	2	2
270	для него	3	2
271	и их	1	2
272	т п	2	2
273	дальше в	1	2
274	мифа а	1	2
275	со стороны	1	2
276	как у	3	2
277	именно в	6	2
278	а с	3	2
279	с ней	1	2
280	а главное	1	2
281	только как	1	2
282	гете и	1	2
283	в частности	2	2
284	объекта и	1	2
285	как в	4	2
286	в образ	1	2
287	еще не	5	2
288	такой же	2	2
289	сих пор	3	2
290	она ни	1	2
291	она должна	1	2
292	и для	1	2
293	ни к	2	2
294	а о	1	2
295	о своем	1	2
296	не понимают	1	2
297	точно так	1	2
298	я могу	1	2
299	к этому	3	2
300	а между	1	1
301	как известно	2	1
302	лишь из	1	1
303	речь идет	1	1
304	неотделима от	2	1
305	лишь ее	1	1
306	например в	5	1
307	не остается	1	1
308	и без	2	1
309	д в	3	1
310	без идеи	1	1
311	перед лицом	1	1
312	и до	1	1
313	в основании	1	1
314	той же	1	1
315	так он	2	1
316	это совершенно	1	1
317	мы не	4	1
318	жизненное событие	1	1
319	общества и	1	1
320	из этого	2	1
321	почему мы	1	1
322	и абсолютная	1	1
323	из жизни	2	1
324	в бешенство	1	1
325	на себя	1	1
326	как я	1	1
327	в самих	1	1
328	же что	1	1
329	без которой	1	1
330	столь же	1	1
331	не приходит	1	1
332	в различных	1	1
333	ведь тоже	1	1
334	во всех	1	1
335	в создании	1	1
336	в ее	2	1
337	абсолютная необходимость	1	1
338	искусство в	1	1
339	нет и	2	1
340	взятая в	1	1
341	принцип построения	1	1
342	чем же	1	1
343	дает нам	1	1
344	в связи	1	1
345	мысль о	1	1
346	когда он	4	1
347	я должен	1	1
348	и наконец	2	1
349	его к	1	1
350	и к	1	1
351	и свою	1	1
352	и отчасти	3	1
353	еще на	1	1
354	в которой	2	1
355	а идея	1	1
356	бы не	2	1
357	ужаса и	1	1
358	за их	1	1
359	так в	2	1
360	по преимуществу	2	1
361	что ничего	1	1
362	смотрим на	1	1
363	с их	1	1
364	но его	1	1
365	проникает в	2	1
366	если он	5	1
367	и если	2	1
368	теории и	1	1
369	к выводу	1	1
370	при этом	8	1
371	после этого	1	1
372	интересно и	1	1
373	и эти	1	1
374	эта последняя	1	1
375	к одному	1	1
376	не к	1	1
377	что нужно	1	1
378	в силу	1	1
379	д все	1	1
380	самый принцип	1	1
381	изображения и	1	1
382	мифический образ	1	1
383	не изменяет	1	1
384	и по	2	1
385	так например	3	1
386	таким образом	10	1
387	и холод	1	1
388	однако все	1	1
389	что все	1	1
390	же не	2	1
391	это случилось	1	1
392	здесь он	1	1
393	главным образом	1	1
394	и дальше	1	1
395	чего он	1	1
396	мы уже	1	1
397	механизм в	1	1
398	а по	1	1
399	то есть	5	1
400	и опять-таки	1	1
401	или наконец	2	1
402	его в	3	1
403	ли он	1	1
404	первую очередь	1	1
405	мы на	1	1
406	то все	1	1
407	ты мне	1	1
408	нечто внешнее	1	1
409	характер не	1	1
410	в жизни	1	1
411	из нее	1	1
412	нет в	1	1
413	это положение	1	1
414	в мистическом	1	1
415	показывает что	4	1
416	в этой	5	1
417	всю жизнь	1	1
418	со своими	2	1
419	и четко	1	1
420	жизни но	1	1
421	образ на	1	1
422	с такой	1	1
423	в развитии	1	1
424	потому и	1	1
425	христианской мифологии	1	1
426	ибо не	1	1
427	не зависит	1	1
428	наконец даже	1	1
429	в такой	2	1
430	в которые	1	1
431	место в	3	1
432	них нет	1	1
433	представление о	7	1
434	говорил о	1	1
435	знаем что	1	1
436	есть его	1	1
437	но он	1	1
438	сами по	1	1
439	том чтобы	1	1
440	еще сложнее	1	1
441	не могли	2	1
442	так хорошо	1	1
443	где нет	2	1
444	зрения и	1	1
445	этом не	1	1
446	дня и	1	1
447	женился на	1	1
448	тем самым	4	1
449	xviii века	2	1
450	участвует в	1	1
451	виду что	1	1
452	самого начала	1	1
453	дело в	1	1
454	я буду	2	1
455	могли помочь	1	1
456	против этого	1	1
457	чем не	1	1
458	он с	1	1
459	в день	1	1
460	жизни не	1	1
461	и приводит	1	1
462	материалистов xviii	1	1
463	мире и	1	1
464	с своей	1	1
465	и его	9	1
466	же самая	1	1
467	связи с	1	1
468	здесь же	1	1
469	как будто	1	1
470	однако это	2	1
471	у меня	1	1
472	мифов и	1	1
473	не могут	1	1
474	сама жизнь	1	1
475	заметил что	1	1
476	сходство с	1	1
477	всего что	1	1
478	нечто более	1	1
479	на это	1	1
480	если же	1	1
481	должен быть	1	1
482	она дана	1	1
483	понимаем что	2	1
484	но при	1	1
485	нужно сказать	1	1
486	указывать на	1	1
487	на другой	1	1
488	в голову	1	1
489	характер и	1	1
490	с самого	1	1
491	культуры и	1	1
492	то время	1	1
493	по способу	1	1
494	веру в	2	1
495	и сам	5	1
496	что у	4	1
497	в образе	3	1
498	в бесконечность	1	1
499	что также	1	1
500	еще в	1	1
501	в результате	1	1
502	в повествовании	1	1
503	говорят что	1	1
504	приближается к	1	1
505	еще ничего	1	1
506	и должно	1	1
507	это происходит	1	1
508	им не	1	1
509	при котором	1	1
510	ли или	1	1
511	происходит не	1	1
512	почему же	1	1
513	не стоит	2	1
514	можно встретить	1	1
515	любви к	3	1
516	и нечто	1	1
517	того или	1	1
518	заключается в	1	1
519	и символа	1	1
520	между тем	3	1
521	переходит в	1	1
522	и всякая	1	1
523	а потому	1	1
524	и смеется	1	1
525	и только	2	1
526	от этих	1	1
527	в ту	2	1
528	все время	2	1
529	не знаю	1	1
530	не так	2	1
531	его собственная	1	1
532	сразу же	1	1
533	мне кажется	1	1
534	но ни	1	1
535	как нечто	1	1
536	в стороне	2	1
537	или же	1	1
538	в выражении	1	1
539	которых я	1	1
540	нелепо и	1	1
541	себя в	2	1
542	вот что	1	1
543	не можем	1	1
544	уже в	2	1
545	в поэзии	1	1
546	сказать о	1	1
547	не дает	1	1
548	при помощи	2	1
549	в душе	4	1
550	и других	2	1
551	бытия но	1	1
552	самих себе	1	1
553	процесс и	1	1
554	менее всего	1	1
555	мир в	1	1
556	был бы	1	1
557	я делаю	1	1
558	жизнь для	1	1
559	подлинного бытия	1	1
560	для них	1	1
561	у него	6	1
562	другом в	2	1
563	смерти и	1	1
564	идея не	1	1
565	видим как	1	1
566	во власти	1	1
567	с другим	2	1
568	и между	1	1
569	такое же	1	1
570	и др	3	1
571	идеи как	1	1
572	связано с	1	1
573	превращается в	3	1
574	зависит от	2	1
575	против воли	1	1
576	сам себе	1	1
577	как ни	1	1
578	одну из	1	1
579	и я	1	1
580	даже о	1	1
581	нельзя молиться	1	1
582	меня не	1	1
583	жизнь в	1	1
584	если не	4	1
585	уже давно	1	1
586	для ее	1	1
587	вместе с	3	1
588	эта идея	1	1
589	я уже	1	1
590	к другой	1	1
591	в меру	1	1
592	же с	9	1
593	в духе	4	1
594	ничего нет	1	1
595	мифа в	3	1
596	могу быть	1	1
597	так мы	2	1
598	встречается в	1	1
599	не дают	1	1
600	наряду с	7	1
601	перед нами	1	1
602	это его	2	1
603	из этой	2	1
604	кто из	1	1
605	разумеется тут	1	1
606	своего развития	1	1
607	я с	1	1
608	на свете	1	1
609	как некие	1	1
610	дальнейшем но	1	1
611	не содержится	1	1
612	нас интересует	1	1
613	себе я	1	1
614	не хочешь	1	1
615	только еще	1	1
616	к другим	1	1
617	поэтической аллегории	1	1
618	это уже	2	1
619	для автора	2	1
620	и мучений	1	1
621	это как	1	1
622	своей собственной	1	1
623	человек и	1	1
624	для нас	1	1
625	впечатление и	1	1
626	не должен	1	1
627	по самой	3	1
628	что вообще	1	1
629	жизни в	3	1
630	между ними	1	1
631	от своего	1	1
632	не быть	1	1
633	что угодно	1	1
634	в последнем	1	1
635	что идея	2	1
636	сам в	2	1
637	а я	2	1
638	в искусстве	2	1
639	и другие	1	1
640	в таком	3	1
