N	2gram	Bakhtin_fo_1	TeoriaLi
416	в самой	2	1
417	идиллический хронотоп	2	1
418	из древнейших	1	1
419	от него	1	1
420	события частной	1	1
421	связи с	6	1
422	как я	1	1
423	из того	1	1
424	в большой	1	1
425	не является	2	1
426	и оценки	1	1
427	в каком	2	1
428	у нас	1	1
429	в момент	1	1
430	и конкретном	1	1
431	не могут	3	1
432	когда мы	1	1
433	числе и	2	1
434	в событии	1	1
435	значительной степени	1	1
436	в осмысленном	1	1
437	его с	1	1
438	себя только	1	1
439	вырождается в	1	1
440	в каждом	1	1
441	переходя к	1	1
442	оно не	2	1
443	она не	1	1
444	говорит о	1	1
445	обычно в	2	1
446	должен быть	1	1
447	из всего	1	1
448	как мы	14	1
449	исторического человека	1	1
450	того чтобы	5	1
451	существенное значение	1	1
452	та или	1	1
453	на основе	2	1
454	его поступки	1	1
455	к какой	1	1
456	чтобы быть	1	1
457	то время	4	1
458	не возникает	1	1
459	или иная	1	1
460	свободу и	1	1
461	значение в	5	1
462	человеческая жизнь	1	1
463	и совершенно	1	1
464	с собой	1	1
465	здесь как	2	1
466	особенно в	1	1
467	с самим	5	1
468	живет в	1	1
469	ориентировано на	1	1
470	в последующих	1	1
471	вошел в	1	1
472	и определяется	2	1
473	наше внимание	1	1
474	разного рода	2	1
475	жизнь и	4	1
476	жанра в	1	1
477	в словах	1	1
478	быть или	1	1
479	с ним	2	1
480	с человеком	1	1
481	с иными	1	1
482	но внутренне	1	1
483	судьбы здесь	2	1
484	не ту	1	1
485	к простому	1	1
486	мира а	1	1
487	в сущности	3	1
488	в значительной	2	1
489	мир все	1	1
490	служит для	1	1
491	на отдельные	1	1
492	лишь путем	1	1
493	но дело	2	1
494	полноту и	2	1
495	и только	1	1
496	наконец в	1	1
497	конкретном целом	1	1
498	человека как	1	1
499	о своих	1	1
500	аффектов и	1	1
501	всех сторон	1	1
502	эти последние	1	1
503	один из	3	1
504	тот же	1	1
505	самому герою	1	1
506	ряд произведений	1	1
507	и роман	1	1
508	природой и	1	1
509	путь к	1	1
510	и является	2	1
511	целого и	1	1
512	в новелле	1	1
513	и приобретает	1	1
514	образа в	1	1
515	между этими	4	1
516	их не	1	1
517	жить и	1	1
518	на мир	1	1
519	со всеми	3	1
520	судьба или	1	1
521	типов но	1	1
522	так что	1	1
523	же и	2	1
524	для всех	2	1
525	есть в	2	1
526	с нею	1	1
527	если мы	2	1
528	только на	3	1
529	или даже	1	1
530	из них	1	1
531	одно из	3	1
532	и их	8	1
533	никто не	2	1
534	ведь это	1	1
535	и мир	1	1
536	и прежде	2	1
537	и жизненной	1	1
538	в одном	3	1
539	в пространстве	5	1
540	высшая форма	1	1
541	с этими	2	1
542	так как	6	1
543	тому же	2	1
544	к ним	2	1
545	входят в	1	1
546	человек как	1	1
547	ее на	1	1
548	лишь один	2	1
549	для того	5	1
550	на ее	1	1
551	связаны с	3	1
552	не обязательно	2	1
553	с мотивом	3	1
554	отведенного ему	1	1
555	еще и	2	1
556	и внешнее	1	1
557	к более	1	1
558	противоречие между	1	1
559	внешних и	1	1
560	и политического	1	1
561	не было	7	1
562	стремится к	1	1
563	принадлежит не	2	1
564	более того	3	1
565	с которым	1	1
566	от мира	1	1
567	жизнь в	2	1
568	которой герой	1	1
569	и я	1	1
570	и первый	1	1
571	своей структуре	1	1
572	в ряду	1	1
573	что из	1	1
574	осмысленном и	1	1
575	ближе к	1	1
576	в одно	3	1
577	если не	1	1
578	в связи	5	1
579	как ни	1	1
580	с помощью	2	1
581	может иметь	1	1
582	не способна	1	1
583	и временных	2	1
584	к своему	2	1
585	его личной	1	1
586	другу и	1	1
587	этого типа	5	1
588	в хронотопе	4	1
589	было и	4	1
590	типа как	1	1
591	да и	3	1
592	ряда и	1	1
593	к полноте	1	1
594	степени и	1	1
595	в это	2	1
596	и формы	1	1
597	сказать не	1	1
598	этом случае	1	1
599	быть и	2	1
600	своей жизни	4	1
601	все это	4	1
602	этом и	1	1
603	при всем	1	1
604	ее можно	1	1
605	это уже	1	1
606	известной степени	1	1
607	примет в	1	1
608	и от	1	1
609	в результате	6	1
610	все они	1	1
611	жанр в	1	1
612	себя самого	1	1
613	места в	2	1
614	бы в	1	1
615	не более	1	1
616	т.д эта	1	1
617	она же	2	1
618	с другими	3	1
619	же в	3	1
620	мы видим	3	1
621	но всегда	1	1
622	в эпосе	2	1
623	вступает в	2	1
624	становления и	1	1
625	с ней	1	1
626	не быть	1	1
627	от всех	1	1
628	совершенно не	2	1
629	себе самому	4	1
630	включает в	1	1
631	жизни и	8	1
632	ее в	2	1
633	видим в	1	1
634	и другие	5	1
635	в своих	1	1
636	героя как	1	1
637	можно назвать	2	1
638	в таком	3	1
