N	2gram	Berdyaev_N_1	Problema
189	на всех	1	2
190	с его	6	2
191	ни к	2	2
192	то он	1	2
193	себя в	2	2
194	свидетельствует о	1	2
195	сами по	1	2
196	в конце	1	2
197	то время	1	2
198	не хотел	1	2
199	выходит за	1	2
200	в самом	1	2
201	все время	2	2
202	в это	1	2
203	xix века	5	2
204	был в	1	2
205	в человеческом	1	2
206	том смысле	1	2
207	к преодолению	3	2
208	будто бы	1	2
209	жизни в	3	2
210	все категории	2	2
211	можно назвать	2	2
212	новое время	4	1
213	также что	1	1
214	человека и	3	1
215	связана с	2	1
216	становится в	1	1
217	силы и	2	1
218	жизни мы	1	1
219	перед лицом	1	1
220	и до	1	1
221	ведь и	2	1
222	и такое	1	1
223	свободно а	1	1
224	что вся	1	1
225	же как	2	1
226	вопрос о	3	1
227	хотя сама	1	1
228	и совсем	1	1
229	от всякого	2	1
230	на себя	1	1
231	а во-вторых	1	1
232	жизни это	1	1
233	это время	1	1
234	верить в	3	1
235	на них	1	1
236	не был	1	1
237	истории в	5	1
238	совсем не	12	1
239	россии и	1	1
240	только потому	1	1
241	есть своя	1	1
242	значение и	1	1
243	содержания жизни	1	1
244	всего как	1	1
245	духа и	3	1
246	и объединения	1	1
247	с душой	1	1
248	в этот	1	1
249	о самом	1	1
250	тут нет	1	1
251	бы сказать	1	1
252	он в	1	1
253	из этих	1	1
254	тоже не	1	1
255	думать что	2	1
256	с их	2	1
257	но ведь	1	1
258	освобождение от	1	1
259	все другие	1	1
260	сами эти	1	1
261	и еще	1	1
262	не значит	3	1
263	в силу	1	1
264	времени он	1	1
265	нам суждено	1	1
266	и исключительно	1	1
267	этот символизм	1	1
268	от нее	1	1
269	может остаться	1	1
270	он есть	1	1
271	перестала быть	1	1
272	с богом	1	1
273	в философском	1	1
274	не всегда	1	1
275	должно быть	4	1
276	во время	1	1
277	будет в	1	1
278	в атмосфере	1	1
279	в такой	1	1
280	настоящего и	1	1
281	переходе от	2	1
282	жизни с	1	1
283	своей неотвратимой	1	1
284	войне и	1	1
285	в россии	3	1
286	и общества	2	1
287	что этот	1	1
288	движения к	1	1
289	этот мир	2	1
290	сам этот	1	1
291	и вся	1	1
292	к такой	1	1
293	человечества и	1	1
294	есть принцип	1	1
295	от жизни	1	1
296	у него	2	1
297	и отдельных	1	1
298	из их	1	1
299	нам предстоит	1	1
300	никогда не	6	1
301	тайной жизни	1	1
302	и рождается	1	1
303	и общественной	5	1
304	жизни не	3	1
305	под этим	1	1
306	силы над	2	1
307	они являются	1	1
308	и общего	1	1
309	своей природе	1	1
310	по своей	1	1
311	века не	1	1
312	нового времени	12	1
313	в основе	3	1
314	в будущем	2	1
315	не могут	1	1
316	символы знаки	1	1
317	могут быть	2	1
318	хаоса в	1	1
319	в категориях	2	1
320	сама жизнь	2	1
321	числе и	1	1
322	этот переход	1	1
323	общества мы	1	1
324	бы он	1	1
325	еще по	1	1
326	вечности но	1	1
327	что все	2	1
328	и явления	1	1
329	чтобы быть	1	1
330	в образе	1	1
331	xix и	4	1
332	того и	1	1
333	который я	1	1
334	мы в	1	1
335	в эпоху	9	1
336	стремление к	2	1
337	нас и	1	1
338	познания и	2	1
339	в которую	1	1
340	жили в	1	1
341	сторон жизни	1	1
342	уже во	1	1
343	человека это	1	1
344	и она	1	1
345	в каких	1	1
346	известном смысле	1	1
347	и прогрессивных	1	1
348	время когда	1	1
349	и быть	1	1
350	который в	2	1
351	но под	1	1
352	существе своем	1	1
353	с одной	2	1
354	в эти	1	1
355	этой системе	1	1
356	и у	1	1
357	эти черты	1	1
358	в ночи	3	1
359	большинстве случаев	1	1
360	сами не	1	1
361	к содержанию	2	1
362	нуждается в	1	1
363	в существе	1	1
364	в прошлом	3	1
365	уже нет	1	1
366	не случайно	1	1
367	и никакой	1	1
368	и вместе	1	1
369	ее на	1	1
370	ней и	1	1
371	до сих	1	1
372	имеют уже	1	1
373	нельзя сказать	1	1
374	превращается в	1	1
375	мгновение в	1	1
376	стремится к	3	1
377	не верит	1	1
378	не на	1	1
379	для сознания	1	1
380	нужно считать	1	1
381	ни за	1	1
382	и особенно	1	1
383	зачем же	1	1
384	конечно есть	1	1
385	будущее и	1	1
386	и красота	1	1
387	одной стороны	2	1
388	к жизни	3	1
389	связаны с	2	1
390	человеческом обществе	1	1
391	получает свое	1	1
392	вот что	1	1
393	и нет	1	1
394	сих пор	1	1
395	но для	2	1
396	и ярче	1	1
397	за его	1	1
398	в мировой	2	1
399	основанная на	1	1
400	жизни должен	2	1
401	мира и	2	1
402	чтобы понять	1	1
403	а к	1	1
404	логики и	1	1
405	вот этот	1	1
406	есть уже	1	1
407	власть этого	1	1
408	и начинается	2	1
409	в ночь	1	1
410	всего мира	1	1
411	не знает	6	1
412	но можно	1	1
413	равно как	2	1
414	в свою	1	1
415	истории все	2	1
416	жизни а	1	1
417	шекспира и	1	1
418	он и	1	1
419	борьба и	2	1
420	формальной логики	1	1
421	народные массы	4	1
422	к этой	1	1
423	мышления не	1	1
424	чтобы эти	1	1
425	я могу	1	1
426	как на	1	1
427	как результат	1	1
428	том числе	1	1
