N	2gram	Tiupa_Anal_2	Formalny
417	встречается в	1	1
418	могут быть	10	1
419	из самого	1	1
420	переходя к	1	1
421	что при	1	1
422	и входит	1	1
423	и о	1	1
424	то она	1	1
425	сторону и	2	1
426	и сами	1	1
427	как один	1	1
428	данном случае	5	1
429	языка и	2	1
430	характер и	1	1
431	роль в	2	1
432	однако эта	1	1
433	слова а	1	1
434	если они	1	1
435	в образе	1	1
436	здесь он	1	1
437	было в	1	1
438	по природе	2	1
439	в борьбе	2	1
440	все остальные	1	1
441	целом все	1	1
442	в словах	3	1
443	из одного	1	1
444	мире в	1	1
445	воли и	3	1
446	в другом	1	1
447	на всех	2	1
448	одного из	3	1
449	можно сказать	4	1
450	а также	7	1
451	может не	1	1
452	ни принимало	1	1
453	е к	2	1
454	ведь у	1	1
455	нас а	1	1
456	которая сама	1	1
457	от них	1	1
458	и во	2	1
459	же является	2	1
460	и взаимодействия	1	1
461	именно она	1	1
462	вслед за	2	1
463	в художественной	1	1
464	во внутренней	1	1
465	не тот	1	1
466	с а	1	1
467	равнодушии к	1	1
468	к нему	1	1
469	в двух	2	1
470	мы видим	1	1
471	менее в	1	1
472	перемещается в	1	1
473	внутренняя форма	1	1
474	который в	1	1
475	то эти	1	1
476	между этими	1	1
477	не мешает	1	1
478	кроме этого	1	1
479	времени как	2	1
480	своего собственного	2	1
481	так что	3	1
482	для всех	2	1
483	в сторону	5	1
484	себя в	2	1
485	борьбы с	3	1
486	слова в	1	1
487	конкретном целом	1	1
488	не вне	1	1
489	или даже	2	1
490	из них	3	1
491	представить себе	1	1
492	с этими	1	1
493	так как	1	1
494	как его	1	1
495	у него	4	1
496	отличие от	2	1
497	с действительностью	2	1
498	образом не	1	1
499	и конкретном	1	1
500	связан с	1	1
501	не оказывается	2	1
502	или иной	3	1
503	даже не	1	1
504	как у	1	1
505	на ее	1	1
506	первый и	1	1
507	и тех	1	1
508	в следующих	1	1
509	характерно для	1	1
510	во второй	4	1
511	один и	1	1
512	его из	1	1
513	зависит от	1	1
514	к своему	2	1
515	идет уже	1	1
516	возвращаясь к	1	1
517	весь его	1	1
518	одну из	2	1
519	для человека	1	1
520	или с	1	1
521	несмотря на	3	1
522	тенденцией к	1	1
523	чем глубже	1	1
524	художественное значение	1	1
525	к его	2	1
526	этом достаточно	1	1
527	и нисколько	1	1
528	по поводу	3	1
529	художественное целое	1	1
530	однако эти	1	1
531	коррективы в	1	1
532	организации произведения	2	1
533	во все	1	1
534	что же	1	1
535	культуре и	1	1
536	все детали	1	1
537	этот не	1	1
538	но даже	1	1
539	между прочим	1	1
540	в противном	1	1
541	тех или	2	1
542	не является	1	1
543	и для	2	1
544	общественной и	1	1
545	или в	3	1
546	том что	12	1
547	но отнюдь	1	1
548	для нас	1	1
549	особого рода	2	1
550	романа в	3	1
551	в литературной	1	1
552	еще более	2	1
553	тем более	1	1
554	не будучи	1	1
555	ни к	1	1
556	здесь совершается	1	1
557	зрения в	1	1
558	его жизнь	1	1
559	только что	1	1
560	всю полноту	1	1
561	это свойственно	1	1
562	в становлении	1	1
563	а о	1	1
564	с ней	1	1
565	сказать что	2	1
566	другой стороны	2	1
567	совершенно не	1	1
568	о себе	2	1
569	в отдельности	1	1
570	из этого	1	1
571	самом начале	3	1
572	пределы этой	1	1
573	себе не	2	1
574	просто не	1	1
575	ее в	1	1
576	это в	1	1
577	к этому	2	1
578	этой точки	1	1
