N	2gram	Vygotskiy__2	VLabPisa
230	подобно тому	2	2
231	что ни	1	2
232	так например	1	2
233	в каждом	2	2
234	и дальше	1	2
235	в другом	1	2
236	говорил что	1	2
237	заключается в	12	2
238	с другими	2	2
239	в жизни	4	2
240	только о	1	2
241	эта теория	2	2
242	как об	1	2
243	он и	1	2
244	и для	4	2
245	всяком случае	2	2
246	не столько	1	2
247	знаем что	4	2
248	и значит	1	2
249	от его	1	2
250	искусства не	1	2
251	которые в	4	2
252	по крайней	1	2
253	если бы	6	2
254	по себе	12	2
255	не менее	8	2
256	тогда когда	3	2
257	к этим	1	2
258	не по	1	2
259	того чтобы	14	2
260	только не	1	2
261	а для	1	2
262	на язык	1	2
263	не вполне	2	2
264	в сознании	4	2
265	в области	1	2
266	ли это	2	2
267	от того	4	2
268	художественную форму	2	2
269	и заключается	3	2
270	ли не	1	2
271	отличается от	2	2
272	же самое	6	2
273	должны быть	3	2
274	что оно	2	2
275	они и	1	2
276	в самых	2	2
277	для того	13	2
278	что при	9	2
279	на это	3	2
280	основываясь на	1	2
281	формы и	6	2
282	только то	1	2
283	и может	1	2
284	роль в	2	2
285	искусство как	4	2
286	он сам	1	2
287	и даже	5	2
288	вот это	1	2
289	из основных	1	2
290	во всяком	2	2
291	на вопрос	2	2
292	и просто	1	2
293	в пользу	1	2
294	из себя	2	2
295	художника как	1	2
296	крайней мере	1	2
297	вообще и	1	2
298	конце концов	3	2
299	значит что	3	2
300	о его	1	2
301	что даже	1	2
302	образа в	1	2
303	с одной	1	2
304	у них	2	2
305	при помощи	10	2
306	могло бы	2	2
307	эти вопросы	1	2
308	вовсе не	2	2
309	к ним	2	2
310	не о	1	2
311	образом не	1	2
312	в особенности	2	2
313	одной стороны	1	2
314	даже не	1	2
315	до сих	5	2
316	как у	1	2
317	писателя и	1	2
318	показывает что	3	2
319	что для	7	2
320	естественно что	1	2
321	к сожалению	1	2
322	идеи в	1	2
323	зависит от	2	2
324	показывает как	1	2
325	что мы	1	2
326	не об	1	2
327	тому как	3	2
328	с а	1	2
329	было в	1	2
330	нет никаких	1	2
331	из которых	2	2
332	и формы	1	2
333	сих пор	5	2
334	того или	3	2
335	этом и	1	2
336	можно было	7	2
337	сюжета и	1	2
338	мира и	1	2
339	ни одного	1	2
340	своих героев	1	2
341	будто бы	1	2
342	отличия от	1	2
343	и бессознательное	1	2
344	а в	4	2
345	в стихах	1	2
346	а о	1	2
347	между ними	1	2
348	понимать как	1	2
349	в своих	9	2
350	явления в	1	2
351	этой точки	2	2
352	они не	1	2
353	которая не	2	2
354	а между	1	1
355	влечения и	2	1
356	речь идет	1	1
357	говоря о	1	1
358	в сфере	1	1
359	таком случае	1	1
360	с новыми	1	1
361	сводится именно	1	1
362	его основной	1	1
363	и без	2	1
364	на наши	1	1
365	самом деле	16	1
366	всех душевных	1	1
367	фрейд в	1	1
368	все его	1	1
369	же по	1	1
370	или говоря	1	1
371	и так	3	1
372	проявляются в	1	1
373	бесконечное число	1	1
374	а об	1	1
375	противном случае	1	1
376	в основании	1	1
377	все те	2	1
378	и связанное	1	1
379	нам приходится	1	1
380	обойтись без	1	1
381	поэзии и	7	1
382	что всякий	1	1
383	смотреть на	1	1
384	как мы	1	1
385	что если	6	1
386	это что	1	1
387	именно к	1	1
388	почти все	1	1
389	эстетики и	1	1
390	бессознательное и	2	1
391	почти исключительно	1	1
392	мы получаем	2	1
393	приходит к	3	1
394	из того	2	1
395	мы и	1	1
396	похожи на	1	1
397	о роли	1	1
398	них по	2	1
399	сам по	4	1
400	основе этого	1	1
401	свою очередь	2	1
402	и то	3	1
403	содержания на	1	1
404	таким выводам	1	1
405	это имеет	1	1
406	по своему	3	1
407	как если	1	1
408	бы весь	1	1
409	а только	3	1
410	значение и	2	1
411	только тогда	1	1
412	ответ на	2	1
413	а и	1	1
414	и приемы	2	1
415	уже как	1	1
416	себе и	2	1
417	или иное	1	1
418	основные вопросы	1	1
419	которые не	3	1
420	в истории	1	1
421	толстого и	1	1
422	самое понятие	2	1
423	общего с	1	1
424	бы при	1	1
425	что ее	1	1
426	кроме того	1	1
427	бессознательное в	2	1
428	сознательное и	1	1
429	сознания в	1	1
430	целый ряд	6	1
431	говорит что	7	1
432	что по	2	1
433	и наконец	1	1
434	сказал бы	1	1
435	самый элементарный	1	1
436	лет а	1	1
437	не очень	1	1
438	основная тенденция	1	1
439	то в	1	1
440	формы в	3	1
441	художников и	1	1
442	искусства которая	1	1
443	искусство это	1	1
444	имеем в	2	1
445	тому же	1	1
446	на то	11	1
447	если он	1	1
448	и если	1	1
449	на его	2	1
450	к искусству	5	1
451	о бедном	1	1
452	как оно	1	1
453	приходят к	1	1
454	не значит	2	1
455	свою басню	1	1
456	как совершенно	2	1
457	не как	3	1
458	понятий и	1	1
459	его действительной	1	1
460	то как	3	1
461	чувства в	1	1
462	уже не	1	1
463	его от	2	1
464	на этом	3	1
465	заключает в	2	1
466	с законами	1	1
467	одно и	1	1
468	не материал	1	1
469	когда говорит	3	1
470	и характер	1	1
471	чего он	1	1
472	то есть	21	1
473	в несколько	1	1
474	те или	1	1
475	к анализу	1	1
476	произведения от	1	1
477	на почве	1	1
478	то все	2	1
479	этом смысле	1	1
480	всю его	1	1
481	и целиком	1	1
482	отражение в	1	1
483	материал для	4	1
484	к области	3	1
485	в обыденной	1	1
486	поэма о	1	1
487	однако при	1	1
488	роли и	1	1
489	его частей	1	1
490	свести все	1	1
491	и определяет	1	1
492	с этой	4	1
493	и следовало	1	1
494	образы в	1	1
495	романы достоевского	1	1
496	которой он	1	1
497	несмотря на	4	1
498	смысле что	1	1
499	когда автор	1	1
500	на этот	2	1
501	аллегории и	1	1
502	духовной жизни	1	1
503	занимает и	1	1
504	в этих	2	1
505	философии а	1	1
506	их он	1	1
507	взгляд на	1	1
508	он должен	1	1
509	мысль в	1	1
510	как произведение	1	1
511	на свою	1	1
512	что до	1	1
513	он отмечает	1	1
514	является только	1	1
515	и той	4	1
516	различных его	1	1
517	образом и	4	1
518	его общей	1	1
519	но он	3	1
520	творчества и	3	1
521	и эти	2	1
522	так называемое	1	1
523	что этот	2	1
524	в устах	1	1
525	следующими словами	1	1
526	зрения и	1	1
527	действием и	1	1
528	мы встречаемся	1	1
529	обходятся без	1	1
530	евгения онегина	3	1
531	нет никакого	1	1
532	что есть	1	1
533	того момента	1	1
534	перед собою	1	1
535	вплоть до	2	1
536	в таких	1	1
537	как можно	2	1
538	что эта	1	1
539	с теми	1	1
540	начинает с	2	1
541	дело не	1	1
542	эти формы	1	1
543	и отсюда	2	1
544	того как	4	1
545	что их	1	1
546	без остатка	1	1
547	время как	3	1
548	материала в	1	1
549	и искусство	1	1
550	значит ли	2	1
551	но только	4	1
552	не имеет	4	1
553	казалось бы	2	1
554	жизни не	1	1
555	это то	2	1
556	у этого	1	1
557	дает при	1	1
558	учения о	2	1
559	что самое	2	1
560	к ней	1	1
561	видим что	3	1
562	от него	1	1
563	и чувства	1	1
564	как не	2	1
565	с достаточной	1	1
566	относящимися к	1	1
567	еще платон	1	1
568	только с	1	1
569	как будто	7	1
570	игре и	1	1
571	в основе	11	1
572	в каком	3	1
573	больше того	2	1
574	практике но	1	1
575	только наиболее	1	1
576	один раз	1	1
577	так будто	1	1
578	все то	1	1
579	эпохе в	1	1
580	лежит в	1	1
581	к утверждению	1	1
582	быть отнесены	1	1
583	ничего общего	1	1
584	можно свести	1	1
585	о судьбе	1	1
586	характер этого	1	1
587	и это	4	1
588	и поэтому	4	1
589	и которая	2	1
590	именно эту	1	1
591	с ее	3	1
592	какова же	1	1
593	и многие	2	1
594	и служит	1	1
595	общественной среды	1	1
596	же не	1	1
597	художественной деятельности	1	1
598	данном случае	4	1
599	перед необходимостью	1	1
600	искусстве нет	1	1
601	о методах	1	1
602	то или	2	1
603	то время	3	1
604	так было	2	1
605	типы и	1	1
606	на другом	1	1
607	очевидным как	1	1
608	и сам	4	1
609	что у	5	1
610	по аналогии	1	1
611	часто в	1	1
612	по тому	1	1
613	по сравнению	2	1
614	жизнь и	3	1
615	мы в	3	1
616	понятно что	2	1
617	является в	1	1
618	строго говоря	1	1
619	силу того	1	1
620	от начала	1	1
621	для этого	3	1
622	и охотно	2	1
623	число раз	1	1
624	что художники	1	1
625	же роман	1	1
626	а по	1	1
627	и поэтом	1	1
628	о нем	1	1
629	материала и	2	1
630	на него	2	1
631	искусства и	9	1
632	в действительной	1	1
633	это происходит	2	1
634	действие этих	2	1
635	художественные произведения	2	1
636	и та	1	1
637	светлое поле	1	1
638	же теории	1	1
639	и что	22	1
640	в глаза	2	1
641	бессознательного в	2	1
642	после того	2	1
643	с того	2	1
644	для нас	2	1
645	как форма	1	1
646	с целью	1	1
647	аналогии с	1	1
648	той социальной	1	1
649	под именем	1	1
650	говорят о	1	1
651	которой мы	2	1
652	теории нет	1	1
653	и во	1	1
654	самого художника	1	1
655	таких же	1	1
656	наблюдается и	1	1
657	противоречия и	1	1
658	непосредственно данное	1	1
659	говорит он	4	1
660	хотя оно	1	1
661	быть даже	1	1
662	признается в	1	1
663	даже для	2	1
664	сомнения в	1	1
665	творческой фантазии	1	1
666	в свете	2	1
667	познания или	1	1
668	в русском	2	1
669	к сознанию	1	1
670	если это	1	1
671	поле сознания	1	1
672	для самого	2	1
673	в него	2	1
674	сюда относится	1	1
675	все зависит	1	1
676	указывает что	4	1
677	бросается в	1	1
678	действительности не	1	1
679	дело так	1	1
680	порядка и	2	1
681	которых она	1	1
682	вещи для	1	1
683	обе эти	1	1
684	трудно не	1	1
685	однако сами	1	1
686	душевных сил	1	1
687	согласиться с	2	1
688	или иные	1	1
689	в какой	2	1
690	он совершенно	1	1
691	как нечто	2	1
692	то прежде	1	1
693	что а	1	1
694	не имеющих	1	1
695	эти утверждения	1	1
696	сам собой	2	1
697	вот этот	2	1
698	же и	1	1
699	к какому	2	1
700	конечно не	1	1
701	можно установить	1	1
702	звуков и	1	1
703	только на	5	1
704	в поэзии	3	1
705	не знать	1	1
706	существу своему	3	1
707	сделанное в	1	1
708	в виде	1	1
709	свидетельствует о	1	1
710	басни и	3	1
711	не дает	1	1
712	по выражению	1	1
713	и других	3	1
714	психологии в	1	1
715	его и	1	1
716	идет только	1	1
717	который как	1	1
718	и из	6	1
719	различая их	1	1
720	ни в	2	1
721	к более	1	1
722	содержания и	2	1
723	сами по	3	1
724	в состоянии	2	1
725	отношение к	2	1
726	но что	2	1
727	каждый из	2	1
728	и никогда	2	1
729	же говорят	1	1
730	и вдруг	1	1
731	заметить что	2	1
732	тем что	9	1
733	художник не	1	1
734	в более	1	1
735	смысла и	1	1
736	встречаемся с	1	1
737	более значительными	1	1
738	имели бы	1	1
739	выражение только	1	1
740	художником в	1	1
741	и точно	1	1
742	понятие или	1	1
743	формы для	1	1
744	имеет свой	2	1
745	леонардо да	1	1
746	что тот	3	1
747	человека а	1	1
748	онегина не	1	1
749	в свою	3	1
750	процессе творчества	1	1
751	себя и	1	1
752	в соответствии	1	1
753	связано с	1	1
754	процесс в	3	1
755	материал в	1	1
756	и составляет	1	1
757	целым рядом	1	1
758	психологии а	1	1
759	жизнь в	1	1
760	имеет своей	2	1
761	да винчи	1	1
762	благодаря чему	1	1
763	на эту	1	1
764	самого начала	1	1
765	что из	1	1
766	бы чрезвычайно	1	1
767	нет ничего	1	1
768	так называемой	1	1
769	что искусство	4	1
770	с бессознательным	2	1
771	образ выходит	1	1
772	представить себе	3	1
773	мы говорим	1	1
774	от посторонних	1	1
775	как в	9	1
776	и самые	1	1
777	в светлое	1	1
778	в данном	4	1
779	сравнению с	2	1
780	основанием для	1	1
781	в той	1	1
782	к действительности	2	1
783	он поясняет	1	1
784	искусства до	1	1
785	это его	1	1
786	имеем дело	1	1
787	верно отмечает	1	1
788	ней не	2	1
789	исходя из	1	1
790	это значит	3	1
791	основные признаки	1	1
792	у художников	1	1
793	том смысле	1	1
794	должно быть	1	1
795	или другого	1	1
796	в художественную	1	1
797	этого сравнения	1	1
798	этого факта	2	1
799	смысл искусства	1	1
800	еще раз	1	1
801	сейчас же	5	1
802	благодаря этому	1	1
803	является для	1	1
804	количество и	1	1
805	совершенно очевидно	1	1
806	но это	2	1
807	поэтому что	1	1
808	стоит только	2	1
809	в противном	1	1
810	самое существенное	1	1
811	произведения а	1	1
812	мы видим	4	1
813	и ему	1	1
814	форм и	2	1
815	от искусства	1	1
816	для такого	2	1
817	которые должны	2	1
818	свете этих	1	1
819	его творчества	1	1
820	авторов и	1	1
821	и наблюдая	1	1
822	а к	2	1
823	художник в	1	1
824	его поведение	1	1
825	в каждой	1	1
826	и все	4	1
827	значительными аргументами	1	1
828	о достоевском	1	1
829	к примеру	1	1
830	еще более	3	1
831	ни к	1	1
832	потому что	21	1
833	быть определена	1	1
834	и наоборот	2	1
835	стихотворения и	1	1
836	исключительно в	1	1
837	как показывает	1	1
838	хотя в	1	1
839	сходятся в	1	1
840	роль сознания	2	1
841	утверждал что	1	1
842	вся область	1	1
843	еще в	1	1
844	бы с	2	1
845	его точки	1	1
846	дело с	8	1
847	любопытно что	3	1
848	это в	2	1
849	другой в	2	1
850	состоит из	2	1
851	имеет ничего	1	1
852	от индивидуального	1	1
853	совершенно не	4	1
854	это на	1	1
855	сводить к	1	1
856	не один	1	1
857	или иного	2	1
858	переживания которые	1	1
859	к числу	1	1
860	два примера	1	1
861	это было	3	1
862	и другие	1	1
863	приходится главным	1	1
864	это понятие	1	1
865	же на	1	1
866	ничего иного	1	1
867	в таком	2	1
868	не чувственное	1	1
