N	2gram	Savitsky_E_1	FransuaR
108	ведь в	1	3
109	мировой истории	1	3
110	своей части	1	3
111	не в	5	3
112	на рубеже	1	3
113	казалось бы	1	3
114	настоящего времени	1	3
115	во все	3	3
116	рядом с	1	3
117	и о	1	3
118	а также	7	3
119	времени в	1	3
120	между тем	8	3
121	большей или	1	3
122	видели что	1	3
123	одной из	5	3
124	идеологии и	2	3
125	уже не	1	3
126	был бы	1	3
127	мы находим	1	3
128	что и	3	3
129	может быть	6	3
130	к которому	1	3
131	или меньшей	1	3
132	что для	1	3
133	в некоторых	2	3
134	более того	1	3
135	не на	4	3
136	сказать что	4	3
137	там где	3	3
138	связь с	1	3
139	до настоящего	1	3
140	в связи	1	3
141	бы в	2	3
142	в большей	1	3
143	то что	6	3
144	том числе	1	3
145	также и	7	2
146	и то	2	2
147	по преимуществу	2	2
148	что эти	2	2
149	из всех	3	2
150	мы не	4	2
151	почти все	1	2
152	бы то	4	2
153	с другой	7	2
154	значение и	1	2
155	в центре	1	2
156	все остальные	1	2
157	хотя и	2	2
158	когда он	3	2
159	целый ряд	2	2
160	и как	2	2
161	бы и	3	2
162	в нашем	1	2
163	с их	1	2
164	и те	1	2
165	ни было	4	2
166	и еще	2	2
167	в виде	5	2
168	не как	1	2
169	для понимания	2	2
170	в мире	2	2
171	отражение в	1	2
172	с тем	3	2
173	несмотря на	4	2
174	в развитии	2	2
175	и некоторые	3	2
176	или менее	1	2
177	для него	1	2
178	в своей	8	2
179	в котором	2	2
180	с точки	17	2
181	в которых	3	2
182	друг другу	1	2
183	если бы	2	2
184	дело в	3	2
185	было у	1	2
186	этом процессе	1	2
187	к концу	1	2
188	что на	2	2
189	в каком	4	2
190	он называет	1	2
191	начиная с	2	2
192	числе и	1	2
193	той или	4	2
194	своему характеру	2	2
195	существенное значение	1	2
196	данном случае	2	2
197	культуры и	2	2
198	то время	1	2
199	и сам	1	2
200	с собой	1	2
201	во многом	2	2
202	когда в	1	2
203	с ним	1	2
204	мире в	1	2
205	язык и	1	2
206	его жизни	1	2
207	можно сказать	4	2
208	в значительной	2	2
209	и во	2	2
210	к нему	2	2
211	власти и	1	2
212	отметить что	3	2
213	во всей	2	2
214	нем и	1	2
215	было бы	8	2
216	но с	2	2
217	уже в	1	2
218	в известном	3	2
219	из них	3	2
220	точка зрения	2	2
221	в одном	2	2
222	к ним	3	2
223	в других	2	2
224	для того	6	2
225	значение имеет	1	2
226	далеко не	2	2
227	говорит о	3	2
228	одной стороны	8	2
229	а на	1	2
230	то ни	4	2
231	не может	9	2
232	вместе с	2	2
233	так же	9	2
234	в данном	3	2
235	границ между	1	2
236	с некоторыми	1	2
237	а не	2	2
238	с этой	6	2
239	но это	1	2
240	все же	1	2
241	многие из	1	2
242	и для	3	2
243	мира и	3	2
244	в эту	2	2
245	современности и	1	2
246	а в	2	2
247	между ними	2	2
248	это в	1	2
249	другой стороны	2	2
250	культуры в	4	2
251	более или	1	2
252	и эта	2	2
253	как известно	1	1
254	с природой	1	1
255	речь идет	1	1
256	в этот	1	1
257	того же	3	1
258	идет о	3	1
259	но был	1	1
260	перед лицом	1	1
261	стихии с	1	1
262	всех и	1	1
263	том насколько	1	1
264	или наоборот	1	1
265	с более	3	1
266	что между	1	1
267	это что	1	1
268	большую роль	1	1
269	вопрос о	4	1
270	и народов	3	1
271	вместо того	1	1
272	то это	1	1
273	и со	3	1
274	будущего в	1	1
275	литературы и	1	1
276	по этому	1	1
277	не нужно	2	1
278	между собой	2	1
279	живых существ	1	1
280	ту ни	1	1
281	различия между	1	1
282	друг к	1	1
283	еще далеко	1	1
284	чем это	1	1
285	эпохи мы	1	1
286	но когда	1	1
287	по отношению	1	1
288	с совершенно	1	1
289	в новом	1	1
290	значение для	1	1
291	приближается к	3	1
292	которые не	1	1
293	одного и	1	1
294	современности но	1	1
295	в одной	1	1
296	как в	3	1
297	для всех	1	1
298	стороны и	6	1
299	мира который	1	1
300	что нет	1	1
301	что по	1	1
302	было только	1	1
303	не можем	2	1
304	та же	1	1
305	он в	1	1
306	включает в	1	1
307	стремились показать	1	1
308	тому же	1	1
309	во многих	4	1
310	претендовать на	1	1
311	но на	3	1
312	этот процесс	2	1
313	жизнью и	1	1
314	вообще не	3	1
315	кажется не	1	1
316	в определенном	3	1
317	говорили в	1	1
318	состоит в	1	1
319	не к	2	1
320	ни была	1	1
321	их из	2	1
322	месяцев и	1	1
323	можно было	3	1
324	всех великих	1	1
325	речи эти	1	1
326	те же	1	1
327	лишь в	1	1
328	заключается в	2	1
329	с другими	2	1
330	этом смысле	3	1
331	участие в	2	1
332	только одно	2	1
333	о которых	1	1
334	новый мир	2	1
335	звучать как	1	1
336	чем в	4	1
337	наука в	1	1
338	а отчасти	1	1
339	культуры с	2	1
340	народа и	1	1
341	приближаются к	1	1
342	мы стремились	1	1
343	и сейчас	2	1
344	известной степени	3	1
345	чтобы войти	1	1
346	по ее	1	1
347	лежат в	4	1
348	именно и	1	1
349	если можно	1	1
350	мы говорили	1	1
351	место в	3	1
352	то его	1	1
353	в отличие	1	1
354	которые в	1	1
355	на другую	1	1
356	войти в	1	1
357	том же	1	1
358	возвращается к	1	1
359	тому что	1	1
360	некоторых случаях	1	1
361	к такой	2	1
362	но они	1	1
363	англии в	1	1
364	более широких	1	1
365	не имеет	4	1
366	тогда когда	2	1
367	правда в	1	1
368	здесь на	1	1
369	и притом	4	1
370	можно судить	1	1
371	он мог	1	1
372	в отношениях	1	1
373	на язык	2	1
374	только и	1	1
375	в самой	1	1
376	за исключением	1	1
377	и другая	2	1
378	так называемый	1	1
379	исторического процесса	1	1
380	как будто	2	1
381	этом отношении	3	1
382	с другом	3	1
383	на картах	1	1
384	такие же	1	1
385	если этот	2	1
386	и далее	1	1
387	уже о	1	1
388	политической и	1	1
389	будущее в	1	1
390	не могут	2	1
391	могут быть	2	1
392	к другу	1	1
393	с полной	1	1
394	для такого	1	1
395	к тому	8	1
396	что оно	1	1
397	в полной	4	1
398	имеет место	2	1
399	мы привели	1	1
400	и это	1	1
401	из всего	1	1
402	своего развития	1	1
403	а затем	1	1
404	значительной мере	1	1
405	и сами	1	1
406	элементов с	1	1
407	их связь	1	1
408	на свой	1	1
409	в рамки	1	1
410	были расположены	1	1
411	мог бы	2	1
412	еще в	1	1
413	к первому	1	1
414	по сравнению	2	1
415	является в	1	1
416	в некоторой	1	1
417	для этого	1	1
418	или иной	4	1
419	в глубине	1	1
420	заимствованы из	1	1
421	на берегах	1	1
422	в отдельных	1	1
423	на вопрос	1	1
424	и та	2	1
425	с разных	1	1
426	и что	2	1
427	народы и	1	1
428	притом в	2	1
429	влияние на	2	1
430	что его	1	1
431	для нас	4	1
432	в вопросах	1	1
433	то исключительно	1	1
434	это изменение	1	1
435	связанной с	1	1
436	ее от	2	1
437	от них	3	1
438	культур и	3	1
439	перед тем	1	1
440	также в	2	1
441	и иных	1	1
442	и существенно	2	1
443	в которую	1	1
444	на острове	1	1
445	и всего	1	1
446	происходит в	2	1
447	на будущее	1	1
448	быть и	1	1
449	известном смысле	3	1
450	в формах	1	1
451	в новой	1	1
452	расположены на	1	1
453	тот же	1	1
454	дело с	1	1
455	что даже	1	1
456	но более	1	1
457	иной степени	1	1
458	или же	1	1
459	бы ни	3	1
460	и тем	3	1
461	отношении в	1	1
462	что эта	1	1
463	к которой	1	1
464	со своим	1	1
465	как нечто	1	1
466	мало как	2	1
467	в начале	1	1
468	кажется что	2	1
469	не из	3	1
470	мы знаем	1	1
471	одно из	1	1
472	в прошлом	3	1
473	присущую им	1	1
474	мы можем	3	1
475	как его	1	1
476	отличие от	1	1
477	чтобы не	1	1
478	тем что	3	1
479	именно об	1	1
480	половая жизнь	1	1
481	того в	1	1
482	где в	1	1
483	образом к	1	1
484	того что	7	1
485	выходит за	1	1
486	культуры между	1	1
487	именно в	4	1
488	а именно	2	1
489	и прежде	3	1
490	всего мира	1	1
491	в англии	1	1
492	на этот	2	1
493	которых мы	1	1
494	и культур	1	1
495	небесный свод	1	1
496	не быть	1	1
497	мира в	4	1
498	другом без	1	1
499	эту эпоху	1	1
500	культуры не	2	1
501	и вообще	1	1
502	все более	9	1
503	и связанной	1	1
504	и будущего	1	1
505	некоторые из	1	1
506	независимо от	4	1
507	их к	1	1
508	эпох и	1	1
509	что за	1	1
510	сравнению с	2	1
511	в столь	1	1
512	в тех	1	1
513	как связь	1	1
514	которые по	1	1
515	даже с	1	1
516	культуре и	1	1
517	друг с	3	1
518	страны и	3	1
519	войны и	2	1
520	мы сказали	1	1
521	этого слова	1	1
522	с некоторым	1	1
523	дело идет	2	1
524	эта область	1	1
525	нет ничего	1	1
526	с большой	2	1
527	всего в	2	1
528	какой бы	2	1
529	в более	1	1
530	идеологии на	1	1
531	лицо и	1	1
532	и от	3	1
533	этому и	1	1
534	частности в	2	1
535	о котором	1	1
536	еще более	2	1
537	тем более	4	1
538	ибо в	1	1
539	выраженному в	1	1
540	ее в	3	1
541	же в	2	1
542	обстоит дело	3	1
543	но если	5	1
544	время как	1	1
545	и только	3	1
546	существует в	1	1
547	но этот	1	1
548	в свое	1	1
549	время не	1	1
550	жизни и	2	1
551	но еще	2	1
552	как на	3	1
553	гораздо более	1	1
