N	2gram	Propp_Isto_7	NovoeSre
198	но тут	1	1
199	в своем	1	1
200	как например	1	1
201	и нет	2	1
202	власти от	1	1
203	что он	21	1
204	только в	6	1
205	во всем	2	1
206	вступление в	2	1
207	от этого	1	1
208	в этот	1	1
209	и элементы	1	1
210	в самом	2	1
211	не хочет	1	1
212	есть вопрос	1	1
213	то время	2	1
214	он в	2	1
215	был ли	2	1
216	из этих	3	1
217	приобретает характер	1	1
218	тоже не	3	1
219	в известном	1	1
220	и у	2	1
221	уже в	3	1
222	в большинстве	1	1
223	дальше и	1	1
224	вообще не	2	1
225	раньше чем	3	1
226	него и	3	1
227	большинстве случаев	1	1
228	из них	2	1
229	звезды в	1	1
230	все еще	1	1
231	для того	1	1
232	земли и	1	1
233	это тем	1	1
234	и их	1	1
235	и когда	2	1
236	в конце	3	1
237	не для	1	1
238	часто не	1	1
239	друг друга	2	1
240	не случайно	3	1
241	и начал	2	1
242	всех своих	1	1
243	тем что	6	1
244	к той	1	1
245	в нее	1	1
246	от того	1	1
247	вот что	1	1
248	но все	4	1
249	это конечно	2	1
250	жить в	2	1
251	это значит	2	1
252	на заре	1	1
253	возможно что	3	1
254	них не	1	1
255	а по	1	1
256	пришли к	3	1
257	и из	1	1
258	знает что	1	1
259	на ее	1	1
260	всех народов	1	1
261	был в	2	1
262	было бы	2	1
263	это одна	1	1
264	в каких	2	1
265	небесный свод	1	1
266	что не	2	1
267	но оно	2	1
268	связано с	3	1
269	их не	2	1
270	превращается в	3	1
271	и возвращается	2	1
272	а на	1	1
273	они не	2	1
274	в этой	1	1
275	быть понят	2	1
276	ничем не	2	1
277	этого не	2	1
278	не всегда	4	1
279	далеко еще	1	1
280	ее на	4	1
281	когда она	2	1
282	новые формы	1	1
283	его хотят	1	1
284	что мы	3	1
285	и ему	1	1
286	оно же	1	1
287	во франции	1	1
288	в эту	1	1
289	в этих	13	1
290	во время	6	1
291	но если	1	1
292	будет в	1	1
293	до этого	1	1
294	к себе	3	1
295	в котором	2	1
296	в духовный	1	1
297	одна сторона	1	1
298	не столько	3	1
299	и красота	1	1
300	власть над	2	1
301	не должно	1	1
302	мы опять	1	1
303	в зависимости	1	1
304	другой же	1	1
305	есть результат	1	1
306	в силу	2	1
307	но он	2	1
308	о человеке	1	1
309	мы должны	4	1
310	и более	1	1
311	есть еще	2	1
312	что этот	2	1
313	в состоянии	4	1
314	во времени	1	1
315	по себе	1	1
316	совершенно так	1	1
317	нас к	2	1
318	ему все	2	1
319	он создает	1	1
320	сих пор	3	1
321	так как	8	1
322	должны быть	3	1
323	она должна	1	1
324	не по	2	1
325	магический характер	1	1
326	а отцы	1	1
327	до сих	2	1
328	из их	1	1
329	в силах	1	1
330	того и	1	1
331	же стороны	1	1
332	ним она	1	1
333	всего что	1	1
334	они являются	1	1
335	к этой	1	1
336	к ней	2	1
337	и его	3	1
338	а также	1	1
339	или не	1	1
340	к античности	1	1
341	все более	1	1
342	женщины в	1	1
343	ни за	2	1
344	вступает в	3	1
345	только одна	1	1
346	ему не	1	1
347	вернуться но	1	1
348	на смену	1	1
349	и оно	2	1
350	от всех	2	1
351	того же	2	1
352	вступить в	1	1
353	есть признак	1	1
354	есть и	4	1
355	ли он	4	1
356	в которой	2	1
357	эти слова	1	1
358	он узнает	2	1
359	в тайны	2	1
360	уступить место	1	1
361	оно не	1	1
362	как на	1	1
363	все что	1	1
