N	2gram	Voloshinov_1	Myslijsy
320	мы здесь	1	1
321	находятся в	1	1
322	истории языка	2	1
323	о влиянии	1	1
324	мысль со	1	1
325	еще одну	1	1
326	мысль что	1	1
327	имеет и	1	1
328	этом следует	1	1
329	одно понятие	1	1
330	произведения и	1	1
331	те или	1	1
332	и ряд	1	1
333	голоса его	1	1
334	забывая это	1	1
335	превращается в	3	1
336	его и	1	1
337	в чистую	1	1
338	следовательно не	1	1
339	заключаться в	1	1
340	уже из	1	1
341	каждом отдельном	1	1
342	понятие об	1	1
343	заключена только	1	1
344	в понимании	1	1
345	исследования в	1	1
346	дается ему	1	1
347	только то	1	1
348	с большим	1	1
349	конечно если	1	1
350	примыкает к	1	1
351	вообще в	1	1
352	в другой	1	1
353	что к	1	1
354	и наиболее	2	1
355	не на	2	1
356	эта совокупность	1	1
357	на язык	2	1
358	которой он	1	1
359	который мы	2	1
360	от одного	1	1
361	и он	1	1
362	представляет себе	2	1
363	не дано	1	1
364	где нет	1	1
365	мы чувствуем	1	1
366	или даже	1	1
367	совсем не	1	1
368	сводится к	1	1
369	особенности и	1	1
370	речи не	2	1
371	и иметь	1	1
372	все то	1	1
373	говорить не	1	1
374	один и	1	1
375	здесь мы	3	1
376	которую не	1	1
377	что касается	1	1
378	речи в	1	1
379	произведение и	1	1
380	конечно в	2	1
381	словами и	1	1
382	позволим себе	1	1
383	кажется что	2	1
384	она есть	1	1
385	форма как	1	1
386	особенно в	1	1
387	но если	1	1
388	на самом	1	1
389	нет и	1	1
390	мышления в	1	1
391	в нашу	1	1
392	в поэзии	5	1
393	и вот	1	1
394	не имеем	1	1
395	как из	1	1
396	во всем	2	1
397	языке и	1	1
398	что те	1	1
399	на словах	1	1
400	виду что	1	1
401	роль играет	1	1
402	в совершенно	1	1
403	тем мы	1	1
404	в изолированном	1	1
405	само собою	1	1
406	мог бы	2	1
407	и внутренняя	2	1
408	которое может	2	1
409	ни одно	2	1
410	в художественной	1	1
411	отличие от	1	1
412	другими словами	1	1
413	ее в	2	1
414	только одно	1	1
415	с миром	1	1
416	общего с	3	1
417	делая его	1	1
418	что без	1	1
419	лишь в	4	1
420	же самые	1	1
421	и язык	1	1
422	не входит	1	1
423	тот же	2	1
424	на одном	1	1
425	существовать если	1	1
426	в одной	1	1
427	г в	3	1
428	своего развития	1	1
429	и чем	1	1
430	да и	3	1
431	для которой	1	1
432	его определение	1	1
433	что до	1	1
434	на том	1	1
435	и т.п	7	1
436	на первом	1	1
437	но столь	1	1
438	эта особенность	1	1
439	от своего	2	1
440	в истории	1	1
441	едва ли	1	1
442	к более	1	1
443	до тех	4	1
444	понимании его	1	1
445	с ними	2	1
446	и т.д	5	1
447	пусть эта	1	1
448	в выражении	1	1
449	из одного	1	1
450	всего своего	1	1
451	положение что	1	1
452	для этого	1	1
453	равно как	1	1
454	при всяком	1	1
455	вряд ли	3	1
456	что мир	1	1
457	которая есть	1	1
458	поэзии в	1	1
459	одно другим	1	1
460	и вне	1	1
461	всем своем	1	1
462	не вполне	1	1
463	сложнее и	1	1
464	очевидного положения	1	1
465	сознания и	2	1
466	и именно	1	1
467	события и	1	1
468	как для	1	1
469	не отражается	1	1
470	в мире	1	1
471	нуждаются в	1	1
472	она и	1	1
473	однако если	1	1
474	с одним	1	1
475	образование такого	1	1
476	говоря словами	1	1
477	в процессе	5	1
478	существует лишь	1	1
479	мы понимаем	2	1
480	с точки	5	1
481	и столь	1	1
482	с его	1	1
483	следовательно в	1	1
484	него прежде	1	1
485	в которую	2	1
486	переходит от	1	1
487	которую мы	1	1
488	с самого	2	1
489	в такой	1	1
490	о значении	1	1
491	представим себе	2	1
492	но в	4	1
493	и языка	1	1
494	которые не	1	1
495	не думает	1	1
496	который в	1	1
497	чем же	2	1
498	в данную	1	1
499	с языком	1	1
500	понятно что	3	1
501	формы и	1	1
502	на который	1	1
503	про себя	1	1
504	его за	1	1
505	и более	1	1
506	заключается в	1	1
507	не является	4	1
508	конечно не	1	1
509	другой или	1	1
510	быть объяснено	1	1
511	и другое	1	1
512	в виду	1	1
513	искусства в	1	1
514	и эта	5	1
515	только путем	3	1
516	ограниченного числа	1	1
517	тех пор	4	1
518	же самое	1	1
519	сводятся к	1	1
520	к следующему	1	1
521	в данном	2	1
