N	2gram	Propp_Isto_1	VelikijI
308	нужно знать	1	1
309	тому кто	2	1
310	не по	2	1
311	но она	1	1
312	оказались для	1	1
313	приведены к	1	1
314	не существует	2	1
315	нам и	1	1
316	и от	2	1
317	найти в	1	1
318	которая в	1	1
319	он за	1	1
320	ничего не	2	1
321	племени с	1	1
322	того как	3	1
323	может быть	25	1
324	видим что	9	1
325	во всем	3	1
326	будто бы	3	1
327	в мировом	1	1
328	на него	4	1
329	к жизни	1	1
330	есть продукт	1	1
331	наших дней	1	1
332	связь с	4	1
333	хотели бы	1	1
334	другой стороны	5	1
335	заботу о	1	1
336	но все	4	1
337	к этому	2	1
338	еще недостаточно	1	1
339	всего что	1	1
340	всем мире	1	1
341	и другие	4	1
342	образ в	1	1
343	в противоположность	1	1
344	отказаться от	2	1
345	она не	1	1
346	в роли	1	1
347	они не	4	1
