N	2gram	Tiupa_Narr_1	Problemy
356	ему что	1	1
357	правда и	1	1
358	голосом рассказчика	1	1
359	и до	1	1
360	слов с	1	1
361	в их	1	1
362	по его	1	1
363	мы не	3	1
364	ни единого	1	1
365	в каждый	1	1
366	событий и	1	1
367	но даже	1	1
368	ему в	2	1
369	зависимости от	2	1
370	того же	1	1
371	свою очередь	2	1
372	меньшей степени	2	1
373	более глубокий	1	1
374	и самого	2	1
375	он был	1	1
376	на своих	1	1
377	бы она	1	1
378	без которого	1	1
379	сказать и	1	1
380	и главное	1	1
381	его собственным	1	1
382	человеке в	1	1
383	тех же	1	1
384	его сознания	1	1
385	не все	1	1
386	с отцом	1	1
387	в качестве	14	1
388	xix столетия	2	1
389	его душе	1	1
390	тут же	1	1
391	друг от	1	1
392	отнюдь не	2	1
393	к истинному	1	1
394	в центре	3	1
395	из уст	2	1
396	тем более	1	1
397	встречи с	2	1
398	за голову	1	1
399	может обойтись	1	1
400	что касается	2	1
401	перед нами	5	1
402	а непосредственно	1	1
403	в точке	1	1
404	именно эта	2	1
405	что слово	1	1
406	них как	2	1
407	впечатление что	1	1
408	к чему	3	1
409	ни один	1	1
410	же слово	1	1
411	в ответ	1	1
412	тут и	1	1
413	то я	1	1
414	чужих слов	1	1
415	тоже не	1	1
416	в этой	6	1
417	он думает	1	1
418	особое место	1	1
419	роль в	2	1
420	во многих	1	1
421	разным голосам	1	1
422	слово это	2	1
423	не могла	2	1
424	человек не	1	1
425	именно этим	1	1
426	одному из	1	1
427	чтобы они	1	1
428	что еще	1	1
429	в повествовательном	1	1
430	так например	1	1
431	заключает в	2	1
432	в нее	1	1
433	именно это	1	1
434	человека в	2	1
435	что этот	1	1
436	об этом	6	1
437	них не	1	1
438	а его	2	1
439	глубокий и	1	1
440	косвенной речи	1	1
441	входит в	2	1
442	его личности	1	1
443	в непосредственном	1	1
444	и мы	1	1
445	люблю я	1	1
446	главного героя	3	1
447	голосов как	1	1
448	любовь к	1	1
449	отражение в	1	1
450	в итоге	1	1
451	словами он	1	1
452	участие в	1	1
453	только одно	1	1
454	а художественное	1	1
455	период его	1	1
456	далеко не	1	1
457	освободиться от	1	1
458	все было	1	1
459	в реальной	1	1
460	и само	1	1
461	и было	1	1
462	в один	1	1
463	нисколько не	1	1
464	одного и	1	1
465	себе с	1	1
466	том как	1	1
467	думает и	1	1
468	или точнее	1	1
469	рассказа о	2	1
470	и ее	3	1
471	к главному	1	1
472	смысле можно	1	1
473	и третий	1	1
474	но у	1	1
475	сюжетное событие	1	1
476	вечера когда	1	1
477	речь рассказчика	1	1
478	нельзя понять	1	1
479	делает вид	1	1
480	первого абзаца	1	1
481	об этих	1	1
482	в зеркало	1	1
483	говорит с	2	1
484	иным как	2	1
485	тем не	3	1
486	по крайней	1	1
487	он соотносит	1	1
488	в соборе	1	1
489	для нее	1	1
490	нас к	1	1
491	любви и	1	1
492	но они	3	1
493	дрожащим голосом	1	1
494	речь самого	2	1
495	она не	2	1
496	для каждого	1	1
497	которых он	1	1
498	дело в	2	1
499	одна из	4	1
500	с голосом	1	1
501	того чтобы	4	1
502	это еще	1	1
503	для всего	1	1
504	слова как	1	1
505	сам герой	1	1
506	это сделать	1	1
507	как она	2	1
508	не говорит	3	1
509	и после	2	1
510	с читателем	1	1
511	связи с	2	1
512	мы бы	1	1
513	из истории	1	1
514	этом отношении	3	1
515	не до	1	1
516	который сразу	1	1
517	не слышит	2	1
518	произведениях но	1	1
519	вернемся к	1	1
520	случаях когда	1	1
521	отличается от	1	1
522	же самое	2	1
523	об одном	1	1
524	значительной степени	1	1
525	как для	1	1
526	они и	2	1
527	для того	3	1
528	оно не	2	1
529	не совсем	1	1
530	от друга	1	1
531	как не	1	1
532	здесь не	2	1
533	говорит и	1	1
534	данном случае	8	1
535	миром и	1	1
536	для читателя	1	1
537	реальной действительности	1	1
538	в особенности	2	1
539	условии что	1	1
540	верит в	1	1
541	и совершенно	1	1
542	друг для	2	1
543	что может	2	1
544	это вовсе	1	1
545	себя что	1	1
546	чем у	1	1
547	она была	2	1
548	является в	1	1
549	поэтому в	1	1
550	был не	1	1
551	если бы	7	1
552	тайно от	1	1
553	немногочисленных случаях	1	1
554	приближается к	1	1
555	акцентов в	1	1
556	никак не	2	1
557	что каждый	1	1
558	один голос	2	1
559	и чутка	1	1
560	самому себе	1	1
561	в значительной	1	1
562	нас в	2	1
563	внутренней установки	1	1
564	вся эта	1	1
565	он прямо	1	1
566	во втором	6	1
567	на одном	1	1
568	и только	2	1
569	крайней мере	1	1
570	боли в	1	1
571	из средств	1	1
572	в последующих	1	1
573	у которого	1	1
574	большей или	2	1
575	или ближе	1	1
576	в формах	1	1
577	один из	6	1
578	в большей	1	1
579	значение в	1	1
580	сразу же	1	1
581	нем не	1	1
582	еще и	1	1
583	впрочем и	1	1
584	всех его	2	1
585	протяжении рассказа	1	1
586	между этими	1	1
587	бы ни	1	1
588	не происходит	1	1
589	на мир	1	1
590	речь как	1	1
591	место из	1	1
592	с одной	1	1
593	не то	1	1
594	где они	2	1
595	для всех	1	1
596	чужой воли	1	1
597	не входит	1	1
598	на всем	1	1
599	то и	1	1
600	или не	4	1
601	героя с	1	1
602	оно в	1	1
603	а то	1	1
604	другими людьми	1	1
605	или даже	1	1
606	или просто	2	1
607	улавливает в	1	1
608	ответ на	1	1
609	уклоняется от	1	1
610	установки и	1	1
611	случае не	1	1
612	и столь	2	1
613	человек как	1	1
614	или напротив	3	1
615	них мы	1	1
616	и показывает	1	1
617	его произведениях	1	1
618	этот второй	1	1
619	рассказа не	1	1
620	момент в	1	1
621	после него	1	1
622	не оказывается	1	1
623	до сих	2	1
624	по своим	2	1
625	и нельзя	1	1
626	а именно	1	1
627	и создает	1	1
628	слово но	2	1
629	чем он	2	1
630	при всей	3	1
631	действующих лиц	5	1
632	мы еще	1	1
633	к его	2	1
634	но о	1	1
635	подошла к	1	1
636	выше и	1	1
637	не на	1	1
638	суде и	1	1
639	о чем	4	1
640	не он	1	1
641	впрочем если	1	1
642	произведение в	1	1
643	если не	2	1
644	именно поэтому	1	1
645	глядят на	1	1
646	и потому	1	1
647	в строгом	1	1
648	в москве	2	1
649	спросил он	1	1
650	из которых	1	1
651	в человеке	1	1
652	как если	2	1
653	над ним	1	1
654	в данном	11	1
655	глаз в	1	1
656	почувствовал что	1	1
657	и всей	1	1
658	это его	1	1
659	образ и	1	1
660	в первой	2	1
661	как средство	1	1
662	плачут и	1	1
663	еще раз	3	1
664	художественное произведение	1	1
665	человека который	2	1
666	можно сказать	5	1
667	сих пор	2	1
668	о его	2	1
669	обращения к	1	1
670	не два	1	1
671	не является	3	1
672	еще одна	1	1
673	понимаешь ли	1	1
674	ли в	1	1
675	пор еще	1	1
676	конечно но	1	1
677	каким бы	1	1
678	не верят	1	1
679	из гостиной	1	1
680	некоторого времени	1	1
681	в результате	2	1
682	между ними	2	1
683	которая в	2	1
684	в двух	1	1
685	в третьем	4	1
686	в романе	2	1
687	еще более	1	1
688	главным образом	1	1
689	является непосредственным	1	1
690	для друга	2	1
691	вот этот	1	1
692	на более	1	1
693	же в	2	1
694	или меньшей	1	1
695	на фоне	1	1
696	друга но	1	1
697	в свою	2	1
698	это все	1	1
699	для героя	1	1
700	чем иным	2	1
701	в свое	1	1
702	который не	1	1
703	к этому	1	1
