N	2gram	Bakhtin_KF_1	Vladivir
170	при этом	4	2
171	время и	5	2
172	на этом	1	2
173	что все	1	2
174	а по	2	2
175	лишь в	8	2
176	и кажется	1	2
177	было бы	8	2
178	кажется что	2	2
179	ни в	12	2
180	были в	1	2
181	с тем	2	2
182	нее в	2	2
183	точки зрения	12	2
184	место в	5	2
185	что я	5	2
186	значение для	1	2
187	не будем	1	2
188	в философии	1	2
189	тем не	2	2
190	для нее	7	2
191	не менее	3	2
192	тем самым	4	2
193	дело не	2	2
194	не по	4	2
195	того чтобы	2	2
196	и весь	2	2
197	более что	1	2
198	уже и	1	2
199	в каком	4	2
200	у меня	1	2
201	в момент	3	2
202	со стороны	7	2
203	канта и	1	2
204	и такие	1	2
205	для того	3	2
206	где он	3	2
207	для себя	5	2
208	и о	1	2
209	во мне	3	2
210	ясно что	3	2
211	был не	1	2
212	образом в	1	2
213	на все	1	2
214	но мы	1	2
215	она всегда	1	2
216	и можно	1	2
217	которой мы	1	2
218	этот момент	6	2
219	а именно	1	2
220	и мы	2	2
221	того что	3	2
222	с ними	3	2
223	рационализма и	1	2
224	всяком случае	1	2
225	этот факт	2	2
226	философии но	2	2
227	одной из	1	2
228	а это	2	2
229	не из	2	2
230	и других	2	2
231	и никогда	1	2
232	тем что	3	2
233	и затем	1	2
234	только что	1	2
235	с которым	1	2
236	что мы	1	2
237	жизнь в	1	2
238	чем не	4	2
239	него в	1	2
240	к себе	2	2
241	оказался в	1	2
242	где же	1	2
243	он будет	1	2
244	знания в	1	2
245	в это	2	2
246	лет она	1	2
247	о его	1	2
248	нисколько не	4	2
249	и для	9	2
250	которых он	1	2
251	просто не	1	2
252	в результате	1	2
253	от него	3	2
254	и ни	3	2
255	мы должны	1	2
256	совершенно не	6	2
257	в самом	1	2
258	и это	12	2
259	во всяком	1	2
260	все что	1	2
261	всегда в	1	1
262	отношении к	2	1
263	факт и	1	1
264	на самом	3	1
265	и бытие	2	1
266	и есть	9	1
267	и живут	1	1
268	чего не	2	1
269	можно говорить	1	1
270	моменты его	1	1
271	не имеют	1	1
272	ведь и	1	1
273	видеть в	1	1
274	отношения к	1	1
275	в их	8	1
276	то для	1	1
277	к моему	1	1
278	что уже	1	1
279	в некотором	3	1
280	мы здесь	2	1
281	в ней	3	1
282	может дать	3	1
283	в принципиальном	1	1
284	не нужно	2	1
285	столь же	1	1
286	бы то	2	1
287	в различных	1	1
288	во всех	11	1
289	а следовательно	3	1
290	по отношению	26	1
291	него с	1	1
292	а через	1	1
293	себе и	3	1
294	относится к	1	1
295	ней в	1	1
296	которую и	1	1
297	ясно и	3	1
298	поэтому он	1	1
299	для которого	3	1
300	из жизни	1	1
301	ни один	1	1
302	мою жизнь	1	1
303	момент его	8	1
304	конечно невозможно	1	1
305	и моей	1	1
306	близости к	1	1
307	нами и	1	1
308	вообще а	1	1
309	всем его	3	1
310	жизнь как	6	1
311	если он	1	1
312	жизнью и	1	1
313	истины в	1	1
314	не следует	1	1
315	первом плане	2	1
316	а скорее	1	1
317	нее и	1	1
318	не к	1	1
319	однако он	1	1
320	новое и	1	1
321	содержит в	1	1
322	из него	3	1
323	как содержание	1	1
324	всех своих	4	1
325	все с	1	1
326	поскольку она	2	1
327	но все	5	1
328	том же	1	1
329	подход к	1	1
330	смысле в	2	1
331	не будет	2	1
332	их и	1	1
333	причем все	1	1
334	с целью	1	1
335	который и	1	1
336	это не	10	1
337	ему ясно	1	1
338	на почве	1	1
339	именно что	1	1
340	и единственным	1	1
341	и тем	3	1
342	только одно	1	1
343	но уже	1	1
344	если я	2	1
345	мы имеем	5	1
346	тому что	2	1
347	место и	2	1
348	и уже	1	1
349	когда я	3	1
350	жизни но	3	1
351	чем в	1	1
352	мы не	3	1
353	видением и	1	1
354	остается в	1	1
355	в этих	1	1
356	и поскольку	1	1
357	ни у	2	1
358	заключать в	1	1
359	на месте	1	1
360	и навсегда	2	1
361	она в	1	1
362	от времени	1	1
363	от его	5	1
364	вопрос о	2	1
365	чем дальше	1	1
366	мир и	1	1
367	есть его	2	1
368	но эта	5	1
369	совершенно разные	1	1
370	но во	1	1
371	их в	1	1
372	ни было	4	1
373	ним в	1	1
374	не для	1	1
375	она не	1	1
376	любви и	1	1
377	все для	1	1
378	к такой	1	1
379	с которой	1	1
380	что ему	1	1
381	как о	1	1
382	и сама	1	1
383	чтобы стать	1	1
384	нем в	1	1
385	не могло	1	1
386	только не	1	1
387	следовательно и	1	1
388	его от	1	1
389	одна из	1	1
390	его жизнью	1	1
391	или как	2	1
392	тоже только	1	1
393	действительно в	1	1
394	за исключением	1	1
395	меня и	3	1
396	и мысли	1	1
397	до того	1	1
398	целом и	3	1
399	только с	3	1
400	в области	2	1
401	не потому	2	1
402	деятельности и	2	1
403	относиться к	1	1
404	есть только	1	1
405	сказать только	1	1
406	же самое	1	1
407	этой книги	1	1
408	в каждом	3	1
409	этим самым	1	1
410	однако по	1	1
411	правда не	1	1
412	то ни	2	1
413	разные стороны	1	1
414	с ее	2	1
415	свою очередь	1	1
416	на нем	2	1
417	всего этого	1	1
418	факт не	1	1
419	только со	1	1
420	было конечно	1	1
421	уже с	1	1
422	всей своей	2	1
423	как с	1	1
424	и совершенно	3	1
425	и когда	2	1
426	что может	1	1
427	не с	1	1
428	особенно в	1	1
429	и религии	1	1
430	можно только	1	1
431	во второй	1	1
432	а все	3	1
433	поэтому в	1	1
434	если бы	8	1
435	в настоящее	1	1
436	связанная с	1	1
437	но отнюдь	1	1
438	все дело	1	1
439	сводится к	2	1
440	познания и	4	1
441	но к	1	1
442	настоящее время	1	1
443	второй половине	1	1
444	своей истории	2	1
445	не содержит	1	1
446	не стоит	1	1
447	любви к	1	1
448	в значительной	1	1
449	а во	1	1
450	все в	1	1
451	связь между	1	1
452	объективен и	1	1
453	небо в	1	1
454	от них	1	1
455	и во	1	1
456	во всей	4	1
457	просто нет	1	1
458	которой все	2	1
459	не знаю	1	1
460	если это	1	1
461	для самого	1	1
462	и мир	2	1
463	в литературе	1	1
464	я ее	1	1
465	содержания но	2	1
466	но с	1	1
467	не как	4	1
468	согласиться с	1	1
469	в разные	1	1
470	жить и	2	1
471	со всеми	2	1
472	к которой	2	1
473	самом деле	3	1
474	я имею	3	1
475	или не	1	1
476	же в	1	1
477	что не	3	1
478	еще одной	1	1
479	а то	1	1
480	менее всего	6	1
481	говорить в	1	1
482	одно из	1	1
483	принципе как	1	1
484	ту же	1	1
485	в одном	4	1
486	друг друга	1	1
487	мы можем	1	1
488	как его	4	1
489	бытия и	10	1
490	не просто	1	1
491	от того	3	1
492	автора как	2	1
493	и только	6	1
494	которые как	1	1
495	чувствует себя	1	1
496	во власти	1	1
497	этого человека	1	1
498	именно в	5	1
499	вообще и	1	1
500	будет ли	2	1
501	в свою	3	1
502	даже для	1	1
503	только через	1	1
504	себя и	2	1
505	прежде всего	2	1
506	месте и	1	1
507	и пр	3	1
508	притом не	1	1
509	а за	1	1
510	свою жизнь	2	1
511	до конца	3	1
512	а не	17	1
513	человеческой жизни	1	1
514	бы по	1	1
515	систему и	1	1
516	его как	5	1
517	уже давно	1	1
518	в историю	1	1
519	из которых	2	1
520	и объект	1	1
521	в данном	2	1
522	что за	2	1
523	поскольку у	1	1
524	смысле этого	1	1
525	самого себя	1	1
526	необходимо если	1	1
527	а значит	2	1
528	я с	1	1
529	ко мне	6	1
530	есть тот	1	1
531	быть не	2	1
532	этого слова	2	1
533	как предмет	2	1
534	нашей деятельности	2	1
535	и того	2	1
536	самого и	1	1
537	за его	1	1
538	не существует	1	1
539	котором он	3	1
540	или в	1	1
541	я всегда	1	1
542	ее смерти	1	1
543	человек и	1	1
544	это уже	2	1
545	мысль о	1	1
546	ни к	2	1
547	ее в	1	1
548	я в	1	1
549	уже нет	1	1
550	не есть	20	1
551	никого и	1	1
552	связь с	1	1
553	жизни в	5	1
554	я стал	1	1
555	в моем	6	1
556	воззрения в	1	1
557	между ними	1	1
558	с ней	1	1
559	от своего	1	1
560	дело с	2	1
561	жизни а	1	1
562	одновременно и	1	1
563	по которой	1	1
564	ко всему	5	1
565	мысли но	1	1
566	к другим	1	1
567	и эта	2	1
568	как себя	1	1
569	данное и	1	1
