N	2gram	Bakhtin_Fr_7	Freidism
566	и заставляет	2	1
567	во всем	1	1
568	но на	1	1
569	оказывается что	3	1
570	находится в	2	1
571	всех внешних	1	1
572	но эти	1	1
573	мы в	2	1
574	такова первая	1	1
575	своих существенных	1	1
576	глава шестая	1	1
577	в истории	1	1
578	мы называем	1	1
579	такого рода	1	1
580	ничего не	4	1
581	также и	2	1
582	нужно отметить	1	1
583	в контексте	1	1
584	мы сейчас	2	1
585	он и	1	1
586	одну плоскость	2	1
587	характерно для	2	1
588	своего отца	1	1
589	тем что	3	1
590	к которой	1	1
591	что находится	2	1
592	в слове	1	1
593	чувство не	1	1
594	человеческого тела	7	1
595	место которое	1	1
596	часто и	1	1
597	на них	3	1
598	времени и	1	1
599	того насколько	1	1
600	и благодаря	3	1
601	вот как	1	1
602	к целому	1	1
603	в эпоху	7	1
604	находится уже	1	1
605	этот путь	1	1
606	на другой	2	1
607	ту же	2	1
608	в форме	3	1
609	ему в	1	1
610	по аналогии	1	1
611	это та	1	1
612	образом в	1	1
613	однако и	1	1
614	все элементы	2	1
615	остановимся на	2	1
616	из одного	4	1
617	наших дней	1	1
618	и тем	1	1
619	никакого отношения	1	1
620	слова в	1	1
621	эти факты	1	1
622	он умер	1	1
623	нет ни	2	1
624	с таким	1	1
625	всем своем	1	1
626	и та	1	1
627	он в	1	1
628	человека во	1	1
629	именно в	2	1
630	обратимся к	1	1
631	всех основных	1	1
632	деле здесь	1	1
633	но особенно	2	1
634	все образы	4	1
635	в мире	3	1
636	у других	1	1
637	гораздо большей	1	1
638	с собой	1	1
639	даже и	1	1
640	однако не	1	1
641	первая часть	1	1
642	в результате	2	1
643	что весь	1	1
644	играет в	1	1
645	и когда	1	1
646	из всех	2	1
647	в переводе	1	1
648	в качестве	9	1
649	ближе к	1	1
650	в лице	2	1
651	язык и	1	1
652	находим в	1	1
653	далеко не	2	1
654	вот это	1	1
655	такое же	1	1
656	благодаря которому	1	1
657	же деле	1	1
658	нет ничего	1	1
659	взглянуть на	1	1
660	представление о	1	1
661	в различных	1	1
662	ступени развития	1	1
663	к человеку	2	1
664	новых и	1	1
665	границу между	1	1
666	обычное явление	1	1
667	и смысл	2	1
668	в каждой	2	1
669	тем более	1	1
670	в гораздо	1	1
671	красною нитью	1	1
672	ничего удивительного	1	1
673	слов и	4	1
674	прибавить что	1	1
675	от них	1	1
676	характерная черта	1	1
677	для других	1	1
678	из настоящего	1	1
679	примеров этого	1	1
680	которую мы	1	1
681	и нет	1	1
682	о том	6	1
683	значение имеют	1	1
684	ведь и	1	1
685	правда не	2	1
686	образы в	1	1
687	а также	2	1
688	и культурного	2	1
689	иной раз	1	1
690	а иногда	1	1
691	уже совершенно	1	1
692	чем в	1	1
693	его для	1	1
694	от их	1	1
695	оказалось что	1	1
696	целый ряд	4	1
697	он хочет	6	1
698	таким же	3	1
699	знакомая нам	1	1
700	или как	1	1
701	он утверждал	1	1
702	оба эти	1	1
703	говорить не	1	1
704	со всяким	1	1
705	котором он	1	1
706	он берет	2	1
707	об избиении	1	1
708	но эта	1	1
709	говорили что	1	1
710	но от	1	1
711	все основные	1	1
712	его за	1	1
713	не будем	1	1
714	этого комплекса	1	1
715	к каждому	1	1
716	благодаря этому	2	1
717	бросается в	1	1
718	теории и	1	1
719	и это	5	1
720	мира в	4	1
721	после того	4	1
722	имеем в	2	1
723	что хотя	1	1
724	и большинство	1	1
725	что во	1	1
726	мысль о	1	1
727	участие в	1	1
728	ко всей	1	1
729	существенных моментов	1	1
730	в первой	2	1
731	и строго	1	1
732	в основу	1	1
733	человека есть	1	1
734	уже сказали	1	1
