N	2gram	Vygotskiy__5	Sovremen
255	может стать	1	1
256	все время	20	1
257	жизни оно	1	1
258	идет о	1	1
259	например при	1	1
260	то чем	1	1
261	стороны и	4	1
262	к нему	1	1
263	один из	5	1
264	одной из	1	1
265	в одинаковой	1	1
266	в действительности	1	1
267	увидим что	9	1
268	только в	5	1
269	для ее	3	1
270	именно эта	2	1
271	за собой	1	1
272	значит он	1	1
273	та же	1	1
274	к другому	2	1
275	наших целей	1	1
276	в известном	1	1
277	остановиться на	1	1
278	нами в	1	1
279	и тот	1	1
280	этот вопрос	4	1
281	конечно не	1	1
282	и производит	1	1
283	мы очень	1	1
284	только на	4	1
285	ни одного	2	1
286	то этим	1	1
287	на роли	1	1
288	в начале	1	1
289	этот процесс	1	1
290	и если	6	1
291	не принимает	1	1
292	быть поняты	1	1
293	по самому	2	1
294	что задача	1	1
295	чтобы он	1	1
296	он не	3	1
297	его и	1	1
298	и их	1	1
299	эти три	2	1
300	в корне	1	1
301	по существу	2	1
302	другую сторону	1	1
303	нам только	3	1
304	сами по	2	1
305	вовсе не	3	1
306	от различных	1	1
307	но что	1	1
308	одной и	2	1
309	центральный вопрос	1	1
310	заключает в	4	1
311	в основу	4	1
312	поскольку она	1	1
313	не хотим	1	1
314	по его	3	1
315	трагической катастрофы	1	1
316	в очень	1	1
317	или так	1	1
318	обычно на	1	1
319	это значит	2	1
320	раз из	1	1
321	не из	1	1
322	уже совершенно	3	1
323	и только	3	1
324	а затем	2	1
325	факт что	6	1
326	и может	1	1
327	в совершенно	6	1
328	в другом	3	1
329	том случае	1	1
330	одной стороны	12	1
331	можем поставить	1	1
332	чем в	2	1
333	этого объяснения	1	1
334	и т.п	1	1
335	до сих	5	1
336	с другой	9	1
337	как у	1	1
338	на ее	1	1
339	образом если	2	1
340	и эту	1	1
341	именно в	6	1
342	здесь в	1	1
343	этом смысле	2	1
344	что один	1	1
345	должен был	4	1
346	отличать от	1	1
347	на которые	1	1
348	его с	2	1
349	виде и	1	1
350	на поверхности	2	1
351	только одно	1	1
352	элементов и	1	1
353	ни в	3	1
354	конечно совершенно	1	1
355	но уже	1	1
356	от фактов	1	1
357	нет в	2	1
358	не было	1	1
359	рядом с	5	1
360	хотим сказать	1	1
361	остается еще	2	1
362	все равно	2	1
363	и составляет	3	1
364	на которых	2	1
365	для своего	1	1
366	и вся	3	1
367	несмотря на	5	1
368	для чего	2	1
369	при которых	1	1
370	жизни но	1	1
371	оно имеет	1	1
372	не важно	1	1
373	должно быть	2	1
374	элемента в	2	1
375	и следовательно	2	1
376	том что	21	1
377	в эту	1	1
378	все более	1	1
379	этом случае	2	1
380	и при	2	1
381	всех трех	2	1
382	так же	13	1
383	в такой	1	1
384	что дело	2	1
385	почти не	2	1
386	мы говорим	1	1
387	пор в	1	1
388	результате мы	1	1
389	тот факт	4	1
390	она в	1	1
391	его мнению	2	1
392	что вся	1	1
393	заложена в	1	1
394	но никогда	1	1
395	представление о	1	1
396	должны мы	1	1
397	и значит	1	1
398	в данном	3	1
399	эта машина	1	1
400	для объяснения	1	1
401	в течение	2	1
402	и той	2	1
403	и другую	1	1
404	но эта	1	1
405	которые в	1	1
406	каждому элементу	1	1
407	совершенно невозможно	1	1
408	он ставит	2	1
409	по крайней	1	1
410	на другую	1	1
411	там где	4	1
412	влечет за	2	1
413	организма в	1	1
414	по себе	7	1
415	в своем	6	1
416	только о	2	1
417	оно конечно	1	1
418	как например	2	1
419	в любом	1	1
420	благодаря этому	1	1
421	и нет	1	1
422	за шагом	1	1
423	сих пор	5	1
424	но они	1	1
425	что эта	4	1
426	все три	1	1
427	она не	1	1
428	что с	6	1
429	но для	1	1
430	для каждого	1	1
431	которых он	2	1
432	мало изученной	1	1
433	не имеет	1	1
434	это последнее	1	1
435	дело в	2	1
436	поэтому совершенно	2	1
437	в процессе	1	1
438	мы помним	1	1
439	мы вправе	1	1
440	не является	2	1
441	фактор который	1	1
442	с и	5	1
443	указать на	1	1
444	другом мы	1	1
445	но только	3	1
446	с физическими	1	1
447	и от	1	1
448	не составляют	1	1
449	только не	5	1
450	вытекает из	1	1
451	никогда не	9	1
452	или в	6	1
453	организма но	1	1
454	это совершенно	2	1
455	на язык	1	1
456	хотя и	1	1
457	действия в	1	1
458	только из	1	1
459	не представляет	1	1
460	с двух	1	1
461	очень мало	1	1
462	держится на	1	1
463	видим что	3	1
464	все они	1	1
465	и его	6	1
466	как всякая	1	1
467	связи с	2	1
468	ничто не	1	1
469	же в	2	1
470	но это	1	1
471	на которой	1	1
472	сказать ничего	1	1
473	объяснить нам	1	1
474	между ними	2	1
475	это делает	2	1
476	не знает	2	1
477	сказать что	9	1
478	ни о	1	1
479	но этим	1	1
480	самое в	1	1
481	и для	6	1
482	они все	1	1
483	равно как	1	1
484	не что	2	1
485	человека в	3	1
486	в то	2	1
487	есть то	2	1
488	что наш	1	1
489	в какой	1	1
490	этого и	1	1
491	но еще	2	1
492	той или	2	1
493	в своих	5	1
494	но каким	1	1
495	и эта	2	1
496	в пьесе	1	1
497	и свою	1	1
498	на это	1	1
499	все что	1	1
500	ничего общего	1	1
