N	2gram	Voloshinov_1	Komedia
291	для нашей	2	1
292	знак в	3	1
293	зависимости от	2	1
294	жизни это	1	1
295	в большинстве	3	1
296	он сам	1	1
297	первый план	2	1
298	не найдем	2	1
299	все эти	7	1
300	в чем	2	1
301	только после	1	1
302	не без	1	1
303	в обеих	1	1
304	одним словом	2	1
305	но не	1	1
306	но как	1	1
307	не входит	1	1
308	не пришел	1	1
309	которую она	1	1
310	ответ на	1	1
311	должны были	1	1
312	они конечно	1	1
313	себе и	2	1
314	себе отчет	2	1
315	друг от	1	1
316	относится к	1	1
317	в истории	3	1
318	в одной	2	1
319	независимо от	2	1
320	общего с	3	1
321	как к	2	1
322	это был	1	1
323	переживания и	2	1
324	этого еще	1	1
325	и как	3	1
326	и наконец	1	1
327	более или	1	1
328	в действительности	2	1
329	от этого	2	1
330	другие представители	1	1
331	для которого	1	1
332	отношения между	1	1
333	чуть ли	1	1
334	в нашем	2	1
335	из этих	2	1
336	выражение в	4	1
337	начнем с	1	1
338	и те	7	1
339	ли для	1	1
340	сказать в	1	1
341	чтобы они	1	1
342	нее и	1	1
343	в понимании	2	1
344	к одному	4	1
345	популярна в	1	1
346	нашего времени	1	1
347	в нее	1	1
348	именно это	1	1
349	в каждом	7	1
350	что все	2	1
351	же не	1	1
352	значение в	1	1
353	конечно в	2	1
354	той же	2	1
355	отчет в	2	1
356	непосредственно примыкает	1	1
357	и тем	1	1
358	для них	2	1
359	он является	3	1
360	нет в	1	1
361	со своими	1	1
362	друга в	2	1
363	зрения самого	1	1
364	очень важный	1	1
365	достаточной степени	2	1
366	время все	1	1
367	прямо к	1	1
368	знает в	1	1
369	человек и	1	1
370	избавиться от	1	1
371	это делает	2	1
372	бы к	1	1
373	место в	3	1
374	не столько	4	1
375	в отличие	5	1
376	что я	1	1
377	для всякого	1	1
378	точку зрения	2	1
379	образом и	1	1
380	для данного	2	1
381	которые в	1	1
382	времени не	2	1
383	друг другу	1	1
384	иным как	1	1
385	в устах	1	1
386	и вся	1	1
387	эта мысль	2	1
388	без участия	1	1
389	без того	1	1
390	виду что	1	1
391	того как	1	1
392	такой и	1	1
393	к этим	3	1
394	и снова	1	1
395	не могло	2	1
396	он с	1	1
397	бы между	1	1
398	найти в	1	1
399	находятся в	1	1
400	и лишь	1	1
401	и по	1	1
402	по своей	1	1
403	в сознании	2	1
404	собой разумеющимся	1	1
405	с другом	1	1
406	не останется	1	1
407	точке зрения	2	1
408	могут быть	2	1
409	чтобы сделать	1	1
410	как только	1	1
411	числе и	2	1
412	всего в	1	1
413	они становятся	1	1
414	которой она	2	1
415	здесь мы	4	1
416	о них	1	1
417	следовательно не	2	1
418	подобно тому	1	1
419	эта последняя	3	1
420	был для	1	1
421	от друга	1	1
422	какова же	1	1
423	выходят за	1	1
424	подходе к	1	1
425	и от	3	1
426	нет никакой	2	1
427	можно сделать	1	1
428	действия и	1	1
429	и может	1	1
430	как с	2	1
431	и совершенно	1	1
432	те же	5	1
433	времени и	1	1
434	особенно в	1	1
435	мог бы	2	1
436	к его	2	1
437	на которую	1	1
438	которые он	1	1
439	вошел в	1	1
440	могла быть	1	1
441	в которые	1	1
442	наиболее показательным	1	1
443	строго говоря	1	1
444	и всякого	1	1
445	для этого	1	1
446	в настоящее	6	1
447	ней как	1	1
448	сводится к	3	1
449	ситуации и	2	1
450	раз эта	1	1
451	и та	2	1
452	язык и	2	1
453	настоящее время	6	1
454	его жизни	1	1
455	наоборот как	1	1
456	мысль не	1	1
457	основе своей	1	1
458	все его	1	1
459	затем в	1	1
460	каждом из	1	1
461	как нет	1	1
462	то в	2	1
463	двух сторон	1	1
464	от них	1	1
465	этот момент	2	1
466	во втором	2	1
467	достаточно назвать	1	1
468	но нет	1	1
469	удовлетворительного ответа	1	1
470	примыкает к	1	1
471	того в	1	1
472	который до	1	1
473	в ту	1	1
474	в лучшем	1	1
475	для самого	1	1
476	образом как	1	1
477	там и	2	1
478	ни к	2	1
479	мы видим	1	1
480	этого материала	2	1
481	причем эта	1	1
482	только в	9	1
483	непосредственно из	1	1
484	во времени	1	1
485	формуле для	1	1
486	со всеми	1	1
487	в эти	2	1
488	к какому	1	1
489	только на	4	1
490	друг за	1	1
491	принадлежащих к	1	1
492	является не	6	1
493	каким образом	1	1
494	и других	2	1
495	к каким	2	1
496	и их	2	1
497	пока не	2	1
498	может служить	1	1
499	поставлен в	1	1
500	из двух	1	1
501	выходит за	1	1
502	них в	1	1
503	эти две	1	1
504	и между	4	1
505	мы еще	1	1
506	противоречие между	2	1
507	превращается в	1	1
508	доля правды	1	1
509	от их	2	1
510	вторая половина	1	1
511	в слове	10	1
512	мы остановимся	1	1
513	нет даже	1	1
514	не допускает	1	1
515	как ни	1	1
516	этой же	1	1
517	человек в	1	1
518	ко всем	1	1
519	и потому	5	1
520	за другом	1	1
521	в моей	1	1
522	к жизни	1	1
523	такого рода	1	1
524	тому как	1	1
525	и там	1	1
526	быть только	1	1
527	в мир	1	1
528	поскольку он	1	1
529	в первой	2	1
530	друг с	1	1
531	быть не	1	1
532	что между	1	1
533	на пути	1	1
534	нашей работы	3	1
535	можно сказать	3	1
536	в основном	6	1
537	этом вопросе	2	1
538	короче говоря	1	1
539	в смысле	6	1
540	в достаточной	3	1
541	еще одна	1	1
542	и родственных	1	1
543	войти в	3	1
544	или в	2	1
545	чтобы понять	1	1
546	на первый	2	1
547	могли бы	1	1
548	или менее	1	1
549	у них	1	1
550	не будучи	1	1
551	не должен	1	1
552	из современных	1	1
553	мог быть	1	1
554	крайней степени	1	1
555	места в	3	1
556	между первым	2	1
557	бы на	1	1
558	но вот	1	1
559	отношении к	4	1
560	к самому	1	1
561	жизни в	4	1
562	всякий смысл	1	1
563	для каких-либо	1	1
564	является источником	2	1
565	с ней	1	1
566	на смену	2	1
567	сказать что	4	1
568	и только	2	1
569	была бы	1	1
570	но этот	1	1
571	для нашего	1	1
572	первом случае	3	1
573	или служит	1	1
574	других как	1	1
575	жизни и	2	1
576	и эта	4	1
577	можно назвать	1	1
578	этой точки	1	1
579	том числе	2	1
580	ничего общего	5	1
