N	2gram	Voloshinov_1	VeschiIm
228	в одном	1	3
229	отношение к	1	3
230	мы возьмем	1	3
231	никогда не	2	3
232	эти две	1	3
233	она является	1	3
234	в той	1	3
235	тому как	1	3
236	она может	3	3
237	к данной	2	3
238	бы в	2	3
239	и ни	1	3
240	хотя бы	5	3
241	есть понимание	1	3
242	по законам	3	2
243	нем нет	2	2
244	от этого	2	2
245	как это	1	2
246	переход от	4	2
247	тем же	1	2
248	в первом	3	2
249	ту же	2	2
250	поэтому и	1	2
251	мы уже	2	2
252	той же	2	2
253	как мы	13	2
254	бы ни	1	2
255	быть понято	2	2
256	мысли и	4	2
257	то очевидно	1	2
258	– это	8	2
259	а только	1	2
260	не все	2	2
261	она –	1	2
262	себе и	2	2
263	– по	1	2
264	как в	4	2
265	понять и	2	2
266	и понимания	1	2
267	это тоже	1	2
268	то в	2	2
269	образом и	1	2
270	так или	1	2
271	выражение в	4	2
272	приводит к	1	2
273	но ведь	1	2
274	если он	2	2
275	и если	1	2
276	он не	3	2
277	как личность	1	2
278	для того	4	2
279	прочим и	1	2
280	и вот	1	2
281	и этот	2	2
282	но все	3	2
283	и может	1	2
284	различие между	3	2
285	на все	1	2
286	на этой	2	2
287	от одного	3	2
288	и тем	1	2
289	ни в	2	2
290	но уже	1	2
291	все равно	1	2
292	в слове	10	2
293	бы к	1	2
294	знает и	1	2
295	другой вопрос	1	2
296	понимания и	3	2
297	же мы	1	2
298	тому что	2	2
299	бы на	1	2
300	она могла	1	2
301	в науке	6	2
302	и сама	2	2
303	на него	1	2
304	для всего	3	2
305	в разных	1	2
306	в самой	1	2
307	как она	2	2
308	и его	19	2
309	ничто не	1	2
310	ее понимает	1	2
311	исходить из	1	2
312	себя свое	1	2
313	если же	1	2
314	оно может	4	2
315	то она	1	2
316	– философия	2	2
317	мог бы	2	2
318	является в	3	2
319	в виду	2	2
320	так оно	1	2
321	и та	2	2
322	как ее	5	2
323	основе своей	1	2
324	и во	2	2
325	говорить об	1	2
326	во втором	2	2
327	явления из	1	2
328	они –	1	2
329	в качестве	2	2
330	можно выразить	1	2
331	и они	1	2
332	мы получим	1	2
333	существования и	1	2
334	же они	2	2
335	допустим что	2	2
336	мы можем	2	2
337	свое выражение	2	2
338	о каком	1	2
339	а потому	1	2
340	в особенности	1	2
341	если под	1	2
342	на ее	1	2
343	или иначе	2	2
344	превращается в	1	2
345	о чем	1	2
346	– и	4	2
347	в частности	2	2
348	чтобы и	2	2
349	какого бы	3	2
350	как вещь	2	2
351	мы говорили	3	2
352	в первой	2	2
353	– мы	1	2
354	понимание в	1	2
355	кроме того	6	2
356	просто как	1	2
357	в более	1	2
358	– с	2	2
359	привело бы	1	2
360	но именно	3	2
361	ни к	2	2
362	и необходимо	1	2
363	отношении к	4	2
364	жизни в	4	2
365	состоит из	1	2
366	была бы	1	2
367	первом случае	3	2
368	субъективизма и	1	2
369	это так	2	2
370	в своих	2	2
371	так же	7	2
372	во всяком	5	2
373	этой точки	1	2
374	говорили о	2	1
375	– может	1	1
376	же как	2	1
377	словом как	1	1
378	связана с	2	1
379	и объясняется	1	1
380	получает в	1	1
381	к полному	1	1
382	идет о	1	1
383	и какова	1	1
384	же по	1	1
385	то на	1	1
386	между двумя	3	1
387	не хочет	1	1
388	по преимуществу	5	1
389	она все	1	1
390	исходит из	1	1
391	не имеют	3	1
392	оно было	1	1
393	действительности и	3	1
394	ней нет	1	1
395	которую мы	1	1
396	в которой	3	1
397	среды и	1	1
398	на эти	1	1
399	в каждый	1	1
400	это отношение	2	1
401	и другая	1	1
402	вместо того	1	1
403	жизни как	1	1
404	уже в	1	1
405	сторон во-первых	1	1
406	и самого	1	1
407	и на	4	1
408	слова вообще	1	1
409	между собой	2	1
410	первый план	2	1
411	оставаясь на	1	1
412	нужен только	1	1
413	с его	1	1
414	есть функция	1	1
415	то мы	2	1
416	в обеих	1	1
417	ее к	1	1
418	ответ на	1	1
419	в общем	1	1
420	что данное	1	1
421	отличие от	5	1
422	в едином	1	1
423	это или	1	1
424	и речи	2	1
425	понимания что	1	1
426	этого общения	1	1
427	форме и	1	1
428	один и	3	1
429	нет как	1	1
430	этим оно	1	1
431	него только	1	1
432	в истории	3	1
433	стороны и	1	1
434	части в	1	1
435	сознания но	1	1
436	хотя и	1	1
437	и к	3	1
438	важны не	1	1
439	и философ	1	1
440	еще на	1	1
441	как то	1	1
442	все эти	7	1
443	в этой	1	1
444	однако как	1	1
445	внутри нее	1	1
446	зависимости от	2	1
447	как он	2	1
448	не могла	1	1
449	знания в	1	1
450	главным образом	1	1
451	при этом	8	1
452	не внешнее	1	1
453	он ни	2	1
454	и единое	1	1
455	все другие	1	1
456	эта система	1	1
457	чтобы они	1	1
458	знак не	5	1
459	момента в	1	1
460	явления так	1	1
461	в понимании	2	1
462	и совершенно	1	1
463	функции и	1	1
464	к одному	4	1
465	этого вопроса	1	1
466	не как	2	1
467	пор мы	1	1
468	действительности к	3	1
469	творчества –	2	1
470	какой бы	1	1
471	одной и	2	1
472	из него	2	1
473	его от	1	1
474	может существовать	2	1
475	и по	1	1
476	и должен	1	1
477	будем говорить	1	1
478	именно это	1	1
479	в подробности	1	1
480	подход к	1	1
481	выражение и	2	1
482	конечно в	2	1
483	не сможет	2	1
484	этого мы	1	1
485	один момент	1	1
486	по природе	1	1
487	может стать	5	1
488	которая как	1	1
489	– исключительно	1	1
490	психологизма и	1	1
491	говорить в	1	1
492	общение это	1	1
493	она и	1	1
494	сущность этого	1	1
495	далеко не	4	1
496	со своими	1	1
497	всегда и	1	1
498	переходим к	3	1
499	и вне	2	1
500	же самый	1	1
501	и целое	1	1
502	может идти	1	1
503	и того	6	1
504	одного и	5	1
505	понимается и	1	1
506	на первый	2	1
507	этом случае	3	1
508	нас не	1	1
509	мы замечаем	2	1
510	и без	1	1
511	уже к	1	1
512	представить себе	1	1
513	в котором	3	1
514	ту сторону	1	1
515	то для	1	1
516	в отличие	5	1
517	от его	1	1
518	строго говоря	1	1
519	есть его	1	1
520	втором случае	1	1
521	объяснить но	1	1
522	более подробном	1	1
523	что было	1	1
524	к нашему	1	1
525	тем самым	1	1
526	как от	1	1
527	где нет	1	1
528	той которая	1	1
529	это является	2	1
530	и очень	1	1
531	сознании в	1	1
532	чистом виде	1	1
533	с необычайной	1	1
534	есть прежде	1	1
535	которое он	1	1
536	не имеет	3	1
537	относясь к	1	1
538	взглянуть на	1	1
539	эта внутренняя	1	1
540	о них	1	1
541	этому сводится	1	1
542	почве этого	1	1
543	находятся в	1	1
544	что самое	1	1
545	явление в	1	1
546	в наше	1	1
547	по своей	1	1
548	и является	2	1
549	– более	1	1
550	сводится к	3	1
551	в сознании	2	1
552	внутренней жизни	4	1
553	только с	1	1
554	в каком	3	1
555	с другом	1	1
556	представителя и	1	1
557	моей психики	1	1
558	как всякое	1	1
559	нет ни	2	1
560	направлении –	1	1
561	не могут	3	1
562	могут быть	2	1
563	– явление	1	1
564	как изменение	1	1
565	образом между	2	1
566	пониманием и	1	1
567	его значение	2	1
568	а можно	1	1
569	общения в	3	1
570	отказаться от	1	1
571	ничего общего	5	1
572	несет с	1	1
573	существует только	1	1
574	в применении	1	1
575	из всего	1	1
576	воли и	1	1
577	в конце	5	1
578	изменения в	1	1
579	в стихию	1	1
580	отсюда что	1	1
581	на основе	1	1
582	только при	3	1
583	и от	3	1
584	только не	1	1
585	уже с	1	1
586	с самого	4	1
587	в пределах	6	1
588	не те	1	1
589	то такое	1	1
590	дано в	2	1
591	природе своей	1	1
592	то как	2	1
593	расцвета и	1	1
594	в другом	2	1
595	что человеческий	1	1
596	на нее	1	1
597	внешний знак	1	1
598	это вовсе	1	1
599	явление на	1	1
600	на которую	1	1
601	лишь ее	1	1
602	такое понимание	1	1
603	подойти к	2	1
604	в окружающей	1	1
605	и по-своему	1	1
606	имеется в	1	1
607	– то	3	1
608	или иной	3	1
609	из основных	3	1
610	о нем	1	1
611	психики не	1	1
612	же необходимо	1	1
613	или только	1	1
614	за пределами	2	1
615	и объяснить	1	1
616	– одна	1	1
617	как чисто	1	1
618	в единую	1	1
619	внутри самой	2	1
620	как наиболее	1	1
621	должно было	1	1
622	нет это	1	1
623	слово слово	1	1
624	пр но	1	1
625	язык и	2	1
626	от них	1	1
627	и вещей	1	1
628	взятая сама	1	1
629	нуждается в	3	1
630	отвлекаясь от	2	1
631	но конечно	1	1
632	организме а	1	1
633	а его	1	1
634	каких бы	3	1
635	и предмет	1	1
636	познания в	1	1
637	этом смысле	2	1
638	одного из	3	1
639	всякого познания	1	1
640	в двух	2	1
641	речи о	1	1
642	свет и	1	1
643	вещь или	1	1
644	в какой	3	1
645	но ни	1	1
646	свести его	1	1
647	и так	1	1
648	несколько подробнее	1	1
649	лишь одна	1	1
650	этого реального	1	1
651	и психологизм	1	1
652	или они	1	1
653	не было	3	1
654	субъекта но	1	1
655	тот или	1	1
656	с одной	1	1
657	именно на	2	1
658	где они	2	1
659	ее понимают	1	1
660	для всех	2	1
661	собою все	1	1
662	конечно не	5	1
663	вещь это	1	1
664	внутреннего –	1	1
665	каком же	1	1
666	получили в	1	1
667	в начале	5	1
668	– которая	1	1
669	является не	6	1
670	то этот	1	1
671	сознание есть	1	1
672	при помощи	1	1
673	потому в	1	1
674	конечно нет	1	1
675	области в	1	1
676	мы переходим	1	1
677	зрения на	1	1
678	будет не	1	1
679	сможет понять	1	1
680	всяком случае	2	1
681	слова в	1	1
682	форм но	1	1
683	сами по	1	1
684	и один	1	1
685	вовсе не	5	1
686	себя от	2	1
687	не о	1	1
688	чтобы осуществить	1	1
689	личность а	1	1
690	бы достаточна	1	1
691	и будет	1	1
692	общения и	5	1
693	какова его	1	1
694	в других	1	1
695	бы это	1	1
696	зрения этого	1	1
697	до сих	8	1
698	как данная	1	1
699	и прежде	2	1
700	мы еще	1	1
701	предмета но	1	1
702	психика и	1	1
703	принадлежит не	1	1
704	ничего что	1	1
705	одной стороны	1	1
706	та и	1	1
707	стремится к	1	1
708	и самый	1	1
709	зависит от	2	1
710	есть лишь	2	1
711	его как	1	1
712	как ни	1	1
713	бы ее	1	1
714	пр и	2	1
715	еще только	2	1
716	в бытии	3	1
717	ее внутренних	1	1
718	уже давно	1	1
719	входить в	1	1
720	нет ничего	3	1
721	прибавить еще	1	1
722	путь –	1	1
723	и законченной	1	1
724	границы между	1	1
725	к другой	3	1
726	результате мы	1	1
727	это чрезвычайно	1	1
728	поэтому если	1	1
729	нет еще	2	1
730	различения и	1	1
731	их к	1	1
732	из которых	2	1
733	нет а	1	1
734	необходимо исходить	1	1
735	нами четыре	1	1
736	в организме	6	1
737	смысле этого	3	1
738	применении к	1	1
739	как чистая	1	1
740	и объективная	1	1
741	не видят	1	1
742	– что	2	1
743	по существу	1	1
744	друг с	1	1
745	и другой	1	1
746	также –	1	1
747	лежит в	1	1
748	к проблеме	2	1
749	мы сказали	1	1
750	или хотя	2	1
751	этого слова	2	1
752	и формы	3	1
753	психики а	1	1
754	слова и	3	1
755	сих пор	8	1
756	глубины и	1	1
757	является как	1	1
758	но для	2	1
759	к другим	1	1
760	переживания и	2	1
761	не является	4	1
762	отвечает на	1	1
763	или в	2	1
764	сознания и	3	1
765	нужно прибавить	2	1
766	ее и	1	1
767	есть система	1	1
768	лишь как	1	1
769	у них	1	1
770	не будучи	1	1
771	вещи является	1	1
772	конце концов	3	1
773	мы должны	3	1
774	ведь есть	1	1
775	зрения в	1	1
776	ведь как	1	1
777	существует вещь	1	1
778	от каких	2	1
779	кроме самого	1	1
780	в целях	3	1
781	к самому	1	1
782	одной из	3	1
783	как явления	1	1
784	становления и	1	1
785	к какому	1	1
786	слово в	3	1
787	всякий смысл	1	1
788	в моем	1	1
789	с ней	1	1
790	может ведь	1	1
791	другой стороны	6	1
792	они все	2	1
793	к его	2	1
794	это положение	2	1
795	язык есть	4	1
796	мы увидим	1	1
797	из этого	2	1
798	важно как	1	1
799	в действительности	2	1
800	к чисто	1	1
801	этот звук	1	1
802	к этой	2	1
803	то оно	1	1
804	и эта	4	1
805	других явлений	1	1
806	к этому	5	1
807	можно назвать	1	1
808	в таком	2	1
809	гораздо более	1	1
810	не имеющее	1	1
811	которая не	1	1
