N	2gram	Bakhtin_Pr_1	OGranits
453	для понимания	2	1
454	своего времени	2	1
455	в человеческом	1	1
456	уже сам	1	1
457	к следующему	1	1
458	быть не	1	1
459	зрения и	2	1
460	не создает	1	1
461	собственными словами	1	1
462	этого слова	1	1
463	только то	3	1
464	в контексте	2	1
465	тому что	3	1
466	существует только	1	1
467	быть и	1	1
468	является для	2	1
469	идеологической жизни	1	1
470	между людьми	1	1
471	еще мало	1	1
472	в условиях	2	1
473	до конца	8	1
474	но это	4	1
475	эта способность	1	1
476	и оно	1	1
477	в начале	1	1
478	почти никогда	1	1
479	все уголки	1	1
480	истории и	1	1
481	и другое	1	1
482	в то	10	1
483	мысли в	2	1
484	например у	1	1
485	сознании и	2	1
486	одна из	3	1
487	она ни	1	1
488	тех или	1	1
489	вопрос в	1	1
490	форме в	1	1
491	весь этот	2	1
492	того чтобы	1	1
493	само по	3	1
494	произведения чтобы	1	1
495	иметь в	1	1
496	и чем	1	1
497	не существует	1	1
498	и становится	1	1
499	идей или	1	1
500	найти в	1	1
501	целом произведения	1	1
502	того как	1	1
503	в самой	6	1
504	ее и	1	1
505	же время	9	1
506	лишь как	7	1
507	или как	5	1
508	в основе	4	1
509	находит свое	2	1
510	же остается	1	1
511	материале и	1	1
512	определения его	1	1
513	а лишь	2	1
514	это слово	1	1
515	только что	1	1
516	потому что	8	1
517	связи с	2	1
518	эти три	1	1
519	в замысел	2	1
520	этом отношении	3	1
521	об этом	1	1
522	этот не	1	1
523	бы несколько	1	1
524	та или	1	1
525	не знает	3	1
526	сказать что	3	1
527	предположение о	1	1
528	среди них	1	1
529	стиль и	1	1
530	уже говорить	1	1
531	впервые в	1	1
532	все то	4	1
533	поэтому не	2	1
534	и именно	1	1
535	не входит	3	1
536	типа и	3	1
537	во все	2	1
538	диалектического становления	2	1
539	про себя	1	1
540	с его	9	1
541	произведения и	2	1
542	же самое	1	1
543	должны быть	1	1
544	всего в	1	1
545	чисто философских	1	1
546	например в	3	1
547	к ослаблению	1	1
548	плоскости в	1	1
549	этой точки	1	1
550	они не	4	1
