N	2gram	Vygotskiy__3	Tvorches
141	с другими	2	2
142	которой он	1	2
143	в одном	2	2
144	или даже	1	2
145	же не	1	2
146	и только	2	2
147	в ее	1	2
148	к жизни	2	2
149	не выдерживает	1	2
150	во всяком	4	2
151	действия и	1	2
152	особенно в	1	2
153	вообще говоря	2	2
154	но если	1	2
155	такой же	1	2
156	и других	2	2
157	имеет в	1	2
158	на него	1	2
159	эти наблюдения	1	2
160	все время	2	2
161	у нас	1	2
162	во многих	1	2
163	тому же	1	2
164	отличие от	6	2
165	общую черту	1	2
166	так мы	2	2
167	всяком случае	4	2
168	только в	10	2
169	не столько	4	2
170	едва ли	2	2
171	с полным	1	2
172	в основе	16	2
173	него в	1	2
174	не могли	3	2
175	с ними	3	2
176	друг друга	4	2
177	другом в	1	2
178	могут быть	5	2
179	том же	1	2
180	в отличие	6	2
181	и он	1	2
182	и что	10	2
183	как известно	3	2
184	в процессе	27	2
185	роль в	1	2
186	их в	3	2
187	не случайно	1	2
188	при помощи	1	2
189	в которую	1	2
190	но ведь	1	2
191	с другой	6	2
192	в частности	4	2
193	на этот	2	2
194	и у	6	2
195	этот факт	1	2
196	они имеют	2	2
197	известно что	1	2
198	уже в	7	2
199	опираясь на	1	2
200	из них	4	2
201	сводится к	1	2
202	и по	5	2
203	известном смысле	2	1
204	свои собственные	1	1
205	то мы	1	1
206	являются как	1	1
207	дальнейшем мы	1	1
208	вообще в	1	1
209	должен быть	1	1
210	главным образом	2	1
211	с первого	1	1
212	чтобы перед	1	1
213	с так	1	1
214	и здесь	2	1
215	общим законом	1	1
216	огромное значение	3	1
217	будет иметь	1	1
218	для нас	2	1
219	по выражению	1	1
220	к осознанию	1	1
221	и превращается	1	1
222	а главное	1	1
223	на деле	3	1
224	в другом	1	1
225	в связи	6	1
226	входит в	5	1
227	от всех	2	1
228	но ни	1	1
229	через него	1	1
230	поэтому в	2	1
231	мы и	2	1
232	на наших	1	1
233	является одним	1	1
234	когда в	3	1
235	отличается от	3	1
236	в один	2	1
237	и для	2	1
238	для себя	1	1
239	мышления и	23	1
240	нас не	1	1
241	социальной психологии	1	1
242	как на	2	1
243	представляет собою	1	1
244	по мере	1	1
245	с в	1	1
246	значит что	4	1
247	раз за	1	1
248	за этим	1	1
249	же что	1	1
250	это как	1	1
251	для них	1	1
252	он приходит	1	1
253	утверждает что	1	1
254	связи с	9	1
255	но при	1	1
256	перед ним	3	1
257	был бы	1	1
258	думать что	1	1
259	этот тип	3	1
260	с ней	3	1
261	и их	3	1
262	к другим	2	1
263	может оказаться	1	1
264	первый этап	1	1
265	и детей	1	1
266	ведет к	1	1
267	еще одну	1	1
268	к которым	4	1
269	с ребенком	2	1
270	числе и	1	1
271	рано и	1	1
272	на то	4	1
273	нет никаких	4	1
274	в жизни	3	1
275	в большинстве	1	1
276	и эти	2	1
277	означает что	1	1
278	это еще	1	1
279	связан с	2	1
280	и исследования	1	1
281	даже в	1	1
282	раньше чем	2	1
283	и до	1	1
284	этот образ	1	1
285	вводятся в	1	1
286	в центр	2	1
287	как это	7	1
288	от него	1	1
289	что это	5	1
290	если в	3	1
291	во всех	1	1
292	а только	1	1
293	другом месте	1	1
294	по себе	7	1
295	таким же	2	1
296	ничего общего	3	1
297	отказа от	1	1
298	за основу	1	1
299	он обнаруживает	1	1
300	как его	1	1
301	и рядом	1	1
302	того или	2	1
303	менее всего	1	1
304	с такой	1	1
305	бы уже	1	1
306	совершенно новый	1	1
307	еще на	1	1
308	что уже	1	1
309	наших глазах	1	1
310	не изменяет	1	1
311	собой в	1	1
312	его к	3	1
313	разрешению задачи	1	1
314	в эту	2	1
315	это слияние	1	1
316	в действии	3	1
317	приходит к	6	1
318	или нет	1	1
319	нуждается в	1	1
320	что же	1	1
321	оба эти	3	1
322	мы наблюдаем	1	1
323	между собой	13	1
324	но только	3	1
325	без внимания	1	1
326	этот период	1	1
327	отношение к	1	1
328	идя по	1	1
329	между ними	3	1
330	а лишь	1	1
331	в себя	3	1
332	о которой	1	1
333	сами по	3	1
334	он ни	1	1
335	как носитель	1	1
336	против этого	1	1
337	автора мы	1	1
338	дана в	1	1
339	на место	1	1
340	к тому	4	1
341	мы видели	6	1
342	является так	3	1
343	к ней	1	1
344	высшей степени	6	1
345	к человеческой	1	1
346	нам представляется	1	1
347	не сводится	1	1
348	что для	1	1
349	переход от	3	1
350	может не	1	1
351	в этих	2	1
352	и значение	1	1
353	на вопрос	1	1
354	вот что	1	1
355	его место	1	1
356	однако в	2	1
357	жизни не	1	1
358	и к	5	1
359	не остается	1	1
360	не имеет	1	1
361	которым приводит	1	1
362	всегда и	1	1
363	мог бы	4	1
364	развития в	2	1
365	в новый	1	1
366	но этот	1	1
367	нас к	2	1
368	как мы	8	1
369	из этих	4	1
370	глубокие изменения	1	1
371	это положение	2	1
372	похоже на	1	1
373	в сфере	2	1
374	людей при	1	1
375	в свою	3	1
376	но как	3	1
377	общего с	1	1
378	части мы	1	1
379	противоположным образом	1	1
380	не видим	1	1
381	после чего	1	1
382	тот же	2	1
383	учит нас	1	1
384	в применении	1	1
385	даже если	1	1
386	представляет собой	6	1
387	своего развития	3	1
388	повседневной жизни	1	1
389	в силу	6	1
390	в течение	2	1
391	свою очередь	2	1
392	остается в	1	1
393	мире и	1	1
394	совпадают с	4	1
395	с этим	4	1
396	уже давно	1	1
397	и особенно	2	1
398	свое глубокое	2	1
399	принцип построения	1	1
400	связано с	1	1
401	сказать что	4	1
402	все данные	1	1
403	как она	3	1
404	форме в	1	1
405	ни в	9	1
406	стоит ни	2	1
407	их на	1	1
408	по способу	3	1
409	за пределами	1	1
410	этот момент	2	1
411	такого рода	2	1
412	на основе	22	1
413	прямо не	1	1
414	том как	1	1
415	мне кажется	1	1
416	ясно что	2	1
417	и потом	1	1
418	должно быть	2	1
419	характер и	1	1
420	это делает	1	1
421	связи между	5	1
422	психологии и	1	1
423	той же	4	1
424	сливается с	1	1
425	уже говорили	5	1
426	которой является	1	1
427	не о	1	1
428	на другой	1	1
429	см главу	1	1
430	что все	1	1
431	ту же	1	1
432	по поводу	1	1
433	лицо к	1	1
434	в них	2	1
435	в конечном	1	1
436	речи или	1	1
437	важным и	1	1
438	положение что	1	1
439	он начинает	1	1
440	так это	1	1
441	мы уже	5	1
442	этого слова	4	1
443	из нее	2	1
444	как ни	1	1
445	решающую роль	4	1
446	из его	1	1
447	действительности и	1	1
448	находит свое	2	1
449	такую же	1	1
450	что вообще	1	1
451	хорошо нам	1	1
452	является в	3	1
453	значение в	3	1
454	чем у	1	1
455	только потому	2	1
456	это явление	1	1
457	с одной	5	1
458	в живых	1	1
459	тому что	2	1
460	в ходе	1	1
461	к выводу	2	1
462	вошел в	1	1
463	образов и	1	1
464	что и	10	1
465	а по	2	1
466	как уже	6	1
467	не могут	4	1
468	переходит в	1	1
469	не мог	4	1
470	принять за	1	1
471	в высшей	6	1
472	однако не	1	1
473	в результате	3	1
474	не являются	1	1
475	случае с	1	1
476	бы с	2	1
477	в виду	1	1
478	не просто	1	1
479	то в	3	1
480	в последнем	1	1
481	для развития	3	1
482	человека к	1	1
483	несмотря на	1	1
484	слова не	2	1
485	противоречии с	2	1
486	с его	2	1
487	и между	1	1
488	том числе	1	1
489	в построении	2	1
490	в известном	4	1
491	и является	1	1
492	поэтому с	1	1
493	самого начала	6	1
494	приходит в	1	1
495	очень рано	2	1
496	всякий раз	2	1
497	столь же	7	1
498	ему не	1	1
499	видеть в	1	1
500	с самого	6	1
501	как наиболее	1	1
502	пришел к	1	1
503	на той	1	1
504	ли или	1	1
505	то время	4	1
506	взятая в	1	1
507	отличительный признак	1	1
508	или иного	2	1
509	смотреть на	1	1
510	выше в	1	1
511	в случае	3	1
512	в области	7	1
513	в глубь	1	1
514	в развитии	24	1
515	решения этой	1	1
516	и одновременно	2	1
517	не приходит	1	1
518	который в	3	1
519	в наиболее	1	1
520	подходит к	2	1
521	мы знаем	4	1
522	от этих	2	1
523	важную роль	1	1
524	и всякая	1	1
525	на себя	2	1
526	является не	2	1
527	говорили что	2	1
528	было бы	10	1
529	социальной и	1	1
530	выше мы	1	1
531	развития их	1	1
532	такое же	1	1
533	нами в	2	1
534	одного из	2	1
535	как раз	1	1
536	эти связи	3	1
537	заключается в	9	1
538	что оно	4	1
539	что с	4	1
540	точно так	1	1
541	или иной	3	1
542	перед нами	10	1
543	не можем	3	1
544	и дальше	1	1
545	в пределах	1	1
546	это понятие	1	1
547	о нем	1	1
548	указывает на	2	1
549	без этого	2	1
550	а напротив	1	1
551	можно было	6	1
552	об отношении	2	1
553	и как	5	1
554	с начальным	1	1
555	с их	2	1
556	еще в	2	1
557	встречается в	4	1
558	к одному	5	1
559	она была	1	1
560	с необходимостью	2	1
561	том чтобы	1	1
562	и более	1	1
563	применении к	1	1
564	не есть	3	1
565	в речи	2	1
566	той или	2	1
567	внимания ни	1	1
568	не говорит	1	1
