N	2gram	Bakhtin_fo_2	Istorich
157	так что	4	3
158	и других	2	3
159	и только	2	3
160	далеко не	2	3
161	больше и	2	3
162	от этого	2	3
163	не было	3	3
164	попал в	1	3
165	в частности	5	3
166	в него	1	3
167	в данном	2	3
168	наряду с	2	3
169	в тех	1	3
170	что здесь	2	3
171	и от	2	3
172	кроме того	3	3
173	вопрос о	1	3
174	на первый	3	3
175	а в	3	3
176	еще в	1	3
177	сказать что	1	3
178	на более	1	3
179	как на	2	3
180	к этому	3	3
181	они не	1	3
182	ту же	2	2
183	того же	3	2
184	с рождением	2	2
185	здесь и	1	2
186	и больше	1	2
187	это делают	1	2
188	всех его	1	2
189	представлением о	1	2
190	он был	2	2
191	первый план	2	2
192	но не	5	2
193	могло быть	1	2
194	для борьбы	1	2
195	в одной	2	2
196	с этим	5	2
197	в своем	5	2
198	целый ряд	3	2
199	и как	3	2
200	в фольклоре	2	2
201	в этой	2	2
202	и они	3	2
203	то и	1	2
204	и до	2	2
205	но он	2	2
206	и те	1	2
207	он не	5	2
208	из него	1	2
209	людей и	2	2
210	с этой	4	2
211	но все	1	2
212	человека в	6	2
213	потусторонний мир	1	2
214	на этой	1	2
215	было бы	2	2
216	что смерть	1	2
217	в преисподней	1	2
218	смерть и	8	2
219	по всему	3	2
220	ни в	1	2
221	вовсе не	13	2
222	становится и	1	2
223	а потом	2	2
224	в царстве	2	2
225	видели в	1	2
226	начиная от	1	2
227	в которых	3	2
228	образом и	1	2
229	которые в	1	2
230	самое время	3	2
231	без всяких	1	2
232	однако в	1	2
233	где нет	1	2
234	на эти	1	2
235	не имеет	1	2
236	одна из	1	2
237	на него	1	2
238	царстве мертвых	2	2
239	это мы	1	2
240	в форму	1	2
241	или как	1	2
242	тела и	5	2
243	ее на	1	2
244	должны быть	1	2
245	к тому	3	2
246	от нее	1	2
247	где он	1	2
248	в греческом	5	2
249	когда жители	1	2
250	но при	1	2
251	здесь не	2	2
252	и сам	1	2
253	с собой	1	2
254	этим в	1	2
255	сводится к	1	2
256	но мы	1	2
257	можно сказать	2	2
258	как у	3	2
259	борьбе с	2	2
260	говорит он	1	2
261	в форме	3	2
262	того что	3	2
263	именно на	1	2
264	еще одну	1	2
265	связь его	1	2
266	герой убивает	1	2
267	смерти и	4	2
268	никого не	1	2
269	что они	4	2
270	после смерти	1	2
271	близок к	1	2
272	и др	5	2
273	что не	1	2
274	в некоторых	2	2
275	а не	4	2
276	о чем	3	2
277	он и	1	2
278	так же	2	2
279	к себе	4	2
280	все больше	1	2
281	когда мы	1	2
282	быть только	1	2
283	значит что	2	2
284	в уже	1	2
285	видно что	1	2
286	же представление	1	2
287	мы найдем	1	2
288	мира и	9	2
289	в этих	3	2
290	смерти в	11	2
291	но эти	3	2
292	в последнем	2	2
293	жизни и	8	2
294	во всяком	2	2
295	для более	1	1
296	отношения к	4	1
297	также и	4	1
298	относится и	1	1
299	в связи	8	1
300	и есть	2	1
301	этого мира	2	1
302	смерть в	1	1
303	оно было	2	1
304	в какой-то	1	1
305	кости и	1	1
306	и носят	1	1
307	а как	1	1
308	есть не	1	1
309	со всех	1	1
310	что если	1	1
311	которую мы	1	1
312	рассказывается о	2	1
313	ступени развития	1	1
314	выходит из	1	1
315	со смертью	1	1
316	здесь с	1	1
317	он как	1	1
318	равно как	2	1
319	как то	1	1
320	боя с	1	1
321	в полной	1	1
322	гл xvii	3	1
323	же что	1	1
324	всех сторон	1	1
325	там нет	1	1
326	беседует с	1	1
327	по этому	1	1
328	совершенно чуждо	1	1
329	во всех	11	1
330	так для	1	1
331	друг на	2	1
332	нем мы	1	1
333	вступают в	2	1
334	высокие горы	1	1
335	отличие от	1	1
336	еще совершенно	1	1
337	в истории	4	1
338	как говорит	1	1
339	идет о	1	1
340	такую большую	1	1
341	до его	1	1
342	что как	1	1
343	однако не	1	1
344	им в	1	1
345	в полном	1	1
346	они дают	1	1
347	хотя и	3	1
348	как уже	3	1
349	его к	1	1
350	и к	2	1
351	для которой	1	1
352	в этот	3	1
353	смерти с	2	1
354	ни один	1	1
355	формы в	1	1
356	античности в	1	1
357	с природой	1	1
358	связанного с	1	1
359	в главе	7	1
360	учение о	1	1
361	самая распространенная	1	1
362	и тот	1	1
363	быть объяснена	1	1
364	ее как	1	1
365	дальше и	1	1
366	в случае	1	1
367	одно и	1	1
368	не имеют	1	1
369	мире по	1	1
370	не значит	1	1
371	ее и	2	1
372	никак не	1	1
373	мифы о	1	1
374	на смерть	3	1
375	и сказал	1	1
376	он так	2	1
377	чтобы в	1	1
378	смертью в	1	1
379	бога и	2	1
380	как солнце	1	1
381	на этом	2	1
382	они на	1	1
383	иногда подчеркивается	1	1
384	это значит	3	1
385	с формами	2	1
386	а затем	3	1
387	что все	2	1
388	связанные с	5	1
389	в мире	4	1
390	то есть	10	1
391	это когда	3	1
392	по существу	5	1
393	был и	1	1
394	о которых	1	1
395	он же	1	1
396	чем идти	1	1
397	поставлен на	1	1
398	одна и	2	1
399	когда я	1	1
400	и половой	1	1
401	чем в	1	1
402	ключ к	1	1
403	такою же	1	1
404	в один	1	1
405	и становится	2	1
406	об особом	1	1
407	переносится в	1	1
408	точки зрения	10	1
409	женщин и	2	1
410	смерть как	2	1
411	в преисподнюю	1	1
412	за которым	1	1
413	в котором	4	1
414	страны в	1	1
415	не столько	1	1
416	большую роль	1	1
417	от его	1	1
418	живут в	1	1
419	другом и	1	1
420	в прямом	2	1
421	обращение к	1	1
422	все это	6	1
423	по ту	2	1
424	мира на	1	1
425	борьбу с	1	1
426	и более	2	1
427	далее теперь	1	1
428	сам он	1	1
429	что те	1	1
430	что есть	1	1
431	одновременно в	1	1
432	чистом виде	1	1
433	при всех	1	1
434	которые или	1	1
435	в таких	1	1
436	правда в	1	1
437	в основе	6	1
438	когда они	1	1
439	на море	1	1
440	того чтобы	8	1
441	и смерть	4	1
442	фольклор этот	1	1
443	следовательно и	3	1
444	мертвых в	1	1
445	о природе	1	1
446	была сделана	1	1
447	больше чем	1	1
448	под этим	1	1
449	этом мире	6	1
450	можно видеть	1	1
451	как она	1	1
452	по своей	1	1
453	такая же	1	1
454	за исключением	1	1
455	уже говорили	4	1
456	только с	1	1
457	что на	3	1
458	в стиле	1	1
459	начиная с	1	1
460	места для	1	1
461	не могут	1	1
462	смерти причем	1	1
463	похож на	2	1
464	указать на	1	1
465	числе и	2	1
466	для такого	1	1
467	тех же	1	1
468	бы он	1	1
469	в наши	1	1
470	из чрева	1	1
471	бы ни	1	1
472	должен быть	1	1
473	помощь ему	1	1
474	на помощь	1	1
475	землей то	1	1
476	и о	2	1
477	золотом веке	2	1
478	тому что	1	1
479	с ее	1	1
480	связи со	1	1
481	в ее	1	1
482	нами выше	1	1
483	него самого	1	1
484	есть здесь	1	1
485	мы наблюдаем	3	1
486	по аналогии	2	1
487	здесь он	1	1
488	те же	6	1
489	здесь как	1	1
490	миф объясняет	1	1
491	в борьбе	3	1
492	отсюда и	2	1
493	и каждый	1	1
494	и уничтожает	1	1
495	в воду	1	1
496	могла быть	1	1
497	что от	1	1
498	живого и	1	1
499	жизнь и	3	1
500	из приведенных	1	1
501	не огонь	1	1
502	об этом	1	1
503	с человеком	1	1
504	и таинственного	1	1
505	находится в	2	1
506	них не	1	1
507	и здесь	1	1
508	и живой	1	1
509	мыслится ли	1	1
510	другом месте	2	1
511	загробном мире	4	1
512	в другом	3	1
513	также уже	1	1
514	и поэтому	1	1
515	и движения	1	1
516	преисподней в	1	1
517	аналогии с	1	1
518	все его	4	1
519	этих двух	1	1
520	рассматриваются как	1	1
521	между тем	1	1
522	здесь по	1	1
523	в ряд	9	1
524	мире как	1	1
525	на одном	1	1
526	бы она	2	1
527	бы поставить	1	1
528	наконец в	2	1
529	на острове	4	1
530	быть и	2	1
531	он что	1	1
532	землю и	1	1
533	и вопрос	1	1
534	не как	1	1
535	не решается	1	1
536	юношей и	1	1
537	дело с	1	1
538	сама природа	2	1
539	что даже	1	1
540	ли он	1	1
541	из многих	1	1
542	как нечто	1	1
543	уже и	1	1
544	поэтому и	1	1
545	в литературу	2	1
546	в большом	1	1
547	похожи друг	2	1
548	их не	2	1
549	особо отмечаем	1	1
550	мире и	2	1
551	тот или	1	1
552	есть в	1	1
553	уже в	4	1
554	же от	1	1
555	обстоит дело	1	1
556	мужчин или	1	1
557	а это	1	1
558	рассказывает о	1	1
559	глаза и	1	1
560	характерно что	2	1
561	по другим	1	1
562	мир в	4	1
563	был бы	1	1
564	стороны оно	1	1
565	для него	3	1
566	он весь	1	1
567	и также	1	1
568	в землю	1	1
569	отношение к	3	1
570	к ним	2	1
571	как его	2	1
572	но что	1	1
573	и силой	1	1
574	и пр	2	1
575	и вместе	1	1
576	для того	8	1
577	в особенности	6	1
578	приведенных случаях	1	1
579	и даже	3	1
580	а на	2	1
581	души пока	1	1
582	в море	3	1
583	было первым	1	1
584	именно в	2	1
585	что тот	1	1
586	вижу говорит	1	1
587	природа в	1	1
588	я был	1	1
589	еще и	1	1
590	с другом	4	1
591	такое же	1	1
592	не знает	2	1
593	в воздухе	1	1
594	его как	1	1
595	огонь а	1	1
596	на друга	2	1
597	и мотив	2	1
598	или с	1	1
599	под влиянием	1	1
600	несмотря на	1	1
601	мог быть	1	1
602	где эта	1	1
603	первый взгляд	1	1
604	на голове	1	1
605	связанных с	3	1
606	во всю	1	1
607	в цикле	1	1
608	их к	1	1
609	этих случаях	1	1
610	это есть	1	1
611	ее во	1	1
612	островах и	1	1
613	него есть	2	1
614	друг с	4	1
615	и получить	1	1
616	мыслится как	2	1
617	этого слова	1	1
618	при переходе	1	1
619	вверх и	3	1
620	этот не	2	1
621	на время	1	1
622	своей жизни	2	1
623	о его	2	1
624	в так	1	1
625	между прочим	1	1
626	с большой	2	1
627	на одной	1	1
628	не является	3	1
629	и для	9	1
630	этому миру	1	1
631	и показывается	1	1
632	всего мира	1	1
633	родился на	1	1
634	а все	1	1
635	он за	1	1
636	знакомых нам	1	1
637	воду и	1	1
638	из себя	1	1
639	бы в	1	1
640	тем более	3	1
641	новые формы	1	1
642	еще никогда	1	1
643	же в	4	1
644	стиль в	1	1
645	друга но	1	1
646	от ее	1	1
647	в страну	1	1
648	свет и	2	1
649	не похожи	1	1
650	в свою	1	1
651	между ними	2	1
652	состоит из	1	1
653	они были	2	1
654	это на	1	1
655	в иной	2	1
656	на этот	1	1
657	оно не	1	1
658	в отдельности	1	1
659	на свет	4	1
660	следующим образом	1	1
661	частности в	1	1
662	в таком	1	1
663	в загробном	1	1
664	этой точки	1	1
665	том числе	3	1
