N	3gram	Tiupa_Anal_3	DiskursI
342	характеристик и описаний	1	1
343	не отделен от	1	1
344	во всяком случае	2	1
345	живет в готовом	1	1
346	слова говорящий здесь	1	1
347	выбирают а по	1	1
348	предполагает внутренне свободного	1	1
349	содержанию анекдота ни	1	1
350	курьезное любопытное занимательное	1	1
351	петровича белкина в	2	1
352	здесь пока еще	1	1
353	поступки только раскрывают	1	1
354	сущности застывшее целое	1	1
355	но в равной	1	1
356	не с собственно	1	1
357	и его поступки	1	1
358	сторону индивида и	1	1
359	уст в уста	1	1
360	в сказании повествуемой	1	1
361	определенные задания реализуют	1	1
362	блудном сыне как	1	1
363	будучи порой фактически	1	1
364	нем определенные возможности	1	1
365	не выбирают а	1	1
366	в свое время	2	1
367	что они хотят	1	1
368	судьбы они едины	1	1
369	собой исторически продуктивный	1	1
370	под углом зрения	1	1
371	в коммуникативной ситуации	1	1
372	формы целого следовательно	1	1
373	в тех случаях	1	1
374	жизненной практике может	1	1
375	не заключает и	1	1
376	того или иного	1	1
377	есть монолог в	1	1
378	то есть принадлежат	1	1
379	внеязыковое и потому	1	1
380	высказывания жанр в	1	1
381	сознаний встречающихся в	1	1
382	предначертанность судьбы а	1	1
383	или иной род	1	1
384	в этом отношении	3	1
385	индивида и его	1	1
386	дифференцированном и оцененном	1	1
387	активизации воспринимающего сознания	1	1
388	следует анекдот коего	1	1
389	притчу о блудном	1	1
390	нашего высказывания и	1	1
391	деталей краткость и	1	1
392	не ценностно дистанцированной	1	1
393	практике может быть	1	1
394	притче универсального опыта	1	1
395	сказания не от	1	1
396	следовательно предметно-смысловые формы	1	1
397	все того же	1	1
398	разделение иерархично оно	1	1
399	притча разъединяет участников	1	1
400	отношения к сообщаемому	2	1
401	интернациональны в то	1	1
402	компетентность восприятия со	1	1
403	в дискурсе речевой	1	1
404	в этом же	1	1
405	в эстетический объект	1	1
406	и поучаемого это	1	1
407	евангелии от луки	1	1
408	в чужой стране	1	1
409	внутренняя активность адресата	1	1
410	приложение запечатленного в	1	1
411	до известной степени	3	1
412	как бы укрупненных	1	1
413	не предначертанность судьбы	1	1
414	первое может быть	1	1
415	гегель именовал веком	1	1
416	позиция активного приятия	1	1
417	так и в	1	1
418	жанровые зародыши тематические	1	1
419	определенное в сущности	1	1
420	хоровое слово общенародной	1	1
421	типа есть монолог	1	1
422	что и должно	1	1
423	запечатленного в притче	1	1
424	реализуют в нем	1	1
425	столь пассивным как	1	1
426	к общенародной хвале	1	1
427	нем звучит один	1	1
428	от божья повеленья	1	1
429	общим знанием поэтому	1	1
430	предосудительного памяти ивана	1	1
431	прежде всего к	1	1
432	роль немногочисленных и	1	1
433	еще не развившимся	1	1
434	активность адресата при	1	1
435	иерархично оно не	1	1
436	персонажа то она	1	1
437	акт притчевого типа	1	1
438	от своей судьбы	1	1
439	форме индивидуального речевого	1	1
440	и не должно	1	1
441	не будет адекватным	1	1
442	как субъекты этического	1	1
443	хотят и свершают	1	1
444	к числу нарративных	1	1
445	сказания еще не	1	1
446	в конечном счете	2	1
447	сознания к другому	1	1
448	коммуникативного события специфически	1	1
449	излишним впрочем уверяем	1	1
450	как композиционно определенное	1	1
451	как говорит бахтин	1	1
452	с языком ставят	1	1
453	лаконичная строгость композиции	1	1
454	при этом он	2	1
455	природе суть то	1	1
456	композиции неразвернутость характеристик	1	1
457	заключается в том	1	1
458	ставят перед ним	1	1
459	но не верифицируемым	1	1
460	слово анекдота уже	1	1
461	отношение слушателя к	1	1
462	речь идет о	1	1
463	немногочисленных и как	1	1
464	он ничего предосудительного	1	1
465	помещаем полагая его	1	1
466	домонологично оно объединяет	1	1
467	коммуникативного события на	1	1
468	формы междуязычны интернациональны	1	1
469	слово общенародной хвалы	1	1
470	бахтин может ощущаться	1	1
471	может и не	1	1
472	обладает достоверным но	1	1
473	быть проделано и	1	1
474	преждевременно поскольку мы	1	1
475	однозначности и прежде	1	1
476	зародыши тематические и	1	1
477	в сущности застывшее	1	1
478	композиционным костяком так	1	1
479	и описаний акцентированная	1	1
480	предстают перед нами	1	1
481	иносказательность является своего	1	1
482	не верифицируемым знанием	1	1
483	и составляющий морализаторскую	1	1
484	в полной мере	1	1
485	из притчи о	1	1
486	действующие лица по	1	1
487	едины судьба выражает	1	1
488	которая своей карнавальной	1	1
489	анекдот коего мы	1	1
490	осуществлено только самим	1	1
491	что он ничего	1	1
492	его поступки только	1	1
493	и оцененном мире	1	1
494	смыслов оно стремится	1	1
495	к содержанию анекдота	1	1
496	фактически точными они	1	1
497	время жанры существенно	1	1
498	от одного сознания	1	1
499	в повестях белкина	7	1
500	речевой акт притчевого	1	1
501	и прежде всего	2	1
502	в нарративном дискурсе	1	1
503	в своей монологической	1	1
504	со стороны адресата	2	1
505	кто говорит и	2	1
506	персонажи сказания не	1	1
507	притчи иносказательность является	1	1
508	укрупненных деталей краткость	1	1
509	тем не менее	2	1
510	таком случае его	1	1
511	что жанр это	1	1
512	звучит один голос	1	1
513	бы укрупненных деталей	1	1
514	то что они	1	1
515	дело не в	1	1
516	судьбы а некий	1	1
517	так сказать первофеномены	1	1
518	инициативное слово анекдота	1	1
519	анекдота ни столь	1	1
520	а не ценностно	1	1
521	случае его вступление	1	1
522	анекдота уже не	1	1
523	лицом к лицу	1	1
524	а некий нравственный	1	1
525	образования возникающие на	1	1
526	равнодостойности сознаний встречающихся	1	1
527	к индивидуальной жизненной	1	1
528	в большинстве случаев	1	1
529	разъединяет участников коммуникативного	1	1
530	не могло и	1	1
531	продуктивный тип высказывания	1	1
532	субъекты этического выбора	1	1
533	как и в	4	1
534	содержанию сказания это	1	1
535	имеют немало общего	1	1
536	в себе не	1	1
537	стабильно дифференцированном и	1	1
538	акцентированная роль немногочисленных	1	1
539	нормативное приложение запечатленного	1	1
540	сказание в известном	1	1
541	развившимся твердым композиционным	1	1
542	вторичные идеологические жанры	1	1
543	составляющий морализаторскую премудрость	1	1
544	они едины судьба	1	1
545	индивидуальной жизненной практике	1	1
546	пассивным как к	1	1
547	в нем звучит	1	1
548	это разделение иерархично	1	1
549	но и к	1	1
550	самой ситуации рассказывания	1	1
551	смешное но обязательно	1	1
552	отграниченная система смыслов	1	1
553	неразвернутость характеристик и	1	1
554	смысле домонологично оно	1	1
555	ситуации рассказывания а	1	1
556	адресата занимающего позицию	1	1
557	говорить о поэтике	1	1
558	жанровая форма авторства	1	1
