N	2gram	Vinokur_St_2	Tvorches
102	вот почему	1	3
103	и другие	2	3
104	с самого	3	3
105	в ту	1	3
106	того что	5	3
107	который в	1	3
108	по мнению	1	3
109	уже в	1	3
110	говорит о	2	3
111	не так	1	3
112	так как	2	3
113	в которой	11	3
114	связан с	3	3
115	и даже	3	3
116	с другой	4	3
117	но и	19	3
118	что человек	1	3
119	ни на	1	3
120	но не	3	3
121	в книге	1	3
122	не существует	1	3
123	но если	1	3
124	жизни и	1	3
125	ее в	2	3
126	так же	3	3
127	вряд ли	3	2
128	того же	2	2
129	самом деле	3	2
130	в первом	1	2
131	по преимуществу	1	2
132	действительности и	1	2
133	а как	4	2
134	на первом	2	2
135	и он	3	2
136	в ней	7	2
137	в отличие	2	2
138	в чем	1	2
139	не то	3	2
140	нет не	1	2
141	отличие от	2	2
142	в одной	2	2
143	что как	1	2
144	когда он	1	2
145	говорит что	1	2
146	в материал	1	2
147	в себе	2	2
148	что она	1	2
149	тем не	2	2
150	в принципе	1	2
151	отношений между	3	2
152	у пушкина	12	2
153	не будет	1	2
154	а затем	2	2
155	а по	1	2
156	действительности в	1	2
157	известно что	1	2
158	и тем	1	2
159	в данном	2	2
160	такой же	1	2
161	в один	2	2
162	в этих	3	2
163	не столько	7	2
164	в черновиках	1	2
165	говорит об	2	2
166	не в	4	2
167	но он	3	2
168	т п	3	2
169	на свете	1	2
170	одна из	1	2
171	в основе	1	2
172	но только	1	2
173	к ней	1	2
174	в движении	2	2
175	которого он	1	2
176	как указал	1	2
177	в духе	2	2
178	нет ни	1	2
179	к тому	10	2
180	а что	1	2
181	отказаться от	1	2
182	где он	2	2
183	это время	2	2
184	в виду	7	2
185	не могу	1	2
186	данном случае	1	2
187	в в	1	2
188	мысль о	1	2
189	на том	1	2
190	так и	9	2
191	за то	3	2
192	здесь нет	1	2
193	об этом	6	2
194	еще в	2	2
195	во второй	1	2
196	можно сказать	1	2
197	настоящее время	1	2
198	одного из	1	2
199	что и	2	2
200	каких бы	1	2
201	в лице	1	2
202	в двух	1	2
203	тот же	1	2
204	н м	1	2
205	больше чем	1	2
206	в качестве	5	2
207	так что	3	2
208	от других	1	2
209	при помощи	4	2
210	из них	3	2
211	ф м	1	2
212	только на	1	2
213	именно в	4	2
214	что для	1	2
215	до конца	3	2
216	и далее	1	2
217	с которым	1	2
218	его как	2	2
219	было в	1	2
220	в частности	4	2
221	вместе с	7	2
222	эти слова	2	2
223	еще более	4	2
224	отношениями между	1	2
225	он чувствует	1	2
226	я от	1	2
227	не мог	3	2
228	ли в	1	2
229	причем в	1	2
230	или в	1	2
231	и среди	1	2
232	только что	2	2
233	в стихах	1	2
234	сказать что	2	2
235	русский роман	1	2
236	одновременно и	1	2
237	вся история	1	2
238	к этому	4	2
239	точно так	1	2
240	гораздо более	1	2
241	как известно	2	1
242	ли можно	1	1
243	в русских	1	1
244	же как	3	1
245	положено в	1	1
246	к своей	1	1
247	основан на	1	1
248	очень много	1	1
249	и до	1	1
250	места в	1	1
251	также и	2	1
252	стихах о	1	1
253	их и	1	1
254	xvii века	1	1
255	и тут	1	1
256	в сущности	1	1
257	говорить о	1	1
258	образом уже	1	1
259	в полной	2	1
260	событий и	1	1
261	не совсем	1	1
262	одно из	1	1
263	еще не	1	1
264	по этому	2	1
265	он был	2	1
266	но за	1	1
267	столь же	1	1
268	не успел	1	1
269	бы то	2	1
270	этой почве	1	1
271	скорее наоборот	1	1
272	это имеет	1	1
273	я был	1	1
274	в создании	1	1
275	совсем не	1	1
276	в голове	1	1
277	забывали что	1	1
278	по отношению	1	1
279	тогда как	2	1
280	воплощенной в	1	1
281	к сожалению	2	1
282	в поисках	1	1
283	в истории	2	1
284	как говорит	2	1
285	с этим	3	1
286	найти в	1	1
287	до его	1	1
288	это был	2	1
289	кроме того	4	1
290	целый ряд	1	1
291	к этой	1	1
292	и к	4	1
293	из книги	3	1
294	он на	1	1
295	за собой	1	1
296	для которого	1	1
297	при создании	1	1
298	что это	3	1
299	формы в	1	1
300	все эти	2	1
301	так в	1	1
302	в известном	3	1
303	им в	1	1
304	традиция в	1	1
305	особое место	1	1
306	этого образа	2	1
307	говорят о	1	1
308	тому же	3	1
309	и те	2	1
310	вследствие этого	1	1
311	и если	1	1
312	больше всего	2	1
313	в статье	2	1
314	чем обычно	1	1
315	да и	1	1
316	т д	6	1
317	выше уже	1	1
318	чем для	1	1
319	пушкина и	9	1
320	перестает быть	1	1
321	в первую	1	1
322	к одному	1	1
323	этого вопроса	1	1
324	не к	2	1
325	полемику с	3	1
326	же порядка	1	1
327	представлению о	1	1
328	на этом	1	1
329	в основу	1	1
330	которого был	1	1
331	то ни	2	1
332	значение в	1	1
333	же касается	1	1
334	его не	3	1
335	на все	1	1
336	традиции и	1	1
337	на этой	1	1
338	в несколько	1	1
339	читать и	1	1
340	г в	5	1
341	его в	2	1
342	это было	2	1
343	заключается в	1	1
344	русские критики	1	1
345	было бы	5	1
346	форму и	1	1
347	роль в	1	1
348	лишь на	1	1
349	ни в	3	1
350	для них	1	1
351	повод для	1	1
352	в них	2	1
353	с предисловием	1	1
354	о которых	2	1
355	с этой	2	1
356	за пушкиным	1	1
357	с тем	7	1
358	в действии	1	1
359	и уже	1	1
360	он и	1	1
361	нигде не	2	1
362	можно считать	1	1
363	м т	1	1
364	роскоши и	1	1
365	вопроса об	1	1
366	свою собственную	1	1
367	что такое	2	1
368	все как	1	1
369	к истории	2	1
370	все дышит	1	1
371	что до	1	1
372	бы что	1	1
373	сам же	1	1
374	времени не	2	1
375	в прямом	1	1
376	смотрю на	1	1
377	борьбу с	2	1
378	и более	2	1
379	том же	2	1
380	что этот	2	1
381	с величайшим	1	1
382	пункта в	1	1
383	по себе	3	1
384	имел в	1	1
385	тому что	7	1
386	какие бы	1	1
387	в отношении	2	1
388	русского самодержавия	1	1
389	власть в	1	1
390	вплоть до	1	1
391	в таких	1	1
392	что эта	3	1
393	что с	2	1
394	что ему	3	1
395	не имеет	2	1
396	него была	1	1
397	кого из	1	1
398	у кого	1	1
399	на него	1	1
400	в процессе	2	1
401	они забывали	1	1
402	и снова	1	1
403	это еще	2	1
404	для всего	1	1
405	он с	1	1
406	нельзя не	3	1
407	все свои	1	1
408	обвинение в	2	1
409	в москву	1	1
410	не вполне	1	1
411	трагедии в	4	1
412	на себя	3	1
413	в виноградов	1	1
414	как она	1	1
415	и эстетическим	1	1
416	которой обычно	1	1
417	не похож	1	1
418	приходил к	1	1
419	для осуществления	1	1
420	в роман	2	1
421	до того	4	1
422	только с	2	1
423	в области	2	1
424	почти за	1	1
425	в бою	1	1
426	у нас	3	1
427	и стиля	1	1
428	в трагедии	17	1
429	уже о	1	1
430	не могут	1	1
431	но все	7	1
432	вокруг него	1	1
433	что оно	1	1
434	бы он	1	1
435	что на	3	1
436	вальтер скотт	1	1
437	все попытки	1	1
438	за свою	3	1
439	оно не	3	1
440	она не	1	1
441	и это	2	1
442	и о	4	1
443	в конце	2	1
444	свою очередь	1	1
445	внимание на	4	1
446	меня в	2	1
447	в ее	2	1
448	он просто	1	1
449	другой стороны	3	1
450	сей день	1	1
451	реальной действительности	1	1
452	только не	2	1
453	прямом смысле	1	1
454	что у	4	1
455	в образе	3	1
456	особенно в	2	1
457	русского литературного	1	1
458	ли и	2	1
459	в эпоху	1	1
460	к языку	1	1
461	в таком	1	1
462	связанное с	1	1
463	действия но	1	1
464	не существовало	1	1
465	и здесь	3	1
466	на тех	1	1
467	никак не	2	1
468	и что	6	1
469	скажу что	1	1
470	с того	1	1
471	кажется что	3	1
472	как у	3	1
473	и вследствие	1	1
474	но внутри	1	1
475	связь между	1	1
476	в которую	2	1
477	между тем	5	1
478	от них	1	1
479	критика в	1	1
480	была бы	5	1
481	эти два	1	1
482	нуждается в	1	1
483	чем и	1	1
484	язык в	1	1
485	отказался от	1	1
486	все время	1	1
487	свои личные	1	1
488	ней же	1	1
489	известном смысле	1	1
490	героини и	1	1
491	и решают	1	1
492	как он	2	1
493	с ними	1	1
494	пришел к	1	1
495	этих описаний	1	1
496	воплощением которой	1	1
497	два года	2	1
498	и действительно	1	1
499	должен был	4	1
500	это очень	2	1
501	их не	1	1
502	большим трудом	1	1
503	вот что	3	1
504	знал что	1	1
505	с какой	1	1
506	сколько в	3	1
507	городе который	1	1
508	был так	1	1
509	то и	1	1
510	нет более	1	1
511	за годы	1	1
512	но с	4	1
513	а это	1	1
514	и рядом	1	1
515	и драматически	1	1
516	ведь это	1	1
517	в прозе	1	1
518	могло бы	1	1
519	котором все	1	1
520	в одном	6	1
521	сами по	2	1
522	у нее	1	1
523	но что	1	1
524	отметить что	2	1
525	заметить что	1	1
526	тем что	3	1
527	представляют собой	1	1
528	и герои	1	1
529	не было	3	1
530	лестнице в	1	1
531	более резко	1	1
532	не укладывается	1	1
533	и стал	1	1
534	до сих	6	1
535	мне не	1	1
536	проблемы а	1	1
537	к которому	1	1
538	с той	2	1
539	чем он	2	1
540	такого понимания	1	1
541	представляет собою	1	1
542	на чем	1	1
543	наконец в	3	1
544	а с	3	1
545	себя и	1	1
546	естественно что	1	1
547	и их	1	1
548	его голову	1	1
549	связи с	4	1
550	а на	1	1
551	на этот	2	1
552	той эпохи	1	1
553	на которых	1	1
554	и самый	2	1
555	не верит	1	1
556	не на	2	1
557	жизнь в	1	1
558	в руках	1	1
559	сюжетное движение	1	1
560	о чем	5	1
561	и я	2	1
562	его собственной	1	1
563	над временем	1	1
564	его характер	1	1
565	с ума	1	1
566	виде в	1	1
567	именно поэтому	1	1
568	связь с	2	1
569	о русских	1	1
570	отсылая читателя	1	1
571	к пушкину	3	1
572	из элементов	1	1
573	как это	2	1
574	основу сюжета	1	1
575	рассказывать в	1	1
576	о возможности	1	1
577	из последних	1	1
578	по своему	2	1
579	в изображении	1	1
580	исторической эпохи	1	1
581	утверждая что	1	1
582	ты сам	1	1
583	что же	1	1
584	очень важно	1	1
585	самого себя	1	1
586	и всей	1	1
587	из этой	2	1
588	его появления	1	1
589	сравнительно с	1	1
590	человек с	1	1
591	критики и	1	1
592	материал для	3	1
593	и некоторые	1	1
594	сих пор	5	1
595	отличается от	1	1
596	между прочим	12	1
597	как раз	8	1
598	в полном	3	1
599	в комедии	1	1
600	и сам	2	1
601	в более	1	1
602	уже на	1	1
603	в связи	1	1
604	он по	2	1
605	еще раз	1	1
606	в настоящее	1	1
607	во время	2	1
608	не встречается	1	1
609	от него	1	1
610	в последней	1	1
611	не дают	1	1
612	у которого	1	1
613	конце концов	1	1
614	понимал и	1	1
615	создавая своего	1	1
616	с остальным	1	1
617	в могилу	1	1
618	все они	1	1
619	ни было	2	1
620	же в	1	1
621	романа и	1	1
622	очень хорошо	2	1
623	давно уже	3	1
624	отношении к	3	1
625	нашло свое	2	1
626	мог не	1	1
627	в моем	1	1
628	этот вопрос	2	1
629	и внутренне	1	1
630	их с	1	1
631	к его	1	1
632	но этот	1	1
633	я это	1	1
634	отношению к	1	1
635	т е	10	1
636	бы его	1	1
637	этой сцены	1	1
638	героя в	1	1
639	первую очередь	1	1
640	в какой	2	1
641	но эти	1	1
642	а я	1	1
643	и литературная	2	1
644	как результат	1	1
645	с самим	1	1
