N	2gram	Medvedev_V_1	Literetu
295	с другими	2	1
296	является общим	1	1
297	это не	7	1
298	объективной действительности	15	1
299	например с	1	1
300	который по	2	1
301	далеко не	2	1
302	и определяет	1	1
303	и следовало	1	1
304	в слове	3	1
305	мы видели	3	1
306	между собою	2	1
307	момент зарождения	1	1
308	общественных отношений	1	1
309	и сосредоточенности	1	1
310	в этих	1	1
311	а вот	2	1
312	в своей	4	1
313	подвиг как	1	1
314	знает и	1	1
315	над объективной	1	1
316	что до	1	1
317	от его	2	1
318	является в	1	1
319	для многих	2	1
320	художественная деятельность	1	1
321	обращение к	1	1
322	не его	1	1
323	андреев в	1	1
324	но было	1	1
325	слова к	1	1
326	их в	6	1
327	этих и	2	1
328	как от	2	1
329	что этот	1	1
330	пока в	1	1
331	тому что	6	1
332	что есть	1	1
333	не противоречит	1	1
334	можно указать	2	1
335	например не	2	1
336	не имеет	1	1
337	писателя с	1	1
338	того как	1	1
339	н тихонова	2	1
340	в дневнике	2	1
341	и искусство	1	1
342	от жизни	1	1
343	и автор	1	1
344	художественной деятельности	2	1
345	не могло	1	1
346	казалось бы	1	1
347	имеем дело	1	1
348	на себе	1	1
349	со своим	2	1
350	связи с	4	1
351	в сознании	4	1
352	человека так	1	1
353	мы и	1	1
354	что на	1	1
355	многих поэтов	1	1
356	которых он	1	1
357	все то	1	1
358	не могут	7	1
359	эпохе в	1	1
360	же самое	2	1
361	числе и	2	1
362	поэтической деятельности	1	1
363	к тому	4	1
364	именно таким	1	1
365	художественная идея	1	1
366	п это	1	1
367	ничего общего	1	1
368	о судьбе	1	1
369	приходит к	1	1
370	можно и	1	1
371	но по	1	1
372	того чтобы	3	1
373	стихах и	1	1
374	свою очередь	1	1
375	и мысль	1	1
376	здесь не	1	1
377	говорит и	8	1
378	на основе	5	1
379	мысль о	2	1
380	в особенности	2	1
381	только то	2	1
382	н толстой	1	1
383	в пределах	5	1
384	приводит к	5	1
385	была найдена	1	1
386	читателя зрителя	1	1
387	что может	1	1
388	художественное творчество	6	1
389	в образе	2	1
390	можно было	2	1
391	искусство как	2	1
392	творческий процесс	15	1
393	каждого из	1	1
394	остается только	1	1
395	жизнь и	1	1
396	мы в	1	1
397	и трудно	1	1
398	поэтому в	1	1
399	в таком	1	1
400	сводится к	3	1
401	произведения как	5	1
402	искусства и	1	1
403	вот почему	4	1
404	после того	1	1
405	и просто	2	1
406	можно сказать	4	1
407	как форма	1	1
408	всех индивидуальных	1	1
409	по воспоминаниям	2	1
410	под именем	1	1
411	те или	1	1
412	лет а	1	1
413	грань между	1	1
414	переходит в	1	1
415	бы в	3	1
416	в ту	1	1
417	их героев	1	1
418	творческого акта	1	1
419	наконец в-третьих	1	1
420	этом однако	1	1
421	дело с	1	1
422	как целого	3	1
423	кстати сказать	1	1
424	простой и	1	1
425	в большом	1	1
426	но то	2	1
427	существе своем	1	1
428	этой системе	1	1
429	вызова и	1	1
430	только на	1	1
431	в итоге	1	1
432	в единстве	4	1
433	таких же	1	1
434	творчества в	7	1
435	не все	1	1
436	от других	1	1
437	слова не	1	1
438	мышления и	1	1
439	плана в	2	1
440	писал с	1	1
441	вл соловьева	1	1
442	чего бы	2	1
443	ответ на	1	1
444	счете вся	1	1
445	себе в	1	1
446	личности и	1	1
447	в прозе	1	1
448	не для	1	1
449	дело и	1	1
450	как было	1	1
451	во всей	2	1
452	нередко оказывается	1	1
453	образом не	3	1
454	десять лет	1	1
455	нет и	3	1
456	или иной	2	1
457	приходится признать	1	1
458	как у	2	1
459	именно в	2	1
460	человека а	1	1
461	писателя и	2	1
462	как же	1	1
463	еще и	2	1
464	в романе	4	1
465	этом у	1	1
466	говорит о	7	1
467	к более	1	1
468	поэтов как	1	1
469	в соответствии	1	1
470	литературное произведение	1	1
471	несколько примеров	1	1
472	легко и	1	1
473	подобного рода	1	1
474	свобода это	1	1
475	не всегда	1	1
476	что мы	2	1
477	которой он	1	1
478	не об	2	1
479	другие в	1	1
480	художественного целого	1	1
481	собственному признанию	1	1
482	в творчестве	3	1
483	него в	3	1
484	пишет и	3	1
485	время она	1	1
486	так же	3	1
487	о работе	3	1
488	и потому	2	1
489	отмечалось выше	1	1
490	мы говорим	1	1
491	в ноябре	1	1
492	дня и	1	1
493	зрителя слушателя	1	1
494	он говорит	5	1
495	для картины	1	1
496	стихотворений и	1	1
497	сам поэт	1	1
498	осознан как	1	1
499	никем не	1	1
500	и менее	1	1
501	в своем	8	1
502	всем что	1	1
503	утверждение о	1	1
504	его в	3	1
505	и от	3	1
506	и некоторые	1	1
507	в основном	5	1
508	искусства на	2	1
509	объективной данности	1	1
510	процесс не	2	1
511	пока еще	2	1
512	для очень	1	1
513	за его	1	1
514	процесса в	1	1
515	этом же	2	1
516	единой и	1	1
517	мира и	3	1
518	об одном	1	1
519	ее и	1	1
520	от него	1	1
521	и все	1	1
522	он же	5	1
523	той или	1	1
524	этого рода	2	1
525	еще более	1	1
526	ни к	1	1
527	от всего	1	1
528	что а	1	1
529	вот этот	1	1
530	исключительно в	1	1
531	поэтому у	1	1
532	в ходе	1	1
533	в системе	2	1
534	к ее	1	1
535	нет ничего	1	1
536	о своем	2	1
537	имеет ничего	1	1
538	от всех	1	1
539	в свою	1	1
540	к его	2	1
541	в последнем	2	1
542	по которой	1	1
543	именно к	1	1
544	есть и	1	1
545	который в	1	1
546	частности в	2	1
547	которой я	1	1
548	ее в	4	1
549	к этому	9	1
550	тенденции к	1	1
551	можно назвать	1	1
552	они не	2	1
