N	2gram	Trubetskoy_1	DiskursI
322	в этих	4	1
323	во время	4	1
324	и при	3	1
325	что такое	1	1
326	таким же	1	1
327	а как	1	1
328	с точки	6	1
329	должны были	1	1
330	искусства не	1	1
331	вплоть до	2	1
332	которые в	2	1
333	своей судьбой	1	1
334	в россии	2	1
335	его к	1	1
336	тем не	3	1
337	и более	1	1
338	не могли	1	1
339	ничего предосудительного	1	1
340	не должно	1	1
341	необходимо чтобы	1	1
342	чистом виде	1	1
343	но далеко	1	1
344	до известной	1	1
345	а иногда	1	1
346	самого начала	2	1
347	для каждого	2	1
348	не имеет	5	1
349	не по	1	1
350	образом в	5	1
351	имеются и	1	1
352	не вполне	3	1
353	для всех	2	1
354	не удовлетворяясь	1	1
355	понимание которое	1	1
356	к концу	3	1
357	языка это	1	1
358	и является	2	1
359	это слово	1	1
360	этом отношении	2	1
361	и делает	1	1
362	в каком	1	1
363	настоящего времени	1	1
364	не могут	2	1
365	выход из	2	1
366	и должно	1	1
367	когда мы	1	1
368	с данной	1	1
369	и другим	1	1
370	его с	1	1
371	этом последнем	1	1
372	и это	2	1
373	значения и	1	1
374	но по	3	1
375	не всякого	1	1
376	и сами	2	1
377	здесь не	1	1
378	и от	4	1
379	мысль о	2	1
380	как субъекты	1	1
381	только то	1	1
382	с самого	3	1
383	те же	2	1
384	особенно в	2	1
385	живет в	1	1
386	над проблемой	1	1
387	том как	1	1
388	не исчерпывается	2	1
389	основана на	1	1
390	если бы	3	1
391	собой и	1	1
392	из одного	1	1
393	но такая	1	1
394	местах и	1	1
395	быть в	1	1
396	то они	1	1
397	не позволяет	1	1
398	себя не	1	1
399	к одной	2	1
400	все прочие	1	1
401	иное значение	1	1
402	что его	1	1
403	должно было	2	1
404	котором они	1	1
405	к нему	7	1
406	том или	1	1
407	тем или	1	1
408	теперь уже	1	1
409	творчества в	1	1
410	а потому	1	1
411	вслед за	2	1
412	наконец в	2	1
413	еще только	2	1
414	что здесь	1	1
415	от прочих	1	1
416	с ними	1	1
417	и действительно	2	1
418	которое мы	1	1
419	до нас	1	1
420	всех его	1	1
421	сказки в	1	1
422	самое следует	1	1
423	в уста	1	1
424	со всеми	2	1
425	чаще всего	1	1
426	только на	1	1
427	вернуться к	1	1
428	в нашей	1	1
429	в виде	4	1
430	если в	3	1
431	xvii веке	1	1
432	но для	1	1
433	к своим	4	1
434	и их	1	1
435	всяком случае	6	1
436	в конце	6	1
437	они направлены	1	1
438	у этих	1	1
439	друг друга	1	1
440	мы можем	2	1
441	не исключая	2	1
442	как раз	1	1
443	или ином	1	1
444	параллельно с	1	1
445	представляют собой	1	1
446	представление о	6	1
447	чему не	1	1
448	к рассмотрению	1	1
449	в области	9	1
450	до сих	5	1
451	может ли	2	1
452	что человек	1	1
453	а именно	1	1
454	и прежде	1	1
455	было бы	1	1
456	еще и	1	1
457	в формуле	1	1
458	или о	1	1
459	выступает в	2	1
460	связано с	2	1
461	всех прочих	1	1
462	от этого	1	1
463	ничем не	4	1
464	выступают в	1	1
465	что так	1	1
466	в одно	2	1
467	несмотря на	6	1
468	в связи	3	1
469	к сознанию	1	1
470	действия в	1	1
471	с помощью	1	1
472	к лицу	1	1
473	является его	1	1
474	разнородны но	1	1
475	во плоти	1	1
476	первым шагом	1	1
477	вместе с	15	1
478	некоторые из	2	1
479	всем что	1	1
480	требует от	2	1
481	до настоящего	1	1
482	лицом к	1	1
483	в той	1	1
484	позволяет им	1	1
485	восходят к	1	1
486	когда она	1	1
487	да и	1	1
488	порвать с	1	1
489	и другой	2	1
490	к чему	1	1
491	этого слова	1	1
492	сказки не	1	1
493	быть и	2	1
494	сих пор	5	1
495	о его	1	1
496	не предусмотренных	1	1
497	поэтому что	2	1
498	в чем	1	1
499	своих подданных	1	1
500	в смысле	4	1
501	о мире	1	1
502	это уже	1	1
503	при таком	2	1
504	не существует	1	1
505	очищенного от	1	1
506	в результате	3	1
507	это как	1	1
508	или иным	1	1
509	гораздо менее	2	1
510	у них	3	1
511	тем более	1	1
512	мы должны	6	1
513	культуры большинство	1	1
514	но это	1	1
515	превратился в	1	1
516	лежит в	1	1
517	не носят	1	1
518	сказать нельзя	1	1
519	могли быть	1	1
520	как нечто	1	1
521	на более	1	1
522	их с	1	1
523	богами и	4	1
524	всех других	2	1
525	культуры в	1	1
526	в свое	1	1
527	людей но	1	1
528	и состоит	1	1
529	и другие	3	1
530	рассказами о	2	1
531	следует сказать	1	1
532	в таком	3	1
