N	2gram	Vinokur_St_1	Psycholo
180	это только	1	3
181	представление о	4	3
182	в которых	5	3
183	но он	2	3
184	том чтобы	1	3
185	в отношении	9	3
186	что с	2	3
187	тогда когда	1	3
188	в каком	3	3
189	не могут	1	3
190	и другой	1	3
191	само собой	1	3
192	отказаться от	1	3
193	в виду	1	3
194	то время	2	3
195	так и	9	3
196	мы в	1	3
197	для этого	2	3
198	образом в	1	3
199	с другой	9	3
200	того материала	1	3
201	бы и	4	3
202	значит что	3	3
203	этот вопрос	4	3
204	и так	3	3
205	так что	6	3
206	что не	3	3
207	каким образом	1	3
208	и других	1	3
209	и их	2	3
210	представить себе	1	3
211	сами по	1	3
212	в конце	3	3
213	были бы	1	3
214	ссылается на	1	3
215	что тот	1	3
216	которых мы	1	3
217	до конца	1	3
218	в частности	4	3
219	ни на	2	3
220	того или	4	3
221	видит в	1	3
222	что же	6	3
223	по существу	2	3
224	должны быть	3	3
225	еще более	4	3
226	конце концов	1	3
227	хотя бы	6	3
228	когда говорит	1	3
229	же мы	1	3
230	который не	2	3
231	точно так	1	3
232	также и	9	2
233	того же	3	2
234	и без	3	2
235	не имеют	1	2
236	объясняется и	1	2
237	и этот	1	2
238	еще не	3	2
239	только все	1	2
240	оба эти	2	2
241	который видит	1	2
242	с но	1	2
243	из того	2	2
244	но даже	1	2
245	бы с	1	2
246	и говорить	1	2
247	к своему	1	2
248	бы то	1	2
249	с его	1	2
250	мысль что	1	2
251	в ее	4	2
252	оно совершенно	1	2
253	но не	3	2
254	если в	2	2
255	ответ на	3	2
256	очевидно что	1	2
257	которые должны	1	2
258	меньше всего	1	2
259	в очень	3	2
260	что по	1	2
261	но эта	1	2
262	впечатление что	1	2
263	в которой	4	2
264	бы не	2	2
265	в себе	2	2
266	как он	1	2
267	что каждая	1	2
268	т д	21	2
269	на одну	1	2
270	тем и	1	2
271	в узком	1	2
272	с фактами	1	2
273	в каждом	3	2
274	то ни	1	2
275	материала и	2	2
276	полагает что	1	2
277	это не	8	2
278	то все	1	2
279	должен был	2	2
280	в них	1	2
281	всю жизнь	1	2
282	искать не	2	2
283	не значит	3	2
284	не так	1	2
285	и при	1	2
286	всяком случае	6	2
287	место в	1	2
288	и эти	1	2
289	надо сказать	2	2
290	их в	2	2
291	том и	1	2
292	и наоборот	1	2
293	том же	1	2
294	в этих	2	2
295	что этот	2	2
296	этой области	5	2
297	точно и	2	2
298	вплоть до	5	2
299	как можно	2	2
300	лиц и	1	2
301	и другое	1	2
302	считает что	1	2
303	на него	2	2
304	в процессе	1	2
305	казалось бы	1	2
306	это то	1	2
307	что называют	1	2
308	же время	4	2
309	больше того	1	2
310	не потому	1	2
311	ни в	3	2
312	когда мы	1	2
313	с исчерпывающей	2	2
314	отличается от	1	2
315	что оно	3	2
316	оно не	1	2
317	она не	2	2
318	на вопрос	4	2
319	то или	3	2
320	и говорит	1	2
321	так в	1	2
322	на том	1	2
323	на которую	1	2
324	том как	4	2
325	и вообще	3	2
326	в таком	3	2
327	во всяком	6	2
328	в глаза	1	2
329	после того	1	2
330	с того	1	2
331	этих двух	3	2
332	что самое	1	2
333	за основу	2	2
334	в его	9	2
335	а потому	2	2
336	и только	3	2
337	известную долю	1	2
338	в свете	1	2
339	к нему	2	2
340	этого материала	1	2
341	в какой	3	2
342	как нечто	1	2
343	это очень	3	2
344	место из	1	2
345	именно на	1	2
346	и у	2	2
347	говорит о	3	2
348	могло бы	2	2
349	слова в	1	2
350	мы находим	4	2
351	в одном	1	2
352	вовсе не	19	2
353	с этими	1	2
354	отношение к	2	2
355	к ним	1	2
356	но что	1	2
357	каждый из	1	2
358	и никогда	1	2
359	почему это	1	2
360	в других	2	2
361	к которому	4	2
362	такое же	1	2
363	а с	3	2
364	при чем	6	2
365	не было	4	2
366	здесь дело	2	2
367	не на	1	2
368	была бы	5	2
369	и далее	1	2
370	в руках	1	2
371	там где	5	2
372	во внимание	1	2
373	на который	2	2
374	вместе с	1	2
375	из которых	1	2
376	его жизни	3	2
377	но это	6	2
378	и таким	1	2
379	не существует	3	2
380	это можно	3	2
381	справедливо указывает	2	2
382	для нас	7	2
383	это может	1	2
384	у них	1	2
385	тем более	4	2
386	всякий раз	2	2
387	другой стороны	7	2
388	состоит из	1	2
389	их с	1	2
390	на этот	3	2
391	или иного	4	2
392	в свое	2	2
393	и от	1	2
394	это в	4	2
395	литературы а	1	1
396	а между	1	1
397	как известно	1	1
398	позволю себе	1	1
399	речь идет	4	1
400	скорей наоборот	1	1
401	у читателя	1	1
402	зрения их	2	1
403	и ясных	1	1
404	непонятным почему	1	1
405	чтобы не	1	1
406	жил в	2	1
407	словами и	1	1
408	мере в	2	1
409	в капитанской	1	1
410	тем же	3	1
411	в первом	2	1
412	его же	2	1
413	на две	1	1
414	знаков препинания	1	1
415	в зависимости	1	1
416	поэзии так	1	1
417	отношения к	2	1
418	и за	3	1
419	их и	1	1
420	а как	2	1
421	смотреть на	1	1
422	к нашей	1	1
423	если я	1	1
424	позволяет себе	2	1
425	в уста	3	1
426	каком случае	1	1
427	так чтобы	1	1
428	на тему	1	1
429	дают возможность	1	1
430	с нашими	1	1
431	зависимости от	1	1
432	одного слова	1	1
433	в наши	1	1
434	одной в	1	1
435	частный вопрос	1	1
436	большей частью	1	1
437	литературы и	2	1
438	сюжет и	1	1
439	время в	1	1
440	его словам	1	1
441	бы мы	2	1
442	с одной	3	1
443	и нуждается	1	1
444	должны были	1	1
445	иногда и	2	1
446	друг от	1	1
447	общего правила	1	1
448	или иное	3	1
449	за пределы	2	1
450	к сожалению	3	1
451	в истории	3	1
452	идет о	2	1
453	более чем	2	1
454	домик в	1	1
455	общего с	3	1
456	ответ в	1	1
457	рифме в	1	1
458	что как	2	1
459	что касается	3	1
460	им в	1	1
461	кроме того	1	1
462	мысль в	1	1
463	и какой	1	1
464	нем нужно	1	1
465	к числу	2	1
466	не очень	1	1
467	то в	3	1
468	только то	1	1
469	уже не	1	1
470	себе как	1	1
471	не приходится	1	1
472	не хочет	2	1
473	пушкина который	2	1
474	в литературном	2	1
475	другое соображение	1	1
476	в нашем	1	1
477	у каждого	1	1
478	из этих	6	1
479	этого совершенно	1	1
480	то обстоятельство	2	1
481	и кто	1	1
482	но ведь	8	1
483	если он	1	1
484	не могла	2	1
485	это его	1	1
486	вообще не	2	1
487	чем-то вроде	1	1
488	критики как	1	1
489	школой в	1	1
490	которые тем	1	1
491	он должен	2	1
492	сказал что	1	1
493	в россии	4	1
494	громадное большинство	1	1
495	вникнуть в	1	1
496	на совершенно	2	1
497	нашего времени	1	1
498	свое время	2	1
499	у пушкина	8	1
500	в плане	1	1
501	или правильнее	1	1
502	что ни	2	1
503	так например	7	1
504	сам не	1	1
505	в основу	4	1
506	но все	4	1
507	факт что	1	1
508	другом случае	1	1
509	же касается	3	1
510	в другом	3	1
511	его не	1	1
512	будто в	3	1
513	а по	1	1
514	с целью	1	1
515	его в	2	1
516	те или	1	1
517	в и	130	1
518	мы на	1	1
519	в глазах	1	1
520	нечего и	1	1
521	и дает	1	1
522	всю свою	1	1
523	самого пушкина	5	1
524	но именно	2	1
525	и была	1	1
526	даже по	1	1
527	только одно	1	1
528	он является	1	1
529	является для	1	1
530	в стихах	1	1
531	эти вопросы	3	1
532	его собственной	2	1
533	которое имеет	1	1
534	но вытекает	1	1
535	в рифме	1	1
536	и следовало	1	1
537	впечатление будто	2	1
538	и уже	2	1
539	которой он	1	1
540	всегда и	1	1
541	чем в	3	1
542	и было	1	1
543	и почему	4	1
544	и тогда	2	1
545	которую он	1	1
546	которая является	1	1
547	бы на	1	1
548	но если	4	1
549	общее правило	1	1
550	что такая	1	1
551	нас не	1	1
552	в котором	5	1
553	рядом других	1	1
554	не столько	1	1
555	полная несостоятельность	1	1
556	случае всякий	1	1
557	что до	2	1
558	путем в	1	1
559	некоторые частные	1	1
560	это утверждение	1	1
561	он к	1	1
562	что было	1	1
563	по крайней	2	1
564	на другую	1	1
565	однако в	1	1
566	следующими словами	1	1
567	после прочтения	1	1
568	и очень	4	1
569	нет никакого	1	1
570	принципов и	2	1
571	дело когда	2	1
572	истории о	1	1
573	что эта	2	1
574	хотелось бы	1	1
575	в русской	1	1
576	дело не	4	1
577	татьяны в	1	1
578	на котором	1	1
579	дело в	6	1
580	одна из	1	1
581	что их	1	1
582	к этим	1	1
583	не по	3	1
584	о них	2	1
585	похоже на	1	1
586	знаки препинания	3	1
587	на язык	1	1
588	в разных	1	1
589	в качестве	4	1
590	имеем дело	2	1
591	очень мало	3	1
592	показывает как	1	1
593	почти исключительно	1	1
594	своей задачей	1	1
595	п в	3	1
596	и является	1	1
597	и чувства	1	1
598	убедиться в	2	1
599	о чем-то	1	1
600	уже и	1	1
601	и делает	1	1
602	в области	14	1
603	виде так	1	1
604	именно такой	1	1
605	обстоятельство что	3	1
606	ли не	2	1
607	которой приходится	1	1
608	и другим	1	1
609	всего что	1	1
610	в одну	1	1
611	должен быть	3	1
612	для себя	3	1
613	исследователь который	1	1
614	как мы	1	1
615	и о	1	1
616	смысле что	1	1
617	от друга	1	1
618	но при	1	1
619	на нем	1	1
620	только при	1	1
621	ни стало	1	1
622	нет никаких	2	1
623	с самого	1	1
624	что оба	1	1
625	он так	1	1
626	за то	3	1
627	времени и	1	1
628	было в	1	1
629	чем все	1	1
630	еще в	1	1
631	когда в	1	1
632	разного рода	1	1
633	возможно что	3	1
634	является в	1	1
635	разумеется что	1	1
636	один человек	1	1
637	стремление к	3	1
638	мы вправе	1	1
639	вот это	1	1
640	в тех	3	1
641	это объясняется	2	1
642	разница между	2	1
643	в стих	3	1
644	о нем	1	1
645	поэтому как	1	1
646	который заключается	1	1
647	и просто	1	1
648	можно сказать	1	1
649	все его	1	1
650	в пользу	2	1
651	и во	2	1
652	или иные	1	1
653	этому поводу	2	1
654	я думаю	11	1
655	крайней мере	2	1
656	пушкинского стиха	2	1
657	быть даже	1	1
658	все в	2	1
659	что бы	1	1
660	сообщены в	1	1
661	объясняется только	1	1
662	и об	7	1
663	форм как	1	1
664	сюда относится	1	1
665	же можно	1	1
666	этом смысле	1	1
667	на которой	2	1
668	для таких	1	1
669	собой разумеется	1	1
670	в двух	3	1
671	что только	1	1
672	языка на	1	1
673	поэта к	1	1
674	эти утверждения	1	1
675	свою эпоху	1	1
676	по этому	3	1
677	какая из	1	1
678	со всеми	2	1
679	какой степени	1	1
680	же и	4	1
681	в таких	1	1
682	конечно не	2	1
683	мы очень	1	1
684	вопроса о	3	1
685	отношений к	1	1
686	всем его	1	1
687	ни одного	2	1
688	вытекает ли	1	1
689	свидетельствует о	2	1
690	он эту	1	1
691	как более	2	1
692	а то	2	1
693	его и	1	1
694	свой список	1	1
695	который как	2	1
696	был бы	1	1
697	для него	6	1
698	ведь это	1	1
699	и та	1	1
700	прежде всего	7	1
701	можно с	1	1
702	не о	1	1
703	бы много	1	1
704	только с	2	1
705	случае не	2	1
706	которые могут	1	1
707	чтобы лучше	1	1
708	не просто	1	1
709	этого понятия	1	1
710	самого же	2	1
711	я позволю	1	1
712	чтобы убедиться	1	1
713	с общим	1	1
714	в другой	1	1
715	пророк и	1	1
716	из двух	3	1
717	нужно было	2	1
718	со стороны	6	1
719	даже не	4	1
720	русской поэзии	1	1
721	с другим	1	1
722	и ему	1	1
723	не один	1	1
724	не знать	1	1
725	именно в	6	1
726	ведь на	1	1
727	случае есть	1	1
728	случаев в	1	1
729	одну кучу	1	1
730	чтения этой	1	1
731	объясняется тем	1	1
732	обратиться к	1	1
733	больше и	1	1
734	имеет ничего	2	1
735	естественно что	1	1
736	в некоторых	1	1
737	в соответствии	1	1
738	связано с	1	1
739	на основании	1	1
740	нужно сказать	5	1
741	что таким	1	1
742	во что	1	1
743	именно так	1	1
744	так называемой	2	1
745	писатель в	1	1
746	чем на	1	1
747	только несколько	1	1
748	на эту	4	1
749	что мы	5	1
750	оснований для	1	1
751	один раз	1	1
752	поэта в	1	1
753	а есть	1	1
754	должна была	4	1
755	и заменой	1	1
756	его создания	1	1
757	бы это	2	1
758	из его	1	1
759	мы говорим	1	1
760	тот факт	1	1
761	то место	2	1
762	какого бы	1	1
763	одной стороны	2	1
764	не дают	1	1
765	и довольно	1	1
766	для установления	2	1
767	узкого круга	1	1
768	с него	1	1
769	было написано	1	1
770	в той	6	1
771	такого рода	2	1
772	и там	1	1
773	в первой	12	1
774	для понимания	1	1
775	если это	3	1
776	этих случаев	1	1
777	критики и	1	1
778	том смысле	2	1
779	быть не	1	1
780	и смерти	1	1
781	этого слова	2	1
782	этом случае	2	1
783	писателя в	2	1
784	этом и	1	1
785	пушкина было	1	1
786	говорить что	1	1
787	только частный	1	1
788	счастливый а	1	1
789	практике но	1	1
790	всякой научной	1	1
791	указать на	1	1
792	от той	1	1
793	потому не	1	1
794	или в	1	1
795	узком смысле	1	1
796	в результате	3	1
797	которой можно	2	1
798	обращается к	1	1
799	бы в	1	1
800	эти особенности	1	1
801	против того	1	1
802	ряд таких	1	1
803	будто бы	3	1
804	которое должно	1	1
805	исключительно в	1	1
806	хотя в	2	1
807	фактами в	1	1
808	в коломне	1	1
809	к самым	1	1
810	слово в	1	1
811	работы и	1	1
812	от своего	1	1
813	на более	1	1
814	совершенно серьезно	1	1
815	которым он	1	1
816	узнать что	1	1
817	это и	4	1
818	в виде	3	1
819	поэта является	1	1
820	но еще	1	1
821	и другие	1	1
822	по поводу	7	1
823	такое заключение	1	1
824	тем самым	2	1
825	к этому	1	1
826	они не	1	1
827	ничего общего	3	1
828	капитанской дочке	1	1
