N	2gram	Tiupa_Anal_1	slovoVRo
260	на том	1	2
261	не с	4	2
262	произведения не	1	2
263	в другом	4	2
264	за пределами	2	2
265	одного из	2	2
266	можно сказать	2	2
267	а также	3	2
268	романа как	1	2
269	жизни но	2	2
270	или напротив	1	2
271	наконец в	1	2
272	слов и	1	2
273	предмета и	1	2
274	известном смысле	1	2
275	и одновременно	3	2
276	здесь не	2	2
277	среди других	1	2
278	между тем	5	2
279	и тем	1	2
280	так что	1	2
281	связи с	1	2
282	акт и	1	2
283	уже не	4	2
284	только на	1	2
285	языком а	1	2
286	в виде	1	2
287	от других	1	2
288	или даже	1	2
289	автора или	2	2
290	в одном	1	2
291	для того	4	2
292	в последние	1	2
293	до сих	1	2
294	не есть	8	2
295	с другом	1	2
296	а с	3	2
297	романа но	1	2
298	совершенно не	1	2
299	что все	1	2
300	связь с	1	2
301	в частности	19	2
302	его как	1	2
303	такого рода	5	2
304	друг с	1	2
305	рассказ в	1	2
306	должно быть	2	2
307	автором и	1	2
308	не предполагает	2	2
309	того или	3	2
310	как раз	1	2
311	ибо он	1	2
312	не является	2	2
313	одна из	1	2
314	говорящего и	1	2
315	всего произведения	1	2
316	оно как	1	2
317	имеет дело	1	2
318	потому что	2	2
319	ни было	4	2
320	между ними	1	2
321	или иного	3	2
322	первом случае	2	2
323	и эта	1	2
324	себя как	1	1
325	как известно	3	1
326	художественного произведения	5	1
327	не остается	2	1
328	быть восприняты	1	1
329	тех же	1	1
330	науки о	2	1
331	в чужой	1	1
332	самый предмет	1	1
333	и есть	3	1
334	и до	2	1
335	и внешне	1	1
336	не имеют	1	1
337	иметь место	2	1
338	а напротив	2	1
339	материале но	1	1
340	мы имеем	6	1
341	при анализе	1	1
342	двух и	1	1
343	и художественное	1	1
344	место в	3	1
345	и фактически	1	1
346	высказывания в	1	1
347	оба эти	1	1
348	этой специфической	1	1
349	целого в	4	1
350	героев в	1	1
351	произведение и	1	1
352	он был	1	1
353	основная особенность	1	1
354	бы то	3	1
355	в в	1	1
356	но как	1	1
357	а только	1	1
358	в сторону	1	1
359	не входит	1	1
360	в противовес	2	1
361	не все	2	1
362	в новом	2	1
363	смыслу и	1	1
364	произведение не	2	1
365	отличие от	6	1
366	или иное	1	1
367	связи и	1	1
368	один и	1	1
369	ответ и	1	1
370	его на	1	1
371	ответ в	1	1
372	в течение	1	1
373	что как	3	1
374	то или	1	1
375	первых двух	1	1
376	в противном	1	1
377	образом с	1	1
378	сознания в	4	1
379	могли бы	2	1
380	его к	2	1
381	в действительности	1	1
382	размежевания и	1	1
383	все возможные	1	1
384	к конкретным	1	1
385	о самом	1	1
386	в себя	6	1
387	имеем в	1	1
388	бы не	2	1
389	в этой	5	1
390	проблемы литературного	1	1
391	и тот	1	1
392	только один	1	1
393	вследствие этого	3	1
394	рассказе и	1	1
395	языковой реальности	1	1
396	как единого	2	1
397	фоне которых	1	1
398	к миру	1	1
399	от которого	2	1
400	не значит	1	1
401	не к	2	1
402	какой бы	2	1
403	одной и	1	1
404	или иных	2	1
405	по аналогии	1	1
406	не бывает	1	1
407	ни был	1	1
408	в основу	1	1
409	то ни	3	1
410	а затем	1	1
411	в состоянии	1	1
412	ним в	1	1
413	ни чисто	2	1
414	вещи и	1	1
415	бы быть	3	1
416	это язык	1	1
417	высказывание в	1	1
418	его текст	1	1
419	заключается в	1	1
420	не умел	1	1
421	здесь как	1	1
422	есть не	8	1
423	особенно в	2	1
424	произведения от	1	1
425	того о	1	1
426	которая в	3	1
427	активную и	1	1
428	смерть и	1	1
429	произведения поскольку	1	1
430	в ином	1	1
431	только одно	1	1
432	ни в	4	1
433	произведение как	1	1
434	исходили из	1	1
435	в многообразных	1	1
436	оно действительно	1	1
437	и уже	1	1
438	несмотря на	2	1
439	и того	5	1
440	смысл и	3	1
441	и становится	1	1
442	от своего	2	1
443	поэтического творчества	1	1
444	таким же	1	1
445	сознания на	1	1
446	к истории	1	1
447	целого но	1	1
448	не столько	2	1
449	в отличие	6	1
450	что говорит	1	1
451	в которых	1	1
452	могла бы	3	1
453	бы мы	1	1
454	одном из	1	1
455	в диалоге	1	1
456	слова еще	1	1
457	есть его	1	1
458	для данного	2	1
459	мире все	1	1
460	уже между	1	1
461	по крайней	1	1
462	и более	4	1
463	произведения в	11	1
464	однако в	3	1
465	как язык	2	1
466	например и	1	1
467	которые обычно	1	1
468	не менее	1	1
469	эти понятия	1	1
470	свое время	2	1
471	единого смысла	1	1
472	виду не	1	1
473	языком и	1	1
474	того чтобы	3	1
475	может только	1	1
476	только не	2	1
477	на котором	1	1
478	последние десятилетия	1	1
479	в самой	1	1
480	сказать на	1	1
481	к концу	1	1
482	его можно	1	1
483	по своей	6	1
484	во всем	1	1
485	рождается в	1	1
486	входят в	1	1
487	каждое высказывание	1	1
488	этом отношении	2	1
489	целое это	1	1
490	без исключения	1	1
491	в творческом	2	1
492	в каком	1	1
493	эстетический объект	6	1
494	не от	1	1
495	в специальном	1	1
496	исходить из	1	1
497	данного произведения	3	1
498	отличается от	2	1
499	всего в	1	1
500	его с	1	1
501	не дано	1	1
502	на это	1	1
503	время он	1	1
504	но сама	1	1
505	должен быть	6	1
506	реальности на	1	1
507	это единство	1	1
508	в виду	1	1
509	а язык	1	1
510	подходе к	1	1
511	же не	1	1
512	внутренняя речь	1	1
513	культуры и	1	1
514	сознания с	1	1
515	на свой	1	1
516	и исторически	1	1
517	слово о	1	1
518	что может	1	1
519	понимание и	1	1
520	слова многие	1	1
521	того и	3	1
522	является в	1	1
523	в диалог	1	1
524	если бы	3	1
525	для этого	2	1
526	со стороны	2	1
527	понимать и	1	1
528	сводится к	5	1
529	и делается	1	1
530	и что	1	1
531	его жизни	1	1
532	конструктивную роль	1	1
533	оно ни	1	1
534	в различных	1	1
535	и вследствие	1	1
536	на всех	1	1
537	в драме	1	1
538	этих слов	1	1
539	однако с	1	1
540	творчества в	1	1
541	во втором	1	1
542	нуждается в	8	1
543	что и	3	1
544	только такие	1	1
545	этом как	1	1
546	и только	1	1
547	крайней мере	1	1
548	лишь одним	1	1
549	целого как	2	1
550	явления и	1	1
551	говорящего в	3	1
552	а его	1	1
553	может иметь	2	1
554	строится в	1	1
555	и последовательного	1	1
556	в литературе	4	1
557	той реальности	1	1
558	целого из	1	1
559	в двух	2	1
560	тот же	1	1
561	дело с	4	1
562	исключают друг	1	1
563	своим кругозором	1	1
564	одни и	1	1
565	сколько в	1	1
566	есть в	1	1
567	элементов не	1	1
568	языка ведь	1	1
569	от процесса	1	1
570	выделения и	1	1
571	вернуться к	1	1
572	в начале	2	1
573	слова не	1	1
574	в душе	1	1
575	к своим	1	1
576	ни с	3	1
577	и художественно	1	1
578	может пользоваться	1	1
579	анализ произведения	1	1
580	ее смысла	1	1
581	только с	1	1
582	случае не	2	1
583	ничего что	1	1
584	каждый из	2	1
585	не просто	2	1
586	самом же	1	1
587	нет и	2	1
588	же деле	1	1
589	между которыми	1	1
590	влияние на	1	1
591	всего своего	1	1
592	есть без	1	1
593	или иначе	1	1
594	введенного в	1	1
595	всякое высказывание	1	1
596	как индивидуальное	1	1
597	текст в	2	1
598	литературное произведение	12	1
599	себя и	4	1
600	что не	3	1
601	что для	1	1
602	его из	1	1
603	противном случае	1	1
604	то и	1	1
605	поставить в	1	1
606	однако и	1	1
607	его по	1	1
608	долгое время	1	1
609	о чем	1	1
610	произведение в	2	1
611	что мы	3	1
612	мира в	2	1
613	он и	1	1
614	бы оно	1	1
615	вступает в	3	1
616	нет ничего	2	1
617	о себе	1	1
618	принадлежит одному	1	1
619	вместе с	4	1
620	ко всем	1	1
621	новом свете	1	1
622	установкой на	2	1
623	к действительности	1	1
624	формой которой	1	1
625	быть как	1	1
626	да и	1	1
627	быть не	3	1
628	этого слова	7	1
629	сколько бы	2	1
630	эти два	1	1
631	столько в	1	1
632	чужого языка	1	1
633	аналогии с	1	1
634	жанра например	1	1
635	но это	1	1
636	входящее в	1	1
637	максим максимыч	2	1
638	о мире	1	1
639	тому или	1	1
640	тех или	2	1
641	не исключают	2	1
642	тем более	2	1
643	о котором	1	1
644	в отдельных	1	1
645	от него	1	1
646	полноты и	3	1
647	зрения в	1	1
648	же в	1	1
649	есть уже	1	1
650	личности и	1	1
651	себя один	1	1
652	не знает	1	1
653	отношением к	1	1
654	при наличии	3	1
655	речи и	1	1
656	единство двух	1	1
657	связей и	1	1
658	равно как	1	1
659	та же	1	1
660	в какой	2	1
661	включает в	1	1
662	жизни и	1	1
663	героя как	1	1
664	прямой речи	1	1
665	который не	1	1
666	в таком	3	1
667	языка является	1	1
668	все что	1	1
669	этой точки	1	1
670	они не	1	1
