N	2gram	Propp_Russ_1	Hudozhes
171	одна из	4	2
172	не по	1	2
173	к ней	2	2
174	ему в	1	2
175	в основе	1	2
176	в четвертом	1	2
177	они и	2	2
178	приходит к	1	2
179	как мы	10	2
180	на другой	1	2
181	данном случае	1	2
182	приводит к	3	2
183	на свой	1	2
184	с собой	4	2
185	те же	1	2
186	во второй	1	2
187	одно это	1	2
188	и просто	1	2
189	а также	3	2
190	во втором	1	2
191	нуждается в	1	2
192	один из	8	2
193	он уже	1	2
194	и у	5	2
195	в виде	6	2
196	его и	2	2
197	из них	8	2
198	т п	1	2
199	ее на	1	2
200	как у	1	2
201	еще и	1	2
202	себя и	2	2
203	что не	1	2
204	мы знаем	1	2
205	однако и	1	2
206	жизнь в	1	2
207	вместе с	10	2
208	и а	4	2
209	в духе	1	2
210	в данном	1	2
211	только для	2	2
212	это был	1	2
213	не является	1	2
214	и для	2	2
215	отнюдь не	2	2
216	в двух	1	2
217	потому что	10	2
218	точки зрения	3	2
219	между ними	1	2
220	сказать что	1	2
221	т е	17	2
222	к числу	1	2
223	как на	1	2
224	в роли	1	2
225	например в	2	1
226	таком случае	1	1
227	за городом	1	1
228	тех же	1	1
229	и так	1	1
230	за все	2	1
231	к другому	2	1
232	которое могло	1	1
233	на две	1	1
234	и звезды	2	1
235	с в	4	1
236	также и	1	1
237	не случайны	1	1
238	полагает что	6	1
239	мы имеем	4	1
240	соседствует с	1	1
241	мы не	6	1
242	что между	1	1
243	что если	1	1
244	было известно	1	1
245	не совсем	4	1
246	которого в	2	1
247	так а	1	1
248	жизни это	1	1
249	кто же	1	1
250	в каждой	1	1
251	это время	2	1
252	в xix	10	1
253	он был	2	1
254	на них	1	1
255	между собой	2	1
256	в различных	2	1
257	во всех	4	1
258	природы и	2	1
259	и стало	1	1
260	точка зрения	1	1
261	в общем	1	1
262	иногда и	5	1
263	себе и	1	1
264	не просто	2	1
265	ни одна	1	1
266	в течение	5	1
267	в той	1	1
268	показать что	1	1
269	на других	3	1
270	она как	1	1
271	вечера и	1	1
272	хотя и	2	1
273	когда он	2	1
274	никаких следов	1	1
275	но для	1	1
276	его к	2	1
277	был записан	1	1
278	от этого	1	1
279	и детей	1	1
280	в которой	1	1
281	из жизни	1	1
282	представляет собой	4	1
283	все эти	2	1
284	не оставляет	1	1
285	известно не	1	1
286	в жертву	1	1
287	только себя	1	1
288	мыслей в	1	1
289	однако он	1	1
290	в силу	2	1
291	том чтобы	1	1
292	их в	3	1
293	жизни здесь	1	1
294	не бывает	1	1
295	но все	3	1
296	встречаются и	1	1
297	в каждом	2	1
298	здесь мы	1	1
299	смысле в	1	1
300	он просто	1	1
301	и характер	1	1
302	существования не	1	1
303	то есть	3	1
304	г в	4	1
305	со слезами	1	1
306	и других	7	1
307	и тем	1	1
308	который по	1	1
309	только одно	1	1
310	на свои	1	1
311	дороге на	1	1
312	не всегда	1	1
313	которой он	1	1
314	он и	1	1
315	в москве	3	1
316	в один	2	1
317	во время	14	1
318	и при	1	1
319	никак не	1	1
320	таким же	3	1
321	взгляд на	1	1
322	и цель	1	1
323	эта как	1	1
324	на руси	3	1
325	как символ	2	1
326	характерное для	1	1
327	из центральных	1	1
328	одном из	1	1
329	теми же	1	1
330	обращение к	1	1
331	видно что	6	1
332	и более	2	1
333	лежит не	1	1
334	не могли	1	1
335	что сам	1	1
336	том же	2	1
337	нас к	2	1
338	ее иногда	1	1
339	эта картина	1	1
340	а иногда	4	1
341	виду что	1	1
342	могилах и	1	1
343	на кладбище	4	1
344	что ему	2	1
345	дело в	1	1
346	только из	1	1
347	воскресения жизни	1	1
348	ее с	1	1
349	было не	1	1
350	от жизни	1	1
351	можно судить	1	1
352	не могло	1	1
353	и всегда	1	1
354	же после	1	1
355	того в	1	1
356	окна и	1	1
357	в области	3	1
358	ему не	1	1
359	заставить ее	1	1
360	ли не	1	1
361	в своего	1	1
362	души а	1	1
363	его с	4	1
364	не ограничивается	1	1
365	у себя	1	1
366	а затем	1	1
367	можно показать	1	1
368	м е	4	1
369	всей своей	1	1
370	в дальнейшем	2	1
371	каждого из	1	1
372	и этого	1	1
373	иногда в	2	1
374	еще в	4	1
375	что от	2	1
376	жизнь и	1	1
377	но иногда	1	1
378	с этого	6	1
379	собой и	1	1
380	на что	2	1
381	в настоящее	3	1
382	г было	1	1
383	в разных	3	1
384	сказывается и	1	1
385	и здесь	2	1
386	со двора	1	1
387	настоящее время	3	1
388	но мы	1	1
389	и что	4	1
390	в глаза	1	1
391	рождения и	1	1
392	после того	2	1
393	и который	1	1
394	нас в	1	1
395	должно было	2	1
396	в третьем	1	1
397	борьбе с	1	1
398	из своего	1	1
399	о своих	1	1
400	счастье и	1	1
401	судить по	2	1
402	того что	4	1
403	на будущее	1	1
404	как например	3	1
405	быть и	2	1
406	сразу же	1	1
407	обе эти	1	1
408	согласиться с	1	1
409	на другие	2	1
410	собой не	1	1
411	только сам	1	1
412	но ни	2	1
413	и потому	2	1
414	это означает	1	1
415	и теперь	1	1
416	одежды и	1	1
417	так что	2	1
418	вызывает у	1	1
419	уже в	1	1
420	в нашей	1	1
421	в дом	2	1
422	в начале	1	1
423	основные мотивы	1	1
424	к своим	1	1
425	не связанных	1	1
426	представить себе	1	1
427	сидит и	1	1
428	так как	15	1
429	то время	1	1
430	не о	1	1
431	может служить	1	1
432	независимо от	2	1
433	этом отношении	1	1
434	от того	1	1
435	на том	1	1
436	известно о	1	1
437	же состоит	1	1
438	это все	1	1
439	наконец в	1	1
440	такое же	2	1
441	на святках	11	1
442	по всей	1	1
443	этой роли	1	1
444	воспоминания о	2	1
445	только по	2	1
446	на смену	1	1
447	общая картина	1	1
448	что бы	1	1
449	церкви и	1	1
450	которых мы	1	1
451	на которых	1	1
452	до конца	2	1
453	не означает	2	1
454	с которым	1	1
455	долгое время	1	1
456	там где	2	1
457	он впервые	1	1
458	уже давно	1	1
459	же с	1	1
460	нет оснований	1	1
461	этого момента	3	1
462	значении этого	1	1
463	власть над	1	1
464	в пределах	1	1
465	к жизни	3	1
466	чем в	2	1
467	по существу	4	1
468	исходя из	1	1
469	xix в	13	1
470	и смерти	1	1
471	этом случае	5	1
472	но это	4	1
473	по дороге	1	1
474	к которому	1	1
475	он видел	1	1
476	только тогда	1	1
477	в ноги	1	1
478	это часто	1	1
479	народного просвещения	1	1
480	на дворе	3	1
481	интерес к	2	1
482	и н	2	1
483	что после	1	1
484	в поле	3	1
485	приведенных выше	1	1
486	которым можно	1	1
487	же в	1	1
488	нам не	1	1
489	с ней	2	1
490	не знает	1	1
491	только как	1	1
492	точно так	1	1
493	за столом	2	1
494	только о	1	1
495	в своих	2	1
496	к этому	4	1
497	можно назвать	1	1
498	в таком	1	1
499	и вновь	1	1
