N	2gram	Berdyaev_O_1	Istorich
147	за собой	1	2
148	и от	3	2
149	и потому	2	2
150	должно быть	2	2
151	ничего не	2	2
152	том как	1	2
153	говорит в	1	2
154	это было	3	2
155	в эпоху	1	2
156	со стороны	1	2
157	а с	1	2
158	одна из	1	2
159	не вполне	1	2
160	он в	2	2
161	не существует	1	2
162	всего в	2	2
163	указывает на	1	2
164	не могут	3	2
165	с чего	2	2
166	и этим	2	2
167	он не	7	2
168	и когда	1	2
169	из всех	1	2
170	вовсе не	1	2
171	тому кто	1	2
172	ни к	1	2
173	на этот	1	2
174	в частности	1	2
175	еще одну	1	2
176	была бы	1	2
177	а иногда	1	2
178	смерть и	1	2
179	он должен	1	2
180	был бы	1	2
181	быть назван	1	2
182	о нем	1	2
183	мысль о	2	2
184	к этому	2	2
185	как бы	3	2
186	не есть	2	2
187	в русской	3	2
188	ii в	1	1
189	в которой	2	1
190	жизни а	1	1
191	этом он	2	1
192	от которой	1	1
193	природу и	1	1
194	по сравнению	1	1
195	этого нужно	1	1
196	может ли	1	1
197	огромное значение	1	1
198	но есть	1	1
199	изнутри а	1	1
200	во всяком	1	1
201	это все	1	1
202	но он	7	1
203	и чтоб	1	1
204	и вопрос	1	1
205	было и	1	1
206	с обычным	1	1
207	он подошел	1	1
208	момент в	2	1
209	иногда и	1	1
210	что как	1	1
211	уходят в	1	1
212	в этот	2	1
213	на своем	1	1
214	и ее	3	1
215	не было	9	1
216	после того	1	1
217	и все	10	1
218	бы он	1	1
219	том случае	1	1
220	и больше	1	1
221	в жизни	1	1
222	не делает	1	1
223	развивается через	1	1
224	в конце	1	1
225	та же	1	1
226	но можно	1	1
227	в своей	2	1
228	другом месте	1	1
229	все еще	2	1
230	и хлеб	1	1
231	когда будет	1	1
232	вопросом о	2	1
233	то в	1	1
234	в это	1	1
235	они всегда	1	1
236	нет никакого	1	1
237	одно из	2	1
238	он во	1	1
239	и был	1	1
240	и я	1	1
241	который в	1	1
242	совсем не	2	1
243	и раньше	1	1
244	и всех	1	1
245	за это	1	1
246	ее как	1	1
247	в отношении	1	1
248	над ними	1	1
249	смысле этого	1	1
250	иных случаях	1	1
251	из всего	2	1
252	и кто	1	1
253	есть не	1	1
254	связан с	1	1
255	всего что	1	1
256	одно только	1	1
257	связаны и	1	1
258	племени с	1	1
259	он за	1	1
260	природы но	3	1
261	совершенно не	1	1
262	кажется что	1	1
263	быть не	1	1
264	пользоваться им	1	1
265	к каким	1	1
266	состоит из	1	1
267	о которой	2	1
268	раз навсегда	1	1
269	на самом	1	1
270	к ней	2	1
271	это вопрос	1	1
272	хотя и	2	1
273	что для	2	1
274	находятся и	1	1
275	и к	2	1
276	после этого	1	1
277	проникнуть в	1	1
278	да и	1	1
279	отец его	1	1
280	страстной и	1	1
281	у самого	1	1
282	говорят о	1	1
283	а что	1	1
284	у нас	1	1
285	это потому	1	1
286	нет никакой	1	1
287	о человеке	29	1
288	того чтобы	4	1
289	что у	2	1
290	связана с	1	1
291	которая была	1	1
292	есть один	1	1
293	с какими	1	1
294	в древнем	1	1
295	природой и	1	1
296	один человек	1	1
297	природы и	2	1
298	к этой	2	1
299	для того	3	1
300	оказывается что	1	1
301	открывает нам	1	1
302	о природе	3	1
303	в истории	2	1
304	ее с	1	1
305	можно ли	2	1
306	но никогда	2	1
307	он был	8	1
308	к которой	1	1
309	но вопрос	1	1
310	лишь через	1	1
311	но тем	1	1
312	этот случай	1	1
313	ту же	1	1
314	же и	1	1
315	не могли	2	1
316	в них	1	1
317	в виду	1	1
318	природы все	2	1
319	этого слова	1	1
320	посвящения в	1	1
321	мысли не	1	1
322	вращается вокруг	1	1
323	с каким-то	1	1
324	у него	22	1
325	прогресса в	1	1
326	ни с	7	1
327	этом отношении	1	1
328	в иных	1	1
329	для всякого	2	1
330	она не	1	1
331	ему была	1	1
332	у нее	1	1
333	нет ничего	7	1
334	очень ясно	1	1
335	с какой	1	1
336	он видит	1	1
337	теориям и	1	1
338	одном из	1	1
339	природе и	1	1
340	он до	1	1
341	с которой	2	1
342	у одного	1	1
343	его не	2	1
344	с вопросом	1	1
345	чем в	2	1
346	она стоит	1	1
347	в глубь	2	1
348	и есть	3	1
349	он указывает	1	1
350	подходит к	1	1
351	ничто не	2	1
352	тем же	1	1
353	него не	2	1
354	ничего нет	1	1
355	и то	2	1
356	все основные	1	1
357	то к	2	1
358	в самой	9	1
359	и недостаточно	1	1
360	отрицательного отношения	1	1
361	и это	1	1
362	всегда есть	4	1
363	в глаза	1	1
364	в совершенно	1	1
365	они в	1	1
366	еще ничего	1	1
367	все в	4	1
368	что во	1	1
369	от которого	1	1
370	в царстве	1	1
371	и более	1	1
372	на примере	1	1
