N	2gram	Propp_Russ_1	Istorich
147	не все	1	3
148	видим что	1	3
149	или когда	1	3
150	и его	1	3
151	связи с	4	3
152	должны быть	1	3
153	данном случае	1	3
154	не столько	1	3
155	в образе	2	3
156	мы рассмотрим	1	3
157	раньше чем	1	3
158	приходит к	1	3
159	по дороге	1	3
160	в качестве	3	3
161	чаще всего	3	3
162	так что	2	3
163	уже в	1	3
164	не случайно	2	3
165	между прочим	2	3
166	возможно что	1	3
167	после смерти	1	3
168	но есть	2	3
169	связано с	1	3
170	в свете	2	3
171	предположить что	2	3
172	что мы	1	3
173	но это	4	3
174	от него	1	3
175	с ней	2	3
176	следующим образом	4	3
177	в русских	1	2
178	мы здесь	1	2
179	но тем	2	2
180	очень много	1	2
181	из самых	1	2
182	что эти	1	2
183	не имеют	1	2
184	по его	1	2
185	указать что	1	2
186	такое положение	1	2
187	на глазах	1	2
188	на себя	2	2
189	и ее	1	2
190	их не	2	2
191	власть над	1	2
192	того же	1	2
193	и на	10	2
194	это видно	1	2
195	если в	3	2
196	в китае	1	2
197	не просто	2	2
198	которые не	3	2
199	что во	1	2
200	его на	1	2
201	с этим	2	2
202	перед нами	1	2
203	что по	4	2
204	увидим что	1	2
205	он на	1	2
206	но эта	1	2
207	та же	2	2
208	в которой	1	2
209	все эти	2	2
210	во многих	5	2
211	думать что	3	2
212	после чего	2	2
213	под землей	3	2
214	связанные с	3	2
215	в силу	2	2
216	как обычай	1	2
217	так например	6	2
218	очень ясно	2	2
219	этот обряд	3	2
220	с целью	2	2
221	было бы	1	2
222	известно что	1	2
223	должен был	1	2
224	и тем	1	2
225	ни в	1	2
226	этом мы	1	2
227	сам он	1	2
228	в один	2	2
229	их на	4	2
230	в ад	1	2
231	нас не	2	2
232	к этому	4	2
233	что этот	4	2
234	нас к	2	2
235	тому что	4	2
236	она не	2	2
237	стоит в	2	2
238	вплоть до	4	2
239	в то	1	2
240	тому кто	1	2
241	не по	1	2
242	в основе	1	2
243	вытекает из	1	2
244	этого обряда	3	2
245	к ней	2	2
246	не могут	1	2
247	же что	1	2
248	как только	1	2
249	не единственная	1	2
250	и это	1	2
251	из всего	1	2
252	не совсем	4	2
253	нами выше	1	2
254	то время	1	2
255	они должны	1	2
256	собственно не	1	2
257	на том	1	2
258	домой и	2	2
259	имеется в	1	2
260	но здесь	1	2
261	там же	5	2
262	должно было	2	2
263	в форме	1	2
264	сюда же	1	2
265	ночь с	1	2
266	это вытекает	1	2
267	тот же	1	2
268	согласиться с	1	2
269	и так	1	2
270	это означает	1	2
271	случаи когда	1	2
272	по этому	3	2
273	этот вопрос	2	2
274	уже не	6	2
275	не можем	3	2
276	и у	5	2
277	только на	3	2
278	что не	1	2
279	из них	8	2
280	мы знаем	1	2
281	там на	1	2
282	не так	1	2
283	к ним	3	2
284	в особенности	2	2
285	связаны с	3	2
286	на этот	3	2
287	такое же	2	2
288	и др	4	2
289	иногда это	1	2
290	говорит о	1	2
291	в руках	1	2
292	совершенно очевидно	1	2
293	становится ясным	1	2
294	в связи	4	2
295	но оно	1	2
296	в иной	1	2
297	как это	8	2
298	довольно много	2	2
299	только о	1	2
300	и о	1	2
301	в основном	3	2
302	но для	1	2
303	это как	1	2
304	много но	1	2
305	отсюда же	1	2
306	в целях	3	2
307	е в	8	2
308	сказать что	1	2
309	в отдельности	2	2
310	точно так	1	2
311	они не	1	2
312	широко распространено	1	1
313	ту же	1	1
314	начинался с	1	1
315	и бессмертие	1	1
316	свинью или	1	1
317	имеем ту	1	1
318	переходит к	1	1
319	не кто-нибудь	1	1
320	песни и	3	1
321	самом деле	1	1
322	как известно	2	1
323	только потому	1	1
324	и должны	1	1
325	показать что	1	1
326	между двумя	2	1
327	должна быть	1	1
328	становится ясной	1	1
329	в доме	2	1
330	о каких	1	1
331	это объяснение	1	1
332	в несколько	1	1
333	на тех	2	1
334	этого огня	1	1
335	или наоборот	1	1
336	а совершенно	1	1
337	этому же	2	1
338	этого нет	1	1
339	что если	1	1
340	в первый	4	1
341	животного или	1	1
342	первоначальный смысл	1	1
343	еще до	2	1
344	самый акт	1	1
345	смотрит в	1	1
346	но она	2	1
347	что иное	2	1
348	ему в	1	1
349	увидим ниже	3	1
350	дают возможность	1	1
351	для наших	2	1
352	урожай это	1	1
353	зависимости от	1	1
354	в ней	2	1
355	большей частью	1	1
356	происхождение этого	1	1
357	в народном	1	1
358	на семи	4	1
359	и этого	1	1
360	он был	2	1
361	в которых	5	1
362	между собой	2	1
363	не отличается	1	1
364	молчании и	1	1
365	землю и	1	1
366	имеем здесь	1	1
367	на столбах	1	1
368	совсем не	1	1
369	же она	1	1
370	только тогда	1	1
371	по отношению	1	1
372	год не	1	1
373	такое толкование	2	1
374	иногда и	5	1
375	он пишет	1	1
376	тут же	2	1
377	значение имеет	1	1
378	наших целей	2	1
379	на стол	4	1
380	общая картина	1	1
381	однако из	1	1
382	если предположить	1	1
383	или вообще	1	1
384	другим народам	1	1
385	же с	1	1
386	независимо от	2	1
387	что именно	2	1
388	что некогда	1	1
389	а третий	1	1
390	некоторое время	1	1
391	совершенно другой	1	1
392	в своем	3	1
393	и как	2	1
394	и к	3	1
395	что этим	1	1
396	им или	1	1
397	в этот	10	1
398	и питье	1	1
399	животных и	4	1
400	из мифа	1	1
401	не приходится	1	1
402	два обстоятельства	1	1
403	в целом	2	1
404	объяснение мы	1	1
405	в этой	1	1
406	однако как	2	1
407	е с	1	1
408	д т	1	1
409	бы ни	1	1
410	единственная форма	1	1
411	у древних	1	1
412	более сильным	1	1
413	состоит в	8	1
414	с места	1	1
415	объяснить его	1	1
416	и за	1	1
417	не едят	2	1
418	сделать из	2	1
419	в каждом	2	1
420	же не	2	1
421	в совершенно	1	1
422	же а	2	1
423	но ему	1	1
424	к другу	2	1
425	на все	2	1
426	к заключению	1	1
427	теми которые	1	1
428	в заупокойном	1	1
429	и иногда	1	1
430	входит в	4	1
431	от одного	1	1
432	описывается как	2	1
433	и смерти	1	1
434	с водой	1	1
435	солнце и	1	1
436	применялись в	1	1
437	далеко не	3	1
438	типичен для	1	1
439	на основании	1	1
440	с тем	8	1
441	со своими	1	1
442	одна и	1	1
443	просить прощения	1	1
444	можно считать	1	1
445	и было	1	1
446	к празднику	2	1
447	даются не	1	1
448	можно больше	1	1
449	ст в	1	1
450	но если	1	1
451	и при	1	1
452	которую мы	1	1
453	при изучении	5	1
454	взгляд на	1	1
455	и без	1	1
456	напоминают нам	1	1
457	народ и	2	1
458	с точки	3	1
459	и звезды	2	1
460	необходимо указать	1	1
461	доме и	1	1
462	этого вопроса	1	1
463	что я	1	1
464	не путем	1	1
465	такую же	1	1
466	при рассмотрении	1	1
467	на небо	3	1
468	и более	2	1
469	лежит не	1	1
470	не могли	1	1
471	собой и	1	1
472	что сам	1	1
473	и наоборот	1	1
474	более древних	1	1
475	превратилось в	1	1
476	других народов	2	1
477	приводят к	1	1
478	а иногда	4	1
479	как можно	2	1
480	хотелось бы	1	1
481	дело в	1	1
482	что их	1	1
483	из их	1	1
484	с некоторой	1	1
485	же значение	1	1
486	в день	6	1
487	по всей	1	1
488	его от	2	1
489	другие сроки	6	1
490	на землю	1	1
491	с религией	2	1
492	однако такое	1	1
493	в три	1	1
494	того в	1	1
495	и цель	1	1
496	ее с	1	1
497	и античных	1	1
498	в окно	2	1
499	встречается чаще	1	1
500	прямо в	1	1
501	этого сходства	1	1
502	ссылаясь на	1	1
503	до того	2	1
504	обращает на	1	1
505	доказать что	1	1
506	как будто	5	1
507	они показывают	1	1
508	при обряде	1	1
509	ему не	1	1
510	нет даже	1	1
511	в городе	1	1
512	не до	1	1
513	и другим	2	1
514	к тому	4	1
515	они и	2	1
516	обряд и	1	1
517	оно не	1	1
518	не единственный	1	1
519	если же	1	1
520	для себя	1	1
521	можем предположить	1	1
522	но дает	1	1
523	она считала	1	1
524	из постоянных	1	1
525	же их	1	1
526	как не	2	1
527	в золотой	2	1
528	самых распространенных	1	1
529	эти представления	2	1
530	вывод что	3	1
531	в некоторых	4	1
532	на основе	1	1
533	второй половине	1	1
534	интересный и	2	1
535	можно сделать	3	1
536	как знак	1	1
537	но мы	1	1
538	говорится что	3	1
539	если они	1	1
540	и сам	1	1
541	на кавказе	1	1
542	можно было	1	1
543	на заре	1	1
544	те же	1	1
545	не с	3	1
546	материалы приводят	1	1
547	это сходство	2	1
548	подойти к	2	1
549	во второй	1	1
550	и с	2	1
551	без сомнения	1	1
552	составные части	2	1
553	с этого	6	1
554	если бы	1	1
555	должны признать	1	1
556	по мере	1	1
557	других местах	3	1
558	означает что	2	1
559	в разных	3	1
560	которые можно	2	1
561	находится в	2	1
562	встают и	1	1
563	и поэтому	2	1
564	и та	1	1
565	а около	1	1
566	же происходит	1	1
567	из сказки	1	1
568	никак не	1	1
569	в риме	1	1
570	можно сказать	1	1
571	а также	3	1
572	и во	1	1
573	как они	2	1
574	нас особенно	1	1
575	которые и	1	1
576	в центральной	1	1
577	связь между	2	1
578	все на	1	1
579	которых они	1	1
580	обхода и	1	1
581	всех народов	1	1
582	от них	3	1
583	имеется очень	1	1
584	в его	2	1
585	существу в	1	1
586	в третьем	1	1
587	случай который	1	1
588	во всей	1	1
589	кто в	1	1
590	в середине	3	1
591	другие виды	2	1
592	о своих	1	1
593	или может	1	1
594	жизнь но	1	1
595	по содержанию	3	1
596	же можно	1	1
597	значит что	2	1
598	развития но	1	1
599	как например	3	1
600	на которой	1	1
601	это делалось	6	1
602	сразу же	1	1
603	оказалось что	1	1
604	всякого рода	3	1
605	с ними	5	1
606	в какой	2	1
607	в народе	1	1
608	к их	1	1
609	и действительно	1	1
610	и потому	2	1
611	он уже	1	1
612	который в	1	1
613	самые разнообразные	1	1
614	одежды и	1	1
615	жизни и	1	1
616	а только	1	1
617	приводит нас	2	1
618	вот что	1	1
619	по другим	1	1
620	можно еще	1	1
621	плодов земли	1	1
622	палку и	1	1
623	в большинстве	2	1
624	или не	1	1
625	в жизни	2	1
626	в виде	6	1
627	в начале	1	1
628	первые три	1	1
629	этому вопросу	2	1
630	у греков	1	1
631	не дает	1	1
632	как показал	1	1
633	большинстве случаев	2	1
634	очевидно что	1	1
635	которые в	1	1
636	него нет	1	1
637	других так	1	1
638	земли и	1	1
639	и их	4	1
640	солнце на	1	1
641	кто-нибудь другой	1	1
642	увидим еще	1	1
643	не о	1	1
644	содержанию своему	1	1
645	но что	2	1
646	объяснение этого	1	1
647	и обычаев	1	1
648	от того	1	1
649	смерти и	1	1
650	по старому	1	1
651	только у	2	1
652	также на	3	1
653	и из	3	1
654	делалось для	1	1
655	отличаются от	1	1
656	сказки а	1	1
657	домов на	1	1
658	для этого	2	1
659	а с	4	1
660	имело место	2	1
661	мы еще	1	1
662	случай этот	1	1
663	и пр	2	1
664	только по	2	1
665	на смену	1	1
666	что им	1	1
667	выводы можно	2	1
668	от этого	1	1
669	в изучение	1	1
670	в любой	1	1
671	у других	1	1
672	и самый	1	1
673	с наступлением	1	1
674	его как	2	1
675	как видно	1	1
676	борьбу и	1	1
677	о чем	3	1
678	что-нибудь приносит	1	1
679	сослаться на	1	1
680	свое внимание	1	1
681	здесь следует	1	1
682	под влиянием	1	1
683	происхождение и	1	1
684	и пришли	1	1
685	начиная с	3	1
686	эта теория	1	1
687	в иных	1	1
688	или по	1	1
689	из которых	1	1
690	направление в	1	1
691	по своему	1	1
692	к другому	2	1
693	не дают	1	1
694	на колени	2	1
695	и всей	2	1
696	где это	1	1
697	два раза	1	1
698	этих обрядов	1	1
699	останавливаться на	2	1
700	основана на	1	1
701	дело так	1	1
702	этом случае	5	1
703	приведем несколько	1	1
704	т п	1	1
705	см гл	1	1
706	д и	1	1
707	мыслительная основа	2	1
708	очень интересный	1	1
709	только одна	1	1
710	связь не	1	1
711	к пониманию	1	1
712	тем и	2	1
713	главный жрец	1	1
714	не объясняет	2	1
715	его с	4	1
716	можно согласиться	1	1
717	да все	1	1
718	по традиции	1	1
719	развития этого	1	1
720	будет ниже	1	1
721	же в	1	1
722	по всему	1	1
723	он же	3	1
724	нам не	1	1
725	случаи показывают	1	1
726	с материалами	2	1
727	не знает	1	1
728	только как	1	1
729	необходимо было	1	1
730	относящиеся к	2	1
731	обычно не	2	1
732	совсем так	1	1
733	сомнения говорит	1	1
734	заупокойном культе	2	1
735	отношению к	1	1
736	у которых	2	1
737	ниже мы	1	1
738	в заключение	1	1
739	что обряд	2	1
740	магического значения	1	1
741	основываясь на	1	1
742	но эти	3	1
743	все что	1	1
744	также не	1	1
745	в частности	2	1
746	на другой	1	1
747	можно будет	1	1
748	что делалось	1	1
749	значение они	1	1
750	можно назвать	1	1
751	как на	1	1
752	в таком	1	1
753	такой же	2	1
754	и вновь	1	1
