N	2gram	Tiupa_Hudo_1	Tvorches
330	герой остается	1	1
331	времени как	1	1
332	а тем	1	1
333	отказ от	2	1
334	но как	2	1
335	а только	4	1
336	в противовес	2	1
337	сознания не	1	1
338	не все	1	1
339	если в	2	1
340	присутствует в	1	1
341	ответ на	1	1
342	есть по	1	1
343	в жизни	1	1
344	отношение к	1	1
345	не буду	1	1
346	стал бы	1	1
347	человеческого достоинства	1	1
348	чем же	1	1
349	оказывается не	1	1
350	в рамках	2	1
351	общего с	1	1
352	с этим	3	1
353	сострадания и	1	1
354	однако не	1	1
355	перед нами	5	1
356	встрече с	3	1
357	не замечая	1	1
358	с женой	1	1
359	как уже	1	1
360	и как	1	1
361	не являются	1	1
362	писателя как	1	1
363	и к	4	1
364	и событий	1	1
365	на всем	1	1
366	с тургенева	3	1
367	но смысл	1	1
368	и характеров	1	1
369	живет в	2	1
370	говорили что	1	1
371	существенный интерес	1	1
372	а теперь	1	1
373	из этих	1	1
374	героя через	1	1
375	смысл этого	1	1
376	частности с	1	1
377	мнению а	1	1
378	и до	1	1
379	на то	4	1
380	его но	1	1
381	например как	1	1
382	главным образом	1	1
383	мысли и	1	1
384	о которой	1	1
385	и школы	1	1
386	высшей степени	1	1
387	этого характера	1	1
388	берет в	1	1
389	в первую	2	1
390	к одному	1	1
391	проницательно заметил	1	1
392	в силу	1	1
393	и вот	1	1
394	уже говорилось	2	1
395	наших глазах	1	1
396	же самая	1	1
397	н а	2	1
398	можно было	5	1
399	жить в	1	1
400	ком другом	1	1
401	что все	1	1
402	по бахтину	1	1
403	а его	2	1
404	входит в	1	1
405	того или	2	1
406	первую очередь	2	1
407	не умел	1	1
408	его личности	2	1
409	на бумаге	1	1
410	в глазах	6	1
411	было бы	6	1
412	характер не	1	1
413	в споре	1	1
414	по себе	2	1
415	мог бы	1	1
416	ни в	5	1
417	для них	1	1
418	из нее	1	1
419	образной системы	1	1
420	к которым	1	1
421	жизни то	1	1
422	за пределами	1	1
423	несмотря на	4	1
424	мы знаем	2	1
425	должно быть	2	1
426	не мог	1	1
427	перед собой	2	1
428	в саду	1	1
429	в этих	5	1
430	мы как	1	1
431	в г	1	1
432	писателя на	1	1
433	в ходе	3	1
434	от своего	1	1
435	таким же	1	1
436	этой связи	4	1
437	я его	1	1
438	о герое	1	1
439	это делает	1	1
440	молодого человека	1	1
441	если можно	2	1
442	больше не	2	1
443	прибегает к	2	1
444	было очень	1	1
445	знаем что	1	1
446	всякий раз	1	1
447	признать что	1	1
448	и о	4	1
449	сознаться что	1	1
450	из области	1	1
451	но он	3	1
452	и более	1	1
453	как объективно	1	1
454	однако в	2	1
455	толпы в	1	1
456	возвращается к	3	1
457	даже в	3	1
458	сам он	1	1
459	всего его	1	1
460	нас к	1	1
461	тому что	4	1
462	содержит в	1	1
463	автора и	2	1
464	вплоть до	1	1
465	она не	4	1
466	человечества и	1	1
467	на земле	1	1
468	русского романа	1	1
469	таков был	1	1
470	хотелось бы	1	1
471	текста и	1	1
472	дело в	1	1
473	на себе	2	1
474	с аверинцев	1	1
475	остроумия или	1	1
476	чем не	1	1
477	это еще	1	1
478	письме к	1	1
479	мышления и	2	1
480	не имеет	2	1
481	жизни не	1	1
482	писал м	3	1
483	дает нам	1	1
484	н толстого	4	1
485	уже говорили	1	1
486	жизни как	2	1
487	же он	1	1
488	особое значение	1	1
489	со своим	2	1
490	событий и	1	1
491	и потом	2	1
492	как будто	4	1
493	тогда в	1	1
494	к читателю	2	1
495	ему не	2	1
496	перед ним	1	1
497	представляется нам	2	1
498	стороны и	1	1
499	к себе	5	1
500	не могут	1	1
501	в среде	1	1
502	и вполне	1	1
503	потом с	1	1
504	только еще	1	1
505	бы лишены	1	1
506	анализа и	1	1
507	этой книги	2	1
508	к тому	7	1
509	что оно	1	1
510	за что	1	1
511	в поле	1	1
512	не противоречит	1	1
513	он видит	1	1
514	к истокам	1	1
515	а гончарова	1	1
516	на это	1	1
517	если же	1	1
518	ничего общего	1	1
519	источник трагизма	1	1
520	для себя	3	1
521	на наших	1	1
522	представляют собой	2	1
523	анекдот в	2	1
524	как мы	3	1
525	у себя	2	1
526	но при	1	1
527	у чехова	13	1
528	эта нелепая	1	1
529	на основе	2	1
530	в в	1	1
531	для читателя	1	1
532	он чиновник	1	1
533	причина этого	2	1
534	характер и	2	1
535	то чтобы	2	1
536	в себя	2	1
537	с самого	1	1
538	в пределах	3	1
539	вспомнить о	1	1
540	по определению	1	1
541	ясно что	2	1
542	можно понять	1	1
543	каждого из	2	1
544	его героев	2	1
545	вопрос этот	1	1
546	чем у	1	1
547	еще в	3	1
548	когда в	1	1
549	стороне от	1	1
550	в изображении	2	1
551	во второй	5	1
552	том как	3	1
553	жизнь и	1	1
554	в исповеди	1	1
555	означает что	1	1
556	в виду	1	1
557	жизненная позиция	1	1
558	о нем	3	1
559	гибели героя	1	1
560	о своей	2	1
561	в другом	2	1
562	нам представляется	1	1
563	на вопрос	2	1
564	столь же	4	1
565	своей ранней	1	1
566	невозможно но	1	1
567	одного из	1	1
568	с одной	1	1
569	лишь в	3	1
570	может не	1	1
571	он стремился	1	1
572	самому себе	1	1
573	как было	1	1
574	в конечном	2	1
575	нет это	1	1
576	от него	3	1
577	русской литературы	1	1
578	писателя и	1	1
579	русской литературе	3	1
580	же о	1	1
581	самым его	1	1
582	этот момент	2	1
583	и хорошо	1	1
584	действующее лицо	1	1
585	находит свое	1	1
586	непосредственно в	1	1
587	не сводится	1	1
588	романа в	3	1
589	века и	1	1
590	нем и	1	1
591	с а	1	1
592	при котором	2	1
593	смеха и	1	1
594	как она	2	1
595	в жизнь	1	1
596	построения текста	1	1
597	эти детали	1	1
598	т с	4	1
599	сразу же	1	1
600	в тексте	3	1
601	до уровня	1	1
602	класса а	1	1
603	то в	4	1
604	приходит в	2	1
605	начинает свой	1	1
606	он действует	1	1
607	том чтобы	1	1
608	этого рассказа	1	1
609	связи с	4	1
610	переходит в	1	1
611	литературы в	1	1
612	а напротив	1	1
613	творческой истории	1	1
614	и анекдот	1	1
615	является не	1	1
616	не из	1	1
617	не дает	1	1
618	по выражению	2	1
619	конечном счете	2	1
620	не стал	2	1
621	всегда было	1	1
622	хотя быть	1	1
623	том например	1	1
624	участие в	2	1
625	что сама	1	1
626	человека на	1	1
627	она действительно	1	1
628	не составляет	1	1
629	в письме	1	1
630	сами по	1	1
631	при всей	2	1
632	не о	2	1
633	мнению с	1	1
634	в xx	1	1
635	бытия и	4	1
636	есть его	1	1
637	и никогда	1	1
638	как раз	4	1
639	явно не	2	1
640	автора как	1	1
641	следует признать	1	1
642	же это	1	1
643	в мае	1	1
644	еще ничего	1	1
645	со стороны	3	1
646	даже не	1	1
647	привносится в	1	1
648	он живет	1	1
649	в высшей	1	1
650	влияние на	2	1
651	л н	5	1
652	создает ощущение	1	1
653	что для	1	1
654	этого персонажа	1	1
655	связано с	1	1
656	л а	2	1
657	человек в	2	1
658	и я	1	1
659	на глазах	1	1
660	и исторической	1	1
661	когда же	1	1
662	самого начала	1	1
663	жизнь в	1	1
664	художественного целого	4	1
665	в связи	3	1
666	его биографии	1	1
667	ключи к	1	1
668	в речи	2	1
669	и имеет	1	1
670	на фоне	2	1
671	является его	1	1
672	почти ничего	1	1
673	и она	1	1
674	эти слова	2	1
675	и а	5	1
676	как это	1	1
677	который видит	1	1
678	нимало не	1	1
679	это своего	1	1
680	он будет	1	1
681	представляется весьма	1	1
682	с такой	1	1
683	такого рода	3	1
684	а нам	1	1
685	что же	2	1
686	из названных	1	1
687	думать о	2	1
688	своего времени	3	1
689	человек с	1	1
690	на свете	1	1
691	духовной жизни	1	1
692	литературоведческого анализа	2	1
693	том смысле	1	1
694	в художественную	1	1
695	характерности к	1	1
696	в самую	1	1
697	пока еще	2	1
698	литературе в	2	1
699	под названием	1	1
700	и для	3	1
701	пор еще	1	1
702	самим героем	1	1
703	так словно	1	1
704	узнаем что	1	1
705	в результате	2	1
706	своей собственной	2	1
707	об этих	1	1
708	этой главе	1	1
709	ее и	1	1
710	для нас	1	1
711	но когда	1	1
712	писателя не	1	1
713	будто бы	3	1
714	а лейкин	1	1
715	п эта	1	1
716	теперь же	1	1
717	в городе	5	1
718	видел ли	1	1
719	тот же	1	1
720	в целях	1	1
721	может и	3	1
722	о своем	1	1
723	в свою	1	1
724	письма и	1	1
725	героя вне	1	1
726	персонажа и	1	1
727	первый раз	1	1
728	лишь что	1	1
729	не знает	2	1
730	сказать что	1	1
731	на улицах	1	1
732	внешним обликом	1	1
733	л с	1	1
734	этом источник	1	1
735	годов xix	1	1
736	в характере	1	1
737	рассказа это	1	1
738	в последнем	1	1
739	или иного	2	1
740	от романтической	1	1
741	и повести	2	1
742	в голову	1	1
743	к другим	1	1
744	разговоре с	1	1
745	и другие	1	1
746	того времени	1	1
747	я могу	1	1
748	молодой человек	1	1
