N	2gram	Trubetskoy_1	Istorich
239	с ней	1	2
240	и при	6	2
241	совершенно не	2	2
242	к его	1	2
243	отношению к	1	2
244	у которых	1	2
245	к этому	1	2
246	жизни и	4	2
247	вряд ли	3	1
248	также и	1	1
249	потом и	1	1
250	себя как	2	1
251	восточной азии	1	1
252	силы и	1	1
253	народов у	1	1
254	и есть	2	1
255	что когда	1	1
256	тем же	1	1
257	должна быть	2	1
258	быть достигнуто	1	1
259	особенно часто	1	1
260	в зависимости	1	1
261	ни у	1	1
262	на место	1	1
263	место в	2	1
264	приводят к	2	1
265	очень скоро	1	1
266	они были	1	1
267	но даже	2	1
268	которое в	1	1
269	все виды	1	1
270	не был	1	1
271	на самом	6	1
272	но как	1	1
273	которых как	1	1
274	в китае	1	1
275	должны были	1	1
276	себе и	4	1
277	а две	1	1
278	наблюдается у	1	1
279	что они	3	1
280	человек может	1	1
281	отнюдь не	7	1
282	трудно сказать	1	1
283	в одной	1	1
284	стороны и	1	1
285	что касается	1	1
286	целый ряд	2	1
287	и наконец	2	1
288	и к	6	1
289	но в	2	1
290	которых идет	1	1
291	носит в	1	1
292	быстро и	1	1
293	что так	1	1
294	на нем	1	1
295	только на	2	1
296	остановиться на	1	1
297	и тот	2	1
298	в себе	9	1
299	во многих	2	1
300	если он	1	1
301	но на	1	1
302	и если	7	1
303	то легко	1	1
304	при этом	5	1
305	идет дальше	1	1
306	народов но	1	1
307	чтобы они	1	1
308	они в	1	1
309	всех этих	3	1
310	состоит в	2	1
311	в силу	2	1
312	и вот	2	1
313	мало того	1	1
314	способностей и	1	1
315	но дело	1	1
316	борьба с	1	1
317	единственный путь	2	1
318	борьбы и	1	1
319	главным образом	3	1
320	земном шаре	1	1
321	нисколько их	1	1
322	было бы	5	1
323	уже знаем	1	1
324	на почве	2	1
325	часто это	1	1
326	чаще всего	1	1
327	в жизни	1	1
328	сами себя	1	1
329	это положение	1	1
330	она и	1	1
331	на основании	2	1
332	этого не	2	1
333	а за	1	1
334	как видно	1	1
335	для чего	1	1
336	и тогда	2	1
337	не сам	1	1
338	в царстве	1	1
339	и сейчас	3	1
340	быть различны	1	1
341	он должен	5	1
342	с точки	9	1
343	бы привести	1	1
344	в их	4	1
345	в своем	6	1
346	на свою	1	1
347	именно из	1	1
348	весь ход	1	1
349	превратиться в	1	1
350	и эти	1	1
351	и более	2	1
352	войти в	1	1
353	в конце	3	1
354	же может	1	1
355	тем самым	2	1
356	что эта	1	1
357	что с	2	1
358	у этих	1	1
359	быть признан	3	1
360	она могла	1	1
361	и другое	1	1
362	самого начала	1	1
363	не по	1	1
364	он еще	1	1
365	иметь в	1	1
366	не могло	1	1
367	он с	1	1
368	найти в	1	1
369	и всегда	1	1
370	на другую	1	1
371	же время	10	1
372	явление в	1	1
373	за нее	2	1
374	к ней	1	1
375	связь и	1	1
376	же он	1	1
377	прямо в	1	1
378	этом надо	1	1
379	в сознании	3	1
380	здесь же	1	1
381	дело сводится	1	1
382	ли это	4	1
383	однако это	1	1
384	тем ближе	1	1
385	на земном	1	1
386	стороны их	1	1
387	к себе	2	1
388	чтобы сделать	1	1
389	как только	1	1
390	числе и	1	1
391	должны быть	1	1
392	к тому	7	1
393	указывает на	2	1
394	совместно с	1	1
395	действительно можно	1	1
396	на это	2	1
397	приходит к	3	1
398	и о	2	1
399	свою очередь	1	1
400	и многие	1	1
401	без всякого	1	1
402	живущие в	1	1
403	у разных	1	1
404	с самого	1	1
405	или для	1	1
406	приводит к	4	1
407	идет речь	4	1
408	на шее	1	1
409	некоторых других	1	1
410	что может	3	1
411	не за	1	1
412	не трудно	1	1
413	мог бы	1	1
414	сказано выше	1	1
415	как же	1	1
416	две части	1	1
417	народ стал	1	1
418	остается только	1	1
419	это только	2	1
420	его действительно	1	1
421	мы в	1	1
422	он сам	3	1
423	для этого	3	1
424	все рассмотренные	1	1
425	не признают	1	1
426	даже не	2	1
427	и начало	1	1
428	сводится к	3	1
429	первый и	1	1
430	в состав	1	1
431	никак не	1	1
432	одного из	1	1
433	там в	1	1
434	пребыванию в	1	1
435	нас от	1	1
436	если с	1	1
437	в азиатских	1	1
438	и только	5	1
439	в русском	1	1
440	народов и	2	1
441	может иметь	1	1
442	переносится на	2	1
443	дело так	1	1
444	хотя бы	5	1
445	тому назад	1	1
446	одной из	3	1
447	азии но	1	1
448	еще и	1	1
449	даже если	2	1
450	всяком случае	6	1
451	они могут	1	1
452	их не	2	1
453	собой а	3	1
454	собой он	1	1
455	же и	1	1
456	и хочет	1	1
457	и у	1	1
458	вопроса о	1	1
459	борьбы с	1	1
460	что не	1	1
461	а это	1	1
462	а то	1	1
463	или даже	1	1
464	у народа	1	1
465	к каким	1	1
466	что данный	1	1
467	не так	2	1
468	для него	6	1
469	в котором	2	1
470	перед собой	1	1
471	ее не	1	1
472	само собой	1	1
473	в очень	1	1
474	были бы	2	1
475	что на	1	1
476	и даже	2	1
477	или иной	5	1
478	себе представить	1	1
479	исходят из	1	1
480	есть не	1	1
481	том чем	1	1
482	а с	2	1
483	что для	3	1
484	можно назвать	1	1
485	естественно что	2	1
486	то и	1	1
487	не было	3	1
488	здесь дело	1	1
489	в руках	1	1
490	это она	1	1
491	совершенно очевидно	2	1
492	на ноги	1	1
493	ни на	1	1
494	как это	1	1
495	их к	2	1
496	себя из	1	1
497	ни от	2	1
498	конечно не	5	1
499	по своему	1	1
500	азии и	1	1
501	только чтобы	1	1
502	в тот	1	1
503	в состоянии	1	1
504	как будто	2	1
505	быть не	1	1
506	есть и	2	1
507	сейчас же	1	1
508	и некоторые	1	1
509	является для	1	1
510	только для	2	1
511	народа и	2	1
512	к другим	1	1
513	которых он	1	1
514	именно этого	1	1
515	и следует	1	1
516	происходит в	1	1
517	и от	2	1
518	что оно	3	1
519	обе эти	1	1
520	должны себе	1	1
521	в другое	4	1
522	от него	2	1
523	в основе	1	1
524	бы в	1	1
525	к этой	4	1
526	все они	3	1
527	хотя в	1	1
528	своего народа	6	1
529	к ее	1	1
530	на другие	1	1
531	но если	3	1
532	всех других	1	1
533	из этого	3	1
534	в самом	3	1
535	что такое	2	1
536	себе но	1	1
537	в своих	6	1
538	как на	8	1
539	в таком	2	1
540	точно так	2	1
541	во всяком	9	1
542	все что	4	1
543	том числе	1	1
