N	2gram	Vinokur_Ku_3	VeschiIm
264	тут же	1	2
265	наряду с	1	2
266	как в	4	2
267	когда он	2	2
268	и понимания	1	2
269	в каком-то	1	2
270	что на	3	2
271	то в	3	2
272	себе как	1	2
273	я имею	2	2
274	образом и	1	2
275	приводит к	1	2
276	если он	1	2
277	как совершенно	1	2
278	и если	2	2
279	он не	3	2
280	для того	12	2
281	в силу	6	2
282	и вот	3	2
283	но все	2	2
284	в одну	1	2
285	думал что	1	2
286	есть конечно	2	2
287	и чтобы	2	2
288	на этой	1	2
289	и тем	6	2
290	ни в	3	2
291	все равно	1	2
292	в слове	4	2
293	и уже	1	2
294	не мог	1	2
295	же есть	1	2
296	меняется и	2	2
297	она сама	1	2
298	бы к	1	2
299	признать что	1	2
300	есть смысл	1	2
301	понимания и	1	2
302	для нее	1	2
303	говорим что	1	2
304	же мы	4	2
305	же такое	1	2
306	тому что	4	2
307	мною в	1	2
308	или что	1	2
309	пусть даже	1	2
310	на него	3	2
311	что раз	1	2
312	из предыдущего	1	2
313	но только	1	2
314	чем не	1	2
315	для всего	1	2
316	казалось бы	1	2
317	в самой	1	2
318	тех или	1	2
319	и его	1	2
320	есть некая	1	2
321	это уже	3	2
322	не потому	3	2
323	я сам	1	2
324	быть совершенно	2	2
325	как некая	1	2
326	если же	2	2
327	данном случае	4	2
328	об отношении	1	2
329	не с	2	2
330	мог бы	2	2
331	в виду	8	2
332	именно потому	1	2
333	так оно	1	2
334	на вопрос	3	2
335	никак не	2	2
336	не стоит	1	2
337	может не	1	2
338	заключается в	4	2
339	никакого реального	1	2
340	говорить об	1	2
341	во втором	1	2
342	подходит к	1	2
343	еще более	2	2
344	в качестве	2	2
345	мы получим	1	2
346	отличным от	1	2
347	не случайно	4	2
348	не говорит	1	2
349	о которых	1	2
350	самого же	1	2
351	а потому	2	2
352	о фактах	1	2
353	в особенности	2	2
354	при чем	5	2
355	превращается в	1	2
356	слов а	1	2
357	может ли	1	2
358	именно так	2	2
359	а так	1	2
360	о чем	2	2
361	когда же	1	2
362	если не	1	2
363	в частности	2	2
364	смысловом отношении	3	2
365	который мы	1	2
366	в первой	1	2
367	кроме того	2	2
368	ли в	1	2
369	ли что	1	2
370	находим в	1	2
371	теперь же	1	2
372	есть уже	1	2
373	отношении к	1	2
374	состоит из	1	2
375	является и	2	2
376	первом случае	2	2
377	что то	1	2
378	это так	2	2
379	так же	2	2
380	во всяком	2	2
381	этой точки	1	2
382	смысле что	1	2
383	равным образом	1	1
384	говорили о	1	1
385	я и	3	1
386	также что	2	1
387	речь идет	3	1
388	же как	1	1
389	чтобы не	2	1
390	связана с	1	1
391	идет о	1	1
392	сразу и	1	1
393	то на	1	1
394	между двумя	1	1
395	бы очень	1	1
396	из самых	1	1
397	по преимуществу	3	1
398	что эти	2	1
399	к учению	1	1
400	не имеют	1	1
401	все те	2	1
402	с таким	1	1
403	в зависимости	7	1
404	уже по	1	1
405	видно уже	1	1
406	бы уже	2	1
407	и ничего	1	1
408	что если	2	1
409	ясности и	1	1
410	в которой	1	1
411	именно к	1	1
412	но по	1	1
413	в возможности	1	1
414	время как	1	1
415	в полной	1	1
416	и со	1	1
417	утверждение это	1	1
418	одного слова	1	1
419	уже в	3	1
420	при таких	1	1
421	мы без	1	1
422	и говорить	2	1
423	не иметь	1	1
424	и на	1	1
425	слова вообще	2	1
426	между собой	1	1
427	нужен только	1	1
428	это действительно	1	1
429	всего этого	3	1
430	из окружающего	1	1
431	то мы	3	1
432	заключается не	2	1
433	а тем	2	1
434	бы иметь	1	1
435	только тогда	4	1
436	в общем	6	1
437	с совершенно	1	1
438	для всякой	1	1
439	совершенно ясно	2	1
440	отличие от	2	1
441	мы теперь	1	1
442	недостаточным в	1	1
443	форме и	1	1
444	один и	2	1
445	которые не	1	1
446	представим себе	1	1
447	метод и	1	1
448	и выражения	1	1
449	что как	3	1
450	очевидно на	1	1
451	словом в	1	1
452	нельзя было	1	1
453	перед нами	1	1
454	и где	1	1
455	то ясно	1	1
456	хотя и	5	1
457	и к	3	1
458	чего же	1	1
459	в смысл	1	1
460	еще на	2	1
461	реального смысла	1	1
462	мы получаем	1	1
463	все эти	7	1
464	учение о	2	1
465	чисто смысловом	1	1
466	раз в	1	1
467	эти однако	1	1
468	какое именно	2	1
469	зависимости от	8	1
470	ибо если	1	1
471	тому же	3	1
472	как он	2	1
473	но на	3	1
474	не могла	1	1
475	знания в	1	1
476	главным образом	2	1
477	при этом	6	1
478	он понимается	1	1
479	есть дело	1	1
480	формы но	2	1
481	действительно есть	1	1
482	в понимании	1	1
483	в принципе	1	1
484	не к	1	1
485	не как	2	1
486	том чтобы	4	1
487	такой смысл	1	1
488	быть с	2	1
489	мало того	1	1
490	одной и	1	1
491	его от	1	1
492	е на	2	1
493	смысле как	1	1
494	которая будучи	1	1
495	будем говорить	1	1
496	может понять	1	1
497	однако в	2	1
498	или иных	1	1
499	это конечно	2	1
500	быть настолько	1	1
501	какое же	2	1
502	пока мы	2	1
503	имеют в	1	1
504	конечно в	1	1
505	разница между	1	1
506	чтобы сама	1	1
507	на каком	1	1
508	е к	2	1
509	того или	3	1
510	по природе	1	1
511	которая как	1	1
512	он все	1	1
513	но проще	1	1
514	что сама	1	1
515	однако при	1	1
516	но вся	1	1
517	далеко не	5	1
518	есть очевидно	1	1
519	но лишь	1	1
520	не всегда	1	1
521	становится и	2	1
522	она была	1	1
523	и того	2	1
524	в научной	1	1
525	же я	1	1
526	одного и	2	1
527	стороны ее	1	1
528	самого последнего	1	1
529	от всякого	1	1
530	этом случае	4	1
531	мы конечно	1	1
532	и без	2	1
533	уже к	1	1
534	представить себе	1	1
535	является единственным	1	1
536	в котором	2	1
537	представление о	1	1
538	ничего в	1	1
539	то его	1	1
540	в отличие	2	1
541	они уже	1	1
542	свой смысл	1	1
543	от его	1	1
544	вовсе еще	1	1
545	только вторая	1	1
546	когда и	1	1
547	также должны	1	1
548	это относится	1	1
549	к нашему	1	1
550	на другую	1	1
551	тем самым	4	1
552	внимании к	1	1
553	перейти уже	1	1
554	и собственном	1	1
555	даже в	1	1
556	случае мы	1	1
557	нас к	2	1
558	например и	1	1
559	раз и	2	1
560	теперь остается	1	1
561	можно понимать	1	1
562	что с	1	1
563	от нас	2	1
564	есть прежде	1	1
565	предмет ее	1	1
566	дело не	2	1
567	не имеет	3	1
568	уже из	1	1
569	к новым	2	1
570	тогда и	1	1
571	о них	4	1
572	это еще	2	1
573	художественном слове	1	1
574	о природе	1	1
575	учения о	4	1
576	что самое	1	1
577	что звук	1	1
578	ровно ничего	1	1
579	такой случай	1	1
580	по своей	1	1
581	это слово	1	1
582	и звуки	1	1
583	и звук	1	1
584	сводится к	1	1
585	же смысл	1	1
586	должны иметь	1	1
587	только с	1	1
588	и делает	1	1
589	за ними	1	1
590	в каком	3	1
591	остановиться несколько	1	1
592	не могут	5	1
593	могут быть	6	1
594	совершенно особая	1	1
595	указать на	2	1
596	еще яснее	1	1
597	из весьма	1	1
598	понять что	1	1
599	но также	5	1
600	для обозначения	2	1
601	отказаться от	1	1
602	утверждать что	1	1
603	две разные	1	1
604	стоит на	1	1
605	им в	1	1
606	из всего	2	1
607	как не	1	1
608	что-то не	1	1
609	изменения в	1	1
610	на основе	1	1
611	то уже	1	1
612	и от	1	1
613	только не	1	1
614	чисто смысловых	1	1
615	то время	1	1
616	в пределах	2	1
617	не те	1	1
618	дано в	2	1
619	смысле но	1	1
620	выражения и	1	1
621	на том	2	1
622	и слава	1	1
623	до самого	1	1
624	природе своей	1	1
625	они могут	1	1
626	в другом	1	1
627	имею в	2	1
628	это вовсе	1	1
629	здесь как	2	1
630	есть также	2	1
631	когда в	2	1
632	имеется в	1	1
633	другое дело	1	1
634	же просто	1	1
635	или иной	7	1
636	будет уже	3	1
637	связанное с	1	1
638	и нужно	2	1
639	о нем	1	1
640	звук или	1	1
641	часть или	1	1
642	искусства и	1	1
643	вот почему	1	1
644	что существуют	1	1
645	таким же	1	1
646	есть собственно	1	1
647	последнего времени	2	1
648	а также	4	1
649	из ряда	2	1
650	они ничего	1	1
651	принципиально же	1	1
652	нас в	3	1
653	связь между	3	1
654	количество новых	1	1
655	язык и	2	1
656	от них	1	1
657	и всякая	1	1
658	нуждается в	1	1
659	е если	1	1
660	чем и	1	1
661	не надо	1	1
662	вслед за	1	1
663	что бы	1	1
664	в теории	1	1
665	а именно	3	1
666	общем смысле	1	1
667	когда говорят	1	1
668	дать в	1	1
669	но тут	1	1
670	что здесь	1	1
671	этом смысле	1	1
672	одного из	1	1
673	но с	1	1
674	сделать это	1	1
675	в двух	2	1
676	не стану	2	1
677	только одной	1	1
678	речи о	1	1
679	в поэтическом	1	1
680	в какой	3	1
681	тем или	1	1
682	которое мы	1	1
683	и так	1	1
684	всей жизни	1	1
685	деле не	2	1
686	к смыслу	1	1
687	не было	4	1
688	самое содержание	2	1
689	тот или	2	1
690	с одной	4	1
691	образом что	1	1
692	на мой	3	1
693	именно на	2	1
694	с какой	1	1
695	слов если	1	1
696	должен уметь	1	1
697	как само	1	1
698	конечно не	2	1
699	не можем	1	1
700	не знать	3	1
701	в виде	1	1
702	в начале	1	1
703	свидетельствует о	1	1
704	является не	1	1
705	при помощи	1	1
706	оно тоже	1	1
707	потому в	2	1
708	конечно нет	1	1
709	зрения на	3	1
710	очевидно что	3	1
711	структуры и	1	1
712	всяком случае	1	1
713	слова в	4	1
714	форм но	2	1
715	и один	1	1
716	вовсе не	5	1
717	не о	2	1
718	и будет	1	1
719	общения и	1	1
720	и вместе	1	1
721	поскольку я	1	1
722	только у	1	1
723	этих границ	1	1
724	и первая	1	1
725	до сих	8	1
726	которых мы	1	1
727	и прежде	1	1
728	от смысла	1	1
729	так вот	1	1
730	не состоит	1	1
731	то нельзя	2	1
732	в некоторых	2	1
733	одной стороны	4	1
734	оказывается недостаточным	1	1
735	сосредоточивается на	1	1
736	стать на	3	1
737	и самый	2	1
738	зависит от	1	1
739	к таким	1	1
740	есть лишь	1	1
741	одной книги	1	1
742	пр и	1	1
743	смысл этот	1	1
744	было сказано	1	1
745	я хочу	3	1
746	входить в	1	1
747	что каждый	1	1
748	смысл который	3	1
749	к другой	2	1
750	следовательно что	1	1
751	этот смысл	1	1
752	не сразу	1	1
753	из которых	1	1
754	мы опять	1	1
755	той и	1	1
756	если на	1	1
757	смысле этого	2	1
758	и объективная	1	1
759	таких условиях	1	1
760	по существу	3	1
761	на какие	1	1
762	может считаться	1	1
763	и другой	1	1
764	лежит в	1	1
765	том смысле	1	1
766	указанием на	1	1
767	поэтому когда	1	1
768	этого слова	4	1
769	и формы	1	1
770	слова и	7	1
771	сказать не	1	1
772	сих пор	8	1
773	их конкретной	1	1
774	речи еще	1	1
775	я мог	1	1
776	но для	3	1
777	вообще есть	1	1
778	а вот	2	1
779	от той	1	1
780	это можно	1	1
781	о котором	1	1
782	об искусстве	1	1
783	из сочетания	1	1
784	лишь как	1	1
785	понята как	1	1
786	у них	1	1
787	с уже	1	1
788	или нет	1	1
789	не понимая	1	1
790	вообще в	1	1
791	мы должны	3	1
792	которое конечно	1	1
793	и отвечает	1	1
794	на более	1	1
795	оно начинает	1	1
796	в целях	1	1
797	к самому	1	1
798	ясно также	1	1
799	одной из	1	1
800	абстрактным понятием	1	1
801	слово в	3	1
802	в моем	1	1
803	только как	4	1
804	другой стороны	3	1
805	в вышеприведенном	1	1
806	к его	2	1
807	от учения	1	1
808	язык есть	4	1
809	по одному	1	1
810	мы увидим	1	1
811	и идеи	1	1
812	только о	2	1
813	когда имеется	1	1
814	отношении обе	1	1
815	уже есть	1	1
816	к этой	1	1
817	чтобы эти	1	1
818	и эта	1	1
819	это понятие	1	1
820	что необходимо	1	1
821	в противоположность	1	1
822	к этому	1	1
823	думать что	1	1
824	в таком	4	1
825	они не	3	1
