N	2gram	Bakhtin_Fr_3	Hudozhes
400	мы люди	1	1
401	одном из	2	1
402	односторонней и	1	1
403	образом и	1	1
404	но он	2	1
405	видно что	4	1
406	и более	1	1
407	не могли	1	1
408	в конце	3	1
409	что сам	1	1
410	том же	2	1
411	слов о	1	1
412	случае мы	1	1
413	стороной их	1	1
414	раз и	1	1
415	и притом	1	1
416	самого начала	1	1
417	в направлении	1	1
418	дело в	2	1
419	ее с	1	1
420	на себе	1	1
421	было не	1	1
422	художественное открытие	1	1
423	можно судить	1	1
424	земли в	1	1
425	на язык	1	1
426	к концу	1	1
427	как она	1	1
428	слове и	1	1
429	такая же	1	1
430	в области	4	1
431	не слышит	2	1
432	ему не	2	1
433	мы узнаем	1	1
434	во все	3	1
435	и такие	2	1
436	отличается от	1	1
437	числе и	2	1
438	глубокое и	1	1
439	всего в	1	1
440	бы он	1	1
441	той или	2	1
442	все еще	1	1
443	время он	1	1
444	и своя	1	1
445	при анализе	2	1
446	потому не	1	1
447	а затем	1	1
448	смерти в	1	1
449	в себя	1	1
450	с самого	1	1
451	в дальнейшем	2	1
452	к смерти	1	1
453	на нее	1	1
454	времени и	2	1
455	особенно в	4	1
456	каждого из	1	1
457	в плоскости	1	1
458	участия в	1	1
459	движение жизни	1	1
460	аналогичное но	1	1
461	еще в	3	1
462	жизнь и	1	1
463	мы в	1	1
464	на что	1	1
465	в настоящее	1	1
466	по себе	1	1
467	начале этого	1	1
468	в разных	2	1
469	образом в	2	1
470	лишь то	1	1
471	он здесь	1	1
472	и здесь	4	1
473	только бы	1	1
474	настоящее время	1	1
475	и внутреннее	1	1
476	и что	1	1
477	рождения и	1	1
478	в значительной	3	1
479	нас в	2	1
480	второй половины	1	1
481	заключается в	1	1
482	места и	1	1
483	из толпы	1	1
484	не понимал	1	1
485	путь к	1	1
486	которых в	1	1
487	этот момент	1	1
488	по случаю	1	1
489	на одном	1	1
490	в другой	1	1
491	еще более	4	1
492	судить по	1	1
493	того что	1	1
494	быть и	1	1
495	по своей	1	1
496	в характеристике	2	1
497	и головой	1	1
498	обе эти	1	1
499	и одновременно	1	1
500	согласиться с	1	1
501	и потому	4	1
502	но как	2	1
503	узнаем что	1	1
504	важный для	1	1
505	например с	1	1
506	на мир	1	1
507	он слышит	1	1
508	похожа на	1	1
509	временем и	2	1
510	со всеми	5	1
511	так что	1	1
512	следил за	1	1
513	для всех	1	1
514	уже в	2	1
515	вернуться к	1	1
516	в нашей	2	1
517	в начале	3	1
518	не принимает	1	1
519	него и	2	1
520	рода ключом	1	1
521	участие в	1	1
522	превращаются в	1	1
523	следует что	1	1
524	ведь это	1	1
525	не для	1	1
526	так как	4	1
527	не сатирик	1	1
528	была еще	1	1
529	он мог	1	1
530	этом отношении	2	1
531	на том	1	1
532	были бы	1	1
533	нашем примере	3	1
534	и даже	4	1
535	и первая	1	1
536	и т.п	10	1
537	как художественного	1	1
538	а именно	1	1
539	наконец в	1	1
540	такое же	1	1
541	что бы	1	1
542	его смерти	1	1
543	на которых	1	1
544	до конца	6	1
545	более того	1	1
546	долгое время	1	1
547	там где	3	1
548	оборотная сторона	1	1
549	был тогда	1	1
550	мы пока	1	1
551	характеризуется в	1	1
552	не видит	4	1
553	этот рассказ	1	1
554	теперь он	2	1
555	и она	1	1
556	и самостоятельную	1	1
557	из форм	1	1
558	не сразу	1	1
559	в пределах	1	1
560	к жизни	2	1
561	чем в	1	1
562	приобщение к	1	1
563	ученики и	1	1
564	такого рода	3	1
565	в ранних	1	1
566	за рамки	1	1
567	это его	1	1
568	на свете	1	1
569	дело здесь	1	1
570	смысл в	2	1
571	и смерти	3	1
572	нее самой	1	1
573	слова и	2	1
574	этом случае	1	1
575	в условиях	2	1
576	но это	3	1
577	к двум	1	1
578	вокруг него	1	1
579	от нас	1	1
580	и весело	1	1
581	в ноги	1	1
582	мира и	1	1
583	каждый год	1	1
584	ее и	1	1
585	на языке	1	1
586	ключом к	1	1
587	по ходу	1	1
588	же в	1	1
589	за этим	4	1
590	в творчестве	1	1
591	не знает	1	1
592	другой стороны	1	1
593	не поверят	1	1
594	комического и	1	1
595	но когда	1	1
596	чем даже	1	1
597	первом случае	1	1
598	из этого	2	1
599	и жизнь	1	1
600	не нуждается	1	1
601	важно для	1	1
602	к этой	3	1
603	в своих	5	1
604	том числе	3	1
605	от которой	1	1
606	это в	2	1
607	который не	1	1
608	к этому	6	1
609	в таком	1	1
