N	2gram	Bakhtin_Fr_2	NovoeSre
168	средних веков	2	1
169	характер и	4	1
170	более широкого	1	1
171	в средневековой	1	1
172	перед лицом	2	1
173	этого мира	1	1
174	по преимуществу	2	1
175	и до	4	1
176	культуры на	1	1
177	был и	3	1
178	люди плохо	1	1
179	и этот	1	1
180	в образе	1	1
181	мы уже	6	1
182	и которые	1	1
183	во многом	1	1
184	и xv	1	1
185	еще в	2	1
186	люди создававшие	1	1
187	были людьми	1	1
188	с ним	4	1
189	можно сказать	2	1
190	века тогда	1	1
191	как я	1	1
192	не был	3	1
193	в виду	3	1
194	жизни это	3	1
195	в xix	3	1
196	она продолжает	1	1
197	на них	1	1
198	в покое	1	1
199	на их	1	1
200	в чем	1	1
201	и мира	1	1
202	одну эпоху	1	1
203	и во	4	1
204	нет у	1	1
205	на всех	1	1
206	не могут	1	1
207	своего рода	1	1
208	к нему	3	1
209	понять что	1	1
210	значение и	1	1
211	в его	18	1
212	в эти	1	1
213	менее всего	3	1
214	эту природу	1	1
215	себе и	2	1
216	лишь к	1	1
217	для борьбы	1	1
218	значение для	1	1
219	уже во	2	1
220	и ложь	1	1
221	и она	1	1
222	вся жизнь	1	1
223	в значительной	3	1
224	к которому	1	1
225	в своем	5	1
226	как например	1	1
227	в формах	2	1
228	что он	3	1
229	всего как	1	1
230	только в	13	1
231	во всем	3	1
232	от этого	1	1
233	в самом	3	1
234	характерная для	1	1
235	к чему	1	1
236	отрицание и	1	1
237	он в	1	1
238	из этих	5	1
239	приобретает характер	1	1
240	свой подлинный	1	1
241	людовика xiv	1	1
242	и у	1	1
243	мира но	1	1
244	уже в	5	1
245	в большинстве	1	1
246	ко времени	1	1
247	существования и	2	1
248	бог не	1	1
249	раньше чем	1	1
250	вера в	1	1
251	большинстве случаев	1	1
252	из них	3	1
253	шекспира и	1	1
254	для того	1	1
255	и их	1	1
256	этого нельзя	1	1
257	всяком случае	2	1
258	и когда	1	1
259	и нового	3	1
260	истории на	1	1
261	нуждается в	2	1
262	и иерархии	1	1
263	слова в	1	1
264	в конце	2	1
265	сложно и	1	1
266	который можно	1	1
267	те формы	1	1
268	бытия и	1	1
269	понимает эту	1	1
270	всех своих	1	1
271	людей и	1	1
272	тем что	4	1
273	средневековая культура	1	1
274	существенным моментом	1	1
275	в нее	1	1
276	в основу	1	1
277	но все	4	1
278	значительной степени	2	1
279	жить в	1	1
280	это значит	1	1
281	эпоху ренессанса	2	1
282	культуры но	2	1
283	значение в	4	1
284	не были	2	1
285	себе отношения	1	1
286	выходит за	1	1
287	из всех	1	1
288	а по	1	1
289	средневековья в	3	1
290	пришли к	1	1
291	в будущее	1	1
292	знает что	1	1
293	нельзя сказать	2	1
294	кончается и	1	1
295	было бы	3	1
296	это одна	1	1
297	он есть	1	1
298	а это	1	1
299	небесный свод	1	1
300	себя и	1	1
301	что не	1	1
302	но оно	1	1
303	что будет	1	1
304	для них	2	1
305	связано с	2	1
306	превращается в	3	1
307	в этой	10	1
308	не на	1	1
309	его было	1	1
310	власти и	2	1
311	и техники	1	1
312	не всегда	1	1
313	от мира	1	1
314	как ни	1	1
315	бороться за	1	1
316	была уже	1	1
317	долгое время	1	1
318	которыми так	1	1
319	когда она	1	1
320	ближе к	1	1
321	он и	1	1
322	и ему	1	1
323	во франции	8	1
324	и еще	2	1
325	эту эпоху	4	1
326	которые будут	1	1
327	в эту	5	1
328	в этих	4	1
329	во время	12	1
330	и старое	1	1
331	но если	1	1
332	и особенно	3	1
333	в такой	1	1
334	на это	1	1
335	другая сторона	1	1
336	во времена	1	1
337	к себе	1	1
338	в котором	1	1
339	и процесс	1	1
340	что вся	1	1
341	будущее и	1	1
342	одну из	2	1
343	в силу	1	1
344	времени не	1	1
345	но он	6	1
346	творчества и	1	1
347	о человеке	2	1
348	быть только	1	1
349	мы должны	2	1
350	и более	4	1
351	их в	3	1
352	что этот	1	1
353	жизни во	1	1
354	мира с	1	1
355	и вся	1	1
356	xiv и	1	1
357	будто бы	1	1
358	культуры мы	1	1
359	уже от	1	1
360	сих пор	4	1
361	так как	6	1
362	природу и	2	1
363	привела к	1	1
364	о формах	1	1
365	видят в	1	1
366	в сущности	8	1
367	истории более	1	1
368	в более	1	1
369	это уже	1	1
370	средневековье не	1	1
371	и отдельных	1	1
372	и имеет	1	1
373	до сих	4	1
374	основанная на	1	1
375	традиционные формы	1	1
376	жизни этих	1	1
377	формах и	2	1
378	которая в	1	1
379	свое высшее	1	1
380	но также	1	1
381	жизни весь	1	1
382	идут на	1	1
383	всего что	2	1
384	а во	1	1
385	они являются	2	1
386	средневековый человек	1	1
387	явление в	1	1
388	франции и	1	1
389	к ней	2	1
390	и его	17	1
391	века с	2	1
392	так называемый	1	1
393	все более	1	1
394	были еще	1	1
395	вступает в	1	1
396	что такова	1	1
397	смысле в	1	1
398	гораздо больше	1	1
399	культура была	1	1
400	в области	4	1
401	в свою	1	1
402	всего мира	1	1
403	на смену	1	1
404	время но	1	1
405	того же	1	1
406	характерны для	1	1
407	не та	1	1
408	направлена на	1	1
409	есть только	1	1
410	во все	2	1
411	средневековые люди	1	1
412	есть и	1	1
413	в которой	1	1
414	всегда есть	1	1
415	эти слова	1	1
416	на путь	1	1
417	т.е к	1	1
418	во всяком	2	1
419	оно не	1	1
420	как на	4	1
421	все что	2	1
422	он часто	1	1
