N	2gram	Tiupa_Hudo_1	Tvorches
239	в сфере	1	1
240	художественного произведения	3	1
241	это и	1	1
242	ты и	1	1
243	перед читателем	1	1
244	перед лицом	3	1
245	мы говорим	1	1
246	в первом	1	1
247	нас на	1	1
248	из его	1	1
249	действительности и	1	1
250	всех и	2	1
251	той же	1	1
252	еще нет	1	1
253	присутствующим в	1	1
254	ее что-то	1	1
255	из всего	1	1
256	случае это	1	1
257	из своих	1	1
258	комизма в	1	1
259	и абсолютная	1	1
260	до минимума	1	1
261	этом не	1	1
262	со смертью	1	1
263	не была	1	1
264	не вполне	2	1
265	это отношение	3	1
266	как я	1	1
267	их смысла	1	1
268	личности с	2	1
269	предстает как	1	1
270	свою очередь	2	1
271	между собой	2	1
272	с его	6	1
273	во всех	3	1
274	связи между	1	1
275	иного рода	1	1
276	суда над	1	1
277	еще одним	1	1
278	и читателей	2	1
279	а тем	1	1
280	но как	2	1
281	а только	4	1
282	не все	2	1
283	если в	1	1
284	более крупные	1	1
285	искусство в	1	1
286	в комедии	2	1
287	в жизни	2	1
288	отношение к	5	1
289	или иное	1	1
290	с патетикой	1	1
291	и эстетического	1	1
292	сама жизнь	1	1
293	глаза ее	1	1
294	в рамках	8	1
295	автора в	1	1
296	что приводит	1	1
297	перед нами	1	1
298	встрече с	1	1
299	как уже	2	1
300	и как	3	1
301	говорит что	2	1
302	автора мы	1	1
303	и к	3	1
304	в противоположность	3	1
305	сливается с	1	1
306	что это	1	1
307	всего романа	1	1
308	в известном	1	1
309	представляет собой	10	1
310	за это	1	1
311	из этих	3	1
312	замысла и	1	1
313	что автор	1	1
314	с их	2	1
315	на стадии	1	1
316	после чего	1	1
317	на то	1	1
318	к эстетическому	1	1
319	в случае	1	1
320	героя к	1	1
321	не говорит	1	1
322	он ни	1	1
323	эта система	1	1
324	как пишет	1	1
325	в силу	1	1
326	уже говорилось	1	1
327	на свое	1	1
328	наших глазах	2	1
329	мире на	1	1
330	я с	5	1
331	слова не	1	1
332	в каждом	1	1
333	что все	1	1
334	значение в	1	1
335	по бахтину	2	1
336	а по	1	1
337	мыслится как	1	1
338	художественный образ	1	1
339	входит в	4	1
340	того или	3	1
341	заключается в	2	1
342	его личности	1	1
343	было бы	1	1
344	должен был	1	1
345	по себе	2	1
346	мог бы	3	1
347	ни в	5	1
348	в них	2	1
349	нет в	1	1
350	мир глазами	1	1
351	жизни то	2	1
352	за пределами	3	1
353	всю жизнь	1	1
354	как видно	1	1
355	жизни но	2	1
356	ведет к	1	1
357	это переживание	1	1
358	должно быть	1	1
359	перед собой	1	1
360	вошел в	1	1
361	в этих	3	1
362	о ком	1	1
363	за свою	1	1
364	авторской идеи	1	1
365	в ходе	5	1
366	от своего	2	1
367	над тем	1	1
368	сам и	1	1
369	не первым	1	1
370	говорил о	1	1
371	всякий раз	2	1
372	и о	3	1
373	войне и	2	1
374	образом и	2	1
375	но он	3	1
376	и более	2	1
377	произведения в	1	1
378	однако в	4	1
379	в таких	1	1
380	превращая его	1	1
381	зрения и	1	1
382	даже в	3	1
383	и достоевского	1	1
384	нас к	1	1
385	тому что	2	1
386	отдельно от	1	1
387	содержит в	1	1
388	автора и	3	1
389	виду что	1	1
390	для меня	2	1
391	на земле	1	1
392	некоторого рода	1	1
393	дело в	1	1
394	карамазова в	1	1
395	героев и	1	1
396	точно так	1	1
397	но только	1	1
398	это еще	1	1
399	себе самом	1	1
400	мышления и	1	1
401	не имеет	1	1
402	а сама	1	1
403	пойдет о	1	1
404	жизни не	1	1
405	и соответственно	2	1
406	в русском	1	1
407	или его	1	1
408	о юморе	1	1
409	и мире	2	1
410	и является	1	1
411	жизни как	3	1
412	мире и	2	1
413	в центр	1	1
414	окна и	1	1
415	как будто	1	1
416	момент для	1	1
417	именно потому	1	1
418	в подобном	1	1
419	в области	6	1
420	ему не	1	1
421	перед ним	1	1
422	и со	1	1
423	в момент	2	1
424	будущее в	1	1
425	не могут	1	1
426	заметил что	1	1
427	числе и	1	1
428	является одним	1	1
429	к тому	4	1
430	всего что	1	1
431	той или	4	1
432	в поле	1	1
433	ролью в	1	1
434	на это	1	1
435	говоря словами	5	1
436	быть назван	1	1
437	однако по	1	1
438	должен быть	1	1
439	для себя	2	1
440	на наших	2	1
441	представляют собой	1	1
442	и кому	1	1
443	именно эту	1	1
444	как мы	1	1
445	у себя	1	1
446	меня в	1	1
447	событий в	1	1
448	персонаж не	1	1
449	в структуре	3	1
450	на основе	2	1
451	для читателя	2	1
452	его поступки	1	1
453	то или	1	1
454	мысль о	1	1
455	смерти в	1	1
456	только то	1	1
457	в себя	2	1
458	основания для	1	1
459	то время	1	1
460	в пределах	3	1
461	автора не	1	1
462	собой например	1	1
463	не с	2	1
464	сознаний в	1	1
465	собой в	1	1
466	что от	1	1
467	с героем	1	1
468	и делают	1	1
469	означает что	1	1
470	с человеком	1	1
471	в виду	5	1
472	жизненная позиция	1	1
473	из условий	1	1
474	произведения как	3	1
475	и здесь	1	1
476	это происходит	1	1
477	в другом	3	1
478	в поэзии	1	1
479	столь же	1	1
480	с одной	2	1
481	лишь в	4	1
482	может не	1	1
483	мы понимаем	1	1
484	в конечном	5	1
485	от автора	1	1
486	от него	1	1
487	каждом из	1	1
488	и авторской	1	1
489	русской литературе	2	1
490	своей сути	1	1
491	с матерью	1	1
492	не сводится	5	1
493	в художественной	2	1
494	при котором	1	1
495	центр художественного	1	1
496	от всех	1	1
497	и мир	1	1
498	с лизой	1	1
499	известном смысле	1	1
500	в формах	2	1
501	поле зрения	1	1
502	и одновременно	5	1
503	образов и	1	1
504	в тексте	9	1
505	нуждается в	1	1
506	то в	2	1
507	может оказаться	2	1
508	такое же	1	1
509	который в	2	1
510	или же	1	1
511	на мир	1	1
512	души и	1	1
513	без этого	1	1
514	от одной	1	1
515	связи с	1	1
516	этом что	1	1
517	а напротив	1	1
518	сознание как	1	1
519	является не	1	1
520	смысла в	1	1
521	не дает	1	1
522	конечном счете	5	1
523	что сама	2	1
524	не составляет	1	1
525	и мотивов	1	1
526	говорит ему	1	1
527	от горя	1	1
528	при всей	1	1
529	бытия и	1	1
530	есть его	1	1
531	как раз	3	1
532	автора как	2	1
533	следует признать	1	1
534	на деле	3	1
535	что и	2	1
536	со стороны	2	1
537	или иной	7	1
538	говорим о	1	1
539	и прежде	1	1
540	восприятие мира	1	1
541	он обнаруживает	1	1
542	толпы так	1	1
543	что для	1	1
544	позиция автора	2	1
545	как ни	1	1
546	одну из	1	1
547	и я	1	1
548	когда же	1	1
549	в различных	1	1
550	жизнь в	1	1
551	художественного целого	3	1
552	в связи	1	1
553	нет никаких	1	1
554	на фоне	1	1
555	является его	1	1
556	нее как	1	1
557	и особенно	2	1
558	но кто	1	1
559	я уже	1	1
560	как это	5	1
561	человека к	3	1
562	литературы но	1	1
563	требует от	1	1
564	нимало не	1	1
565	его личной	1	1
566	для искусства	2	1
567	он говорит	1	1
568	после его	1	1
569	может как	1	1
570	искусства но	3	1
571	двух сыновей	1	1
572	такого рода	10	1
573	быть определен	1	1
574	духовной жизни	1	1
575	текста как	3	1
576	и такие	1	1
577	этого слова	2	1
578	автором и	1	1
579	такова же	1	1
580	личность как	1	1
581	отличается от	2	1
582	характерные для	1	1
583	над его	1	1
584	литературе в	1	1
585	писал в	1	1
586	и для	2	1
587	объекта и	3	1
588	и литературные	1	1
589	пределами текста	1	1
590	к автору	1	1
591	и право	1	1
592	в результате	1	1
593	мифа миф	1	1
594	себя самого	1	1
595	жить и	2	1
596	к различным	1	1
597	действительной жизни	1	1
598	следит за	1	1
599	тот же	1	1
600	отношении к	2	1
601	не есть	1	1
602	можно строить	1	1
603	по поводу	1	1
604	о своем	1	1
605	в свою	3	1
606	между ними	4	1
607	не знает	3	1
608	сказать что	4	1
609	не быть	1	1
610	была бы	3	1
611	вследствие его	1	1
612	мире без	1	1
613	или иного	3	1
614	между автором	1	1
615	ее восприятия	1	1
616	ни был	2	1
617	частности в	1	1
618	собой лишь	1	1
619	и другие	2	1
620	того времени	1	1
621	и свою	1	1
622	том числе	2	1
623	однако все	2	1
