N	2gram	Tiupa_Lite_3	Dialekti
470	оно не	2	1
471	то ни	2	1
472	к жизни	2	1
473	ни даже	1	1
474	и о	1	1
475	более не	1	1
476	в молодости	1	1
477	но при	1	1
478	здесь не	2	1
479	своего существа	1	1
480	чтобы быть	1	1
481	со мною	1	1
482	это путь	2	1
483	котором мы	1	1
484	бытия которая	1	1
485	на нее	1	1
486	себя что	1	1
487	здесь как	2	1
488	одного из	2	1
489	здесь нет	1	1
490	к его	1	1
491	еще в	3	1
492	она была	1	1
493	и на	2	1
494	таких примеров	1	1
495	жизненных явлений	1	1
496	быть может	2	1
497	по мере	1	1
498	надо в	1	1
499	познания и	1	1
500	искусства и	3	1
501	времени тогда	1	1
502	внимание на	2	1
503	все прочие	1	1
504	миф в	1	1
505	возможен и	1	1
506	и умирает	1	1
507	нас в	1	1
508	нет у	1	1
509	нас а	1	1
510	и смыслом	1	1
511	мне моя	1	1
512	целиком в	1	1
513	во всей	2	1
514	ему все	1	1
515	них в	1	1
516	в художественной	1	1
517	и всякое	1	1
518	если это	2	1
519	в литературе	1	1
520	людей а	1	1
521	но с	2	1
522	год и	1	1
523	время в	2	1
524	и духовная	1	1
525	и одновременно	2	1
526	не имеет	1	1
527	во всем	1	1
528	к их	1	1
529	и действительно	1	1
530	ему и	1	1
531	сознания как	1	1
532	но между	1	1
533	именно на	1	1
534	в эти	1	1
535	где-то в	1	1
536	пор все	1	1
537	только на	1	1
538	ее а	1	1
539	то и	1	1
540	существу своему	1	1
541	оно в	1	1
542	но совершенно	1	1
543	ту или	1	1
544	остаются в	1	1
545	мне но	1	1
546	с собою	1	1
547	для меня	2	1
548	при всей	1	1
549	друг друга	1	1
550	у него	1	1
551	случае не	1	1
552	содержанием в	1	1
553	природы а	2	1
554	и вместе	2	1
555	иную вещь	1	1
556	только мне	1	1
557	это будет	2	1
558	жизнь как	2	1
559	из двух	1	1
560	или иной	2	1
561	даже не	1	1
562	как у	4	1
563	сюда же	1	1
564	и тех	1	1
565	на то	2	1
566	а эти	1	1
567	еще и	2	1
568	наконец в	3	1
569	опыта но	1	1
570	и души	1	1
571	себя и	2	1
572	одних и	1	1
573	в живом	2	1
574	и зимою	1	1
575	противоположность как	1	1
576	связано с	1	1
577	только по	1	1
578	превращается в	1	1
579	одной стороны	4	1
580	из тех	1	1
581	ничем не	1	1
582	что несмотря	1	1
583	в руках	1	1
584	свое собственное	1	1
585	там где	3	1
586	и ему	1	1
587	все более	2	1
588	нет ничего	1	1
589	порождает и	1	1
590	как жизнь	1	1
591	себе самому	3	1
592	уходила в	1	1
593	над ним	1	1
594	что за	1	1
595	тому как	3	1
596	как средство	1	1
597	по существу	4	1
598	рук и	1	1
599	расхождение с	1	1
600	и всех	1	1
601	с этой	2	1
602	нового человека	1	1
603	с бытием	1	1
604	слова и	1	1
605	своей жизни	2	1
606	только для	3	1
607	не об	1	1
608	это последнее	2	1
609	реальность а	1	1
610	это уж	1	1
611	по дороге	2	1
612	на мой	1	1
613	самое существо	1	1
614	мыслимой как	1	1
615	время его	1	1
616	личного бытия	1	1
617	в его	6	1
618	я всегда	1	1
619	мира и	2	1
620	еще раз	2	1
621	человек и	1	1
622	здесь я	1	1
623	себя самого	1	1
624	лишь как	1	1
625	не должен	1	1
626	ибо в	1	1
627	я даже	1	1
628	и земли	1	1
629	все они	2	1
630	все остальные	1	1
631	я в	7	1
632	сознания так	1	1
633	которая на	1	1
634	не знает	2	1
635	в живописи	1	1
636	по причине	1	1
637	мой путь	3	1
638	из этого	1	1
639	который не	1	1
640	вещи есть	1	1
641	небо и	1	1
642	невозможна без	1	1
643	как на	3	1
644	от самого	1	1
