N	2gram	Tiupa_Teor_1	Istorich
195	ведет к	1	2
196	должно быть	1	2
197	и конец	1	2
198	на первый	1	2
199	для него	2	2
200	рассматриваем как	1	2
201	в такой	1	2
202	в отличие	6	2
203	таких случаях	2	2
204	однако в	7	2
205	на материал	1	2
206	еще один	1	2
207	в таких	1	2
208	в русской	6	2
209	по своей	3	2
210	не по	1	2
211	окна и	1	2
212	не могут	2	2
213	в области	4	2
214	это происходит	1	2
215	указывает на	1	2
216	отказаться от	1	2
217	на это	1	2
218	быть назван	1	2
219	на вопрос	1	2
220	в ее	5	2
221	приводит к	5	2
222	на нее	1	2
223	в композиции	1	2
224	что от	1	2
225	мы в	2	2
226	с героем	1	2
227	не содержит	1	2
228	между тем	5	2
229	в конечном	6	2
230	во всей	1	2
231	и только	1	2
232	с той	1	2
233	тот же	1	2
234	одной из	2	2
235	дело с	1	2
236	но этим	1	2
237	их не	1	2
238	по этому	1	2
239	себя в	6	2
240	для всех	1	2
241	ни было	1	2
242	никто не	2	2
243	вовсе не	3	2
244	говорит в	2	2
245	как раз	2	2
246	в особенности	1	2
247	видно из	1	2
248	со стороны	2	2
249	еще и	1	2
250	с ней	1	2
251	а с	3	2
252	что не	1	2
253	говорит о	1	2
254	не на	2	2
255	не означает	1	2
256	смерти но	1	2
257	что явление	1	2
258	этих случаях	1	2
259	как бы	5	2
260	это явление	1	2
261	еще одна	1	2
262	не существует	1	2
263	и от	1	2
264	бы в	1	2
265	ни к	3	2
266	между ними	4	2
267	в рамках	7	2
268	была бы	3	2
269	из этого	1	2
270	в частности	16	2
271	это было	2	2
272	можно назвать	1	2
273	значения этого	1	1
274	можно говорить	1	1
275	также что	1	1
276	обращена к	1	1
277	неотделима от	1	1
278	художественного произведения	4	1
279	связана с	1	1
280	а весь	1	1
281	и то	2	1
282	еще два	1	1
283	тем же	1	1
284	последней главе	1	1
285	в первом	2	1
286	ту же	1	1
287	и чрезвычайно	1	1
288	из его	1	1
289	те же	1	1
290	противном случае	1	1
291	между ним	1	1
292	и больше	2	1
293	в году	1	1
294	есть не	1	1
295	из всего	1	1
296	обратимся к	1	1
297	например если	1	1
298	из дальнейшего	1	1
299	говорить о	3	1
300	на себя	2	1
301	в полной	1	1
302	не упоминается	1	1
303	совершает свои	1	1
304	все виды	1	1
305	прозрачна и	1	1
306	частности оттенки	1	1
307	иное как	1	1
308	иных случаях	1	1
309	совсем не	1	1
310	но как	1	1
311	в сторону	1	1
312	одной общей	1	1
313	герой не	3	1
314	вступают в	1	1
315	пользуется ею	1	1
316	или иное	1	1
317	отнюдь не	3	1
318	и я	1	1
319	к какой	1	1
320	себя за	1	1
321	не входят	1	1
322	если она	1	1
323	независимо от	1	1
324	контрастирующая с	1	1
325	данного типа	1	1
326	в противном	1	1
327	целый ряд	1	1
328	по пути	3	1
329	а со	1	1
330	и к	3	1
331	имеет в	2	1
332	в противоположность	2	1
333	то в	2	1
334	со своей	3	1
335	еще на	1	1
336	в которой	2	1
337	образом и	1	1
338	за это	1	1
339	в нашем	4	1
340	из этих	3	1
341	одном случае	1	1
342	животного в	1	1
343	рассказ о	2	1
344	но он	3	1
345	говорят о	1	1
346	ее как	1	1
347	в наших	1	1
348	духовной культуры	2	1
349	эта деталь	1	1
350	литература которую	1	1
351	в реальной	1	1
352	на одну	1	1
353	более сложные	1	1
354	необходимо для	1	1
355	содержит в	1	1
356	и ситуации	1	1
357	подобно тому	1	1
358	говорит следующее	1	1
359	встречаются в	1	1
360	собственно говоря	1	1
361	является не	1	1
362	все с	1	1
363	или иных	3	1
364	с такими	1	1
365	значительной степени	1	1
366	могла бы	2	1
367	том случае	1	1
368	несколько иной	1	1
369	которая при	1	1
370	времени и	2	1
371	того или	3	1
372	ответственность за	1	1
373	дело здесь	1	1
374	этом смысле	2	1
375	но их	3	1
376	чаще всего	1	1
377	в жизни	2	1
378	в них	2	1
379	соответствии с	2	1
380	и вся	1	1
381	и некоторые	2	1
382	с я	1	1
383	перед собой	1	1
384	вошел в	1	1
385	в своей	6	1
386	это делает	1	1
387	от себя	3	1
388	от его	1	1
389	всякий раз	2	1
390	объекта или	1	1
391	и мотивов	1	1
392	друг другу	1	1
393	героя но	1	1
394	не могли	1	1
395	и наоборот	1	1
396	известным нам	1	1
397	это особенно	1	1
398	случае мы	1	1
399	тому что	2	1
400	в отношении	3	1
401	без его	1	1
402	с которой	1	1
403	она не	1	1
404	и притом	2	1
405	материала в	2	1
406	иметь в	1	1
407	что иное	1	1
408	того чтобы	1	1
409	это еще	1	1
410	всей его	1	1
411	вытекает из	1	1
412	имеются и	2	1
413	эта сторона	1	1
414	имеем дело	2	1
415	литературе в	1	1
416	о ней	2	1
417	с одним	1	1
418	на себе	1	1
419	ничто не	1	1
420	что речь	1	1
421	входят в	1	1
422	бы несколько	1	1
423	в каком	1	1
424	ему не	1	1
425	трагедии софокла	1	1
426	у нас	2	1
427	известной степени	3	1
428	телу или	1	1
429	это правило	1	1
430	родного дома	1	1
431	всего что	1	1
432	в поле	1	1
433	этом они	1	1
434	оно не	1	1
435	и это	2	1
436	но по	1	1
437	в виду	5	1
438	меня в	1	1
439	как один	1	1
440	каждой из	1	1
441	реальной действительности	1	1
442	только то	1	1
443	в себя	3	1
444	или для	1	1
445	зрения не	1	1
446	с собой	1	1
447	здесь как	1	1
448	или их	1	1
449	оказывается хозяйкой	1	1
450	в последней	1	1
451	строго говоря	1	1
452	собой и	1	1
453	из других	1	1
454	на весьма	1	1
455	герой из	1	1
456	сводится к	5	1
457	именно потому	1	1
458	а также	6	1
459	в самой	2	1
460	при котором	1	1
461	никак не	1	1
462	в глаза	2	1
463	в новую	1	1
464	после того	1	1
465	в значительной	1	1
466	второй половины	1	1
467	а у	1	1
468	путь к	1	1
469	тем или	1	1
470	также еще	1	1
471	однако с	2	1
472	но дело	1	1
473	стоит и	1	1
474	ним и	1	1
475	из своего	1	1
476	в другой	1	1
477	также в	1	1
478	у одного	2	1
479	первых же	1	1
480	о своих	1	1
481	из видов	1	1
482	происходит в	1	1
483	в формах	2	1
484	на которой	1	1
485	но с	1	1
486	в тексте	14	1
487	с появлением	1	1
488	природой и	1	1
489	даже если	1	1
490	который в	2	1
491	самые разнообразные	1	1
492	и ее	3	1
493	язык а	1	1
494	и жизни	1	1
495	оказывается в	3	1
496	своего рода	7	1
497	только на	1	1
498	которых можно	1	1
499	мышления и	2	1
500	к каким	1	1
501	слова в	2	1
502	висит на	3	1
503	в прошлом	1	1
504	в конце	2	1
505	у нее	1	1
506	с этими	1	1
507	у него	1	1
508	в соответствии	3	1
509	жизни что	1	1
510	ее на	1	1
511	но из	1	1
512	для того	1	1
513	но она	2	1
514	момент в	1	1
515	на примере	1	1
516	и глубже	1	1
517	не обязательно	1	1
518	до известной	2	1
519	том чем	1	1
520	было и	1	1
521	однако что	1	1
522	что для	1	1
523	быть названо	2	1
524	стадии культуры	1	1
525	не было	1	1
526	не касаться	1	1
527	не решает	1	1
528	не сама	1	1
529	могут служить	2	1
530	что из	1	1
531	тому как	1	1
532	в иных	1	1
533	ему или	1	1
534	и приобретает	1	1
535	а при	1	1
536	непосредственно от	1	1
537	куда же	1	1
538	к жизни	2	1
539	такого рода	8	1
540	или иного	3	1
541	могут изучаться	1	1
542	шире и	1	1
543	именно о	1	1
544	я с	5	1
545	и более	1	1
546	в это	1	1
547	этого слова	3	1
548	она состоит	1	1
549	поэтому у	1	1
550	и обычая	1	1
551	в более	1	1
552	глубже чем	1	1
553	к пониманию	1	1
554	на время	1	1
555	котором он	1	1
556	и другими	1	1
557	в результате	1	1
558	именно такого	1	1
559	которая в	1	1
560	тот кто	2	1
561	хотя и	3	1
562	или иным	3	1
563	также может	1	1
564	это может	1	1
565	пришлось бы	1	1
566	она же	1	1
567	в мировом	1	1
568	тех или	3	1
569	видим в	2	1
570	в системе	1	1
571	совершенно не	1	1
572	быть признано	1	1
573	жизни а	1	1
574	не сами	1	1
575	имена в	1	1
576	первом случае	1	1
577	не что	1	1
578	только о	1	1
579	к числу	1	1
580	таким же	1	1
581	облечена в	1	1
582	в роли	3	1
583	лес не	1	1
