N	2gram	Losev_Dial_3	Tragedij
221	этом мире	1	1
222	и по	2	1
223	на этом	2	1
224	на свете	3	1
225	таким образом	13	1
226	от нее	1	1
227	факт что	1	1
228	им как	1	1
229	видит что	1	1
230	вещей это	1	1
231	и чтобы	2	1
232	на ту	1	1
233	это было	3	1
234	времени так	1	1
235	известно что	1	1
236	виде что	1	1
237	быть не	2	1
238	а это	1	1
239	непроходимой пропастью	1	1
240	на свои	3	1
241	они только	1	1
242	в них	5	1
243	что ему	1	1
244	этого не	2	1
245	которой он	1	1
246	когда я	1	1
247	с такой	1	1
248	и ко	1	1
249	но я	1	1
250	или вообще	1	1
251	не выдерживает	1	1
252	но если	6	1
253	и при	1	1
254	к истории	2	1
255	взгляд на	1	1
256	в такой	1	1
257	почти не	1	1
258	в котором	1	1
259	с своими	1	1
260	представление о	1	1
261	миф о	3	1
262	где на	1	1
263	стало быть	9	1
264	нее самой	1	1
265	и вот	2	1
266	но он	1	1
267	тем не	10	1
268	того кто	3	1
269	по себе	20	1
270	тому что	4	1
271	не менее	11	1
272	вплоть до	1	1
273	ну да	1	1
274	что эта	1	1
275	она не	3	1
276	вместе и	1	1
277	впадает в	1	1
278	считает что	1	1
279	на котором	2	1
280	того как	1	1
281	это хорошо	1	1
282	тогда и	2	1
283	с своим	1	1
284	но только	4	1
285	он с	1	1
286	только не	10	1
287	в самой	1	1
288	и притом	5	1
289	не правда	1	1
290	к ней	1	1
291	по своей	1	1
292	для нас	2	1
293	связи с	1	1
294	без их	1	1
295	входят в	1	1
296	что на	1	1
297	ли это	1	1
298	ну а	2	1
299	перед ним	1	1
300	в стиле	1	1
301	вопросу об	1	1
302	могут быть	2	1
303	уже было	1	1
304	что оно	7	1
305	его с	1	1
306	за что	1	1
307	не есть	54	1
308	как некое	1	1
309	утверждать что	6	1
310	в применении	1	1
311	на нечто	1	1
312	вы не	6	1
313	образы и	1	1
314	как мы	2	1
315	и о	3	1
316	отца он	1	1
317	не хочу	1	1
318	всего этого	2	1
319	умирает в	1	1
320	во многом	1	1
321	и глубоким	1	1
322	на них	2	1
323	быть может	3	1
324	говорил что	2	1
325	но может	1	1
326	вот почему	1	1
327	на вопрос	1	1
328	она всегда	2	1
329	и который	1	1
330	по вопросу	1	1
331	чтобы не	1	1
332	мы понимаем	1	1
333	нет это	2	1
334	от него	1	1
335	все в	1	1
336	я вижу	3	1
337	есть с	1	1
338	все время	3	1
339	необыкновенное и	1	1
340	и она	2	1
341	нет он	1	1
342	для самого	1	1
343	того что	12	1
344	он есть	3	1
345	в третий	2	1
346	его собственная	1	1
347	оказалось что	2	1
348	только в	5	1
349	во всем	3	1
350	как нечто	1	1
351	в обществе	1	1
352	с одной	3	1
353	вот что	1	1
354	и хочу	1	1
355	есть в	3	1
356	только на	7	1
357	чтобы он	1	1
358	и чисто	2	1
359	мы отнюдь	1	1
360	но от	1	1
361	в общем	1	1
362	одно из	5	1
363	всяком случае	2	1
364	чтобы она	2	1
365	и бешенство	1	1
366	в такое	1	1
367	к ним	1	1
368	в x	1	1
369	характерны для	1	1
370	ведь уже	1	1
371	в особенности	7	1
372	таком виде	1	1
373	даже не	6	1
374	вопрос об	3	1
375	именно в	2	1
376	в каких	1	1
377	близок к	1	1
378	времени x	1	1
379	что не	5	1
380	обратиться к	1	1
381	не было	3	1
382	– в	6	1
383	а не	26	1
384	его как	3	1
385	не смог	1	1
386	в связи	1	1
387	я хочу	1	1
388	ни за	1	1
389	о себе	2	1
390	вместе с	1	1
391	исходит от	2	1
392	и потому	2	1
393	как сейчас	1	1
394	если так	1	1
395	нем ничего	1	1
396	применении к	1	1
397	него есть	1	1
398	для понимания	1	1
399	с этой	5	1
400	и от	3	1
401	в условиях	2	1
402	на одной	1	1
403	он сказал	1	1
404	очевидно нет	2	1
405	самое главное	1	1
406	об отношении	1	1
407	в результате	1	1
408	тот кто	1	1
409	о нем	4	1
410	это часто	1	1
411	это может	1	1
412	из себя	2	1
413	бы в	2	1
414	и совершенно	1	1
415	хотя бы	4	1
416	превратился в	2	1
417	только что	4	1
418	сказал что	1	1
419	очень хорошо	1	1
420	к ее	1	1
421	совершенно не	2	1
422	при его	3	1
423	эти же	1	1
424	т е	48	1
425	что под	1	1
426	есть и	12	1
427	может ли	3	1
428	но еще	2	1
429	к этой	2	1
430	и эта	1	1
431	это понятие	1	1
432	во всяком	2	1
