N	2gram	Tiupa_Narr_2	KulturaY
137	что именно	1	3
138	и к	6	3
139	бы и	1	3
140	что это	4	3
141	бы не	1	3
142	тому же	4	3
143	он не	5	3
144	и с	1	3
145	зрения на	2	3
146	с этой	3	3
147	в которых	1	3
148	имеет смысл	1	3
149	и более	2	3
150	в отношении	1	3
151	она не	1	3
152	в то	5	3
153	как о	2	3
154	не имеет	2	3
155	на него	5	3
156	в процессе	2	3
157	в структуре	1	3
158	должна быть	2	3
159	говорить и	1	3
160	не по	1	3
161	в каком	1	3
162	всего следует	1	3
163	слово есть	1	3
164	в результате	2	3
165	но и	15	3
166	это не	3	3
167	может иметь	1	3
168	этот вопрос	1	3
169	в какой	4	3
170	как же	1	3
171	а лишь	1	3
172	на мой	1	3
173	я в	5	3
174	в данной	1	3
175	ни в	1	3
176	могло бы	2	3
177	человеческого общения	1	3
178	именно в	2	3
179	а именно	1	3
180	а с	2	3
181	xix века	1	3
182	смысловом отношении	1	3
183	того или	3	3
184	но для	2	3
185	мой взгляд	1	3
186	к тому	9	3
187	мы должны	1	3
188	или иного	3	3
189	речи как	1	3
190	по поводу	2	3
191	они не	2	3
192	таком случае	1	2
193	было как	1	2
194	тем же	1	2
195	к другому	2	2
196	отношению к	5	2
197	п все	1	2
198	одним и	1	2
199	на материале	1	2
200	мы имеем	3	2
201	смысле можно	1	2
202	на себя	1	2
203	подчеркнуть что	2	2
204	и говорить	1	2
205	быть в	1	2
206	здесь не	2	2
207	а тем	1	2
208	не все	2	2
209	отличие от	5	2
210	не просто	1	2
211	за пределы	1	2
212	что они	3	2
213	относится к	1	2
214	языка и	1	2
215	более чем	2	2
216	как к	3	2
217	когда он	1	2
218	и как	1	2
219	имеет в	1	2
220	более или	1	2
221	самое важное	1	2
222	но в	6	2
223	для которого	1	2
224	очень много	1	2
225	в известном	3	2
226	как он	2	2
227	так сказать	3	2
228	если же	1	2
229	состоит в	12	2
230	на этом	1	2
231	что все	1	2
232	на протяжении	5	2
233	я все	1	2
234	приходит в	1	2
235	не понимают	1	2
236	как об	1	2
237	становится и	1	2
238	и того	3	2
239	одного и	1	2
240	или менее	1	2
241	в этих	1	2
242	и без	1	2
243	в котором	5	2
244	в отличие	5	2
245	мысли и	1	2
246	своего рода	9	2
247	точку зрения	3	2
248	однако в	2	2
249	раз и	1	2
250	что есть	1	2
251	к такой	1	2
252	не о	1	2
253	может служить	2	2
254	дело не	1	2
255	это еще	1	2
256	до их	1	2
257	по своему	2	2
258	более что	1	2
259	никак не	3	2
260	такая же	1	2
261	но мы	1	2
262	на том	3	2
263	совершенно иной	1	2
264	к его	3	2
265	когда в	1	2
266	все те	2	2
267	и здесь	2	2
268	внимание на	3	2
269	можно сказать	6	2
270	эти два	2	2
271	а потому	1	2
272	известном смысле	3	2
273	в двух	1	2
274	может оказаться	2	2
275	деле не	1	2
276	именно на	1	2
277	в качестве	14	2
278	то и	3	2
279	ни одного	1	2
280	он имеет	1	2
281	а то	2	2
282	в одном	1	2
283	то у	3	2
284	следует подчеркнуть	3	2
285	только что	2	2
286	на этот	1	2
287	не означает	1	2
288	о чем	2	2
289	что мы	1	2
290	чем же	1	2
291	в частности	11	2
292	вместе с	1	2
293	так же	2	2
294	тому как	2	2
295	иначе говоря	7	2
296	еще раз	1	2
297	все это	1	2
298	каждой из	1	2
299	не с	1	2
300	еще более	1	2
301	функции не	1	2
302	не знает	1	2
303	в кругу	1	2
304	это так	1	2
305	во всяком	1	2
306	не иначе	1	1
307	говоря о	1	1
308	отношения к	1	1
309	например в	1	1
310	же как	2	1
311	в движение	1	1
312	мере в	2	1
313	далее и	1	1
314	между двумя	1	1
315	но чего	1	1
316	жизни есть	1	1
317	содержанию в	1	1
318	с таким	2	1
319	и ничего	1	1
320	нам в	3	1
321	именно к	1	1
322	оба эти	1	1
323	время как	1	1
324	но она	1	1
325	в полной	1	1
326	в составе	2	1
327	в разговоре	1	1
328	так называемые	1	1
329	события здесь	1	1
330	характером и	1	1
331	как ему	1	1
332	а еще	1	1
333	между собой	3	1
334	он сам	2	1
335	это действительно	1	1
336	еще одним	1	1
337	в отвлечении	1	1
338	мы будем	1	1
339	в сторону	1	1
340	не входит	1	1
341	тогда как	15	1
342	все благополучно	1	1
343	в одной	1	1
344	же с	1	1
345	есть продукт	1	1
346	не определяется	1	1
347	в умении	1	1
348	это был	2	1
349	что касается	1	1
350	в противном	1	1
351	перед нами	4	1
352	находящиеся в	1	1
353	собственно и	2	1
354	как уже	2	1
355	однако на	2	1
356	для которой	1	1
357	за собой	1	1
358	со своей	2	1
359	всего лишь	6	1
360	в которой	1	1
361	отказывается от	1	1
362	сказать не	1	1
363	в главе	1	1
364	раз в	2	1
365	им в	1	1
366	или слушателя	1	1
367	не могла	1	1
368	например как	1	1
369	сейчас и	1	1
370	раз когда	1	1
371	от которого	3	1
372	однако при	1	1
373	читателя в	4	1
374	в принципе	2	1
375	не к	4	1
376	сказал что	1	1
377	обычно имеет	1	1
378	или иному	1	1
379	действительно так	1	1
380	очевидным что	1	1
381	пример из	1	1
382	смысле как	1	1
383	постольку поскольку	1	1
384	без исключения	1	1
385	здесь мы	1	1
386	не будет	2	1
387	в другом	4	1
388	конечно в	1	1
389	и неизбежно	1	1
390	входит в	1	1
391	и иных	1	1
392	этом смысле	1	1
393	отца и	1	1
394	практически не	1	1
395	после этого	1	1
396	лишь внешнее	1	1
397	он является	3	1
398	не всегда	1	1
399	и уже	4	1
400	как сказано	1	1
401	строгом смысле	1	1
402	другое дело	1	1
403	этом я	1	1
404	обратимся к	1	1
405	не мог	1	1
406	во время	2	1
407	поставлены в	1	1
408	она сама	1	1
409	таким же	1	1
410	не зависит	2	1
411	в следующем	1	1
412	в такой	1	1
413	всяком случае	1	1
414	той мере	2	1
415	она в	1	1
416	то его	1	1
417	что я	3	1
418	от его	2	1
419	всякий раз	2	1
420	признать что	1	1
421	мир и	1	1
422	о его	1	1
423	связано с	1	1
424	у читателя	1	1
425	для нее	1	1
426	ему как	1	1
427	случае в	1	1
428	мы были	1	1
429	как можно	1	1
430	что с	2	1
431	себе например	1	1
432	в основе	1	1
433	постановки вопросов	1	1
434	как показывают	1	1
435	аргументом в	1	1
436	чем не	1	1
437	не могло	2	1
438	возможно и	1	1
439	до каких	1	1
440	в самой	1	1
441	же время	3	1
442	а во	2	1
443	не составляла	1	1
444	мыслей и	1	1
445	по своей	3	1
446	слове и	1	1
447	и его	3	1
448	для другого	1	1
449	как будто	1	1
450	от их	1	1
451	ни о	1	1
452	я сам	2	1
453	же самое	1	1
454	как для	1	1
455	эти старые	1	1
456	ли в	1	1
457	сообщает нам	1	1
458	прошлом и	1	1
459	от которой	1	1
460	но по	1	1
461	легче чем	1	1
462	характер и	3	1
463	приводит к	1	1
464	природе своей	1	1
465	никогда не	6	1
466	все свое	1	1
467	по аналогии	1	1
468	по природе	1	1
469	каждого из	1	1
470	и прочих	1	1
471	это только	1	1
472	о котором	3	1
473	означает что	1	1
474	сводится к	9	1
475	о нем	3	1
476	тому или	1	1
477	произведения как	1	1
478	тех кто	1	1
479	возможна только	1	1
480	в речи	1	1
481	было понятно	1	1
482	вот и	1	1
483	все содержание	1	1
484	из рассказа	1	1
485	с того	1	1
486	может не	1	1
487	в конечном	3	1
488	важно не	2	1
489	как теперь	1	1
490	к нему	1	1
491	но он	2	1
492	более широкий	1	1
493	чем и	1	1
494	котором он	1	1
495	них в	1	1
496	вслед за	6	1
497	также в	1	1
498	все время	1	1
499	о предмете	1	1
500	легко можно	1	1
501	которая как	1	1
502	в него	2	1
503	быть и	1	1
504	но с	1	1
505	интереса к	1	1
506	к различным	1	1
507	же к	1	1
508	и дело	2	1
509	время когда	1	1
510	одной из	1	1
511	с ними	3	1
512	в себе	8	1
513	как часть	1	1
514	о художественном	1	1
515	и так	1	1
516	и после	1	1
517	всей жизни	1	1
518	к смыслу	1	1
519	такого содержания	1	1
520	не знающего	1	1
521	не можем	1	1
522	ряде случаев	1	1
523	ничего нельзя	1	1
524	вернуться к	1	1
525	в виде	2	1
526	в начале	2	1
527	свидетельствует о	4	1
528	является не	1	1
529	или даже	3	1
530	конечном счете	3	1
531	с совершенно	1	1
532	для него	4	1
533	и их	1	1
534	представить себе	3	1
535	текста в	1	1
536	иначе как	1	1
537	никто не	1	1
538	не для	1	1
539	то время	1	1
540	граница между	1	1
541	но что	1	1
542	только с	1	1
543	каждый из	1	1
544	не говорит	1	1
545	к одной	1	1
546	образом что	1	1
547	именно как	1	1
548	со стороны	6	1
549	догадаться что	1	1
550	против теории	1	1
551	однако чтобы	1	1
552	выше в	1	1
553	следовало бы	1	1
554	обратиться к	2	1
555	противном случае	1	1
556	превращается в	2	1
557	тем для	1	1
558	и составляет	1	1
559	более того	1	1
560	зависит от	2	1
561	мы и	1	1
562	легко но	1	1
563	на эту	1	1
564	когда же	2	1
565	более сложным	1	1
566	если не	2	1
567	как именно	1	1
568	отвлечении от	1	1
569	не видит	1	1
570	нет никаких	1	1
571	является его	2	1
572	и потому	1	1
573	в строгом	2	1
574	некоторых общих	1	1
575	не сразу	1	1
576	и стилистике	1	1
577	к жизни	1	1
578	наряду с	1	1
579	которого создается	1	1
580	ведет к	2	1
581	роль принадлежит	1	1
582	говоря об	1	1
583	обоих этих	1	1
584	в первой	1	1
585	исходя из	1	1
586	в современной	2	1
587	том смысле	1	1
588	дело здесь	1	1
589	ли не	1	1
590	намек на	1	1
591	и вторая	1	1
592	читателя или	1	1
593	об одном	1	1
594	чем дело	1	1
595	и для	3	1
596	которых он	1	1
597	тем и	1	1
598	более понятны	1	1
599	лицо и	3	1
600	и от	1	1
601	и представления	1	1
602	только у	1	1
603	собственно говоря	2	1
604	интерес к	2	1
605	и н	1	1
606	не должен	2	1
607	будто бы	1	1
608	же в	4	1
609	в равной	2	1
610	давно уже	2	1
611	за этим	1	1
612	несмотря на	2	1
613	нам не	1	1
614	в свою	2	1
615	между ними	1	1
616	для исследования	1	1
617	в последнем	1	1
618	одновременно и	1	1
619	справедливо замечает	1	1
620	к этому	1	1
621	заметить что	1	1
622	только не	2	1
623	о вреде	1	1
624	который не	1	1
625	все что	4	1
626	этой точки	1	1
