N	2gram	Tiupa_Lite_1	Poddanst
109	а не	16	2
110	должно быть	1	2
111	хх века	10	2
112	нужно было	1	2
113	в эту	1	2
114	более чем	3	2
115	не столько	5	2
116	творчества и	1	2
117	культуры в	4	2
118	ней не	1	2
119	и достоевского	1	2
120	не менее	7	2
121	между прочим	1	2
122	не о	1	2
123	одна из	3	2
124	мысль о	1	2
125	да и	3	2
126	в полной	1	2
127	тем более	2	2
128	для нас	1	2
129	может и	1	2
130	в частности	15	2
131	том числе	1	2
132	которых не	1	1
133	также и	3	1
134	глубоко в	1	1
135	духовных исканий	2	1
136	же как	1	1
137	с другом	1	1
138	и то	2	1
139	как известно	1	1
140	на основе	1	1
141	тем же	3	1
142	в себя	2	1
143	культуры и	1	1
144	так было	1	1
145	по преимуществу	4	1
146	есть путь	1	1
147	к жизни	1	1
148	на две	1	1
149	к смерти	2	1
150	должна быть	2	1
151	в годы	1	1
152	на нее	1	1
153	поэзии и	2	1
154	в борьбе	1	1
155	и само	2	1
156	еще в	4	1
157	русской культуре	1	1
158	в эпоху	1	1
159	для этого	4	1
160	пор пока	1	1
161	на себя	2	1
162	почти исключительно	1	1
163	с ее	1	1
164	и здесь	1	1
165	на чью	1	1
166	новейшей русской	1	1
167	и что	1	1
168	еще не	4	1
169	и на	1	1
170	он был	1	1
171	и который	1	1
172	огромное и	1	1
173	в различных	1	1
174	с его	5	1
175	к истине	1	1
176	глаза на	1	1
177	что и	1	1
178	отказом от	1	1
179	отличие от	5	1
180	да в	1	1
181	не просто	1	1
182	основная задача	1	1
183	интеллигенции и	1	1
184	в рамках	6	1
185	тех пор	1	1
186	мира который	1	1
187	такова же	1	1
188	все же	4	1
189	владимира соловьева	1	1
190	и слова	1	1
191	мира к	1	1
192	присутствующее в	1	1
193	в какой	1	1
194	россии не	1	1
195	должен быть	2	1
196	может оказаться	1	1
197	в самом	3	1
198	только то	2	1
199	в условиях	1	1
200	но как	1	1
201	в которой	1	1
202	не вследствие	1	1
203	их не	2	1
204	могли бы	1	1
205	представляет собой	4	1
206	чуть ли	2	1
207	из этих	2	1
208	тот или	1	1
209	если мы	1	1
210	в человеческих	1	1
211	себя в	6	1
212	оказывается в	1	1
213	что его	3	1
214	уже в	5	1
215	во многих	2	1
216	на территории	1	1
217	в большинстве	1	1
218	только на	2	1
219	в жертву	1	1
220	на то	1	1
221	наш взгляд	5	1
222	в мир	1	1
223	мы знаем	1	1
224	мир в	4	1
225	одно из	3	1
226	идеи и	1	1
227	не как	4	1
228	вся в	1	1
229	друг друга	4	1
230	чтобы в	1	1
231	мы можем	1	1
232	века в	3	1
233	и только	2	1
234	какой бы	1	1
235	на наш	5	1
236	и по	1	1
237	с собой	4	1
238	многих других	1	1
239	бы это	1	1
240	в каждом	1	1
241	представляют собой	1	1
242	а затем	1	1
243	как автор	1	1
244	о явлениях	1	1
245	из двух	1	1
246	к ценностям	1	1
247	реальность в	1	1
248	в исторической	1	1
249	или иной	2	1
250	большинстве случаев	1	1
251	его в	3	1
252	в душе	3	1
253	сознания к	2	1
254	было и	1	1
255	а с	1	1
256	возвращением к	1	1
257	русской культуры	3	1
258	что не	2	1
259	в это	1	1
260	далеко не	3	1
261	в этой	4	1
262	на основании	1	1
263	как и	6	1
264	и уже	1	1
265	технических средств	1	1
266	и я	6	1
267	ведет к	4	1
268	в бытии	1	1
269	преодоления и	1	1
270	прямо на	1	1
271	но до	1	1
272	и м	2	1
273	в творчестве	1	1
274	в ходе	1	1
275	творения в	1	1
276	на личную	1	1
277	и особенно	1	1
278	из мира	1	1
279	представить себе	1	1
280	всяком случае	2	1
281	к предмету	1	1
282	многих случаях	1	1
283	в отличие	5	1
284	в данном	5	1
285	вопрос о	1	1
286	культуры можно	1	1
287	как к	1	1
288	и более	1	1
289	того кто	1	1
290	ни были	1	1
291	стремления к	1	1
292	как проблема	1	1
293	в историческом	1	1
294	от тех	2	1
295	что есть	1	1
296	и другим	1	1
297	в формах	4	1
298	сущности не	1	1
299	эта мысль	2	1
300	xviii века	2	1
301	она не	1	1
302	иной раз	1	1
303	но для	1	1
304	которые были	1	1
305	тогда когда	1	1
306	в сферу	2	1
307	ценности и	1	1
308	не имеет	1	1
309	никогда не	4	1
310	и всегда	1	1
311	казалось бы	5	1
312	как явление	1	1
313	более что	1	1
314	в г	1	1
315	другой стороны	1	1
316	только что	1	1
317	и ранее	2	1
318	в этих	1	1
319	до тех	1	1
320	нет ничего	2	1
321	в каком	1	1
322	только как	1	1
323	в момент	1	1
324	в иной	1	1
325	душе своей	2	1
326	этом не	1	1
327	ли не	3	1
328	в трех	1	1
329	пути к	1	1
330	ранее в	1	1
331	к этой	1	1
332	ни на	1	1
333	не есть	2	1
334	вместе с	1	1
335	что от	1	1
336	что при	1	1
337	русской литературы	2	1
338	во всяком	3	1
339	они не	1	1
340	гораздо более	1	1
