N	2gram	Medvedev_V_1	Problema
526	входит в	1	1
527	наше сознание	1	1
528	из конкретной	1	1
529	в него	1	1
530	то все	1	1
531	и дает	1	1
532	и сопоставление	1	1
533	в жизни	2	1
534	само собою	2	1
535	роли и	1	1
536	в них	4	1
537	содержании и	1	1
538	далеко не	2	1
539	одному тому	2	1
540	как об	2	1
541	был только	1	1
542	отражается в	1	1
543	со своими	1	1
544	не всегда	1	1
545	в своих	2	1
546	которой он	1	1
547	значит не	1	1
548	духовной жизни	1	1
549	как целое	1	1
550	после этого	2	1
551	потому и	1	1
552	идей которые	1	1
553	в саду	1	1
554	или менее	6	1
555	во время	3	1
556	отрыве от	1	1
557	могут не	2	1
558	это делает	3	1
559	страсти и	1	1
560	и благодаря	1	1
561	на свою	1	1
562	говорил о	1	1
563	не как	1	1
564	обходится без	1	1
565	знаем что	2	1
566	и значит	2	1
567	однако от	1	1
568	вещи которую	1	1
569	и той	1	1
570	схемы но	1	1
571	но он	1	1
572	иным как	1	1
573	в прямом	1	1
574	и эти	1	1
575	а мысль	1	1
576	зрения и	1	1
577	даже в	5	1
578	это особенно	2	1
579	изоляции от	1	1
580	теоретиков искусства	1	1
581	причем этот	1	1
582	вплоть до	2	1
583	хотя может	1	1
584	дня и	1	1
585	понимаем как	1	1
586	нужно уметь	1	1
587	в вечном	1	1
588	у платона	1	1
589	мысли в	1	1
590	произведения хотя	1	1
591	тогда когда	2	1
592	например что	3	1
593	и имеет	1	1
594	иметь в	2	1
595	того чтобы	3	1
596	только не	2	1
597	казалось бы	1	1
598	подобно тому	2	1
599	и никогда	1	1
600	отметим еще	1	1
601	у писемского	1	1
602	у л	3	1
603	к ней	1	1
604	в другую	2	1
605	мы бы	1	1
606	таковы же	1	1
607	на него	1	1
608	целом и	1	1
609	не столь	3	1
610	так то	1	1
611	если первая	1	1
612	если только	1	1
613	сам поэт	1	1
614	виду не	1	1
615	идею и	1	1
616	данного произведения	3	1
617	не могут	7	1
618	мало чем	1	1
619	бы собою	1	1
620	для такого	1	1
621	бы он	1	1
622	его значение	1	1
623	функцию в	1	1
624	что об	1	1
625	утверждать что	4	1
626	можно свести	1	1
627	к поэту	1	1
628	и типичные	1	1
629	красноречиво говорит	1	1
630	и рассудочной	1	1
631	принцип который	1	1
632	именно эту	1	1
633	воспроизведения а	1	1
634	значения и	1	1
635	изображает его	1	1
636	свой реальный	2	1
637	внимание на	1	1
638	всего этого	1	1
639	же наконец	1	1
640	нет например	1	1
641	мертвыми душами	3	1
642	реальной действительности	10	1
643	всегда были	1	1
644	от обычного	1	1
645	в пределах	5	1
646	и образа	1	1
647	в дальнейшем	1	1
648	если они	1	1
649	ли однако	1	1
650	он обязательно	1	1
651	в которые	1	1
652	но у	1	1
653	понятно что	1	1
654	строго говоря	1	1
655	все стихотворение	1	1
656	поэтому в	1	1
657	образом в	3	1
658	и аллегории	1	1
659	разница между	1	1
660	произведения как	5	1
661	но к	1	1
662	каждой из	2	1
663	и поэтому	1	1
664	и та	1	1
665	то уже	1	1
666	говорит об	2	1
667	прямо и	1	1
668	в глаза	1	1
669	все его	2	1
670	распространение в	1	1
671	несомненно и	1	1
672	обобщения в	2	1
673	которой мы	1	1
674	определяется степенью	1	1
675	хотя у	1	1
676	есть функция	1	1
677	или иными	1	1
678	бы и	6	1
679	даже для	1	1
680	исторического развития	1	1
681	в теории	1	1
682	в ту	1	1
683	в свете	1	1
684	из моментов	1	1
685	наконец и	1	1
686	можно отметить	1	1
687	писателя и	2	1
688	которых она	1	1
689	как самый	1	1
690	вне себя	1	1
691	дело с	1	1
692	но этим	1	1
693	каждому автору	1	1
694	пушкин придавал	1	1
695	целого и	1	1
696	не имеющих	1	1
697	и кончая	1	1
698	самые разнообразные	1	1
699	всех его	2	1
700	от них	2	1
701	тургенева и	2	1
702	своего собственного	1	1
703	без этого	1	1
704	разнообразные формы	1	1
705	к идее	1	1
706	образами и	2	1
707	способен изобразить	1	1
708	не обходится	3	1
709	существу своему	1	1
710	свидетельствует о	1	1
711	предполагает наличие	1	1
712	и других	1	1
713	она представляется	1	1
714	здесь можно	1	1
715	ту или	1	1
716	к каким	1	1
717	не чем	1	1
718	себе в	1	1
719	в обыденной	1	1
720	в одном	4	1
721	не выражается	1	1
722	у него	6	1
723	отметить что	2	1
724	заметить что	1	1
725	не обязательна	1	1
726	образом не	3	1
727	смысла и	1	1
728	для того	3	1
729	само же	1	1
730	момент в	3	1
731	а потому	1	1
732	имели бы	1	1
733	функционирует только	1	1
734	что на	1	1
735	понятие или	1	1
736	или иначе	1	1
737	не прав	1	1
738	представляет собою	11	1
739	же о	2	1
740	к ее	1	1
741	однако чтобы	1	1
742	себя и	1	1
743	что не	3	1
744	в живом	1	1
745	что будет	1	1
746	медного всадника	1	1
747	естественно что	2	1
748	конечно нет	1	1
749	них и	1	1
750	даже на	1	1
751	поскольку она	1	1
752	а наоборот	1	1
753	не означает	1	1
754	зависит от	2	1
755	к таким	1	1
756	и непосредственно	2	1
757	этой главы	1	1
758	для их	1	1
759	особенностей и	1	1
760	основные вехи	1	1
761	если это	1	1
762	в полноценном	1	1
763	обычно называется	1	1
764	начиная с	2	1
765	некоторые из	3	1
766	имеются в	1	1
767	в отражении	1	1
768	без всякой	1	1
769	одной стороны	2	1
770	типа как	1	1
771	ясно из	1	1
772	более точно	1	1
773	образом на	1	1
774	рисуется в	1	1
775	ли эта	1	1
776	ней не	1	1
777	в художественную	1	1
778	этого факта	1	1
779	действительности не	1	1
780	еще раз	1	1
781	образов их	1	1
782	благодаря этому	1	1
783	мере не	1	1
784	действительность в	2	1
785	только для	1	1
786	но для	2	1
787	например у	2	1
788	случае он	1	1
789	в более	1	1
790	искусства это	1	1
791	о совершенно	1	1
792	вещи для	1	1
793	прямые и	1	1
794	структура и	1	1
795	образом по	2	1
796	созерцания и	1	1
797	н тихонов	2	1
798	же выражается	1	1
799	тип если	1	1
800	о котором	1	1
801	это как	1	1
802	ими самими	1	1
803	не представляет	1	1
804	его поведение	1	1
805	у которого	1	1
806	стороны в	2	1
807	от всего	1	1
808	вещи в	1	1
809	исключительно в	1	1
810	несмотря на	1	1
811	хотя в	1	1
812	бросается в	1	1
813	образом сама	1	1
814	а н	1	1
815	в целях	2	1
816	и прочих	1	1
817	обычно не	1	1
818	равно как	4	1
819	по одному	2	1
820	одновременно и	1	1
821	чем иным	1	1
822	бы его	1	1
823	к этой	1	1
824	ее в	4	1
825	от которой	1	1
826	художественного конструирования	1	1
827	к этому	9	1
828	ничего иного	1	1
829	можно назвать	1	1
830	они не	2	1
