N	2gram	Propp_Isto_3	Problemy
117	и до	1	3
118	почти всегда	1	3
119	мы уже	6	3
120	той же	2	3
121	мы имеем	19	3
122	и о	2	3
123	мы и	1	3
124	то это	2	3
125	отношение к	4	3
126	себе и	2	3
127	друга и	1	3
128	в своем	2	3
129	из этих	3	3
130	в этой	5	3
131	имеем в	4	3
132	на то	1	3
133	их в	3	3
134	на этом	4	3
135	в мире	1	3
136	было бы	3	3
137	далеко не	3	3
138	такой же	2	3
139	но если	1	3
140	и их	1	3
141	в своей	1	3
142	не как	1	3
143	образом и	2	3
144	но он	4	3
145	войти в	1	3
146	она не	4	3
147	правда в	1	3
148	но здесь	1	3
149	у меня	5	3
150	с ее	1	3
151	и этим	1	3
152	с собой	2	3
153	нам уже	2	3
154	если бы	6	3
155	никак не	1	3
156	и что	2	3
157	в различных	1	3
158	и только	1	3
159	отличается от	1	3
160	эти отношения	1	3
161	только на	2	3
162	а то	2	3
163	что и	9	3
164	тем что	4	3
165	эти явления	1	3
166	и даже	2	3
167	с другой	7	3
168	ну так	1	3
169	себя и	1	3
170	жизнь в	1	3
171	так же	3	3
172	к своему	1	3
173	что же	1	3
174	но для	1	3
175	и для	2	3
176	еще более	2	3
177	другой стороны	7	3
178	но этот	2	3
179	героя в	1	3
180	и другие	4	3
181	ту же	2	2
182	же как	2	2
183	и через	1	2
184	он ничего	2	2
185	а как	1	2
186	вопрос о	2	2
187	мы здесь	4	2
188	он сам	1	2
189	но конечно	2	2
190	как если	1	2
191	мы будем	1	2
192	не входит	1	2
193	нет и	1	2
194	в одной	3	2
195	в особом	2	2
196	с этим	8	2
197	стороны и	3	2
198	целый ряд	3	2
199	и как	3	2
200	не было	2	2
201	его к	1	2
202	не хочет	1	2
203	бы не	1	2
204	так в	6	2
205	должна быть	1	2
206	могут оказаться	1	2
207	на том	3	2
208	в корне	1	2
209	никому не	2	2
210	и по	1	2
211	но все	2	2
212	об этом	1	2
213	на все	2	2
214	хотя бы	1	2
215	и тем	1	2
216	этом мы	1	2
217	этой комнате	1	2
218	все равно	3	2
219	этих трех	1	2
220	что такое	1	2
221	имеется и	1	2
222	в которых	2	2
223	могло бы	1	2
224	не менее	5	2
225	одном из	3	2
226	которые в	1	2
227	не могли	1	2
228	того как	1	2
229	одна из	2	2
230	но она	2	2
231	ничего не	6	2
232	к ней	4	2
233	этих случаях	7	2
234	то и	6	2
235	у нас	4	2
236	могут быть	5	2
237	к тому	3	2
238	указывает на	1	2
239	него как	1	2
240	в гробу	1	2
241	в другом	2	2
242	можно было	1	2
243	это вовсе	1	2
244	живет в	5	2
245	с ним	1	2
246	как выражение	1	2
247	почему же	1	2
248	между тем	2	2
249	от них	3	2
250	тем как	1	2
251	явление в	1	2
252	здесь в	1	2
253	все время	2	2
254	этот вопрос	2	2
255	вступить в	3	2
256	пор не	1	2
257	и так	2	2
258	так что	5	2
259	с нею	1	2
260	и они	4	2
261	героя с	2	2
262	другую сторону	1	2
263	сами по	1	2
264	а в	6	2
265	в других	4	2
266	мне и	1	2
267	для этого	1	2
268	только к	1	2
269	предмет и	1	2
270	и пр	11	2
271	на этот	1	2
272	в руках	1	2
273	что так	1	2
274	там где	7	2
275	что мы	1	2
276	не при	1	2
277	вместе с	9	2
278	в данном	4	2
279	к жизни	2	2
280	человек с	1	2
281	этого слова	1	2
282	нами уже	1	2
283	здесь конечно	1	2
284	оно и	1	2
285	для нас	4	2
286	не дает	2	2
287	сказать что	3	2
288	нет но	1	2
289	есть и	5	2
290	во всяком	2	2
291	все что	3	2
292	они не	4	2
293	для рассмотрения	1	1
294	это при	1	1
295	и то	2	1
296	на самом	2	1
297	показаться что	1	1
298	и есть	2	1
299	он находится	1	1
300	от которых	2	1
301	этого он	1	1
302	видеть в	1	1
303	в доме	12	1
304	несколько иной	1	1
305	из всех	1	1
306	не слышим	1	1
307	в несколько	1	1
308	вы не	1	1
309	хорошо и	1	1
310	топор и	1	1
311	а уж	1	1
312	может даже	1	1
313	или наоборот	2	1
314	входит в	1	1
315	по голове	1	1
316	выходит из	1	1
317	от своих	2	1
318	существенно отличается	1	1
319	эта форма	1	1
320	ну вот	1	1
321	принадлежит к	1	1
322	на себе	1	1
323	не вполне	6	1
324	от друга	1	1
325	из того	2	1
326	в некотором	1	1
327	два вполне	1	1
328	и заставляет	1	1
329	с большим	5	1
330	в ней	2	1
331	той роли	1	1
332	в брак	14	1
333	между собой	1	1
334	внимание и	1	1
335	своей противоположностью	1	1
336	то мы	2	1
337	как правило	2	1
338	могло быть	3	1
339	но как	1	1
340	в новом	1	1
341	вступают в	2	1
342	есть разновидность	1	1
343	друг от	1	1
344	можно отнести	1	1
345	к сожалению	1	1
346	ответ этот	1	1
347	мы проследим	1	1
348	приходит на	2	1
349	вследствие чего	2	1
350	для создания	1	1
351	что как	1	1
352	ней в	2	1
353	все остальные	1	1
354	приводят к	1	1
355	подробнее мы	1	1
356	здесь несколько	2	1
357	напомним что	1	1
358	приема в	1	1
359	он на	2	1
360	со своей	1	1
361	что это	1	1
362	в целом	3	1
363	сказать о	1	1
364	так или	1	1
365	что автор	1	1
366	тому же	2	1
367	во многих	2	1
368	в наших	2	1
369	но прежде	1	1
370	на его	3	1
371	учитель в	1	1
372	что она	5	1
373	в ее	1	1
374	их может	1	1
375	человек не	1	1
376	одному из	1	1
377	они в	2	1
378	свою собственную	1	1
379	в силу	2	1
380	же тенденция	1	1
381	и вот	2	1
382	что у	3	1
383	в плане	1	1
384	слились в	1	1
385	будем говорить	1	1
386	говорит следующее	1	1
387	это конечно	1	1
388	от нее	1	1
389	в одну	1	1
390	гораздо глубже	1	1
391	здесь мы	5	1
392	то меня	3	1
393	же не	2	1
394	на всю	1	1
395	об этой	2	1
396	связанных с	2	1
397	на ту	1	1
398	на этой	1	1
399	и иногда	1	1
400	его в	3	1
401	для нее	2	1
402	я все	1	1
403	не соответствует	1	1
404	в них	6	1
405	она и	1	1
406	ни одной	1	1
407	берет на	1	1
408	не всегда	4	1
409	и уже	2	1
410	здесь можно	6	1
411	друга в	1	1
412	мы знаем	2	1
413	очень сложное	1	1
414	чем в	1	1
415	на одну	2	1
416	с огромным	1	1
417	в один	1	1
418	убедиться что	1	1
419	по той	2	1
420	можно только	3	1
421	во время	6	1
422	во второй	1	1
423	этого места	1	1
424	в такой	1	1
425	что вся	1	1
426	необходимо указать	1	1
427	что еще	2	1
428	мы теперь	1	1
429	живут в	1	1
430	не будем	3	1
431	друг другу	2	1
432	во-вторых в	1	1
433	что было	2	1
434	превратиться в	1	1
435	по всем	1	1
436	однако в	1	1
437	и делают	1	1
438	даже в	2	1
439	и очень	1	1
440	так он	1	1
441	вплоть до	1	1
442	но они	2	1
443	дома на	1	1
444	самого начала	1	1
445	дальше что	1	1
446	здесь на	2	1
447	а ты	3	1
448	и остается	1	1
449	героев и	1	1
450	и отдельных	1	1
451	в самых	2	1
452	о них	1	1
453	для всего	1	1
454	показывает нам	2	1
455	в три	2	1
456	быть разрешен	1	1
457	развивается в	1	1
458	ему и	1	1
459	связи с	6	1
460	и сама	1	1
461	только с	1	1
462	как будто	2	1
463	что на	4	1
464	есть у	2	1
465	начиная с	1	1
466	мы найдем	2	1
467	лежит в	1	1
468	человека в	1	1
469	нет мы	2	1
470	и другим	1	1
471	здесь они	2	1
472	но за	1	1
473	они и	3	1
474	все еще	6	1
475	уже на	1	1
476	что при	1	1
477	приведем еще	1	1
478	здесь еще	1	1
479	и поэтому	1	1
480	а затем	3	1
481	как не	1	1
482	как один	1	1
483	данном случае	3	1
484	теперь что	1	1
485	здесь также	1	1
486	будет сказать	1	1
487	одна комната	1	1
488	от времени	1	1
489	с самого	1	1
490	роль в	2	1
491	и ту	1	1
492	на нее	3	1
493	не с	2	1
494	отсюда и	1	1
495	говорить с	1	1
496	является в	1	1
497	этой жизни	1	1
498	но иногда	1	1
499	будем рассматривать	1	1
500	смысле и	1	1
501	говорят что	2	1
502	там в	1	1
503	даже из	1	1
504	живет здесь	1	1
505	и герой	2	1
506	чего она	1	1
507	за пределами	1	1
508	которым пользуется	1	1
509	могут дать	1	1
510	после того	2	1
511	это должно	1	1
512	от него	2	1
513	или иначе	1	1
514	функций в	1	1
515	он все	3	1
516	эти два	3	1
517	из своего	1	1
518	именно такое	1	1
519	он берет	1	1
520	перед тем	1	1
521	и она	3	1
522	находим и	1	1
523	в жизнь	1	1
524	еще несколько	1	1
525	известно что	2	1
526	быть и	3	1
527	на которой	1	1
528	своему собственному	1	1
529	сюда же	2	1
530	один из	5	1
531	себе внимание	1	1
532	мы видим	8	1
533	должен был	3	1
534	приходит в	3	1
535	они могут	2	1
536	в большом	8	1
537	говорит только	1	1
538	с одной	2	1
539	именно на	1	1
540	со всеми	1	1
541	из которого	2	1
542	он их	1	1
543	и хочет	1	1
544	и у	3	1
545	дать ответ	2	1
546	не знать	1	1
547	обстоит дело	1	1
548	не произошло	1	1
549	имеет еще	1	1
550	него и	2	1
551	следует за	2	1
552	смерть и	2	1
553	перехода из	1	1
554	его и	4	1
555	к своим	1	1
556	характерно что	1	1
557	отражает в	1	1
558	никто не	2	1
559	всяком случае	2	1
560	и также	1	1
561	ты меня	1	1
562	только одного	1	1
563	у нее	2	1
564	себя от	1	1
565	близко к	1	1
566	смысле то	1	1
567	домом на	1	1
568	вид что	1	1
569	лежит вне	1	1
570	никого не	3	1
571	другое и	1	1
572	одной стороны	2	1
573	со стороны	3	1
574	даже не	2	1
575	мы это	1	1
576	с другим	1	1
577	а именно	4	1
578	в каких	1	1
579	уходит в	3	1
580	случаев в	1	1
581	он важен	1	1
582	и др	2	1
583	что не	2	1
584	на ней	5	1
585	с очень	2	1
586	дом а	1	1
587	в некоторых	5	1
588	в соответствии	1	1
589	связано с	4	1
590	что им	2	1
591	самом же	1	1
592	не ставит	1	1
593	которых мы	1	1
594	ничем не	1	1
595	даже показаться	1	1
596	самый факт	1	1
597	мы остановимся	1	1
598	но есть	2	1
599	здесь имеет	1	1
600	в связи	3	1
601	уже давно	2	1
602	в сторону	2	1
603	но там	1	1
604	это те	1	1
605	роли которую	1	1
606	и потому	2	1
607	как это	4	1
608	играют в	1	1
609	или гораздо	1	1
610	вопросу в	1	1
611	что за	1	1
612	дело конечно	1	1
613	в тех	2	1
614	и там	4	1
615	отношения не	2	1
616	форма в	1	1
617	и другой	1	1
618	и функций	1	1
619	возможность такого	1	1
620	эти вопросы	1	1
621	на другое	1	1
622	этом случае	5	1
623	своей жизни	1	1
624	в книге	1	1
625	она знает	2	1
626	жизнью в	1	1
627	противопоставлены в	1	1
628	наблюдать что	1	1
629	что там	2	1
630	отношений и	1	1
631	образа и	1	1
632	в другой	4	1
633	обращается к	1	1
634	увидим дальше	1	1
635	нет ничего	2	1
636	к этой	1	1
637	здесь гораздо	1	1
638	иначе обстоит	1	1
639	все они	1	1
640	же деле	1	1
641	могли быть	1	1
642	не есть	1	1
643	живущих в	2	1
644	ты не	2	1
645	в свою	4	1
646	с ней	6	1
647	на более	1	1
648	была бы	1	1
649	в частности	5	1
650	от всех	1	1
651	но можно	1	1
652	они еще	1	1
653	можно наблюдать	1	1
654	на это	2	1
655	и вместе	1	1
656	только они	1	1
657	а я	2	1
658	и эта	1	1
659	это в	1	1
660	часто встречается	2	1
661	к этому	7	1
662	им и	1	1
663	как на	1	1
664	в таком	1	1
