N	2gram	Vygotskiy__3	RusskieA
158	здесь мы	2	2
159	связанные с	2	2
160	об этом	2	2
161	полагает что	1	2
162	для них	1	2
163	из нее	2	2
164	должно быть	2	2
165	в своей	2	2
166	нас не	1	2
167	не столько	4	2
168	для объяснения	1	2
169	силу и	1	2
170	тем не	5	2
171	с развитием	2	2
172	не менее	6	2
173	что с	4	2
174	в то	4	2
175	дело не	1	2
176	того как	3	2
177	когда они	1	2
178	никогда не	4	2
179	к ней	1	2
180	во всем	3	2
181	связи с	9	2
182	кроме того	1	2
183	начиная с	1	2
184	в состав	1	2
185	что при	1	2
186	говорит о	1	2
187	должен быть	1	2
188	в виду	1	2
189	на другой	1	2
190	за пределами	1	2
191	то время	4	2
192	мнение что	1	2
193	таком виде	1	2
194	можно было	6	2
195	вокруг этого	1	2
196	еще в	2	2
197	из основных	3	2
198	в глаза	1	2
199	с другой	6	2
200	связь между	4	2
201	этому поводу	1	2
202	что и	10	2
203	в форме	1	2
204	представления о	2	2
205	в него	3	2
206	он есть	1	2
207	один из	6	2
208	совсем не	1	2
209	этот вопрос	3	2
210	по этому	3	2
211	где они	2	2
212	есть в	1	2
213	рассматриваться как	4	2
214	на эту	1	2
215	одно из	1	2
216	моментов в	2	2
217	связано с	1	2
218	каждый из	2	2
219	на две	1	2
220	чем в	1	2
221	здесь в	1	2
222	человека а	1	2
223	а с	3	2
224	прежде всего	4	2
225	одной стороны	5	2
226	тем это	1	2
227	там где	4	2
228	нет никаких	4	2
229	через него	1	2
230	многих случаях	1	2
231	из которых	5	2
232	в течение	2	2
233	могут быть	5	2
234	с этой	3	2
235	этом и	2	2
236	и для	2	2
237	за этим	1	2
238	и при	1	2
239	не что	1	2
240	приводит нас	3	2
241	в своих	2	2
242	ту же	1	1
243	отношение к	1	1
244	человека и	5	1
245	они вместе	1	1
246	вне связи	1	1
247	относятся к	2	1
248	и приведенных	1	1
249	тех форм	1	1
250	и до	1	1
251	что эти	3	1
252	применении к	1	1
253	с основной	1	1
254	с таким	1	1
255	сливается с	1	1
256	мы уже	5	1
257	например в	1	1
258	собой как	1	1
259	характерная особенность	1	1
260	нас важно	1	1
261	на место	1	1
262	к новой	1	1
263	совпадает с	6	1
264	их с	3	1
265	из того	2	1
266	комплекс в	1	1
267	мы и	2	1
268	речь это	1	1
269	ступени ее	1	1
270	в ней	1	1
271	что каждый	2	1
272	и иначе	1	1
273	тем как	1	1
274	он употребляет	1	1
275	если в	3	1
276	отличаются от	5	1
277	что они	10	1
278	относится к	1	1
279	отнюдь не	4	1
280	течение всего	1	1
281	независимо от	4	1
282	цветов или	1	1
283	так называемая	4	1
284	почему при	1	1
285	некоторое время	2	1
286	и представляют	1	1
287	в своем	4	1
288	в одних	1	1
289	к новому	1	1
290	все остальные	2	1
291	перед нами	10	1
292	совершается на	1	1
293	этом же	1	1
294	хотя и	2	1
295	когда он	3	1
296	по пути	4	1
297	не являются	1	1
298	всего как	1	1
299	более или	1	1
300	увидим что	1	1
301	от этого	6	1
302	следует остановиться	1	1
303	в самом	3	1
304	животных и	2	1
305	еще на	1	1
306	вопрос почему	1	1
307	эта стадия	1	1
308	уже в	7	1
309	он в	1	1
310	более подробно	1	1
311	что так	1	1
312	выражение в	1	1
313	ни одна	1	1
314	однако как	1	1
315	что к	1	1
316	только один	1	1
317	тому же	1	1
318	в мышлении	11	1
319	как он	3	1
320	на то	4	1
321	но на	3	1
322	вообще не	1	1
323	к выводу	2	1
324	в нем	2	1
325	всех этих	2	1
326	различные формы	1	1
327	до самого	1	1
328	объяснения и	1	1
329	не представляет	2	1
330	вперед так	1	1
331	безотносительно к	1	1
332	только в	10	1
333	по аналогии	1	1
334	именно это	2	1
335	но все	2	1
336	по его	1	1
337	от нее	4	1
338	а вместе	1	1
339	ее по	1	1
340	могла бы	1	1
341	что все	1	1
342	данных для	1	1
343	значение в	3	1
344	этого они	1	1
345	в другом	1	1
346	а как	2	1
347	входит в	5	1
348	того или	2	1
349	от одного	2	1
350	эту же	1	1
351	известно что	1	1
352	остановиться на	3	1
353	в новое	2	1
354	только одно	1	1
355	подробнее остановиться	1	1
356	его у	1	1
357	о которой	1	1
358	на основании	11	1
359	качестве средства	4	1
360	в развитии	24	1
361	такой же	1	1
362	остается в	1	1
363	их на	1	1
364	или менее	3	1
365	нужно чтобы	1	1
366	в связь	2	1
367	что между	1	1
368	таким же	2	1
369	в такой	1	1
370	место в	2	1
371	как другие	1	1
372	ряда других	1	1
373	такую же	1	1
374	но они	2	1
375	однако в	2	1
376	является так	3	1
377	и форма	1	1
378	и очень	1	1
379	что эта	1	1
380	эти формы	2	1
381	на него	1	1
382	быть поставлен	1	1
383	в основе	16	1
384	на некоторое	1	1
385	это еще	1	1
386	вытекает из	2	1
387	есть уже	1	1
388	именно с	1	1
389	зеленые к	1	1
390	можно видеть	1	1
391	по своей	7	1
392	и его	2	1
393	до того	1	1
394	этом отношении	3	1
395	не является	8	1
396	и оно	1	1
397	и здесь	2	1
398	основной формой	1	1
399	с полной	1	1
400	и другим	1	1
401	для его	1	1
402	оно не	2	1
403	ничего общего	3	1
404	при возникновении	1	1
405	в применении	1	1
406	и это	4	1
407	который только	1	1
408	и которая	1	1
409	совпадают с	4	1
410	не будет	2	1
411	новой и	1	1
412	свою очередь	2	1
413	говорит и	2	1
414	без всякого	1	1
415	на основе	22	1
416	связанных в	1	1
417	в пределах	1	1
418	приводит к	4	1
419	и совершенно	1	1
420	увидим не	1	1
421	что у	1	1
422	iii в	1	1
423	достаточно чтобы	1	1
424	поэтому мы	1	1
425	так и	5	1
426	здесь нет	1	1
427	мог бы	4	1
428	связи которые	1	1
429	том как	1	1
430	высокой ступени	1	1
431	фаза в	1	1
432	основана на	2	1
433	с этого	1	1
434	если бы	5	1
435	собой и	1	1
436	отрицать что	2	1
437	и вообще	1	1
438	с ним	4	1
439	означает что	1	1
440	выводу что	4	1
441	находится в	2	1
442	сводится к	1	1
443	другом месте	1	1
444	на этой	5	1
445	утверждает что	1	1
446	случаев когда	1	1
447	может не	1	1
448	аналогии с	1	1
449	приводят нас	3	1
450	и во	2	1
451	не отличаются	1	1
452	этот момент	2	1
453	в его	15	1
454	во всей	1	1
455	все время	2	1
456	если это	1	1
457	в другую	2	1
458	с той	2	1
459	показывают что	5	1
460	на которой	1	1
461	идет по	1	1
462	тот же	2	1
463	в основном	6	1
464	с ними	3	1
465	что он	6	1
466	пришел к	1	1
467	мы увидим	4	1
468	в какой	4	1
469	но ни	1	1
470	и является	1	1
471	несколько подробнее	1	1
472	который в	3	1
473	они могут	1	1
474	их не	1	1
475	который называется	1	1
476	всем этом	2	1
477	указывает что	1	1
478	какой степени	4	1
479	этого комплекса	2	1
480	человека с	1	1
481	из которого	1	1
482	представляет для	2	1
483	с нею	2	1
484	в большинстве	1	1
485	раньше чем	2	1
486	так называемый	1	1
487	при помощи	1	1
488	и обратно	1	1
489	например к	1	1
490	это обстоятельство	3	1
491	который как	1	1
492	был бы	1	1
493	обратить внимание	1	1
494	не так	1	1
495	для него	5	1
496	заключить что	1	1
497	всяком случае	4	1
498	могло бы	4	1
499	в одном	2	1
500	это предположение	1	1
501	в конце	1	1
502	в состоянии	1	1
503	как его	1	1
504	случае не	1	1
505	должны будем	1	1
506	нами еще	1	1
507	как раз	1	1
508	не просто	1	1
509	случае с	1	1
510	может рассматриваться	1	1
511	некоторые исследователи	1	1
512	время как	4	1
513	в другой	1	1
514	в это	1	1
515	и даже	1	1
516	и связывание	1	1
517	и чем	1	1
518	в ряде	4	1
519	имеет место	3	1
520	и затем	1	1
521	от другого	2	1
522	превращается в	1	1
523	этот вид	1	1
524	целым рядом	2	1
525	на которых	2	1
526	не на	1	1
527	а по	2	1
528	человек но	1	1
529	круга представлений	1	1
530	в изучении	2	1
531	на которые	2	1
532	в исторической	1	1
533	и вперед	1	1
534	или другого	2	1
535	и потому	2	1
536	или по	1	1
537	не удается	1	1
538	в предыдущей	1	1
539	по окончании	1	1
540	по своему	11	1
541	в область	1	1
542	той и	1	1
543	смысле этого	4	1
544	и основной	2	1
545	равным образом	2	1
546	в тех	2	1
547	можно выразить	1	1
548	в человеческом	1	1
549	многих других	1	1
550	который он	1	1
551	наиболее часто	1	1
552	и более	1	1
553	быть не	1	1
554	этого слова	4	1
555	и не	10	1
556	на пути	2	1
557	не касаясь	1	1
558	но это	5	1
559	и действия	1	1
560	из ряда	1	1
561	могут рассматриваться	1	1
562	комплекса и	2	1
563	и другими	2	1
564	от него	1	1
565	и создавать	1	1
566	мы должны	6	1
567	за него	1	1
568	не связаны	2	1
569	только что	2	1
570	которые в	3	1
571	или не	1	1
572	к ее	1	1
573	его к	3	1
574	несмотря на	1	1
575	все еще	2	1
576	цель как	2	1
577	в свою	3	1
578	никаких данных	1	1
579	сказать что	4	1
580	другой стороны	3	1
581	на который	1	1
582	когда в	3	1
583	не сами	1	1
584	него в	1	1
585	есть и	2	1
586	и становится	1	1
587	это так	2	1
588	во всяком	4	1
589	также не	1	1
590	и эта	2	1
591	как на	2	1
592	и особенно	2	1
593	все что	2	1
