N	2gram	Bakhtin_Pr_3	Morfolog
158	совершается в	1	2
159	здесь не	4	2
160	можно показать	1	2
161	в собственном	2	2
162	можно сделать	1	2
163	и что	1	2
164	показать как	1	2
165	но здесь	2	2
166	о том	2	2
167	нашей работы	1	2
168	можно сказать	8	2
169	в различных	1	2
170	быть и	2	2
171	хотя бы	2	2
172	что он	4	2
173	только в	4	2
174	уже не	1	2
175	или на	2	2
176	вопроса о	1	2
177	в большинстве	4	2
178	себя и	2	2
179	не знает	4	2
180	сказать что	10	2
181	играют в	1	2
182	или по	3	2
183	есть и	2	2
184	благодаря этому	1	2
185	не существует	1	2
186	в отдельных	1	2
187	от него	3	2
188	или нет	1	2
189	но вот	1	2
190	одной из	4	2
191	а во	1	2
192	к этому	4	2
193	во сне	5	2
194	например в	5	1
195	и то	1	1
196	применении к	1	1
197	между двумя	1	1
198	проявляются в	1	1
199	почти всегда	3	1
200	свое место	1	1
201	он ничего	1	1
202	есть не	1	1
203	очень широко	2	1
204	очень далеко	1	1
205	или наоборот	2	1
206	на первом	1	1
207	он как	1	1
208	от своих	1	1
209	всего о	1	1
210	но она	1	1
211	что это	2	1
212	что иное	1	1
213	два или	2	1
214	ему в	1	1
215	конечно и	4	1
216	очень давно	1	1
217	начала в	1	1
218	него он	2	1
219	оказывается что	1	1
220	он перескакивает	1	1
221	которые он	1	1
222	он был	1	1
223	или во	1	1
224	и художественной	1	1
225	друг к	1	1
226	мы еще	3	1
227	все разновидности	1	1
228	мы будем	1	1
229	не то	3	1
230	нет не	1	1
231	же она	1	1
232	значение и	2	1
233	а он	1	1
234	отношение к	6	1
235	отличие от	1	1
236	в главе	1	1
237	сущности к	1	1
238	которые не	2	1
239	для всех	2	1
240	более и	1	1
241	что касается	2	1
242	в полном	1	1
243	явление это	1	1
244	и наконец	2	1
245	но эта	1	1
246	царства и	1	1
247	и был	1	1
248	царство и	1	1
249	следует сказать	1	1
250	этой цели	1	1
251	не такое	1	1
252	со своей	1	1
253	очень многие	1	1
254	в которой	2	1
255	из этих	1	1
256	не в	2	1
257	в этой	1	1
258	рассказ о	1	1
259	теперь несколько	1	1
260	и тот	3	1
261	но во	1	1
262	во многих	1	1
263	но ведь	1	1
264	можно себе	1	1
265	этим создается	1	1
266	что она	1	1
267	главным образом	3	1
268	время и	1	1
269	всех этих	1	1
270	в россии	1	1
271	крестьянина у	1	1
272	они играют	1	1
273	по его	1	1
274	в каждом	4	1
275	здесь мы	2	1
276	через все	2	1
277	связанные с	3	1
278	и может	1	1
279	конечно в	2	1
280	к другу	1	1
281	а их	1	1
282	на все	2	1
283	с другими	3	1
284	целая система	2	1
285	все другие	1	1
286	например с	1	1
287	и тем	2	1
288	даже в	1	1
289	о которых	1	1
290	к героям	1	1
291	вызывает никаких	1	1
292	или три	2	1
293	превращаясь в	1	1
294	характерно что	2	1
295	также с	1	1
296	чем в	1	1
297	других и	2	1
298	нисколько не	1	1
299	и их	2	1
300	с различными	2	1
301	или точнее	1	1
302	как все	1	1
303	что данная	1	1
304	быть названы	1	1
305	самого в	1	1
306	в их	2	1
307	мы говорили	1	1
308	исторической действительности	1	1
309	что я	2	1
310	значение для	2	1
311	которые в	1	1
312	при этом	3	1
313	но он	2	1
314	земле и	2	1
315	все это	8	1
316	имеет свою	1	1
317	где нет	1	1
318	бы быть	1	1
319	или если	1	1
320	сам с	1	1
321	самого начала	4	1
322	меня не	1	1
323	идет на	1	1
324	принадлежат к	1	1
325	того как	1	1
326	и притом	1	1
327	в основе	5	1
328	как его	1	1
329	не вызывает	1	1
330	под углом	3	1
331	на землю	4	1
332	же время	5	1
333	рассказа как	1	1
334	этих двух	2	1
335	как на	1	1
336	углом зрения	4	1
337	бы по	1	1
338	и делает	1	1
339	это один	2	1
340	характерен для	1	1
341	а остальные	1	1
342	него но	1	1
343	одним из	3	1
344	детей в	1	1
345	в момент	1	1
346	но там	1	1
347	встречается в	1	1
348	и вдруг	1	1
349	строится как	1	1
350	должны быть	1	1
351	всего в	1	1
352	дух в	1	1
353	чем перейти	1	1
354	той или	1	1
355	все еще	3	1
356	где он	1	1
357	в применении	1	1
358	всех случаях	1	1
359	этого произошло	1	1
360	с ее	1	1
361	и мог	2	1
362	действительно это	1	1
363	а здесь	1	1
364	нужно заметить	1	1
365	с самого	3	1
366	и исчезает	1	1
367	всей своей	2	1
368	существовать и	1	1
369	как с	1	1
370	о тех	1	1
371	с известными	2	1
372	здесь как	3	1
373	здесь нет	1	1
374	мог бы	1	1
375	и с	6	1
376	дома он	1	1
377	связанная с	2	1
378	они определяются	1	1
379	вероятно что	1	1
380	иное как	1	1
381	то они	1	1
382	но к	3	1
383	очень ярко	2	1
384	но мы	1	1
385	их в	2	1
386	как они	1	1
387	нет это	1	1
388	особенность жанра	1	1
389	в его	8	1
390	а потому	1	1
391	во всей	4	1
392	и одинаково	1	1
393	далее развивается	1	1
394	целого а	1	1
395	целом и	1	1
396	к ней	1	1
397	все формы	1	1
398	на которой	1	1
399	о его	1	1
400	важное значение	1	1
401	характерна для	3	1
402	с ними	1	1
403	говорить о	2	1
404	и действительно	1	1
405	очень много	1	1
406	очень интересна	1	1
407	он первый	1	1
408	форма иногда	1	1
409	у тебя	1	1
410	к братьям	1	1
411	все они	1	1
412	в предисловии	1	1
413	со всеми	8	1
414	и свободе	1	1
415	было так	1	1
416	же и	1	1
417	мы выделили	1	1
418	есть в	3	1
419	типа а	1	1
420	и у	7	1
421	человека эта	1	1
422	и которая	1	1
423	что не	1	1
424	не дает	1	1
425	дает ему	1	1
426	самый способ	1	1
427	всяком случае	1	1
428	др здесь	1	1
429	и со	1	1
430	здесь перед	2	1
431	у него	1	1
432	и никогда	1	1
433	эти явления	1	1
434	прямо с	1	1
435	только на	1	1
436	и даже	2	1
437	или иной	1	1
438	даже не	1	1
439	себе представить	1	1
440	до сих	5	1
441	элемент здесь	1	1
442	на ее	2	1
443	именно в	2	1
444	и создает	3	1
445	человека а	1	1
446	очень большое	1	1
447	еще и	1	1
448	показывает что	1	1
449	его из	1	1
450	всеми другими	2	1
451	ничем не	1	1
452	в рассказе	2	1
453	о чем	1	1
454	существу и	1	1
455	здесь следует	1	1
456	проходит через	1	1
457	все более	1	1
458	вступает в	1	1
459	о себе	2	1
460	выраженное в	1	1
461	его два	1	1
462	но кроме	1	1
463	в одной	2	1
464	это иногда	2	1
465	по своему	6	1
466	они все	1	1
467	ведет к	1	1
468	есть на	1	1
469	которые по	1	1
470	как будто	2	1
471	и самая	1	1
472	о жизни	1	1
473	дело идет	1	1
474	с этой	1	1
475	еще раз	5	1
476	возвращаемся к	1	1
477	сих пор	5	1
478	не будем	3	1
479	же самое	1	1
480	все остальные	1	1
481	рассматривать как	1	1
482	с большой	2	1
483	в следующей	1	1
484	указать на	1	1
485	на улице	1	1
486	но на	1	1
487	всего она	1	1
488	могли бы	1	1
489	и все	10	1
490	которую он	1	1
491	и ни	1	1
492	друга это	1	1
493	его жизнь	1	1
494	и начинается	1	1
495	между ними	2	1
496	это на	1	1
497	равно как	1	1
498	развитие и	1	1
499	всех других	2	1
500	одновременно и	3	1
501	не что	1	1
502	только о	1	1
503	которые имеют	1	1
504	таким же	1	1
505	бы сам	1	1
506	я за	1	1
507	ее может	1	1
508	в таком	2	1
509	во всяком	1	1
