N	2gram	Bakhtin_Fr_4	RusskieA
316	и это	2	1
317	только из	1	1
318	но здесь	2	1
319	всего этого	1	1
320	время они	1	1
321	дело не	1	1
322	и без	1	1
323	в риме	1	1
324	нам что	1	1
325	срокам но	1	1
326	которое в	1	1
327	от него	1	1
328	что я	2	1
329	в руках	1	1
330	не дает	1	1
331	примыкает к	1	1
332	нет он	1	1
333	жизнь в	1	1
334	и он	1	1
335	те же	1	1
336	на которых	1	1
337	между ними	2	1
338	что было	1	1
339	есть когда	1	1
340	его в	9	1
341	разноцветными лентами	1	1
342	не единственная	1	1
343	и под	2	1
344	других так	1	1
345	по дороге	1	1
346	встречаются и	1	1
347	волов и	1	1
348	и новым	1	1
349	с религиозными	1	1
350	не без	1	1
351	развития этого	1	1
352	здесь мы	1	1
353	в приведенном	2	1
354	следовательно и	1	1
355	и своего	1	1
356	до нас	2	1
357	образ этот	1	1
358	по старому	1	1
359	уже почти	1	1
360	хотя они	1	1
361	характерное для	1	1
362	не более	1	1
363	мы еще	1	1
364	церковные и	1	1
365	в таком	1	1
366	они становятся	1	1
367	видим что	1	1
368	а затем	3	1
369	связанных с	2	1
370	в которой	4	1
371	вторник на	1	1
372	кто же	1	1
373	виду что	1	1
374	время от	1	1
375	и сами	1	1
376	невзирая на	1	1
377	мы видели	7	1
378	в общую	1	1
379	хочет жениться	1	1
380	в веселый	3	1
381	это значение	2	1
382	обычай этот	1	1
383	их нужно	1	1
384	жизнь и	4	1
385	по всему	2	1
386	урожая и	1	1
387	и показывая	1	1
388	исторического развития	1	1
389	особенности же	1	1
390	всей своей	1	1
391	границы между	3	1
392	уже давно	2	1
393	после обеда	3	1
394	характер так	1	1
395	поближе к	2	1
396	которые в	1	1
397	мы остановимся	1	1
398	от времени	1	1
399	и веселье	2	1
400	дети в	1	1
401	эта как	1	1
402	действительность к	1	1
403	они не	2	1
404	и пожелания	1	1
405	праздника и	1	1
406	и при	2	1
407	что одно	1	1
408	говорят о	1	1
409	на смерть	1	1
410	с новым	1	1
411	были для	1	1
412	что здесь	3	1
413	в той	2	1
414	же она	1	1
415	с которым	1	1
416	называя его	1	1
417	другой пример	1	1
418	дошедшим до	1	1
419	и мы	2	1
420	тот же	3	1
421	в городе	1	1
422	в самых	1	1
423	возможно что	1	1
424	этой же	3	1
425	в то	10	1
426	в чем	3	1
427	поэтому и	5	1
428	рогами и	1	1
429	дело в	2	1
430	труда и	1	1
431	не все	1	1
432	и о	5	1
433	подобного рода	2	1
434	в год	1	1
435	ни в	2	1
436	во второй	2	1
437	с церковным	1	1
438	для которой	1	1
439	весь мир	5	1
440	в отдельных	1	1
441	сказать что	5	1
442	относится к	1	1
443	их уже	1	1
444	первый большой	1	1
445	и бьет	1	1
446	тому же	1	1
447	в очень	1	1
448	жизни это	1	1
449	думает что	1	1
450	под влиянием	1	1
451	развития но	1	1
452	что дело	1	1
453	не столько	2	1
454	веселая игра	1	1
455	на них	2	1
456	формы празднеств	1	1
457	основываясь на	3	1
458	не противоречит	1	1
459	видеть в	1	1
460	и за	3	1
461	лепешки и	1	1
462	и был	1	1
463	что значит	3	1
464	там на	1	1
465	и изобилие	1	1
466	в эпосе	1	1
467	что все	1	1
468	где были	1	1
469	ту же	1	1
470	тому как	3	1
471	это та	1	1
472	приводят к	1	1
473	прямо в	1	1
474	если бы	1	1
475	из самых	1	1
476	собой и	1	1
477	на место	1	1
478	по своему	4	1
479	что эти	1	1
480	ко всему	1	1
481	в виду	2	1
482	здесь на	1	1
483	скота и	3	1
484	мы уже	10	1
485	в этой	13	1
486	с таким	2	1
487	и та	1	1
488	в церквах	1	1
489	с этими	1	1
490	по преимуществу	3	1
491	же как	1	1
492	от того	1	1
493	значение как	1	1
494	дальнейшего развития	1	1
495	мы знаем	1	1
496	значение в	1	1
497	или с	1	1
498	на плодородие	1	1
499	раза в	2	1
500	в данном	1	1
501	этом отношении	1	1
502	в отличие	1	1
503	оно имело	1	1
504	же деле	2	1
505	у других	1	1
506	звучит так	1	1
507	в изобилии	1	1
508	некоторых других	1	1
509	он не	3	1
510	два раза	2	1
511	ближе к	1	1
512	исследования о	1	1
513	жизни как	1	1
514	не как	1	1
515	было в	2	1
516	изображается в	2	1
517	будто не	1	1
518	под названием	1	1
519	даже два	1	1
520	в каждой	1	1
521	и сам	3	1
522	сочетается с	1	1
523	люди не	1	1
524	также и	4	1
525	в общем	1	1
526	подобно тому	3	1
527	старый год	1	1
528	он просто	1	1
529	и различные	1	1
530	с его	4	1
531	тот кто	1	1
532	есть и	4	1
533	если же	2	1
534	ленты и	1	1
535	то время	2	1
536	в духе	1	1
537	это был	2	1
538	не вполне	1	1
539	они должны	1	1
540	не бывает	1	1
541	описание его	1	1
542	а следовательно	1	1
543	самом деле	1	1
544	целый ряд	1	1
545	нас в	1	1
546	и целый	1	1
547	все что	1	1
548	к своим	1	1
549	мере их	1	1
550	поэтому они	1	1
551	каким образом	1	1
552	в основе	2	1
553	и играми	1	1
554	форм и	2	1
555	все на	1	1
556	имеется в	3	1
557	дальнейшее развитие	1	1
558	это ни	2	1
559	и проклятия	1	1
560	ему в	1	1
561	материалами и	1	1
562	перед нами	4	1
563	кн iii	4	1
564	нами как	1	1
565	обычно в	1	1
566	можно было	1	1
567	быть может	2	1
568	что мы	1	1
569	с рождением	1	1
570	веков в	1	1
571	и будущих	1	1
572	не приходится	1	1
573	в первой	1	1
574	за это	1	1
575	он и	5	1
576	на день	1	1
577	что он	4	1
578	этому времени	1	1
