N	2gram	Medvedev_U_1	Hudozhes
155	а для	1	1
156	вся система	1	1
157	на материал	1	1
158	никогда не	1	1
159	эта позиция	1	1
160	бы то	3	1
161	в различных	1	1
162	оно является	1	1
163	само же	1	1
164	ряда но	1	1
165	является специфическая	1	1
166	отнюдь не	1	1
167	более чем	2	1
168	заданность и	1	1
169	что по	1	1
170	и конструктивное	1	1
171	к построению	1	1
172	искусство и	1	1
173	могли бы	2	1
174	бы и	2	1
175	в известном	1	1
176	имеем в	1	1
177	ее как	1	1
178	на то	1	1
179	на его	1	1
180	что она	2	1
181	все это	5	1
182	в первую	1	1
183	форма в	1	1
184	или иных	2	1
185	автор видит	1	1
186	по его	1	1
187	то ни	3	1
188	что все	2	1
189	тем в	1	1
190	а как	2	1
191	это было	2	1
192	первую очередь	1	1
193	было бы	3	1
194	эстетического восприятия	1	1
195	он и	1	1
196	как целого	1	1
197	читателя который	1	1
198	или точнее	3	1
199	в котором	1	1
200	всего только	1	1
201	все и	1	1
202	на каждом	2	1
203	и некоторыми	1	1
204	автора для	1	1
205	искусства не	1	1
206	друг другу	1	1
207	по крайней	2	1
208	в конце	2	1
209	произведения в	1	1
210	сфере искусства	1	1
211	но для	1	1
212	что такое	4	1
213	к изучению	1	1
214	анализу и	1	1
215	и является	2	1
216	и делает	1	1
217	всего что	1	1
218	ролью в	1	1
219	и служит	1	1
220	только при	1	1
221	такое искусство?	1	1
222	термина не	1	1
223	строго говоря	1	1
224	жанра в	1	1
225	для этого	3	1
226	искусства и	1	1
227	эстетическое содержание	1	1
228	героя не	1	1
229	к простому	1	1
230	художественной формы	2	1
231	крайней мере	2	1
232	своим единственным	1	1
233	иначе в	1	1
234	познания или	1	1
235	обе эти	1	1
236	тот же	1	1
237	бы ни	1	1
238	с которыми	1	1
239	для всех	2	1
240	то и	1	1
241	не для	1	1
242	без этого	1	1
243	как такового	3	1
244	не было	1	1
245	в последние	1	1
246	некоторыми другими	1	1
247	и даже	1	1
248	некую систему	1	1
249	что для	1	1
250	природе и	1	1
251	бы послужить	1	1
252	и слово	1	1
253	что основной	1	1
254	стороны в	1	1
255	его как	1	1
256	как элемент	1	1
257	только к	3	1
258	свой опыт	1	1
259	ни от	2	1
260	не могут	2	1
261	перестают быть	1	1
262	ряда и	1	1
263	отдельности и	1	1
264	эстетической функции	1	1
265	научному анализу	1	1
266	степени и	1	1
267	быть не	1	1
268	него не	1	1
269	и формы	3	1
270	этом случае	1	1
271	только для	1	1
272	точно и	1	1
273	все же	3	1
274	себе еще	1	1
275	он уже	1	1
276	тех или	2	1
277	может служить	1	1
278	так он	1	1
279	если не	2	1
280	поэтикой и	1	1
281	о котором	1	1
282	идет не	1	1
283	бы в	1	1
284	поэтики в	1	1
285	все они	2	1
286	ни было	3	1
287	же в	1	1
288	но если	1	1
289	не есть	2	1
290	не обладает	1	1
291	впервые в	1	1
292	в системе	2	1
293	о литературе	1	1
294	в отдельности	1	1
295	в свое	1	1
296	ее в	1	1
297	все что	1	1
