N	2gram	Vygotskiy__2	RusskieA
340	на то	11	1
341	и первую	1	1
342	известно в	1	1
343	психологическую теорию	1	1
344	не по	1	1
345	другой в	2	1
346	нет никаких	1	1
347	одного и	2	1
348	не до	2	1
349	одна и	1	1
350	только о	1	1
351	к нему	2	1
352	и цель	1	1
353	и так	3	1
354	увидим что	2	1
355	и во	1	1
356	и вообще	2	1
357	но мы	1	1
358	и должны	1	1
359	к которому	2	1
360	и это	4	1
361	объясняется тем	1	1
362	не так	2	1
363	только из	5	1
364	имеет свою	1	1
365	детскую игру	2	1
366	дело не	1	1
367	и без	2	1
368	нам что	2	1
369	его жизнь	1	1
370	которое в	1	1
371	от него	1	1
372	друг с	1	1
373	в руках	2	1
374	а только	3	1
375	сомнения в	1	1
376	при рассмотрении	1	1
377	не дает	1	1
378	сами не	1	1
379	наряду с	4	1
380	с другом	1	1
381	и наоборот	2	1
382	всецело и	1	1
383	ли не	1	1
384	которой он	1	1
385	жизнь в	1	1
386	который мы	1	1
387	от одного	1	1
388	и он	3	1
389	такая точка	1	1
390	те же	6	1
391	на которых	2	1
392	каждый человек	1	1
393	между ними	1	1
394	же явления	1	1
395	форма и	1	1
396	его по	1	1
397	что было	1	1
398	его в	1	1
399	ответ на	2	1
400	народной жизни	1	1
401	с а	1	1
402	дело так	1	1
403	и под	1	1
404	других так	1	1
405	глаза что	1	1
406	сами и	1	1
407	можно показать	2	1
408	таком случае	1	1
409	к самым	1	1
410	странным образом	1	1
411	есть много	1	1
412	у разных	1	1
413	только с	1	1
414	оно не	2	1
415	с совершенно	1	1
416	из всего	1	1
417	легко заметить	3	1
418	с той	4	1
419	и объяснить	3	1
420	слова если	1	1
421	важное значение	1	1
422	сделать какие-либо	1	1
423	здесь мы	2	1
424	существу одна	1	1
425	а третий	1	1
426	что касается	1	1
427	что им	1	1
428	в противном	1	1
429	свидетельствует о	1	1
430	хотя они	1	1
431	не более	1	1
432	совершенно иное	1	1
433	в таком	2	1
434	быть не	1	1
435	которая представляет	1	1
436	видим что	3	1
437	для такого	2	1
438	к новому	1	1
439	может считаться	1	1
440	в нашей	3	1
441	в которой	2	1
442	эта теория	2	1
443	имеет ничего	1	1
444	из чего	1	1
445	но если	1	1
446	против такого	1	1
447	в одни	1	1
448	и сами	1	1
449	мы видели	1	1
450	и характер	1	1
451	из ряда	1	1
452	на содержании	1	1
453	что для	7	1
454	жизнь и	3	1
455	точка зрения	2	1
456	огромные заслуги	1	1
457	в глубоком	1	1
458	особенности же	1	1
459	из которых	2	1
460	хотелось бы	1	1
461	что есть	1	1
462	этой роли	1	1
463	которые в	4	1
464	вытекающее из	1	1
465	одним своим	1	1
466	это означает	2	1
467	приходит к	3	1
468	они не	1	1
469	в совершенно	1	1
470	противном случае	1	1
471	которых мы	3	1
472	и каждый	1	1
473	взгляд на	1	1
474	есть вместе	1	1
475	и при	2	1
476	же можно	1	1
477	говорят о	1	1
478	можем предположить	1	1
479	деле это	1	1
480	и назначение	1	1
481	заставляет думать	1	1
482	можно установить	1	1
483	в той	1	1
484	русском языке	1	1
485	что если	6	1
486	с которым	1	1
487	по учению	2	1
488	тогда когда	3	1
489	можно согласиться	1	1
490	на почве	1	1
491	только одно	1	1
492	чтобы сделать	1	1
493	и служит	1	1
494	другой пример	1	1
495	общего с	1	1
496	все самое	1	1
497	не имеют	2	1
498	говоря о	1	1
499	и мы	6	1
500	его словам	1	1
501	тот же	6	1
502	в самых	2	1
503	возможно что	1	1
504	этой же	1	1
505	в то	5	1
506	есть один	1	1
507	происходило в	1	1
508	цель и	1	1
509	в чем	4	1
510	в детстве	1	1
511	дело в	1	1
512	и о	1	1
513	дают возможность	1	1
514	зависимости от	1	1
515	ни в	2	1
516	у древних	1	1
517	связано с	1	1
518	сказать что	7	1
519	относится к	3	1
520	что до	1	1
521	которого они	1	1
522	тому же	1	1
523	в очень	2	1
524	стремление к	1	1
525	в истории	1	1
526	на основании	1	1
527	основ в	1	1
528	очевидно что	2	1
529	образом из	1	1
530	как только	2	1
531	похожи на	1	1
532	на две	1	1
533	свет на	1	1
534	всяком случае	2	1
535	но этого	1	1
536	в первом	1	1
537	в объяснении	2	1
538	под влиянием	1	1
539	из их	2	1
540	что исследователь	1	1
541	не столько	1	1
542	основываясь на	1	1
543	считает что	2	1
544	представить себе	3	1
545	и за	1	1
546	заметить что	2	1
547	не о	1	1
548	на другой	2	1
549	что все	9	1
550	ту же	4	1
551	тому как	3	1
552	по поводу	1	1
553	если бы	6	1
554	из самых	2	1
555	не могли	3	1
556	это приводит	1	1
557	собой и	1	1
558	на место	1	1
559	по своему	3	1
560	в русских	1	1
561	приводит его	1	1
562	в виду	3	1
563	зависят от	2	1
564	составляет только	1	1
565	при таком	4	1
566	другому и	1	1
567	такой взгляд	1	1
568	и тем	4	1
569	здесь на	1	1
570	только потому	2	1
571	совершенно такие	1	1
572	чтобы вызвать	1	1
573	представления о	1	1
574	в этой	6	1
575	с таким	8	1
576	и та	1	1
577	с этими	2	1
578	по преимуществу	1	1
579	а к	2	1
580	же как	4	1
581	от того	4	1
582	согласиться с	2	1
583	же что	2	1
584	мы знаем	7	1
585	значение в	2	1
586	взывает к	1	1
587	показать что	5	1
588	раза в	1	1
589	не дают	1	1
590	в данном	4	1
591	не потому	2	1
592	чтобы не	1	1
593	этом отношении	5	1
594	две части	2	1
595	и было	1	1
596	не могут	3	1
597	полагают что	3	1
598	в отличие	1	1
599	д т	1	1
600	им не	1	1
601	и смерти	1	1
602	зрения стоит	1	1
603	доказать что	1	1
604	однако не	2	1
605	он не	6	1
606	два раза	1	1
607	почему именно	2	1
608	из своего	1	1
609	принадлежащий к	1	1
610	стало бы	1	1
611	указывают на	2	1
612	из всех	2	1
613	и много	1	1
614	должен был	2	1
615	к этим	1	1
616	что наука	1	1
617	этим обычаем	1	1
618	как у	1	1
619	обратиться к	1	1
620	чтобы у	1	1
621	не как	3	1
622	было в	1	1
623	большей частью	1	1
624	в каждой	1	1
625	и сам	4	1
626	люди не	1	1
627	здесь он	1	1
628	имеем здесь	1	1
629	также и	2	1
630	в общем	3	1
631	слова а	1	1
632	подобно тому	2	1
633	он просто	1	1
634	с его	2	1
635	и всегда	2	1
636	если же	4	1
637	разного рода	1	1
638	то время	3	1
639	с общей	1	1
640	не вполне	2	1
641	и эти	2	1
642	так называемое	1	1
643	нам не	1	1
644	он на	1	1
645	самом деле	16	1
646	обе эти	1	1
647	целый ряд	6	1
648	и целый	1	1
649	все что	2	1
650	он должен	1	1
651	но совершенно	3	1
652	тем же	1	1
653	обычая может	1	1
654	каким образом	3	1
655	было бы	11	1
656	что бы	1	1
657	в основе	11	1
658	никак не	4	1
659	форм и	2	1
660	этот случай	1	1
661	совершенно очевидно	1	1
662	точно так	3	1
663	бросается в	1	1
664	случай который	1	1
665	в глаза	2	1
666	же с	2	1
667	слово в	1	1
668	себе и	2	1
669	теория эта	1	1
670	и следовательно	2	1
671	на которой	1	1
672	можно было	7	1
673	и вновь	1	1
674	быть может	1	1
675	что мы	1	1
676	материал не	3	1
677	не приходится	1	1
678	в первой	1	1
679	когда они	1	1
680	что всякое	2	1
681	рассматриваться как	1	1
682	том чтобы	3	1
683	он и	1	1
684	что он	13	1
685	является и	1	1
686	видел в	1	1
