N	2gram	Tiupa_Narr_1	RusskieA
120	тому как	3	3
121	и от	2	3
122	одним из	1	2
123	и то	3	2
124	на самом	1	2
125	переход от	2	2
126	в стороне	1	2
127	это и	1	2
128	что иное	1	2
129	на себя	4	2
130	не совсем	1	2
131	это время	1	2
132	между собой	2	2
133	иное как	1	2
134	не говорится	1	2
135	природы и	1	2
136	с одной	1	2
137	а он	1	2
138	тогда как	10	2
139	другой день	3	2
140	с этим	1	2
141	в четверг	1	2
142	все же	4	2
143	и как	3	2
144	не было	3	2
145	них как	2	2
146	не можем	1	2
147	та же	2	2
148	в которой	1	2
149	представляет собой	8	2
150	из этих	4	2
151	чтобы они	1	2
152	людей и	1	2
153	в образе	1	2
154	об этом	6	2
155	полагает что	1	2
156	что один	1	2
157	для них	2	2
158	в церкви	1	2
159	и еще	2	2
160	так в	4	2
161	в своей	5	2
162	в их	1	2
163	должны были	1	2
164	тем не	3	2
165	не менее	3	2
166	как можно	1	2
167	в то	4	2
168	дело не	2	2
169	того как	1	2
170	о них	3	2
171	никогда не	4	2
172	к ней	1	2
173	во всем	1	2
174	где-нибудь в	1	2
175	связи с	2	2
176	что на	4	2
177	в момент	1	2
178	начиная с	3	2
179	в состав	3	2
180	игра в	1	2
181	говорит о	1	2
182	должен быть	1	2
183	в виду	1	2
184	на другой	5	2
185	за пределами	2	2
186	не с	1	2
187	еще в	3	2
188	в глаза	1	2
189	с другой	2	2
190	у них	1	2
191	вся эта	1	2
192	одного конца	1	2
193	что и	1	2
194	в форме	2	2
195	также в	1	2
196	в него	1	2
197	представление будто	1	2
198	он есть	1	2
199	бросается в	1	2
200	один из	6	2
201	сразу же	1	2
202	в новой	1	2
203	в разные	1	2
204	и ее	3	2
205	где они	2	2
206	или просто	2	2
207	связано с	1	2
208	каждый из	2	2
209	на две	2	2
210	смерти и	1	2
211	во вторник	1	2
212	а с	1	2
213	в церковь	1	2
214	прежде всего	4	2
215	одной стороны	1	2
216	из наиболее	4	2
217	тем это	1	2
218	там где	1	2
219	совершенно не	1	2
220	к вечеру	1	2
221	если она	2	2
222	из которых	1	2
223	могут быть	1	2
224	как средство	1	2
225	человека который	2	2
226	этом и	4	2
227	пока еще	1	2
228	и для	2	2
229	ее и	1	2
230	жизни в	2	2
231	представлениями о	1	2
232	без этих	1	1
233	из церкви	1	1
234	отношение к	1	1
235	говорилось выше	1	1
236	к этой	1	1
237	в приведенном	1	1
238	и есть	1	1
239	и до	1	1
240	мы уже	1	1
241	например в	1	1
242	она в	2	1
243	жизни по	1	1
244	в первый	1	1
245	этом не	1	1
246	радость жизни	1	1
247	причем это	1	1
248	из того	1	1
249	мы и	1	1
250	в ней	4	1
251	что каждый	1	1
252	из особенностей	1	1
253	сон в	1	1
254	в различных	1	1
255	поздней осени	1	1
256	тем как	1	1
257	не входит	1	1
258	если в	2	1
259	к слову	1	1
260	ответ на	1	1
261	отнюдь не	2	1
262	что именно	1	1
263	так называемая	2	1
264	в своем	3	1
265	перед нами	5	1
266	и где	1	1
267	хотя и	4	1
268	когда он	1	1
269	и наконец	1	1
270	от других	1	1
271	имеется ряд	1	1
272	более или	1	1
273	в самом	6	1
274	еще на	1	1
275	уже в	1	1
276	важные в	1	1
277	ни одна	1	1
278	что к	1	1
279	тому же	6	1
280	лица и	2	1
281	как он	1	1
282	на то	2	1
283	но на	1	1
284	не могла	2	1
285	в нем	4	1
286	плачут и	1	1
287	так сказать	2	1
288	домов и	1	1
289	только в	12	1
290	в нее	1	1
291	по аналогии	1	1
292	именно это	1	1
293	но все	1	1
294	по его	1	1
295	в одну	1	1
296	ее по	1	1
297	однако все	1	1
298	могла бы	1	1
299	а когда	1	1
300	значение в	1	1
301	в другом	1	1
302	и чтобы	1	1
303	входит в	2	1
304	будем и	1	1
305	и отдельные	1	1
306	уже знаем	1	1
307	братьев и	1	1
308	выходя из	1	1
309	только одно	1	1
310	их как	1	1
311	на основании	1	1
312	или менее	1	1
313	себя внимание	3	1
314	что между	1	1
315	или точнее	1	1
316	этой связи	1	1
317	как все	1	1
318	как когда-то	1	1
319	в город	2	1
320	столь важное	1	1
321	своего рода	10	1
322	мир и	1	1
323	но они	3	1
324	и радость	1	1
325	однако в	3	1
326	что этот	1	1
327	из одного	1	1
328	с длинной	1	1
329	случае мы	1	1
330	что эта	1	1
331	в русской	3	1
332	дело в	2	1
333	и притом	2	1
334	с и	1	1
335	это еще	1	1
336	ничего не	2	1
337	имеет двоякую	1	1
338	детей и	1	1
339	по своей	1	1
340	или когда	1	1
341	и его	10	1
342	от конца	1	1
343	так например	1	1
344	как будто	3	1
345	этом отношении	3	1
346	не является	3	1
347	и здесь	1	1
348	для его	1	1
349	предыдущей главе	1	1
350	оно не	2	1
351	время они	1	1
352	обычно в	1	1
353	своим формам	1	1
354	не будет	2	1
355	свою очередь	2	1
356	и сами	1	1
357	здесь не	2	1
358	говорит и	1	1
359	в особенности	2	1
360	как знак	1	1
361	в пределах	2	1
362	приводит к	1	1
363	и совершенно	1	1
364	и когда	1	1
365	что у	4	1
366	с собой	1	1
367	так и	5	1
368	его решения	1	1
369	это явная	1	1
370	мог бы	1	1
371	на которую	1	1
372	том как	1	1
373	но у	1	1
374	он был	1	1
375	вся его	1	1
376	имеется довольно	1	1
377	с этого	1	1
378	если бы	7	1
379	и вообще	1	1
380	нас нет	1	1
381	с ним	2	1
382	сводится к	3	1
383	однако такая	1	1
384	то они	2	1
385	утверждает что	1	1
386	весны не	1	1
387	можно сказать	5	1
388	город с	2	1
389	нас в	2	1
390	и передают	1	1
391	совершаемые с	1	1
392	теперь уже	1	1
393	в его	6	1
394	чиновника или	1	1
395	все время	1	1
396	как правило	5	1
397	дома в	1	1
398	в литературе	4	1
399	же можно	1	1
400	и игры	1	1
401	быть и	2	1
402	с той	1	1
403	которой и	1	1
404	к различным	1	1
405	идет по	2	1
406	тот же	1	1
407	с ними	2	1
408	на сцену	1	1
409	что он	3	1
410	мы увидим	1	1
411	ли он	1	1
412	и является	2	1
413	который в	2	1
414	они могут	2	1
415	лучше чем	1	1
416	их не	1	1
417	и сестер	1	1
418	вопроса о	1	1
419	только на	2	1
420	значение и	1	1
421	так называемый	1	1
422	в данной	1	1
423	на столе	1	1
424	для него	4	1
425	всяком случае	2	1
426	могло бы	3	1
427	в одном	4	1
428	в пространстве	3	1
429	в конце	2	1
430	к ним	2	1
431	случае не	1	1
432	как раз	6	1
433	не просто	1	1
434	указание на	1	1
435	следует признать	1	1
436	случае с	1	1
437	чем и	1	1
438	это воскресение	1	1
439	и даже	2	1
440	даже не	1	1
441	как у	2	1
442	по своим	2	1
443	в ряде	1	1
444	имеет место	4	1
445	а п	1	1
446	выступает в	1	1
447	его смерти	1	1
448	этому времени	1	1
449	на которых	1	1
450	не на	1	1
451	зависит от	2	1
452	он приходится	1	1
453	пока что	1	1
454	а по	2	1
455	жизни столь	1	1
456	церковной службе	1	1
457	в исторической	1	1
458	имея в	1	1
459	это на	1	1
460	и потому	1	1
461	к себе	4	1
462	не удается	1	1
463	в предыдущей	1	1
464	в москве	2	1
465	того кого	1	1
466	а так	1	1
467	по своему	2	1
468	что за	1	1
469	на лошади	1	1
470	также к	1	1
471	действие а	1	1
472	крестьянской среде	1	1
473	в тех	1	1
474	исходя из	3	1
475	в современной	3	1
476	быть не	3	1
477	и не	23	1
478	на другое	1	1
479	вербное воскресенье	1	1
480	но это	1	1
481	и действия	2	1
482	что касается	2	1
483	и тогда	2	1
484	он видел	1	1
485	случаях когда	1	1
486	ли в	1	1
487	она может	2	1
488	тот кто	2	1
489	в двух	1	1
490	не более	1	1
491	это позволяет	1	1
492	тем более	1	1
493	приходится на	1	1
494	только что	2	1
495	из деревни	2	1
496	или не	4	1
497	там он	1	1
498	но возможно	2	1
499	к ее	2	1
500	только с	1	1
501	в период	1	1
502	от первого	1	1
503	в свою	2	1
504	сказать что	2	1
505	другой стороны	2	1
506	когда в	3	1
507	как за	1	1
508	историю их	1	1
509	не сами	1	1
510	им не	1	1
511	этим объясняется	1	1
512	и состоит	4	1
513	во всяком	2	1
514	также не	2	1
515	все что	2	1
