N	2gram	Tiupa_Lite_2	Hudozhes
274	характера и	1	2
275	что же	1	2
276	в тот	1	2
277	в это	1	2
278	множественного числа	1	2
279	и не	11	2
280	с этой	2	2
281	каждого из	1	2
282	своей жизни	1	2
283	нет ничего	1	2
284	пока еще	1	2
285	в результате	2	2
286	совершенно иной	1	2
287	ни к	1	2
288	личности и	1	2
289	в системе	1	2
290	всего мира	1	2
291	не знает	2	2
292	героя в	2	2
293	в сфере	4	1
294	к плечу	1	1
295	и то	3	1
296	и др	3	1
297	многих отношениях	1	1
298	это и	1	1
299	в ситуации	2	1
300	я напротив	1	1
301	полном соответствии	1	1
302	за собой	1	1
303	в первом	1	1
304	принципиальное различие	2	1
305	и до	2	1
306	жизни ее	1	1
307	исходит из	1	1
308	мысль человека	1	1
309	художественности не	1	1
310	внутренний мир	1	1
311	и за	2	1
312	его не	1	1
313	таком взгляде	1	1
314	что уже	1	1
315	следует вести	1	1
316	именно к	1	1
317	в сущности	3	1
318	я не	5	1
319	х годов	3	1
320	хотя бы	2	1
321	ему в	1	1
322	художественной антропологии	1	1
323	в каждой	2	1
324	нового подлинного	1	1
325	субъектов жизни	1	1
326	культурной традиции	1	1
327	в основание	1	1
328	разумеется не	2	1
329	их жизнь	1	1
330	я всем	1	1
331	нам представляется	2	1
332	установки на	1	1
333	взгляде на	1	1
334	в чем	1	1
335	как путь	1	1
336	словами как	1	1
337	меня самого	1	1
338	у н	1	1
339	оставаясь за	1	1
340	бы в	1	1
341	следует причислить	1	1
342	сознания не	1	1
343	не все	1	1
344	ответ на	1	1
345	есть по	2	1
346	нет и	1	1
347	поскольку ясно	1	1
348	основа не	1	1
349	картины жизни	1	1
350	относится к	1	1
351	уже отмечалось	1	1
352	и я	1	1
353	общего с	1	1
354	писал а	1	1
355	ценностный центр	1	1
356	стороны и	1	1
357	о жизни	1	1
358	она как	1	1
359	однако не	1	1
360	в полном	1	1
361	сознания в	3	1
362	и как	3	1
363	это тоже	1	1
364	к числу	1	1
365	художников не	1	1
366	от этого	1	1
367	и хотя	1	1
368	в этот	1	1
369	из ранних	1	1
370	где все	1	1
371	и конечно	1	1
372	ориентирована на	1	1
373	оказывается как	1	1
374	всей своей	3	1
375	личности по	1	1
376	поскольку в	3	1
377	другому своего	1	1
378	в плену	1	1
379	во многих	1	1
380	корнями в	1	1
381	еще одна	1	1
382	например как	1	1
383	никакой сверхличной	1	1
384	чувствовал себя	1	1
385	но именно	1	1
386	о которой	2	1
387	модус художественности	1	1
388	всех этих	1	1
389	он должен	1	1
390	же это	1	1
391	творческой памяти	1	1
392	и вот	1	1
393	ее и	1	1
394	том чтобы	3	1
395	на земле	1	1
396	свое время	2	1
397	через год	1	1
398	что ни	1	1
399	например мы	1	1
400	то ни	1	1
401	это позиция	1	1
402	художником это	1	1
403	единственное что	1	1
404	о художественной	1	1
405	растворяется в	1	1
406	характер не	1	1
407	в последующих	1	1
408	за ней	1	1
409	не служит	1	1
410	в итоге	1	1
411	поведения и	1	1
412	но уже	2	1
413	сотворческого сопереживания	1	1
414	но мы	1	1
415	он же	1	1
416	они оба	1	1
417	соответствии с	2	1
418	далеко не	1	1
419	мира где	1	1
420	с тем	2	1
421	а за	2	1
422	чего и	1	1
423	в слове	1	1
424	которой он	1	1
425	он и	2	1
426	между собою	1	1
427	как замечает	1	1
428	имеет ничего	1	1
429	и без	2	1
430	место в	1	1
431	к объекту	2	1
432	свою художественную	1	1
433	и никакое	1	1
434	себе а	1	1
435	в отличие	1	1
436	мысли и	2	1
437	к художественности	1	1
438	я субъекта	1	1
439	читателю в	1	1
440	от классической	1	1
441	эффективным средством	1	1
442	в одном	2	1
443	в пространстве	1	1
444	по характеристике	2	1
445	не его	1	1
446	в становлении	1	1
447	их в	1	1
448	что этот	1	1
449	на работу	1	1
450	например и	1	1
451	вовсе не	2	1
452	в отношении	1	1
453	на три	1	1
454	на рубеже	1	1
455	так как	3	1
456	вплоть до	3	1
457	но они	1	1
458	тем самым	3	1
459	возможным и	1	1
460	значимая оппозиция	1	1
461	счете в	1	1
462	ее носителя	1	1
463	у кого	1	1
464	в основе	2	1
465	художественной деятельности	1	1
466	не могло	1	1
467	только не	1	1
468	каждый из	4	1
469	ним а	1	1
470	и всегда	1	1
471	этих двух	1	1
472	ничего такого	1	1
473	шел а	1	1
474	переживаний и	1	1
475	такая же	1	1
476	как художника	1	1
477	с читателем	2	1
478	же он	1	1
479	положение при	1	1
480	не человека	1	1
481	перед ним	2	1
482	к той	1	1
483	это могло	1	1
484	бытия как	1	1
485	но напротив	1	1
486	что ей	1	1
487	не могут	1	1
488	такова что	1	1
489	могут быть	2	1
490	и вполне	1	1
491	же самое	1	1
492	приобщения к	1	1
493	всего в	1	1
494	как для	1	1
495	не противоречит	1	1
496	духовное содержание	1	1
497	обращение к	1	1
498	даже когда	1	1
499	ничего общего	1	1
500	говорит о	1	1
501	существования но	1	1
502	героя нам	1	1
503	приходит к	1	1
504	в ключевой	1	1
505	нам о	1	1
506	в виду	2	1
507	свою очередь	1	1
508	и мысль	1	1
509	данном случае	3	1
510	по сути	1	1
511	классического реализма	1	1
512	и говорит	1	1
513	н толстой	1	1
514	на свой	1	1
515	различие между	1	1
516	в образе	1	1
517	на нее	1	1
518	за то	2	1
519	того и	1	1
520	мог бы	1	1
521	жизнь и	1	1
522	он сам	1	1
523	и внешней	1	1
524	нас и	1	1
525	находится в	1	1
526	сводится к	1	1
527	и т.д	7	1
528	и т.п	10	1
529	путь и	3	1
530	не перед	1	1
531	за пределами	1	1
532	обращается к	3	1
533	на страницах	1	1
534	одного из	1	1
535	самому себе	1	1
536	для нас	2	1
537	с другой	8	1
538	как было	1	1
539	как у	1	1
540	в эстетической	1	1
541	а во	1	1
542	восходит к	2	1
543	письма однако	1	1
544	во всех	3	1
545	путь к	2	1
546	собственной жизни	1	1
547	переходит в	1	1
548	творчества в	1	1
549	во втором	1	1
550	и хорошо	1	1
551	и только	2	1
552	выступает как	1	1
553	наконец в	2	1
554	художественном мире	2	1
555	быть сказано	1	1
556	в жизнь	1	1
557	отдельной от	1	1
558	но тут	1	1
559	человеческого существования	1	1
560	тот же	2	1
561	личности с	1	1
562	мы вместе	1	1
563	в какой	2	1
564	субъекта в	1	1
565	все той	1	1
566	процессов в	1	1
567	с одной	7	1
568	человека с	1	1
569	в развертывании	1	1
570	с какой	1	1
571	есть в	1	1
572	я в	7	1
573	уже в	2	1
574	а напротив	1	1
575	провел с	1	1
576	свою жизнь	1	1
577	первого лица	1	1
578	в жизни	2	1
579	так по	1	1
580	на север	1	1
581	между я	3	1
582	интересующего нас	1	1
583	субъекта к	1	1
584	ни с	1	1
585	глубоко чужда	1	1
586	одно из	2	1
587	так о	1	1
588	в прозе	1	1
589	могло бы	2	1
590	легко угадывается	1	1
591	какого он	1	1
592	частного человека	1	1
593	собственного я	1	1
594	отличие от	1	1
595	плана в	1	1
596	поскольку именно	1	1
597	ее на	1	1
598	он один	1	1
599	следует признать	3	1
600	и напротив	1	1
601	где в	2	1
602	рядом с	1	1
603	в особенности	1	1
604	никого не	1	1
605	и стал	1	1
606	живой и	1	1
607	под угрозой	1	1
608	человека а	1	1
609	писателя и	1	1
610	еще и	1	1
611	в романе	1	1
612	можно назвать	1	1
613	равной степени	2	1
614	ему читатель	1	1
615	к человеку	1	1
616	отдельной личности	3	1
617	личности даже	1	1
618	этом свете	1	1
619	и своего	1	1
620	одной стороны	6	1
621	нашему мнению	1	1
622	в руках	2	1
623	подлинного а	1	1
624	что мы	1	1
625	его мечты	1	1
626	не видит	2	1
627	свою судьбу	1	1
628	о себе	3	1
629	русской литературы	1	1
630	как это	2	1
631	жизнь есть	2	1
632	со словом	1	1
633	из которых	2	1
634	и столь	2	1
635	в столь	1	1
636	в данном	3	1
637	своей души	1	1
638	вот я	1	1
639	когда же	1	1
640	вокруг себя	1	1
641	эстетическая доминанта	1	1
642	в ряду	1	1
643	на свете	2	1
644	и менее	1	1
645	он мыслит	1	1
646	быть не	2	1
647	в контексте	1	1
648	него в	1	1
649	подлинным искусством	1	1
650	было сказано	2	1
651	но это	3	1
652	в смысле	1	1
653	в существовании	1	1
654	и п	1	1
655	не мог	1	1
656	под названием	2	1
657	отношения между	1	1
658	при таком	1	1
659	где по	1	1
660	в пределе	1	1
661	личного бытия	1	1
662	когда он	1	1
663	которой я	1	1
664	как уже	2	1
665	со своей	2	1
666	не более	2	1
667	не будучи	1	1
668	творческого самоопределения	1	1
669	конце концов	1	1
670	это точка	1	1
671	теперь же	1	1
672	здесь даже	2	1
673	к ее	1	1
674	причастность к	4	1
675	нами не	1	1
676	от первого	1	1
677	мыслит себя	1	1
678	и прямо	1	1
679	о своем	1	1
680	и чехов	1	1
681	первый раз	2	1
682	к истокам	1	1
683	от своего	1	1
684	я к	1	1
685	в свою	1	1
686	к его	1	1
687	этой позиции	1	1
688	у людей	1	1
689	в последнем	1	1
690	объект эстетического	1	1
691	культуры в	1	1
692	из этого	1	1
693	в свое	2	1
694	время не	1	1
695	и состоит	1	1
696	а перед	1	1
697	разговоре с	2	1
698	мышления не	1	1
699	похожей на	1	1
700	и эта	1	1
701	который не	1	1
702	все что	2	1
703	в роли	2	1
704	этой точки	1	1
