N	2gram	Bakhtin_Fr_6	DiskursI
180	другой стороны	2	2
181	что он	6	2
182	это в	1	2
183	как нечто	1	1
184	одним из	4	1
185	чтобы не	1	1
186	переходит к	1	1
187	ее более	1	1
188	отметим что	1	1
189	самом деле	4	1
190	тех же	2	1
191	это и	2	1
192	в первом	3	1
193	др в	1	1
194	но если	2	1
195	том какое	2	1
196	в году	6	1
197	встречается и	1	1
198	особенностями в	1	1
199	поднимается на	1	1
200	для своего	1	1
201	и само	2	1
202	мы не	2	1
203	начало в	1	1
204	он как	1	1
205	в сущности	8	1
206	а для	2	1
207	этом так	1	1
208	они были	3	1
209	ему в	1	1
210	из ее	1	1
211	может так	1	1
212	а другие	1	1
213	он был	4	1
214	он сам	3	1
215	людей в	3	1
216	на их	1	1
217	предполагать что	2	1
218	в чем	3	1
219	события в	1	1
220	характер и	2	1
221	во всех	17	1
222	тем как	1	1
223	там и	2	1
224	во внешнем	1	1
225	в ее	5	1
226	о смерти	1	1
227	не просто	1	1
228	друга и	1	1
229	человека с	2	1
230	за пределы	2	1
231	в истории	2	1
232	в одной	3	1
233	и выражения	1	1
234	хотя и	2	1
235	в круг	1	1
236	в этот	1	1
237	то в	1	1
238	со своей	1	1
239	в самом	10	1
240	только то	1	1
241	в которой	1	1
242	в нашем	1	1
243	бы не	1	1
244	поэтому и	3	1
245	художественное восприятие	1	1
246	раз в	2	1
247	им в	1	1
248	как у	3	1
249	роли в	1	1
250	теми же	1	1
251	так сказать	2	1
252	и именно	1	1
253	он должен	1	1
254	не определяет	1	1
255	не как	1	1
256	по общему	1	1
257	на этом	2	1
258	образа и	1	1
259	мире на	1	1
260	с этой	3	1
261	именно это	1	1
262	таким образом	17	1
263	я бы	1	1
264	значительной степени	1	1
265	различие между	1	1
266	об этом	1	1
267	лишь в	2	1
268	пути от	1	1
269	своего героя	3	1
270	и сердце	1	1
271	не совпадает	1	1
272	форму и	1	1
273	жизни именно	1	1
274	на спине	2	1
275	где образ	1	1
276	в жизни	1	1
277	об исключительной	1	1
278	несмотря на	1	1
279	и было	1	1
280	ряде других	1	1
281	восприятия и	1	1
282	вещами и	1	1
283	индивидуальной жизни	1	1
284	в пах	1	1
285	дракона но	1	1
286	верха и	1	1
287	в которых	1	1
288	втором случае	3	1
289	страха и	1	1
290	но им	1	1
291	для нее	1	1
292	же самого	1	1
293	с миром	3	1
294	при всех	1	1
295	но они	4	1
296	до известной	1	1
297	в таких	2	1
298	все три	1	1
299	как о	2	1
300	одна из	1	1
301	с живым	1	1
302	к этим	3	1
303	на него	1	1
304	xix века	1	1
305	смертью в	1	1
306	которого он	1	1
307	всей их	1	1
308	мы все	1	1
309	о них	1	1
310	та или	1	1
311	себе самом	2	1
312	и экспрессивной	1	1
313	ничего не	1	1
314	и проклятия	1	1
315	не вполне	1	1
316	того как	1	1
317	или иная	1	1
318	и до	7	1
319	во всем	5	1
320	ему не	1	1
321	настоящего времени	1	1
322	известной степени	1	1
323	от их	1	1
324	ни о	1	1
325	начиная с	2	1
326	к себе	2	1
327	не могут	2	1
328	необходимо также	1	1
329	но все	1	1
330	и другой	1	1
331	с телом	1	1
332	из весьма	1	1
333	его с	1	1
334	предыдущей главе	2	1
335	картина жизни	1	1
336	должен быть	2	1
337	опираясь на	1	1
338	приходит к	1	1
339	более не	1	1
340	и образ	4	1
341	город и	1	1
342	здесь также	1	1
343	более поздним	1	1
344	эпизода в	1	1
345	действия и	1	1
346	говорится что	1	1
347	в условиях	1	1
348	и сам	3	1
349	в образе	6	1
350	и каждый	1	1
351	смерть не	1	1
352	поэтому в	1	1
353	в эпоху	6	1
354	для этого	2	1
355	последующее развитие	1	1
356	и даже	4	1
357	остановимся на	1	1
358	с ним	4	1
359	и смерть	2	1
360	каждый из	2	1
361	о нем	1	1
362	и здесь	1	1
363	не был	2	1
364	другом месте	4	1
365	и т.д	1	1
366	внимание на	2	1
367	первая по	1	1
368	никак не	3	1
369	и что	5	1
370	себя самого	1	1
371	в значительной	2	1
372	нас в	1	1
373	солнца и	2	1
374	и во	2	1
375	строго отграниченная	1	1
376	в глазах	1	1
377	существенную роль	3	1
378	в форме	2	1
379	иной мере	1	1
380	исторического развития	1	1
381	века и	1	1
382	как она	2	1
383	порождается самим	1	1
384	сводить к	1	1
385	действующих лиц	1	1
386	с каждым	1	1
387	на новую	1	1
388	между вещами	1	1
389	и весьма	2	1
390	и так	1	1
391	до нас	5	1
392	от них	1	1
393	так что	2	1
394	и роста	1	1
395	для всех	1	1
396	знаком с	1	1
397	свидетельствуют о	1	1
398	и они	1	1
399	себя и	1	1
400	особое отношение	1	1
401	во втором	3	1
402	не дает	1	1
403	большинстве случаев	5	1
404	связывается с	1	1
405	мир в	1	1
406	в книге	3	1
407	и их	3	1
408	в новом	2	1
409	могло бы	1	1
410	вовсе не	7	1
411	граница между	1	1
412	вводит в	1	1
413	человек как	1	1
414	тем что	5	1
415	в других	1	1
416	и строго	1	1
417	сплошь во	1	1
418	чем и	1	1
419	из того	2	1
420	того что	3	1
421	различий между	1	1
422	не были	3	1
423	и страшный	1	1
424	о влиянии	1	1
425	лица в	1	1
426	здесь это	1	1
427	ног от	1	1
428	и между	1	1
429	еще и	1	1
430	во второй	1	1
431	и др	10	1
432	в романе	2	1
433	между ними	3	1
434	были созданы	1	1
435	в некоторых	1	1
436	превращается в	2	1
437	света и	1	1
438	на этот	1	1
439	до конца	2	1
440	привычным для	1	1
441	его как	1	1
442	влияние и	2	1
443	несомненным что	1	1
444	подобного рода	1	1
445	все то	5	1
446	там где	5	1
447	что из	1	1
448	и слово	1	1
449	более глубокое	1	1
450	основе это	1	1
451	на фоне	1	1
452	преисподняя в	2	1
453	и морем	1	1
454	на чем	1	1
455	жестикуляционного фонда	1	1
456	как это	2	1
457	места для	1	1
458	места где	1	1
459	в предыдущей	2	1
460	внешнем мире	2	1
461	в особенности	7	1
462	в небо	1	1
463	и столь	1	1
464	для обозначения	1	1
465	и там	1	1
466	и существенные	1	1
467	ее моментов	1	1
468	да и	1	1
469	исходя из	1	1
470	и мотивы	1	1
471	и смерти	3	1
472	даже в	4	1
473	под названием	1	1
474	слова и	1	1
475	и от	4	1
476	однако они	2	1
477	было сказано	1	1
478	и носит	1	1
479	что касается	1	1
480	один из	6	1
481	но с	2	1
482	более того	4	1
483	в сугубо	1	1
484	лицо и	2	1
485	формы и	1	1
486	его не	1	1
487	в индивидуальном	2	1
488	на границах	3	1
489	в третьем	3	1
490	еще более	2	1
491	т.п но	3	1
492	брань и	2	1
493	стороны в	1	1
494	акта который	1	1
495	мира оно	1	1
496	прошлого и	1	1
497	по самой	1	1
498	в искусстве	3	1
499	и отграничивает	1	1
500	даже при	1	1
501	в готовом	1	1
502	одной из	3	1
503	первых двух	1	1
504	сказать что	6	1
505	их с	1	1
506	бы его	1	1
507	из этого	4	1
508	и низа	1	1
509	времени но	1	1
510	нас не	3	1
