N	2gram	Tiupa_Teor_1	Literetu
359	индивидуальность однако	1	1
360	иное как	1	1
361	в чем	1	1
362	тем как	1	1
363	во внешнем	1	1
364	как правило	4	1
365	стихотворения в	1	1
366	бы свой	1	1
367	личного самоопределения	2	1
368	и внутренний	1	1
369	если в	2	1
370	конечном счете	6	1
371	человеческих отношений	1	1
372	герой не	3	1
373	высшей ценностью	1	1
374	охарактеризовать как	1	1
375	художественного впечатления	5	1
376	ними а	1	1
377	друг от	1	1
378	лирической героини	1	1
379	за пределы	2	1
380	картины жизни	1	1
381	сама по	1	1
382	внешних и	1	1
383	что автор	1	1
384	а говоря	1	1
385	в центре	1	1
386	сверхсхемных ударения	1	1
387	первый взгляд	1	1
388	независимо от	1	1
389	данный момент	2	1
390	читателей по	1	1
391	присутствии эстетического	1	1
392	в художественном	3	1
393	встречи с	1	1
394	и объекта	1	1
395	в своем	4	1
396	перед нами	2	1
397	в исполнении	1	1
398	в одноименной	2	1
399	сознания в	1	1
400	это тоже	2	1
401	ценность и	1	1
402	создает эффект	2	1
403	самом начале	2	1
404	более или	2	1
405	в знаковом	1	1
406	и автора	2	1
407	заполнить собою	1	1
408	или иную	1	1
409	деятельность не	1	1
410	состоит как	1	1
411	в нашем	4	1
412	у каждого	1	1
413	с эпохи	1	1
414	цельность как	1	1
415	присутствия личности	1	1
416	ее как	1	1
417	двух других	1	1
418	еще одна	1	1
419	духовной культуры	2	1
420	к искусству	1	1
421	тем не	3	1
422	он не	3	1
423	ключ к	2	1
424	все перечисленные	1	1
425	при виде	1	1
426	всякого эстетического	1	1
427	свою собственную	1	1
428	два сверхсхемных	1	1
429	художественного высказывания	3	1
430	в силу	1	1
431	жизнью и	1	1
432	силу своей	1	1
433	в акте	2	1
434	не друг	1	1
435	правило приобретает	1	1
436	содержит в	1	1
437	оценивает как	1	1
438	когда на	1	1
439	которая способна	1	1
440	с юмором	1	1
441	оно обладает	1	1
442	не бывает	1	1
443	бы они	1	1
444	здесь мы	1	1
445	слова и	1	1
446	субъектом только	1	1
447	свое имя	1	1
448	значение в	1	1
449	с позиций	1	1
450	внутренней форме	1	1
451	уход из	1	1
452	высказывания и	1	1
453	о в	2	1
454	по два	2	1
455	в лирике	2	1
456	обращения к	1	1
457	второй половины	1	1
458	с другими	5	1
459	искусства в	2	1
460	форма эстетических	1	1
461	системе ценностей	3	1
462	влюбленности и	1	1
463	весь мир	1	1
464	обращаются к	1	1
465	только одно	1	1
466	социалистического реализма	1	1
467	литературного произведения	7	1
468	жизни что	1	1
469	самые различные	1	1
470	в них	2	1
471	нет в	1	1
472	духовного отношения	1	1
473	как совокупность	1	1
474	в близости	1	1
475	как высшей	1	1
476	не узнает	1	1
477	все моменты	1	1
478	жизни но	2	1
479	жизни по	1	1
480	ведет к	1	1
481	к ситуации	1	1
482	воспринимающего субъекта	1	1
483	этом в	1	1
484	и того	3	1
485	же я	1	1
486	с я	1	1
487	и конец	1	1
488	как способу	2	1
489	на первый	1	1
490	о ком	1	1
491	сопряжении с	1	1
492	в ходе	4	1
493	лирическое я	2	1
494	сочетании с	2	1
495	индивидуальной жизни	1	1
496	время оказывается	1	1
497	внешнюю жизнь	1	1
498	взглянула на	3	1
499	в их	2	1
500	не столько	1	1
501	сверхличному содержанию	1	1
502	значение для	1	1
503	всегда остается	1	1
504	широком и	1	1
505	присутствие я	1	1
506	художественного мира	2	1
507	романной судьбы	1	1
508	по характеристике	1	1
509	но он	3	1
510	друг другу	1	1
511	с бытием	1	1
512	исторической поэтики	1	1
513	и является	2	1
514	в таких	1	1
515	свобода и	1	1
516	открывается в	1	1
517	бы быть	1	1
518	вовсе не	3	1
519	личность в	1	1
520	к сверхличному	1	1
521	эстетической природы	1	1
522	тому что	2	1
523	то с	1	1
524	деятельности в	2	1
525	произведении искусства	2	1
526	в отношении	3	1
527	к бытию	1	1
528	а а	5	1
529	я для	1	1
530	она не	1	1
531	с субъектом	1	1
532	при всей	1	1
533	в беспрецедентности	2	1
534	в русской	6	1
535	например не	1	1
536	и притом	2	1
537	и сама	1	1
538	на ее	1	1
539	художественном тексте	1	1
540	и внутренней	1	1
541	в уме	1	1
542	он мог	1	1
543	только не	2	1
544	мышления и	2	1
545	не берет	1	1
546	горького мать	1	1
547	это явление	1	1
548	слова как	3	1
549	воспринимающим сознанием	1	1
550	и другими	1	1
551	эти стороны	1	1
552	лирическую героиню	2	1
553	ему и	1	1
554	той самой	1	1
555	и теперь	1	1
556	не принадлежит	2	1
557	стихотворение не	1	1
558	не по	1	1
559	входят в	1	1
560	и делает	1	1
561	ему не	1	1
562	в действительности	1	1
563	деятельности и	1	1
564	знаковом материале	1	1
565	опоры вне	1	1
566	будущее в	1	1
567	от воспринимающего	1	1
568	предстает субъектом	1	1
569	для личности	1	1
570	сама жизнь	1	1
571	его за	1	1
572	значительной степени	1	1
573	его с	1	1
574	именно таков	1	1
575	она же	1	1
576	у истоков	1	1
577	однако по	1	1
578	эстетических отношений	3	1
579	для иного	1	1
580	именно эту	1	1
581	моя жизнь	2	1
582	и о	4	1
583	но по	1	1
584	от друга	1	1
585	в виду	5	1
586	свою очередь	2	1
587	из москвы	1	1
588	самим собою	2	1
589	общения между	2	1
590	существа в	2	1
591	остается в	1	1
592	знакового материала	4	1
593	и от	1	1
594	при котором	1	1
595	по сути	2	1
596	художественной практики	1	1
597	так в	4	1
598	для общения	2	1
599	читателя в	1	1
600	с собой	1	1
601	нельзя не	1	1
602	времени и	2	1
603	соответствующую ей	1	1
604	не перейти	1	1
605	может оставаться	1	1
606	разного рода	1	1
607	жизнь и	1	1
608	новой художественной	1	1
609	для этого	1	1
610	и внешней	3	1
611	о ней	2	1
612	пойдет о	1	1
613	сути своей	1	1
614	ответственностью за	1	1
615	тех кто	1	1
616	воспринимающее сознание	1	1
617	и т.д	3	1
618	нет на	1	1
619	людей заветная	1	1
620	на вопрос	1	1
621	столь же	2	1
622	отчизны на	1	1
623	определенным образом	2	1
624	все прочие	3	1
625	такова что	1	1
626	и который	2	1
627	значимое место	1	1
628	в значительной	1	1
629	времени в	2	1
630	пушкинского пророка	1	1
631	не допуская	1	1
632	в конечном	6	1
633	на нее	1	1
634	восходит к	1	1
635	собственно говоря	1	1
636	видов деятельности	1	1
637	по слову	1	1
638	области искусства	1	1
639	однако с	2	1
640	аналогичным образом	2	1
641	его личности	1	1
642	целостности доступной	1	1
643	эти два	1	1
644	интертекстуальные связи	1	1
645	нуждается в	1	1
646	ним и	1	1
647	искусства к	1	1
648	бы в	1	1
649	чем и	1	1
650	к мировой	1	1
651	способность к	2	1
652	в художественной	1	1
653	встречи-разлуки ахматова	1	1
654	также в	1	1
655	и иных	1	1
656	человека как	1	1
657	и мир	1	1
658	это точка	1	1
659	творческого акта	2	1
660	в литературе	2	1
661	к нему	1	1
662	в искусстве	6	1
663	деятельность художника	2	1
664	в двух	1	1
665	что лирическое	1	1
666	одной из	2	1
667	с появлением	1	1
668	парус одинокий	1	1
669	личностного существования	1	1
670	произведения живописи	1	1
671	бы личность	1	1
672	может оказаться	2	1
673	являет собой	2	1
674	своей жизнью	1	1
675	с читателем	1	1
676	как другого	1	1
677	мире и	2	1
678	в мировом	1	1
679	жизни однако	2	1
680	так что	1	1
681	этой системе	2	1
682	от автора	1	1
683	для всех	1	1
684	есть в	2	1
685	и души	1	1
686	искусства как	2	1
687	в итоге	2	1
688	словно в	1	1
689	вопрос что	1	1
690	речь в	1	1
691	или даже	4	1
692	способ присутствия	1	1
693	ту или	1	1
694	остаться самим	1	1
695	человеческой субъективности	1	1
696	и их	1	1
697	в прозе	2	1
698	частного бытия	1	1
699	мира я	1	1
700	так как	1	1
701	ее не	1	1
702	у него	1	1
703	случае не	2	1
704	в каждом	1	1
705	превращается в	2	1
706	в текстах	4	1
707	лишь один	2	1
708	внутреннего мира	2	1
709	своей ролевой	1	1
710	виртуальной личности	1	1
711	но из	1	1
712	момент в	1	1
713	только на	1	1
714	русской поэзии	2	1
715	центрального героя	1	1
716	совокупность факторов	1	1
717	в сопряжении	1	1
718	для художника	1	1
719	на уровне	2	1
720	черта ее	1	1
721	есть не	1	1
722	делает в	1	1
723	близости людей	1	1
724	если говорить	1	1
725	что они	1	1
726	очевидным образом	1	1
727	кино и	1	1
728	я когда	1	1
729	совпадает с	3	1
730	а с	3	1
731	окружающей его	1	1
732	что для	1	1
733	к более	1	1
734	смысла и	1	1
735	не было	1	1
736	иначе в	1	1
737	бы послужить	1	1
738	одновременно не	1	1
739	с тем	1	1
740	из наиболее	1	1
741	не на	2	1
742	известную цельность	1	1
743	когда ни	1	1
744	от мира	1	1
745	и я	1	1
746	с предельной	1	1
747	в ряду	1	1
748	за свою	1	1
749	произведения искусства	2	1
750	не об	1	1
751	его эстетической	1	1
752	самоактуализации личности	1	1
753	художественного целого	4	1
754	и ему	1	1
755	в связи	1	1
756	стороны в	1	1
757	ритмико-интонационный строй	1	1
758	на фоне	2	1
759	внутреннюю свободу	1	1
760	в строке	3	1
761	но кто	1	1
762	текста в	3	1
763	рода и	2	1
764	со словом	1	1
765	такой деятельности	1	1
766	к своему	1	1
767	для искусства	2	1
768	в художественных	1	1
769	целом ряде	1	1
770	этого типа	1	1
771	в той	2	1
772	в европейской	1	1
773	в точке	2	1
774	индивидуального я	1	1
775	лицом и	1	1
776	своей эстетической	2	1
777	лирического я	3	1
778	существования который	1	1
779	арсения тарковского	1	1
780	в контексте	3	1
781	в эстетический	2	1
782	к объекту	1	1
783	действительность в	1	1
784	место принадлежит	1	1
785	стать самим	1	1
786	все это	2	1
787	и кино	1	1
788	изобразительного искусства	1	1
789	точно и	1	1
790	характерные для	1	1
791	слова с	1	1
792	о прозе	1	1
793	это уже	1	1
794	не тотально	1	1
795	и более	1	1
796	должен найти	1	1
797	как система	2	1
798	личного бытия	1	1
799	иной мере	1	1
800	о котором	1	1
801	которая в	1	1
802	свидетельствует о	1	1
803	данного стихотворения	1	1
804	себя самого	1	1
805	художественных текстов	1	1
806	или менее	2	1
807	художественного восприятия	1	1
808	жизни ср	1	1
809	в литературной	1	1
810	в этих	3	1
811	не будучи	1	1
812	из текста	1	1
813	субъектом и	1	1
814	можно охарактеризовать	2	1
815	солидарности с	1	1
816	с ума	1	1
817	перейти влюбленности	1	1
818	м.м бахтина	3	1
819	и внутренних	1	1
820	отношении к	2	1
821	над собою	1	1
822	внутреннее я	1	1
823	искусству как	1	1
824	всегда так	1	1
825	героя и	5	1
826	две стороны	1	1
827	из тех	2	1
828	от своего	2	1
829	сказать что	3	1
830	к его	2	1
831	не что	1	1
832	из этого	1	1
833	и ударной	1	1
834	и состоит	1	1
835	заветная черта	1	1
836	жизни оказывается	2	1
837	они не	1	1
838	доминирует в	1	1
839	художественную деятельность	1	1
