N	2gram	Bakhtin_fo_2	Myslijsy
148	их в	4	3
149	что есть	1	3
150	никогда не	6	3
151	в разных	1	3
152	же время	4	3
153	связи с	8	3
154	до того	2	3
155	должны быть	1	3
156	к тому	3	3
157	образы и	1	3
158	те же	6	3
159	было в	1	3
160	ту же	2	3
161	мы в	1	3
162	слово и	1	3
163	из одного	1	3
164	в виду	3	3
165	там же	1	3
166	и только	2	3
167	и следовательно	1	3
168	только под	2	3
169	то в	2	3
170	и так	2	3
171	с нею	1	3
172	уже не	3	3
173	в поэзии	2	3
174	и других	2	3
175	себе в	1	3
176	и их	4	3
177	именно в	2	3
178	в речи	1	3
179	все более	1	3
180	это есть	1	3
181	между прочим	1	3
182	в смысле	5	3
183	кроме того	3	3
184	что то	1	3
185	в этих	3	3
186	и вместе	1	3
187	такое же	1	2
188	явления и	2	2
189	а как	1	2
190	как мы	6	2
191	человеческой природы	2	2
192	же что	1	2
193	в ней	1	2
194	проявляется в	1	2
195	и говорить	1	2
196	заключенных в	1	2
197	в различных	1	2
198	этих случаях	1	2
199	тем как	1	2
200	внутренняя форма	1	2
201	значение и	4	2
202	к ним	2	2
203	одном из	2	2
204	более и	1	2
205	в отдельных	1	2
206	что по	1	2
207	его к	1	2
208	чем больше	1	2
209	в нашем	1	2
210	из этих	4	2
211	его части	1	2
212	в наших	1	2
213	он не	5	2
214	не значит	1	2
215	не как	1	2
216	влияние на	2	2
217	из него	1	2
218	человека в	6	2
219	рано или	1	2
220	здесь мы	3	2
221	в мире	4	2
222	об этом	1	2
223	человеческого развития	1	2
224	это было	1	2
225	человек не	2	2
226	одна и	2	2
227	чем в	1	2
228	но что	1	2
229	что до	1	2
230	и понятия	1	2
231	от его	1	2
232	вопрос о	1	2
233	исчезает и	1	2
234	сами по	2	2
235	или что	1	2
236	том же	4	2
237	и вообще	1	2
238	тому что	1	2
239	она не	2	2
240	без него	1	2
241	в таких	1	2
242	виду что	1	2
243	самого начала	1	2
244	в сущности	2	2
245	и сама	1	2
246	и притом	1	2
247	как она	1	2
248	и его	12	2
249	уже и	1	2
250	что на	3	2
251	у нас	2	2
252	не могут	1	2
253	оно не	1	2
254	из себя	1	2
255	в греческом	5	2
256	и это	2	2
257	в ее	1	2
258	данном случае	1	2
259	в образе	4	2
260	что от	1	2
261	и здесь	1	2
262	в самой	2	2
263	но мы	1	2
264	все в	2	2
265	здесь образ	1	2
266	как нет	1	2
267	можно видеть	1	2
268	в ряд	9	2
269	бы в	1	2
270	я вижу	1	2
271	тем менее	1	2
272	еще более	4	2
273	для самого	1	2
274	быть и	2	2
275	один из	2	2
276	в двух	2	2
277	мы видим	2	2
278	тот же	3	2
279	что даже	1	2
280	бы ни	1	2
281	именно на	1	2
282	эти образы	2	2
283	конечно не	4	2
284	и у	5	2
285	в большинстве	3	2
286	и они	3	2
287	в виде	1	2
288	большинстве случаев	3	2
289	что будет	1	2
290	отношение к	3	2
291	человека из	1	2
292	или поздно	1	2
293	не были	2	2
294	и даже	3	2
295	тела и	5	2
296	с другой	2	2
297	на этот	1	2
298	и прежде	3	2
299	в свою	1	2
300	стремится к	1	2
301	и др	5	2
302	равно как	2	2
303	только для	2	2
304	по своему	2	2
305	в состоянии	1	2
306	в это	3	2
307	и для	9	2
308	чтобы понять	1	2
309	быть что	1	2
310	и как	3	2
311	во время	10	2
312	хотя в	1	2
313	от ее	1	2
314	требует чтобы	1	2
315	но эта	2	2
316	есть и	4	2
317	уже есть	1	2
318	все что	2	2
319	себя как	1	1
320	который должен	1	1
321	то на	1	1
322	можно говорить	1	1
323	относится и	1	1
324	начинается с	1	1
325	того же	3	1
326	идет о	1	1
327	по этим	1	1
328	тем же	2	1
329	должна быть	1	1
330	в их	3	1
331	в несколько	1	1
332	со всех	1	1
333	бы уже	1	1
334	для своего	1	1
335	на островах	1	1
336	которую мы	1	1
337	большую роль	1	1
338	получают значение	1	1
339	и новых	1	1
340	ему в	3	1
341	более четырех	1	1
342	всех сторон	1	1
343	без всякого	2	1
344	это время	1	1
345	свою очередь	1	1
346	почти без	1	1
347	разумеется не	1	1
348	столько же	2	1
349	меньше чем	1	1
350	по этому	1	1
351	он сам	1	1
352	в чем	1	1
353	во всех	11	1
354	но конечно	1	1
355	а следовательно	3	1
356	землю и	1	1
357	но не	5	1
358	могло быть	1	1
359	но как	1	1
360	достаточно для	1	1
361	явлений и	2	1
362	эта особенность	1	1
363	отличие от	1	1
364	друг от	2	1
365	нет и	3	1
366	и речи	1	1
367	новые отношения	1	1
368	как говорит	1	1
369	тем больше	1	1
370	первый взгляд	1	1
371	его на	1	1
372	бы при	1	1
373	ничего и	1	1
374	и художественного	3	1
375	для которой	1	1
376	следующим образом	1	1
377	где она	1	1
378	и отчасти	1	1
379	стороны мы	1	1
380	та же	3	1
381	ступени развития	1	1
382	в этой	2	1
383	еще один	1	1
384	им в	1	1
385	общий тон	1	1
386	только один	2	1
387	этого образа	1	1
388	жизнь как	2	1
389	имеем в	3	1
390	и те	1	1
391	дальше и	1	1
392	быть только	1	1
393	вообще не	1	1
394	и стало	1	1
395	он ни	1	1
396	перестает быть	2	1
397	в огороде	1	1
398	они в	1	1
399	и еще	1	1
400	состоит именно	1	1
401	и совершенно	3	1
402	и сам	1	1
403	быть самим	1	1
404	на этом	2	1
405	форма в	2	1
406	но все	1	1
407	от нее	1	1
408	а вместе	1	1
409	таком количестве	1	1
410	них не	1	1
411	нет противоречия	1	1
412	должен был	1	1
413	лучше чем	1	1
414	останавливаться на	1	1
415	был поставлен	1	1
416	этого она	1	1
417	случае мы	1	1
418	далеко не	2	1
419	в действии	1	1
420	мы видели	2	1
421	развития так	1	1
422	явления которые	1	1
423	и такая	1	1
424	что такого	1	1
425	и было	4	1
426	бога и	2	1
427	и тогда	1	1
428	и того	1	1
429	понятия и	1	1
430	не мог	2	1
431	одного и	1	1
432	вселенной и	1	1
433	на первый	3	1
434	переносится в	1	1
435	общества и	1	1
436	в своей	1	1
437	нас может	1	1
438	будь это	1	1
439	на каждом	1	1
440	далее в	2	1
441	значение для	2	1
442	человеческого тела	12	1
443	принимают в	1	1
444	которые в	1	1
445	но он	2	1
446	друг другу	2	1
447	в прямом	2	1
448	с человеком	1	1
449	что те	1	1
450	в отношении	2	1
451	возникает в	1	1
452	символизма и	1	1
453	о значении	1	1
454	с которой	1	1
455	еще довольно	1	1
456	нас это	3	1
457	дело в	1	1
458	на два	1	1
459	не по	1	1
460	наблюдаем и	2	1
461	и имеет	2	1
462	для кого	1	1
463	следовательно и	3	1
464	если кто	2	1
465	того и	1	1
466	о природе	1	1
467	под этим	1	1
468	такова что	1	1
469	этих двух	1	1
470	или как	1	1
471	того в	1	1
472	в другую	1	1
473	и связи	1	1
474	значения например	1	1
475	во всем	1	1
476	весь этот	1	1
477	только с	1	1
478	этом отношении	2	1
479	со множеством	1	1
480	но менее	1	1
481	начиная с	1	1
482	пространственных отношений	1	1
483	лежит в	2	1
484	и дух	2	1
485	для развития	1	1
486	числе и	2	1
487	основаны на	1	1
488	его с	1	1
489	бы он	1	1
490	той или	1	1
491	получает новый	1	1
492	всегда в	1	1
493	в каждой	1	1
494	от друга	2	1
495	как не	1	1
496	но при	1	1
497	самим собою	2	1
498	и человека	1	1
499	в себя	2	1
500	в произведении	1	1
501	с самого	1	1
502	то время	1	1
503	в пределах	5	1
504	самое это	1	1
505	роль в	3	1
506	в другом	3	1
507	почему в	1	1
508	времени и	1	1
509	все от	1	1
510	том как	3	1
511	а все	1	1
512	как у	3	1
513	от тела	1	1
514	назвать его	1	1
515	не был	2	1
516	и поэтому	1	1
517	и назвать	1	1
518	все его	4	1
519	а также	3	1
520	может не	1	1
521	времени в	7	1
522	затем в	3	1
523	на основе	3	1
524	доходит до	1	1
525	и во	6	1
526	ее так	1	1
527	на одном	1	1
528	в форме	3	1
529	другого в	1	1
530	непосредственно в	1	1
531	века и	2	1
532	что здесь	2	1
533	и влияние	1	1
534	своего значения	2	1
535	дело с	1	1
536	из многих	1	1
537	как нечто	1	1
538	словом и	2	1
539	в разные	1	1
540	и ряд	1	1
541	их не	2	1
542	вопрос об	1	1
543	с одной	2	1
544	в качестве	3	1
545	лишь бы	1	1
546	образов в	1	1
547	особое значение	2	1
548	же явления	1	1
549	различия в	1	1
550	свидетельствует о	1	1
551	а это	1	1
552	из них	8	1
553	участие в	1	1
554	превращаются в	1	1
555	обращаем внимание	1	1
556	в пространстве	5	1
557	от горя	1	1
558	и стремится	1	1
559	бытия и	1	1
560	у него	9	1
561	мы обозначим	1	1
562	явления природы	1	1
563	ее на	1	1
564	не противоречит	1	1
565	же это	1	1
566	по направлению	1	1
567	рядом с	2	1
568	основные формы	1	1
569	мы это	1	1
570	за пределы	1	1
571	длинный ряд	1	1
572	здесь в	6	1
573	значения в	2	1
574	которой все	1	1
575	и самая	2	1
576	идут в	1	1
577	в природе	1	1
578	неразрывном единстве	1	1
579	и затем	2	1
580	больше и	2	1
581	прежде всего	14	1
582	по нескольку	1	1
583	которой нет	1	1
584	одной стороны	1	1
585	свойства или	1	1
586	в руках	1	1
587	его по	1	1
588	было для	1	1
589	человеческой жизни	4	1
590	чтобы определить	1	1
591	однако не	1	1
592	под влиянием	1	1
593	его как	1	1
594	если не	2	1
595	в связи	8	1
596	и об	1	1
597	у горация	1	1
598	следовало бы	1	1
599	величина и	1	1
600	в частности	5	1
601	как это	2	1
602	кровь в	1	1
603	надо было	1	1
604	к самому	1	1
605	и история	1	1
606	образом и	1	1
607	в последнем	2	1
608	же отношение	1	1
609	пример в	1	1
610	а потом	2	1
611	только чтобы	1	1
612	скорее можно	1	1
613	времени с	1	1
614	него есть	2	1
615	исходя из	1	1
616	это значит	3	1
617	с животными	1	1
618	стремления к	1	1
619	этот не	2	1
620	благодаря этому	1	1
621	возвращаемся к	1	1
622	он слышит	1	1
623	все же	6	1
624	мы найдем	1	1
625	и среди	1	1
626	мира и	9	1
627	которая в	1	1
628	в настоящее	1	1
629	найдем и	1	1
630	слова как	1	1
631	ее и	2	1
632	но когда	1	1
633	лишь как	1	1
634	у них	2	1
635	как уже	3	1
636	и самое	4	1
637	и смысл	1	1
638	стороны в	1	1
639	зрения в	1	1
640	его жизнь	1	1
641	его функции	1	1
642	ее в	3	1
643	же в	4	1
644	бы на	1	1
645	эти никогда	1	1
646	всего человека	1	1
647	и сила	1	1
648	только образ	1	1
649	и широко	1	1
650	точка соприкосновения	1	1
651	не знает	2	1
652	другой стороны	1	1
653	не быть	2	1
654	состоит из	1	1
655	от всех	1	1
656	в глаза	1	1
657	например и	1	1
658	природа как	1	1
659	и идеи	3	1
660	на свет	4	1
661	соответствует в	1	1
662	самосознания и	1	1
663	жизни и	8	1
664	как на	2	1
665	том числе	3	1
