N	2gram	Bakhtin_fo_1	Komedia
330	перед нами	1	1
331	переживания и	1	1
332	и как	10	1
333	и наконец	1	1
334	никаких следов	2	1
335	самом начале	1	1
336	от этого	2	1
337	моментов в	1	1
338	в этот	2	1
339	из жизни	1	1
340	человеческой судьбы	1	1
341	в нашем	2	1
342	из этих	1	1
343	выражение в	2	1
344	имеем в	1	1
345	и те	3	1
346	по ложному	1	1
347	композиционного характера	1	1
348	на площади	4	1
349	сказать в	1	1
350	человек не	1	1
351	чтобы они	4	1
352	нее и	1	1
353	в понимании	1	1
354	не являются	2	1
355	не к	2	1
356	его можно	1	1
357	не знающий	1	1
358	с такими	1	1
359	в каждом	1	1
360	что все	2	1
361	есть все	1	1
362	значение в	5	1
363	конечно в	1	1
364	той же	2	1
365	них не	1	1
366	до старости	1	1
367	это было	1	1
368	ко второму	1	1
369	еще вернемся	1	1
370	дали и	1	1
371	нам по	1	1
372	как встреча	2	1
373	чаще всего	1	1
374	в это	2	1
375	во многом	2	1
376	его и	2	1
377	для них	3	1
378	нет в	2	1
379	мне то	1	1
380	соответствии с	2	1
381	для своего	1	1
382	когда я	1	1
383	после стольких	1	1
384	очень важный	1	1
385	одно из	3	1
386	его образ	1	1
387	сказать не	1	1
388	таким же	1	1
389	раз не	1	1
390	человек и	2	1
391	это делает	1	1
392	страсти и	1	1
393	место в	2	1
394	не столько	1	1
395	были известны	1	1
396	в отличие	2	1
397	их между	1	1
398	жанра в	1	1
399	точку зрения	2	1
400	образом и	1	1
401	которые в	1	1
402	но он	2	1
403	друг другу	2	1
404	теми же	1	1
405	известно нам	1	1
406	вещей и	1	1
407	том же	2	1
408	не имеющего	1	1
409	так называемого	1	1
410	вернемся к	1	1
411	быть лишь	1	1
412	это случается	1	1
413	на совершенно	1	1
414	случае в	1	1
415	на три	1	1
416	в людях	1	1
417	с которой	1	1
418	виду что	1	1
419	на себе	1	1
420	которого и	1	1
421	и снова	1	1
422	какой мы	1	1
423	особый характер	1	1
424	не могло	5	1
425	остановимся здесь	1	1
426	бы между	1	1
427	находятся в	1	1
428	всего на	1	1
429	и по	2	1
430	те моменты	2	1
431	но очень	2	1
432	чтобы придать	1	1
433	со свадьбой	1	1
434	в сравнительно	1	1
435	по своей	1	1
436	во всем	2	1
437	с другом	1	1
438	мы встречаем	2	1
439	в трагедии	2	1
440	все то	2	1
441	выход из	2	1
442	могут быть	5	1
443	похож на	1	1
444	как только	1	1
445	числе и	2	1
446	всего в	1	1
447	здесь мы	1	1
448	в греческом	24	1
449	правда не	2	1
450	приходит к	1	1
451	и сами	1	1
452	подходе к	2	1
453	здесь также	2	1
454	и от	1	1
455	нет никакой	1	1
456	в себя	1	1
457	и может	2	1
458	как с	1	1
459	и совершенно	1	1
460	семейная жизнь	1	1
461	уже за	1	1
462	с собой	1	1
463	те же	2	1
464	времени и	10	1
465	особенно в	1	1
466	живет в	1	1
467	этим в	1	1
468	вошел в	1	1
469	свойств человека	1	1
470	жизнь и	4	1
471	в положенный	1	1
472	покончить с	1	1
473	тем чем	1	1
474	два момента	1	1
475	то они	1	1
476	этих условиях	1	1
477	его жизни	8	1
478	все его	3	1
479	главный герой	2	1
480	нас в	3	1
481	мы понимаем	1	1
482	затем в	1	1
483	наконец как	1	1
484	как нет	1	1
485	но ничего	1	1
486	путь к	1	1
487	от них	1	1
488	содержанием это	1	1
489	этот момент	1	1
490	во втором	2	1
491	достаточно назвать	1	1
492	но нет	1	1
493	этом и	1	1
494	ее на	1	1
495	того в	1	1
496	построении образов	1	1
497	он его	1	1
498	в ту	1	1
499	в описании	1	1
500	своей природе	1	1
501	ни к	3	1
502	мы видим	3	1
503	и подслушать	2	1
504	только в	4	1
505	в стороне	2	1
506	моменты в	1	1
507	и кончая	2	1
508	во времени	3	1
509	на несколько	1	1
510	по этому	1	1
511	которая была	1	1
512	со всеми	3	1
513	в эти	1	1
514	известный элемент	1	1
515	человека с	1	1
516	события и	1	1
517	обо всем	1	1
518	в построении	1	1
519	и у	5	1
520	только на	3	1
521	ни одного	1	1
522	друг за	2	1
523	свою жизнь	1	1
524	является не	1	1
525	этому вопросу	1	1
526	в ином	1	1
527	и других	3	1
528	и их	8	1
529	в новом	1	1
530	пока не	1	1
531	на одном	1	1
532	традиции на	2	1
533	осла и	2	1
534	с этими	2	1
535	к первой	1	1
536	как его	1	1
537	в некоторых	2	1
538	где в	1	1
539	но вместе	1	1
540	проявлений и	1	1
541	не были	2	1
542	о своей	2	1
543	временем в	1	1
544	сами эти	1	1
545	женится на	1	1
546	что человек	1	1
547	стороны он	1	1
548	действующих лиц	1	1
549	и последующих	1	1
550	было и	4	1
551	относящихся к	1	1
552	мы еще	3	1
553	говорит о	1	1
554	противоречие между	1	1
555	в соответствии	2	1
556	v в	1	1
557	ей не	1	1
558	он только	2	1
559	не на	1	1
560	от их	1	1
561	с которым	1	1
562	мы остановимся	1	1
563	которые как	1	1
564	как ни	1	1
565	было в	1	1
566	и вперед	1	1
567	мы находим	2	1
568	на фоне	3	1
569	этой же	1	1
570	человек в	3	1
571	или на	1	1
572	эта идея	1	1
573	и потому	3	1
574	и абсолютно	1	1
575	за другом	2	1
576	но ей	1	1
577	дальнейшим развитием	2	1
578	к жизни	2	1
579	течение которого	1	1
580	дом к	1	1
581	прямое отношение	2	1
582	в тех	1	1
583	быть только	3	1
584	да и	3	1
585	ведет не	1	1
586	друг с	1	1
587	ко мне	1	1
588	сохранился еще	1	1
589	приобретает в	1	1
590	что из	1	1
591	в основном	5	1
592	ход событий	1	1
593	здесь прежде	1	1
594	он должен	2	1
595	все вопросы	1	1
596	не похож	1	1
597	или в	3	1
598	которого они	1	1
599	своей собственной	3	1
600	себя самого	1	1
601	на первый	1	1
602	последующих веков	1	1
603	для нас	2	1
604	могли бы	1	1
605	же что	2	1
606	у них	2	1
607	всякого рода	2	1
608	в этих	3	1
609	разной степени	1	1
610	все они	1	1
611	места в	2	1
612	навлекает на	1	1
613	жизни в	8	1
614	дошедший до	1	1
615	с ней	1	1
616	сказать что	3	1
617	и только	1	1
618	была бы	2	1
619	речей и	1	1
620	бы его	1	1
621	начала не	1	1
622	жизнь в	2	1
623	жизни и	8	1
624	и эта	2	1
625	существу не	2	1
626	ряд моментов	1	1
627	можно назвать	2	1
628	том числе	4	1
629	они не	3	1
