N	2gram	Vygotskiy__2	slovoVRo
177	далее в	1	2
178	в противовес	1	2
179	одним словом	1	2
180	но как	1	2
181	точка зрения	3	2
182	менее всего	1	2
183	и речи	13	2
184	за пределы	2	2
185	с этим	3	2
186	и различные	2	2
187	как уже	2	2
188	бы только	1	2
189	более или	2	2
190	в нашем	1	2
191	от действительности	5	2
192	в себе	2	2
193	как он	6	2
194	с языком	1	2
195	он не	7	2
196	в виде	1	2
197	и более	2	2
198	основе его	1	2
199	факт что	1	2
200	значение в	3	2
201	самого автора	2	2
202	зрения на	1	2
203	зрения и	1	2
204	уже сказано	3	2
205	за ней	1	2
206	независимо от	4	2
207	мы видели	6	2
208	чем в	2	2
209	автора и	1	2
210	или менее	2	2
211	и при	1	2
212	в их	2	2
213	на каждом	1	2
214	но эта	3	2
215	которые в	1	2
216	однако в	1	2
217	даже в	4	2
218	тогда когда	5	2
219	дело в	1	2
220	того как	4	2
221	которого он	1	2
222	того чтобы	12	2
223	в одном	2	2
224	с материалом	1	2
225	только и	1	2
226	слова как	1	2
227	речи не	2	2
228	к ней	2	2
229	в области	1	2
230	отличается от	1	2
231	и языком	2	2
232	различных форм	1	2
233	должен быть	2	2
234	говорит и	1	2
235	без всякого	2	2
236	в себя	2	2
237	этих категорий	1	2
238	в дальнейшем	1	2
239	в другом	2	2
240	те же	3	2
241	особенно в	1	2
242	на ряд	1	2
243	в контекст	1	2
244	и здесь	1	2
245	на него	1	2
246	о том	9	2
247	и т.п	7	2
248	но мы	3	2
249	или на	1	2
250	может не	1	2
251	ним и	1	2
252	еще более	1	2
253	оно требует	1	2
254	как например	2	2
255	что он	12	2
256	мы увидим	2	2
257	речи все	3	2
258	правда и	1	2
259	всяком случае	6	2
260	действительность но	2	2
261	именно на	1	2
262	же и	1	2
263	уже в	5	2
264	всем его	1	2
265	и чисто	1	2
266	на протяжении	2	2
267	цели и	1	2
268	для того	10	2
269	то что	20	2
270	во власти	3	2
271	до сих	1	2
272	именно в	2	2
273	а именно	1	2
274	более того	1	2
275	с которым	1	2
276	как о	1	2
277	не всегда	1	2
278	в связи	6	2
279	эти слова	1	2
280	вместе с	6	2
281	и особенно	3	2
282	эта идея	1	2
283	в данном	3	2
284	если оно	1	2
285	тот факт	1	2
286	материал для	1	2
287	дело идет	1	2
288	сих пор	1	2
289	в более	2	2
290	и воля	1	2
291	не знаем	1	2
292	включает в	1	2
293	или в	3	2
294	в результате	3	2
295	в языке	1	2
296	жизни в	1	2
297	только с	1	2
298	не знает	1	2
299	и внутренне	1	2
300	к его	2	2
301	речи как	3	2
302	все что	5	2
303	они не	3	2
304	себя как	1	1
305	речью не	2	1
306	смысле слова	5	1
307	как известно	6	1
308	от этой	1	1
309	этого в	1	1
310	речь идет	2	1
311	категорий и	2	1
312	того же	3	1
313	проблемы в	1	1
314	силы и	1	1
315	науки о	1	1
316	идет о	3	1
317	и есть	2	1
318	за собой	2	1
319	мы говорим	1	1
320	по преимуществу	1	1
321	мировоззрения и	1	1
322	и до	3	1
323	все те	2	1
324	и этот	1	1
325	есть не	1	1
326	и значение	1	1
327	изложения и	1	1
328	и о	1	1
329	что уже	1	1
330	место в	1	1
331	он как	2	1
332	нас это	1	1
333	эпохи в	1	1
334	в самих	1	1
335	так называемые	1	1
336	видели из	1	1
337	между собой	1	1
338	он сам	3	1
339	первый план	1	1
340	что его	4	1
341	утверждения что	1	1
342	то мы	1	1
343	а следовательно	1	1
344	друг к	1	1
345	видели что	5	1
346	чем это	3	1
347	то он	2	1
348	к которой	1	1
349	к ним	1	1
350	его во	1	1
351	самих действиях	1	1
352	материала так	1	1
353	и мышлением	1	1
354	чем же	1	1
355	зрения а	1	1
356	показано выше	1	1
357	его на	1	1
358	является основным	1	1
359	что как	3	1
360	на высоту	1	1
361	все остальные	1	1
362	процессе развития	7	1
363	применении к	1	1
364	сознания в	1	1
365	могли бы	4	1
366	целый ряд	2	1
367	и всецело	1	1
368	как всякая	1	1
369	развития все	1	1
370	увидим что	2	1
371	и свою	1	1
372	этой идеи	1	1
373	что слово	1	1
374	для которого	3	1
375	в самом	11	1
376	та же	1	1
377	раскрыть не	1	1
378	в целом	10	1
379	он в	3	1
380	и зачатки	1	1
381	сущности и	1	1
382	сил в	1	1
383	становления человека	1	1
384	действительности а	1	1
385	и самый	2	1
386	в этой	6	1
387	нами в	1	1
388	совершается не	1	1
389	на то	6	1
390	и идея	1	1
391	вообще не	1	1
392	что она	3	1
393	не знающий	1	1
394	по самому	1	1
395	время и	1	1
396	и только	3	1
397	и еще	1	1
398	лишено всякого	1	1
399	речи в	6	1
400	и сам	3	1
401	целом как	1	1
402	и по	3	1
403	без исключения	1	1
404	с собой	3	1
405	одно и	1	1
406	как таковое	1	1
407	подход к	2	1
408	смысле в	1	1
409	формы мышления	2	1
410	но принимает	1	1
411	об этом	3	1
412	к другу	1	1
413	речь а	1	1
414	на все	2	1
415	на этой	2	1
416	ни при	3	1
417	это было	1	1
418	может ни	1	1
419	основным и	1	1
420	должен был	1	1
421	и тем	2	1
422	не соответствует	1	1
423	при данных	1	1
424	ведь если	1	1
425	в общественной	1	1
426	он является	2	1
427	о которых	3	1
428	все равно	2	1
429	на основании	1	1
430	для правильной	1	1
431	несмотря на	4	1
432	основные линии	1	1
433	языка конечно	1	1
434	такой же	1	1
435	должен стать	1	1
436	в один	2	1
437	над языком	1	1
438	на первый	1	1
439	есть такая	1	1
440	в эту	4	1
441	которая является	1	1
442	линии в	1	1
443	его действий	1	1
444	в своей	4	1
445	речи от	2	1
446	сказать так	1	1
447	мысль и	2	1
448	моменты которые	2	1
449	в такой	2	1
450	она в	1	1
451	прийти к	2	1
452	мы говорили	1	1
453	и новый	1	1
454	для развития	1	1
455	то его	1	1
456	он принимает	1	1
457	мысли и	1	1
458	не исчерпывается	1	1
459	от его	4	1
460	должны были	3	1
461	своему существу	1	1
462	основе ее	1	1
463	где она	1	1
464	и вторая	1	1
465	по ту	2	1
466	в таких	1	1
467	как проблема	1	1
468	и вся	1	1
469	в двух	1	1
470	она стремится	1	1
471	от чисто	1	1
472	с которой	2	1
473	и время	1	1
474	самого начала	1	1
475	каких условиях	2	1
476	и притом	1	1
477	весь этот	1	1
478	непосредственно и	1	1
479	его собственного	1	1
480	глубоком и	1	1
481	в нас	1	1
482	дело не	1	1
483	иметь в	1	1
484	внешние и	1	1
485	значение этого	1	1
486	для всего	2	1
487	резкой и	1	1
488	здесь может	1	1
489	ничего не	3	1
490	действительности но	1	1
491	и речевой	1	1
492	где уже	1	1
493	по своей	6	1
494	самому своему	1	1
495	в сознании	1	1
496	достаточно напомнить	1	1
497	в тени	1	1
498	его внутренней	2	1
499	к себе	2	1
500	и должно	1	1
501	чтобы увидеть	1	1
502	во все	2	1
503	иногда даже	1	1
504	лежит в	3	1
505	как только	2	1
506	числе и	3	1
507	глубокое и	1	1
508	с работами	1	1
509	протяжении всего	2	1
510	всего что	1	1
511	которые его	1	1
512	но два	1	1
513	совершенно иной	1	1
514	отношении он	1	1
515	что при	3	1
516	этот путь	1	1
517	в применении	2	1
518	правда не	1	1
519	и это	3	1
520	некоторой степени	1	1
521	и самое	1	1
522	как они	1	1
523	то она	1	1
524	в виду	6	1
525	как по	2	1
526	чтобы быть	1	1
527	и говорит	1	1
528	с самого	1	1
529	приводит к	5	1
530	и может	1	1
531	слова а	1	1
532	на том	2	1
533	сам становится	2	1
534	эти наблюдения	1	1
535	и которые	1	1
536	решающее значение	3	1
537	и социальные	1	1
538	поэтому в	1	1
539	это как	1	1
540	одно из	1	1
541	других менее	1	1
542	необходимо иметь	1	1
543	индивидуального к	1	1
544	другими словами	1	1
545	определенным образом	1	1
546	и что	8	1
547	направлений и	1	1
548	можно сказать	2	1
549	самому себе	2	1
550	нас в	2	1
551	всех своих	1	1
552	самый процесс	2	1
553	это может	1	1
554	в игру	1	1
555	которой мы	2	1
556	неизменной на	1	1
557	образом речь	1	1
558	оторванного от	1	1
559	во всей	5	1
560	вообще и	1	1
561	сразу в	1	1
562	мышление и	3	1
563	того что	17	1
564	как сказал	1	1
565	среди других	1	1
566	одной из	3	1
567	два основных	1	1
568	друг друга	5	1
569	уже говорили	3	1
570	на овладение	1	1
571	между этими	1	1
572	и ее	3	1
573	здесь с	1	1
574	вопрос об	2	1
575	в качестве	4	1
576	характерной для	1	1
577	первостепенное значение	1	1
578	это остается	1	1
579	на всем	2	1
580	не можем	3	1
581	так можно	1	1
582	только на	1	1
583	но самое	1	1
584	рано или	1	1
585	новые моменты	1	1
586	и обратно	2	1
587	постановка вопроса	1	1
588	мышления для	1	1
589	за ним	1	1
590	мир в	1	1
591	сами по	1	1
592	и со	1	1
593	не для	1	1
594	на развитие	1	1
595	ту сторону	2	1
596	до некоторой	1	1
597	мы можем	10	1
598	случае не	2	1
599	речи к	7	1
600	речи является	3	1
601	из которого	1	1
602	как раз	4	1
603	тем что	2	1
604	характерны для	1	1
605	приспособление к	1	1
606	речью в	2	1
607	в других	2	1
608	которые как	1	1
609	развитии и	1	1
610	или поздно	1	1
611	к совершенно	1	1
612	не были	1	1
613	и глубже	1	1
614	как у	2	1
615	с той	1	1
616	которая на	1	1
617	это кажется	1	1
618	на которые	1	1
619	могут иметь	1	1
620	что не	1	1
621	вещь и	1	1
622	должно быть	2	1
623	а наоборот	1	1
624	реального мира	1	1
625	зависит от	1	1
626	однако и	2	1
627	другой стороны	1	1
628	все время	3	1
629	отнюдь не	2	1
630	когда она	2	1
631	более глубокое	1	1
632	ближе к	1	1
633	сложный и	1	1
634	для этой	1	1
635	правильной оценки	1	1
636	мы находим	6	1
637	все более	1	1
638	мышлением и	7	1
639	вступает в	1	1
640	в частности	6	1
641	только его	2	1
642	какого бы	1	1
643	он говорит	3	1
644	который мы	1	1
645	всех других	1	1
646	рассуждения и	1	1
647	да и	1	1
648	чтобы исключить	1	1
649	этого слова	3	1
650	почему нельзя	2	1
651	только для	3	1
652	того или	1	1
653	однако не	1	1
654	говорят и	1	1
655	более и	1	1
656	нами уже	1	1
657	не является	9	1
658	это новое	1	1
659	отсюда следует	1	1
660	но на	3	1
661	сознания и	1	1
662	контакта с	1	1
663	развития и	3	1
664	влиянием на	1	1
665	речи с	5	1
666	или нет	1	1
667	интерес к	1	1
668	речи так	2	1
669	вообще в	2	1
670	сказал бы	1	1
671	в системе	1	1
672	нисколько не	2	1
673	социально и	1	1
674	выступают с	1	1
675	этой проблемы	2	1
676	также в	1	1
677	но этот	1	1
678	бы быть	1	1
679	что под	1	1
680	что такое	1	1
681	частности в	1	1
682	также не	1	1
683	в своих	1	1
684	только не	1	1
685	языком как	1	1
686	свою задачу	1	1
687	к этому	4	1
688	том числе	3	1
689	гораздо более	1	1
