N	2gram	Trubetskoy_1	Mirosoze
378	что их	3	1
379	этими двумя	2	1
380	или лучше	1	1
381	мы все	2	1
382	ставит его	1	1
383	отречься от	1	1
384	его насильственно	1	1
385	многих отношениях	1	1
386	во всем	3	1
387	чем многие	1	1
388	а лишь	2	1
389	его он	1	1
390	рамки и	1	1
391	всякий кто	1	1
392	только с	1	1
393	в области	4	1
394	не потому	2	1
395	может показаться	1	1
396	от того	3	1
397	всему этому	3	1
398	и оно	1	1
399	все то	2	1
400	и всех	1	1
401	среды в	1	1
402	как человек	1	1
403	бы это	1	1
404	в самые	1	1
405	всегда в	1	1
406	приходит к	1	1
407	из всего	1	1
408	как природный	1	1
409	на нем	1	1
410	не могу	1	1
411	коренным образом	1	1
412	на той	1	1
413	культуры и	9	1
414	лучше сказать	1	1
415	так в	1	1
416	свои силы	2	1
417	и сам	2	1
418	можно было	1	1
419	так и	10	1
420	основанную на	2	1
421	эта страсть	2	1
422	открытий которые	1	1
423	жизнь и	3	1
424	из одного	2	1
425	и даже	1	1
426	должны погибнуть	1	1
427	в разных	3	1
428	находится в	1	1
429	а к	2	1
430	каждый раз	1	1
431	именно потому	2	1
432	люди с	1	1
433	и поэтому	2	1
434	и та	1	1
435	своей истории	1	1
436	этой мысли	1	1
437	это потому	1	1
438	не стоит	2	1
439	в значительной	1	1
440	связанной с	1	1
441	заключается в	2	1
442	и всю	1	1
443	от них	1	1
444	он принужден	2	1
445	когда дело	1	1
446	борьбе с	1	1
447	во всей	1	1
448	и только	2	1
449	в другой	1	1
450	перед этими	1	1
451	и наконец	3	1
452	мы уже	4	1
453	быть и	5	1
454	на которой	1	1
455	этот вопрос	2	1
456	проникнуть в	1	1
457	и кажется	1	1
458	в вопросе	2	1
459	этой постоянной	1	1
460	что как	4	1
461	между тем	12	1
462	к психологии	2	1
463	между этими	2	1
464	и ее	2	1
465	конец и	1	1
466	в эти	3	1
467	так что	5	1
468	же и	1	1
469	с нею	1	1
470	то и	2	1
471	в религиозном	1	1
472	в нашей	1	1
473	прямой линии	4	1
474	он принадлежит	1	1
475	веру и	1	1
476	бы тот	1	1
477	всяком случае	2	1
478	что она	1	1
479	на одном	2	1
480	что называли	1	1
481	себя от	1	1
482	ее не	1	1
483	не свободен	1	1
484	к ним	2	1
485	вперед в	1	1
486	идет в	1	1
487	все-таки не	4	1
488	но из	1	1
489	рядом с	1	1
490	их нужно	1	1
491	с психологией	2	1
492	не были	1	1
493	и из	2	1
494	как у	3	1
495	антропологии и	2	1
496	а именно	1	1
497	будет ли	1	1
498	к которому	1	1
499	русской истории	1	1
500	или о	1	1
501	а на	1	1
502	может ли	1	1
503	для их	1	1
504	слова что	1	1
505	и тут	1	1
506	ближе к	3	1
507	вызывает в	1	1
508	себя на	1	1
509	и всякое	1	1
510	культуры он	2	1
511	все более	1	1
512	вступает в	1	1
513	европы а	1	1
514	в частности	2	1
515	исходит от	1	1
516	уже так	1	1
517	к его	1	1
518	бы свергнуть	1	1
519	может породить	1	1
520	вопросе о	2	1
521	в европе	6	1
522	если так	1	1
523	людей с	1	1
524	к жизни	1	1
525	сравнению с	5	1
526	в течение	4	1
527	наряду с	1	1
528	связаны с	1	1
529	когда она	1	1
530	да и	1	1
531	человек с	1	1
532	общества в	1	1
533	более элементарной	1	1
534	потому и	2	1
535	их было	1	1
536	стремятся к	1	1
537	что мы	4	1
538	высшее благо	1	1
539	этот роковой	1	1
540	форме к	1	1
541	тут уже	1	1
542	и часто	1	1
543	к пониманию	1	1
544	не имея	1	1
545	об отношении	1	1
546	он признает	1	1
547	что только	2	1
548	то не	1	1
549	но когда	1	1
550	целый ряд	4	1
551	из себя	10	1
552	бы он	1	1
553	или нет	1	1
554	ним все	1	1
555	еще более	1	1
556	тем более	3	1
557	мысль на	1	1
558	страсть к	2	1
559	я в	2	1
560	психологической точки	1	1
561	книгу в	1	1
562	если все	1	1
563	давно уже	2	1
564	есть высшее	1	1
565	своего народа	3	1
566	мир который	1	1
567	лишь те	1	1
568	существование и	1	1
569	это все	1	1
570	возможно лишь	2	1
571	культуры как	3	1
572	не быть	1	1
573	от всех	1	1
574	но этот	1	1
575	это сознание	1	1
576	мои мысли	2	1
577	на гибель	1	1
578	в миросозерцании	1	1
579	ко всему	2	1
580	культуры в	10	1
581	этот с	1	1
582	та же	3	1
583	можно назвать	3	1
584	быть признана	2	1
585	пути к	1	1
586	случае если	5	1
587	в своих	2	1
588	разрушают и	1	1
589	народ с	1	1
590	и эта	1	1
591	в состояние	1	1
592	и свою	1	1
593	так же	8	1
594	во всяком	2	1
595	они не	2	1
