N	2gram	Bakhtin_sl_1	Komedia
309	активным участником	2	1
310	действительно не	2	1
311	выражение в	3	1
312	автора и	4	1
313	как таковой	1	1
314	или менее	3	1
315	в эту	2	1
316	от своего	1	1
317	поэтического творчества	1	1
318	таким же	1	1
319	и без	1	1
320	не столько	1	1
321	было очень	1	1
322	от его	3	1
323	из области	1	1
324	сам же	1	1
325	в диалоге	1	1
326	обращение к	1	1
327	тем не	1	1
328	и единственного	4	1
329	том же	4	1
330	ним в	1	1
331	в устах	1	1
332	вместе со	2	1
333	условия и	1	1
334	заставляет его	2	1
335	с точки	8	1
336	случае в	1	1
337	жизни между	1	1
338	речи из	1	1
339	правда в	1	1
340	здесь на	1	1
341	на себе	1	1
342	в основе	5	1
343	даже как	2	1
344	никогда не	3	1
345	ничего не	4	1
346	в разных	3	1
347	общему мнению	2	1
348	автор не	4	1
349	со своим	5	1
350	сводится к	1	1
351	так называемый	1	1
352	интересующие нас	1	1
353	в каком	1	1
354	далеких от	1	1
355	и некоторые	1	1
356	недоразумений и	1	1
357	отличается от	1	1
358	его с	1	1
359	той или	9	1
360	для его	1	1
361	поэт не	1	1
362	должен быть	1	1
363	с каким	1	1
364	представим себе	1	1
365	в себя	1	1
366	в пределах	14	1
367	приводит к	1	1
368	на свой	1	1
369	фоне которых	1	1
370	в рамки	2	1
371	произведения и	2	1
372	в нескольких	1	1
373	широкое значение	1	1
374	в контексте	2	1
375	каждого из	1	1
376	в споре	1	1
377	в социальном	1	1
378	которые он	1	1
379	влиянию на	1	1
380	введенные в	2	1
381	но у	1	1
382	жизнь и	1	1
383	является в	1	1
384	задний план	1	1
385	о котором	1	1
386	остановимся на	2	1
387	с ним	7	1
388	а также	2	1
389	зрения на	7	1
390	быть более	1	1
391	за пределами	2	1
392	его жизни	1	1
393	одного из	2	1
394	все его	4	1
395	начале xx	1	1
396	нас в	2	1
397	за свое	1	1
398	от них	1	1
399	лица и	1	1
400	нуждается в	1	1
401	почти полное	1	1
402	и следовательно	7	1
403	раз на	1	1
404	впрочем не	1	1
405	условия для	1	1
406	в литературе	1	1
407	по своей	1	1
408	стилистическим признакам	1	1
409	мы видим	2	1
410	с каждым	1	1
411	вовлеченных в	1	1
412	сюжетов и	1	1
413	они могут	7	1
414	смысл на	1	1
415	конечно не	3	1
416	в большинстве	10	1
417	только на	2	1
418	и они	1	1
419	то и	1	1
420	него свои	1	1
421	чем они	1	1
422	не все	1	1
423	в сознании	2	1
424	не принимает	1	1
425	от других	2	1
426	речь в	2	1
427	большинстве случаев	6	1
428	к своим	1	1
429	для него	3	1
430	в известной	2	1
431	с девушкой	1	1
432	его речь	1	1
433	содержание и	1	1
434	слово как	5	1
435	среди которых	1	1
436	как его	5	1
437	речь и	3	1
438	этими словами	1	1
439	как раз	2	1
440	к той	1	1
441	протяжении всего	1	1
442	о которых	1	1
443	в очень	1	1
444	где в	1	1
445	не укладывается	2	1
446	которые как	1	1
447	этой разновидности	2	1
448	и даже	6	1
449	или иной	9	1
450	а с	2	1
451	на которые	2	1
452	по всей	3	1
453	противоречий между	1	1
454	что не	1	1
455	него из	1	1
456	очень трудно	1	1
457	у нас	2	1
458	этого не	1	1
459	до конца	12	1
460	и самый	1	1
461	не на	5	1
462	а не	15	1
463	однако и	1	1
464	изображения в	1	1
465	другой стороны	4	1
466	среди них	1	1
467	его по	1	1
468	ни о	2	1
469	там где	4	1
470	самого начала	1	1
471	речи и	1	1
472	жизнь в	2	1
473	среди других	2	1
474	несмотря на	1	1
475	случаев не	1	1
476	с помощью	1	1
477	свою очередь	2	1
478	связь с	2	1
479	сделать его	1	1
480	других случаях	2	1
481	в разной	1	1
482	ничего нет	1	1
483	к своему	6	1
484	почти всех	1	1
485	взаимоотношения между	1	1
486	такого рода	2	1
487	основное содержание	2	1
488	себя то	1	1
489	не видят	2	1
490	и там	3	1
491	именно в	3	1
492	образом на	1	1
493	по существу	3	1
494	в состоянии	1	1
495	быть не	1	1
496	но даже	1	1
497	стихов в	1	1
498	в одних	1	1
499	характерные для	2	1
500	которые были	1	1
501	о мире	1	1
502	ближе к	1	1
503	в более	1	1
504	всего они	1	1
505	этого рода	1	1
506	на задний	1	1
507	только теперь	1	1
508	в результате	3	1
509	той разновидности	1	1
510	как особая	1	1
511	не с	2	1
512	как две	1	1
513	тем более	1	1
514	разной степени	2	1
515	обстоит дело	2	1
516	в системе	1	1
517	на фоне	7	1
518	нет ничего	1	1
519	городов и	1	1
520	между ними	2	1
521	героя и	1	1
522	не знает	1	1
523	сказать что	2	1
524	только как	1	1
525	равно как	1	1
526	в свою	3	1
527	о себе	1	1
528	в последнем	1	1
529	или иного	2	1
530	первом случае	2	1
531	бы его	2	1
532	занимает в	1	1
533	того или	2	1
534	и эта	2	1
535	так же	2	1
536	как на	1	1
537	все что	1	1
