N	2gram	Bakhtin_KF_1	Myshleni
199	что между	1	2
200	бы что	1	2
201	он как	1	2
202	само слово	1	2
203	вместо того	1	2
204	зависимости от	1	2
205	как таковая	1	2
206	как если	1	2
207	в ее	16	2
208	со всеми	2	2
209	только тогда	1	2
210	является вовсе	1	2
211	себе и	3	2
212	и я	5	2
213	хотя и	1	2
214	когда он	1	2
215	сознания в	2	2
216	и наконец	1	2
217	от этого	2	2
218	в первом	1	2
219	за собой	1	2
220	бы и	3	2
221	другого как	1	2
222	в нашем	1	2
223	нами в	1	2
224	это понятие	1	2
225	главным образом	1	2
226	все другие	1	2
227	а скорее	1	2
228	всех этих	3	2
229	он должен	1	2
230	не к	1	2
231	на этом	1	2
232	но все	5	2
233	значительной степени	1	2
234	том же	1	2
235	из всех	1	2
236	ближе к	3	2
237	который по	1	2
238	в единое	2	2
239	несмотря на	1	2
240	нигде не	3	2
241	должно быть	6	2
242	как таковой	1	2
243	в один	1	2
244	был бы	3	2
245	в этих	1	2
246	его построения	1	2
247	и эти	2	2
248	что этот	3	2
249	эта мысль	1	2
250	что эта	2	2
251	не имеет	5	2
252	дело в	2	2
253	к этим	1	2
254	говорить о	2	2
255	действительность и	1	2
256	это целое	2	2
257	никогда не	5	2
258	же время	2	2
259	и мысли	1	2
260	ибо все	3	2
261	оставить в	1	2
262	лежит в	1	2
263	бы он	2	2
264	целом в	1	2
265	к пониманию	1	2
266	целому и	1	2
267	с собой	1	2
268	не с	1	2
269	ясно что	3	2
270	существенно не	1	2
271	поэтому в	1	2
272	в контекст	1	2
273	мысль не	2	2
274	в значительной	1	2
275	от них	1	2
276	в ту	2	2
277	если это	1	2
278	в жизнь	1	2
279	в современной	3	2
280	известном смысле	1	2
281	один из	2	2
282	содержится в	1	2
283	нуждается в	1	2
284	уже не	7	2
285	в виде	2	2
286	в известном	1	2
287	ту или	1	2
288	одно из	1	2
289	для него	8	2
290	факта его	1	2
291	другом в	1	2
292	единство сознания	1	2
293	со всем	5	2
294	и даже	1	2
295	на ее	1	2
296	а эти	1	2
297	по всей	1	2
298	если мы	1	2
299	месте и	1	2
300	и пр	3	2
301	в стороне	1	2
302	мысль как	2	2
303	своей структуре	1	2
304	и потому	2	2
305	как это	1	2
306	его на	2	2
307	в данном	2	2
308	всего в	1	2
309	там где	5	2
310	влечет за	1	2
311	и таким	1	2
312	в смысле	6	2
313	мысли но	1	2
314	нечто подобное	1	2
315	сведено к	1	2
316	мы только	1	2
317	а в	4	2
318	между ними	1	2
319	с ней	1	2
320	к его	1	2
321	но этот	1	2
322	жизни и	8	2
323	ее в	1	2
324	ту же	1	1
325	единицы и	1	1
326	лежат в	1	1
327	на самом	3	1
328	бы для	1	1
329	не имеют	1	1
330	действительности и	1	1
331	и утверждается	1	1
332	мы уже	1	1
333	от своего	1	1
334	на первом	2	1
335	т.е мысль	1	1
336	время от	1	1
337	и функция	1	1
338	науки и	1	1
339	его только	1	1
340	все теоретическое	2	1
341	совпадает с	1	1
342	только это	2	1
343	впервые возможным	1	1
344	а для	2	1
345	эта функция	1	1
346	психологического познания	1	1
347	жизни как	5	1
348	для нашей	1	1
349	выхода в	1	1
350	в виду	3	1
351	в ней	3	1
352	и говорить	1	1
353	стороны его	1	1
354	еще не	4	1
355	освобождения от	1	1
356	быть в	4	1
357	в различных	1	1
358	ли его	1	1
359	мы будем	1	1
360	же на	1	1
361	конечном счете	1	1
362	само это	1	1
363	по направлению	1	1
364	и будет	1	1
365	не просто	1	1
366	этого единства	1	1
367	значение для	1	1
368	он ни	2	1
369	один и	1	1
370	в истории	1	1
371	оторванное от	1	1
372	как к	2	1
373	что ее	1	1
374	теоретических и	1	1
375	отдельному предмету	1	1
376	истории философии	1	1
377	его к	2	1
378	в непосредственной	1	1
379	в действительности	1	1
380	чего не	2	1
381	с определенной	1	1
382	или иную	1	1
383	себе как	2	1
384	та же	2	1
385	положение этого	1	1
386	и живущего	1	1
387	этих моментов	2	1
388	действительности а	1	1
389	ее как	2	1
390	в мышлении	1	1
391	научных и	1	1
392	на его	1	1
393	с чем	1	1
394	как оно	2	1
395	в нем	28	1
396	зрения той	1	1
397	она становится	1	1
398	перестает быть	1	1
399	в принципе	2	1
400	оно должно	1	1
401	новое и	1	1
402	уже приведенным	1	1
403	содержит в	1	1
404	его от	1	1
405	постольку поскольку	1	1
406	всех своих	4	1
407	будем говорить	1	1
408	могла бы	4	1
409	поэтому мы	1	1
410	нам остается	1	1
411	что мне	1	1
412	может возникнуть	1	1
413	здесь то	1	1
414	бы постоянно	1	1
415	и менее	1	1
416	тремя специальными	1	1
417	действительности в	2	1
418	этом смысле	3	1
419	делает его	1	1
420	в жизни	2	1
421	кризис в	1	1
422	бы совершенно	1	1
423	но мы	1	1
424	которой он	2	1
425	мир в	11	1
426	о примате	1	1
427	возникнуть и	1	1
428	нисколько не	4	1
429	в эту	1	1
430	и подчиняется	1	1
431	от времени	1	1
432	является еще	1	1
433	что я	5	1
434	от его	5	1
435	моментом не	1	1
436	является только	1	1
437	но эта	5	1
438	исключительно на	1	1
439	конкретное многообразие	1	1
440	абстрактному мышлению	1	1
441	тем не	2	1
442	это дело	1	1
443	войти в	2	1
444	приспособиться к	1	1
445	действием и	1	1
446	остановимся на	1	1
447	раз и	2	1
448	сознании в	1	1
449	мы поэтому	1	1
450	не менее	3	1
451	и развивается	2	1
452	человека но	1	1
453	и ясно	2	1
454	как о	1	1
455	его делает	1	1
456	и сама	1	1
457	и именно	2	1
458	чтобы стать	1	1
459	этого конечно	1	1
460	для всего	1	1
461	из него	3	1
462	следовательно и	1	1
463	он пытается	1	1
464	поскольку оно	1	1
465	находятся в	1	1
466	этих последних	1	1
467	более что	1	1
468	самому своему	1	1
469	за исключением	1	1
470	в сознании	2	1
471	и делает	2	1
472	в некотором	3	1
473	поведения но	1	1
474	именно оно	1	1
475	представляется нам	1	1
476	выход из	2	1
477	по самому	1	1
478	когда мы	1	1
479	во все	1	1
480	отличается от	1	1
481	должны быть	1	1
482	этой книги	1	1
483	установить между	1	1
484	той или	3	1
485	это содержание	1	1
486	игра в	1	1
487	развития оно	1	1
488	оно не	2	1
489	т.е в	1	1
490	чтобы охватить	1	1
491	зрения теоретической	1	1
492	к такому	1	1
493	предмету но	1	1
494	с ее	2	1
495	как не	1	1
496	не существует	1	1
497	на основе	7	1
498	что делает	1	1
499	и включает	1	1
500	чтобы быть	2	1
501	это с	1	1
502	его они	1	1
503	только не	1	1
504	можно сделать	1	1
505	во главе	2	1
506	она только	1	1
507	всей своей	2	1
508	включает в	2	1
509	как с	1	1
510	котором мы	3	1
511	не мог	1	1
512	живет в	1	1
513	здесь нет	2	1
514	как таковую	1	1
515	во второй	1	1
516	живой жизни	1	1
517	переживания как	2	1
518	точки для	1	1
519	приводит его	1	1
520	но эту	1	1
521	совершенно иначе	1	1
522	и здесь	7	1
523	но к	1	1
524	и та	2	1
525	делает возможным	1	1
526	единства и	2	1
527	совершенно другому	1	1
528	в конечном	1	1
529	и смысловой	2	1
530	когда оно	1	1
531	но нет	2	1
532	что и	7	1
533	это не	10	1
534	а следовательно	3	1
535	это факт	1	1
536	может иметь	2	1
537	он принципиально	1	1
538	значит что	1	1
539	как из	1	1
540	могу согласиться	1	1
541	что только	2	1
542	не само	1	1
543	и этих	1	1
544	которой мы	1	1
545	также и	1	1
546	и действительно	6	1
547	в контексте	5	1
548	его принципы	1	1
549	именно на	2	1
550	не можем	1	1
551	одной из	1	1
552	всем его	3	1
553	употребляемый в	1	1
554	еще одной	1	1
555	а это	2	1
556	а то	1	1
557	не дает	3	1
558	он стремится	1	1
559	и вопрос	1	1
560	лишь постольку	1	1
561	но для	2	1
562	процесс и	2	1
563	себе в	1	1
564	могло бы	4	1
565	слова в	2	1
566	остается чисто	1	1
567	относит и	1	1
568	к ним	4	1
569	может служить	1	1
570	это различение	1	1
571	как его	4	1
572	само по	1	1
573	должен был	1	1
574	которые могут	1	1
575	и никогда	1	1
576	для решения	1	1
577	может присоединиться	1	1
578	именно как	1	1
579	факта для	1	1
580	к совершенно	1	1
581	со стороны	7	1
582	или иной	2	1
583	и превращает	1	1
584	и из	1	1
585	этом пути	1	1
586	а именно	1	1
587	соответствии с	2	1
588	и др	1	1
589	желания и	1	1
590	что не	3	1
591	больше и	1	1
592	не нужна	1	1
593	противоречие между	1	1
594	своей функции	1	1
595	сделать в	1	1
596	к человеку	1	1
597	в соответствии	2	1
598	до этого	1	1
599	не было	8	1
600	она является	1	1
601	до конца	3	1
602	ничем не	1	1
603	зависит от	1	1
604	где его	2	1
605	отнюдь не	6	1
606	это значит	1	1
607	только от	1	1
608	и исторической	1	1
609	пр и	1	1
610	когда я	3	1
611	оно ни	1	1
612	факта но	1	1
613	стороны в	3	1
614	факт может	2	1
615	часть нашего	1	1
616	мы говорим	1	1
617	же с	1	1
618	и просто	2	1
619	всей полноте	1	1
620	можно быть	1	1
621	по своему	3	1
622	но сам	1	1
623	только так	1	1
624	в первой	1	1
625	в это	2	1
626	всех его	2	1
627	действительное единство	1	1
628	о его	1	1
629	оба этих	2	1
630	как индивидуальная	1	1
631	между прочим	1	1
632	сознания это	1	1
633	не сумел	1	1
634	остается в	1	1
635	сознании и	1	1
636	но с	1	1
637	основных линий	1	1
638	и для	9	1
639	живет и	1	1
640	или в	1	1
641	мы пытаемся	1	1
642	человек и	1	1
643	а к	1	1
644	или другой	1	1
645	представление что	1	1
646	мышления она	1	1
647	полагать что	1	1
648	другими и	1	1
649	ни к	2	1
650	я должен	7	1
651	а эта	3	1
652	мысль в	1	1
653	вообще и	1	1
654	отношении к	2	1
655	связь с	1	1
656	только с	3	1
657	себя уже	1	1
658	только как	4	1
659	не быть	3	1
660	совершенно не	6	1
661	стороне и	1	1
662	именно к	1	1
663	как некоторый	1	1
664	но эти	1	1
665	человека одной	1	1
666	по поводу	1	1
667	это в	1	1
668	я могу	5	1
669	который не	1	1
670	современный кризис	1	1
671	все что	1	1
672	гораздо более	1	1
