N	2gram	Tiupa_Anal_2	Otkroven
202	его речь	1	1
203	вовсе не	2	1
204	и сам	3	1
205	на свободу	1	1
206	этом отношении	3	1
207	в каждом	1	1
208	же не	2	1
209	от свободы	1	1
210	том-то и	1	1
211	в совершенно	1	1
212	и даже	9	1
213	со стороны	3	1
214	самим собой	1	1
215	как у	1	1
216	заключается в	1	1
217	делает в	1	1
218	в глазах	1	1
219	темам и	1	1
220	не совпадает	1	1
221	с той	2	1
222	лишь на	1	1
223	во внешней	1	1
224	к счастью	1	1
225	в жизни	1	1
226	смерть и	1	1
227	говорит о	5	1
228	во внутренней	1	1
229	в них	1	1
230	этого слова	3	1
231	может ли	2	1
232	на этот	2	1
233	попадает в	3	1
234	и своим	1	1
235	всегда и	1	1
236	о чем	2	1
237	ведет к	1	1
238	в мире	6	1
239	и тогда	1	1
240	нисколько не	1	1
241	мира в	1	1
242	он и	2	1
243	не так	4	1
244	начиная с	1	1
245	сторон и	1	1
246	его как	2	1
247	как это	6	1
248	в котором	2	1
249	для русской	1	1
250	с каким-то	1	1
251	есть на	1	1
252	который всегда	1	1
253	героя из	1	1
254	и более	1	1
255	в конце	4	1
256	друг с	1	1
257	не любит	4	1
258	разговор с	1	1
259	в отношении	1	1
260	и здесь	1	1
261	вообще но	1	1
262	но это	1	1
263	отличается от	1	1
264	она не	2	1
265	одна из	1	1
266	ближе к	1	1
267	со всей	1	1
268	тому кто	1	1
269	было не	1	1
270	не случайно	8	1
271	в нас	2	1
272	может служить	1	1
273	в разных	1	1
274	жизни не	1	1
275	особого рода	2	1
276	бы в	3	1
277	еще более	2	1
278	его судьбу	1	1
279	по своей	1	1
280	ни к	1	1
281	этой речи	1	1
282	силы в	1	1
283	в сознании	4	1
284	внутренней жизни	1	1
285	не допускает	1	1
286	отношении к	1	1
287	как будто	3	1
288	еще ничего	1	1
289	ты не	2	1
290	с другом	1	1
291	есть у	1	1
292	у нас	1	1
293	всему этому	1	1
294	состоит из	1	1
295	была бы	2	1
296	совершенно не	1	1
297	к его	2	1
298	и заключается	1	1
299	ко всему	1	1
300	у которых	1	1
301	уже отмечали	1	1
302	но оно	1	1
303	в свое	1	1
304	особенно в	7	1
305	будто бы	1	1
306	бы он	1	1
307	указывает на	1	1
308	он видит	1	1
