N	2gram	Medvedev_F_1	RusskieA
388	себе в	1	1
389	свою очередь	6	1
390	и сами	1	1
391	всем этим	2	1
392	здесь не	3	1
393	на основе	6	1
394	в особенности	3	1
395	так на	1	1
396	в пределах	6	1
397	приводит к	2	1
398	и иные	1	1
399	что у	1	1
400	поэтому мы	1	1
401	так и	18	1
402	что также	1	1
403	здесь нет	1	1
404	мог бы	1	1
405	оно все	1	1
406	к тем	1	1
407	думает что	1	1
408	п н	1	1
409	них есть	1	1
410	вся его	1	1
411	с этого	1	1
412	условный и	1	1
413	если бы	4	1
414	с ним	2	1
415	сводится к	3	1
416	на этой	1	1
417	настоящее время	10	1
418	же происходит	3	1
419	можно сказать	1	1
420	может не	1	1
421	аналогии с	3	1
422	и во	1	1
423	как нет	1	1
424	в его	23	1
425	во всей	2	1
426	все время	2	1
427	в литературе	5	1
428	всех деталей	1	1
429	быть и	4	1
430	на которой	1	1
431	несколько человек	1	1
432	в основном	3	1
433	что он	3	1
434	мы увидим	4	1
435	но ни	1	1
436	и является	2	1
437	и действительно	1	1
438	несколько подробнее	2	1
439	который в	1	1
440	то эти	1	1
441	лучше чем	1	1
442	от них	1	1
443	всем этом	1	1
444	из которого	1	1
445	в большинстве	3	1
446	только на	5	1
447	значение и	3	1
448	а это	1	1
449	есть однако	1	1
450	в данной	1	1
451	и обратно	1	1
452	которые несут	1	1
453	е на	1	1
454	но есть	2	1
455	предположения что	1	1
456	мир в	1	1
457	был бы	1	1
458	не так	2	1
459	для него	3	1
460	всяком случае	4	1
461	могло бы	2	1
462	в одном	2	1
463	и должна	2	1
464	быть непременно	2	1
465	как его	1	1
466	как раз	2	1
467	теорией и	1	1
468	они становятся	2	1
469	в другой	2	1
470	в это	1	1
471	ней и	1	1
472	и даже	3	1
473	даже не	1	1
474	в н	1	1
475	имеет и	1	1
476	как у	1	1
477	и чем	3	1
478	в ряде	1	1
479	и др	5	1
480	в менее	1	1
481	смысла и	1	1
482	не на	2	1
483	зависит от	1	1
484	влияние и	2	1
485	в изучении	1	1
486	под влиянием	2	1
487	которые будут	1	1
488	через нее	2	1
489	нее как	1	1
490	и потому	9	1
491	в предыдущей	2	1
492	по своему	1	1
493	это делается	1	1
494	не дают	1	1
495	нашу задачу	1	1
496	смысле этого	3	1
497	он может	1	1
498	и основной	1	1
499	есть одна	1	1
500	в современной	1	1
501	и более	2	1
502	этого слова	3	1
503	и не	20	1
504	этот не	1	1
505	но это	3	1
506	что касается	1	1
507	и тогда	1	1
508	при всем	1	1
509	происходит не	1	1
510	в настоящее	10	1
511	в двух	1	1
512	представление что	1	1
513	тем более	1	1
514	не непосредственно	1	1
515	его жизнь	1	1
516	только что	1	1
517	то их	1	1
518	в мифе	1	1
519	ее развития	1	1
520	несмотря на	1	1
521	только с	1	1
522	в свою	8	1
523	сказать что	1	1
524	другой стороны	1	1
525	же они	2	1
526	одновременно и	1	1
527	религии и	1	1
528	есть и	1	1
529	время не	1	1
530	и состоит	1	1
531	во всяком	4	1
532	также не	1	1
533	направление в	3	1
534	и эта	1	1
535	как на	4	1
536	и особенно	2	1
