N	2gram	Vinokur_Ku_3	DiskursI
180	не всегда	1	2
181	цель всех	1	2
182	иначе говоря	2	2
183	одного и	2	2
184	или менее	2	2
185	в г	1	2
186	наших дней	1	2
187	и без	2	2
188	мысли и	2	2
189	по крайней	1	2
190	не менее	12	2
191	что с	1	2
192	дело не	2	2
193	самое непосредственное	1	2
194	не могло	1	2
195	а о	1	2
196	нельзя не	2	2
197	как формы	1	2
198	и его	1	2
199	крайней мере	1	2
200	уже о	2	2
201	отличается от	2	2
202	же самое	1	2
203	не есть	3	2
204	как мы	5	2
205	говоря уже	2	2
206	данном случае	4	2
207	языка и	2	2
208	характер и	1	2
209	своим происхождением	1	2
210	в пределах	2	2
211	приводит к	1	2
212	на том	2	2
213	же касается	1	2
214	в другом	1	2
215	а по	1	2
216	о нем	1	2
217	во всяком	2	2
218	и что	7	2
219	одного из	1	2
220	на протяжении	2	2
221	работы с	1	2
222	котором он	1	2
223	них в	1	2
224	к различным	1	2
225	в какой	3	2
226	наше время	1	2
227	и ее	1	2
228	точка зрения	4	2
229	тот или	2	2
230	к работе	1	2
231	уже в	3	2
232	свидетельствует о	1	2
233	в равной	1	2
234	или даже	1	2
235	текста в	1	2
236	слова в	4	2
237	в одном	2	2
238	в современном	1	2
239	заметить что	1	2
240	общения и	1	2
241	никогда не	1	2
242	говорили о	1	2
243	и др	1	2
244	обратить внимание	1	2
245	более того	1	2
246	зависит от	1	2
247	о чем	2	2
248	более чем	2	2
249	к его	2	2
250	что же	5	2
251	в ряду	3	2
252	и было	1	2
253	высказывания и	1	2
254	в начале	1	2
255	рассматривать как	1	2
256	мой взгляд	3	2
257	на мой	3	2
258	о котором	1	2
259	не более	2	2
260	будто бы	1	2
261	не говоря	2	2
262	одновременно и	1	2
263	что даже	1	2
264	речи как	3	2
265	это в	2	2
266	они не	3	2
267	к этому	1	2
268	том числе	2	2
269	второй из	1	1
270	зрения как	1	1
271	можно говорить	10	1
272	речь идет	3	1
273	таком случае	2	1
274	чтобы не	2	1
275	от простейших	1	1
276	сам по	3	1
277	и то	1	1
278	самом деле	14	1
279	на самом	3	1
280	науки о	1	1
281	это и	3	1
282	и должны	1	1
283	идет о	1	1
284	должен занять	1	1
285	той же	3	1
286	ставят перед	1	1
287	что далеко	1	1
288	смысле можно	2	1
289	говорить о	6	1
290	но она	1	1
291	в полной	1	1
292	я не	5	1
293	в изложении	1	1
294	из того	2	1
295	мы и	1	1
296	непосредственное отношение	1	1
297	форм в	1	1
298	к общему	1	1
299	язык вообще	1	1
300	прошлого столетия	1	1
301	стоят на	1	1
302	он сам	1	1
303	а только	1	1
304	не то	2	1
305	конечном счете	1	1
306	внимание не	1	1
307	он пишет	2	1
308	тут же	1	1
309	мы называем	2	1
310	нет и	1	1
311	отличаются от	1	1
312	что они	2	1
313	речи но	3	1
314	форме и	1	1
315	были не	1	1
316	жанров это	1	1
317	что во	1	1
318	же с	1	1
319	независимо от	5	1
320	в противном	1	1
321	тех случаях	1	1
322	вопросом о	4	1
323	в недавнее	1	1
324	тем же	2	1
325	к числу	1	1
326	или иную	1	1
327	со своей	1	1
328	всего лишь	1	1
329	в которой	1	1
330	бы и	3	1
331	что это	3	1
332	таковы например	1	1
333	образом и	1	1
334	он в	2	1
335	в нашем	7	1
336	из этих	5	1
337	и те	1	1
338	учение о	2	1
339	по преимуществу	3	1
340	в словаре	1	1
341	целого которое	1	1
342	или слушателя	1	1
343	этот процесс	1	1
344	что она	5	1
345	противном случае	1	1
346	он не	3	1
347	всех этих	1	1
348	в первую	3	1
349	в понимании	1	1
350	чем у	1	1
351	не к	1	1
352	понимания и	1	1
353	данном отношении	1	1
354	свое время	2	1
355	нашей культуры	1	1
356	пример из	1	1
357	как нельзя	2	1
358	или иных	1	1
359	но все	2	1
360	русском языке	3	1
361	не будет	1	1
362	значение в	2	1
363	слова или	1	1
364	этих форм	2	1
365	с целью	2	1
366	при помощи	1	1
367	сохраняется в	1	1
368	первую очередь	3	1
369	с другими	2	1
370	искусства в	1	1
371	которая как	1	1
372	этом смысле	1	1
373	приходит в	2	1
374	например для	1	1
375	стоит на	1	1
376	о которых	1	1
377	с этой	3	1
378	с тем	6	1
379	сознания за	1	1
380	в слове	4	1
381	мы видели	3	1
382	не заметить	1	1
383	строгом смысле	1	1
384	но язык	2	1
385	мы не	3	1
386	слова и	7	1
387	как таковой	2	1
388	в научной	1	1
389	не мог	1	1
390	в этих	2	1
391	письма и	1	1
392	во время	1	1
393	и при	2	1
394	она сама	1	1
395	что такое	4	1
396	таким же	1	1
397	свою речь	1	1
398	лежат в	1	1
399	с точки	16	1
400	если можно	1	1
401	не столько	4	1
402	равной мере	1	1
403	что до	1	1
404	от его	1	1
405	коммуникативной функции	1	1
406	а некий	1	1
407	мир и	1	1
408	недавнее время	1	1
409	которые в	4	1
410	нам только	1	1
411	в россии	2	1
412	тем не	9	1
413	и более	3	1
414	не должно	1	1
415	не должна	1	1
416	между двумя	1	1
417	раз и	2	1
418	если и	2	1
419	стоит в	1	1
420	но далеко	1	1
421	тем самым	4	1
422	как можно	1	1
423	аналогично тому	1	1
424	не имеет	3	1
425	не по	3	1
426	в русской	1	1
427	о них	4	1
428	но только	1	1
429	в структуре	3	1
430	и отсутствие	1	1
431	для всего	1	1
432	не все	2	1
433	языка это	1	1
434	нашего понимания	1	1
435	во всем	1	1
436	это слово	1	1
437	сам я	1	1
438	определенного жанра	1	1
439	на него	3	1
440	здесь же	1	1
441	есть некая	1	1
442	целом и	1	1
443	как будто	1	1
444	и делает	1	1
445	что на	3	1
446	поскольку я	1	1
447	в каком	3	1
448	ни о	1	1
449	не могут	5	1
450	и должно	5	1
451	когда мы	3	1
452	об одном	1	1
453	всего в	1	1
454	согласно которому	2	1
455	но также	5	1
456	отказаться от	1	1
457	одним и	2	1
458	если же	2	1
459	которые лежат	1	1
460	основываясь на	1	1
461	но по	1	1
462	чем не	1	1
463	же так	1	1
464	здесь не	2	1
465	здесь также	1	1
466	и от	1	1
467	только то	3	1
468	что каждый	1	1
469	претендующим на	1	1
470	по аналогии	1	1
471	те же	7	1
472	не трудно	3	1
473	здесь как	2	1
474	обязан своим	1	1
475	мог бы	2	1
476	вынужден пользоваться	1	1
477	если бы	8	1
478	в словах	1	1
479	речевой культуры	1	1
480	к языку	4	1
481	но здесь	1	1
482	возникают и	1	1
483	быть в	2	1
484	возможна только	1	1
485	речевой форме	1	1
486	к одной	1	1
487	при котором	2	1
488	с соответствующими	1	1
489	нас в	3	1
490	этого состояния	1	1
491	в конечном	1	1
492	хочу обратить	1	1
493	к нему	1	1
494	всей нашей	1	1
495	тем или	1	1
496	а потому	2	1
497	отметить что	3	1
498	речевую форму	1	1
499	чем и	1	1
500	вслед за	1	1
501	в теории	1	1
502	речи которые	3	1
503	что поэтика	1	1
504	вообще в	1	1
505	и мы	1	1
506	что здесь	1	1
507	известном смысле	2	1
508	от прочих	1	1
509	лишь часть	1	1
510	нового термина	1	1
511	с ними	1	1
512	вообще может	1	1
513	и действительно	3	1
514	которое мы	1	1
515	до нас	1	1
516	здесь мною	1	1
517	от самых	1	1
518	и лингвистикой	2	1
519	чаще всего	1	1
520	всем многообразии	1	1
521	оказывается в	1	1
522	не имеют	1	1
523	я в	3	1
524	можно рассматривать	2	1
525	вопроса о	3	1
526	ничего нельзя	1	1
527	этого понятия	1	1
528	вернуться к	1	1
529	в нашей	4	1
530	то и	2	1
531	следовало бы	1	1
532	в виде	1	1
533	которых можно	1	1
534	в известном	2	1
535	но для	3	1
536	за ним	1	1
537	ту или	1	1
538	он имеет	2	1
539	очевидно что	3	1
540	работой над	1	1
541	о поэзии	4	1
542	и их	1	1
543	всяком случае	1	1
544	в известной	1	1
545	и один	1	1
546	речи что	1	1
547	очевидно не	1	1
548	содержания а	1	1
549	граница между	1	1
550	не о	2	1
551	может служить	2	1
552	не случайно	4	1
553	каждый из	1	1
554	при отсутствии	1	1
555	как раз	4	1
556	их по	1	1
557	и строго	1	1
558	представление о	1	1
559	выходит за	1	1
560	искусство слова	1	1
561	к рассмотрению	2	1
562	в области	14	1
563	на примере	1	1
564	до сих	8	1
565	может ли	1	1
566	может передать	1	1
567	сюда же	1	1
568	а именно	3	1
569	в каких	1	1
570	и прежде	1	1
571	было бы	16	1
572	представляет собою	1	1
573	свои особые	1	1
574	еще и	2	1
575	тематические и	1	1
576	не состоит	1	1
577	на которых	5	1
578	зависит и	1	1
579	на русском	1	1
580	связано с	1	1
581	и литературной	1	1
582	поэзия не	1	1
583	было сказано	1	1
584	речи это	1	1
585	научной литературе	2	1
586	этом случае	4	1
587	несмотря на	1	1
588	в связи	5	1
589	культуры не	1	1
590	с помощью	6	1
591	является его	1	1
592	вместе с	2	1
593	до этого	1	1
594	как это	7	1
595	в иных	1	1
596	самых сложных	1	1
597	вниманием к	1	1
598	в область	2	1
599	целом ряде	1	1
600	наряду с	1	1
601	в той	4	1
602	научной мысли	1	1
603	природа которого	1	1
604	и другой	1	1
605	в современной	1	1
606	как особой	1	1
607	этого слова	4	1
608	только о	2	1
609	в контексте	1	1
610	совокупность этих	1	1
611	на дорогу	1	1
612	быть и	1	1
613	впрочем не	1	1
614	сих пор	8	1
615	читателя или	1	1
616	о его	1	1
617	не об	1	1
618	поэтому что	1	1
619	в чем	5	1
620	в смысле	1	1
621	это отнюдь	1	1
622	тому или	1	1
623	это явление	1	1
624	тех или	1	1
625	другое как	1	1
626	это уже	3	1
627	и часто	1	1
628	случаях когда	1	1
629	указать на	2	1
630	лицо и	1	1
631	или иному	1	1
632	понятно что	1	1
633	мысли что	1	1
634	в результате	3	1
635	вопрос о	11	1
636	другое дело	1	1
637	которая в	1	1
638	или иным	2	1
639	на максимальное	1	1
640	у них	1	1
641	или нет	1	1
642	от того	5	1
643	тем более	5	1
644	мы должны	3	1
645	в большей	2	1
646	надо полагать	2	1
647	но это	5	1
648	том случае	4	1
649	лежит в	1	1
650	отношении к	1	1
651	нами не	1	1
652	в период	1	1
653	не знает	2	1
654	на более	1	1
655	для каждой	2	1
656	речи и	1	1
657	и составляют	1	1
658	или иного	3	1
659	культуры в	1	1
660	в свое	2	1
661	на своем	1	1
662	и другие	1	1
663	или во	1	1
664	именно здесь	1	1
665	который не	1	1
666	в таком	4	1
