N	2gram	Ircho_Kome_2	KulturaY
457	как будто	4	1
458	тогда в	1	1
459	эти усилия	1	1
460	что на	3	1
461	ср с	1	1
462	да рядом	1	1
463	мало чем	1	1
464	чтобы сделать	1	1
465	сомневаться в	2	1
466	возможна только	1	1
467	той или	1	1
468	они и	1	1
469	его действительном	1	1
470	как мы	4	1
471	от друга	1	1
472	при его	1	1
473	средств в	2	1
474	говоря уже	2	1
475	в ее	2	1
476	на основе	1	1
477	типов и	1	1
478	свои силы	1	1
479	и от	4	1
480	или еще	1	1
481	в себя	1	1
482	столом но	1	1
483	если они	1	1
484	и сам	3	1
485	что у	4	1
486	не нравится	1	1
487	за то	4	1
488	мог бы	1	1
489	речь как	1	1
490	при необходимости	1	1
491	имеется в	1	1
492	по сравнению	1	1
493	разного рода	1	1
494	но у	1	1
495	себя виноватым	1	1
496	это как	1	1
497	не будучи	1	1
498	в каждой	1	1
499	даже не	3	1
500	за пределами	1	1
501	одного из	1	1
502	чтобы с	1	1
503	первого из	1	1
504	после того	2	1
505	а также	1	1
506	времени в	2	1
507	и во	2	1
508	не умеет	1	1
509	нас в	1	1
510	в которую	1	1
511	во всех	3	1
512	как его	1	1
513	на склоне	1	1
514	соединении с	1	1
515	еще более	2	1
516	приемов и	1	1
517	разумно и	1	1
518	в развитии	2	1
519	все время	2	1
520	лет тому	1	1
521	но недостаточно	1	1
522	и следовательно	1	1
523	если это	1	1
524	своему содержанию	1	1
525	в лице	2	1
526	в литературе	1	1
527	сразу же	4	1
528	против того	1	1
529	в двух	6	1
530	тому назад	1	1
531	речь о	2	1
532	среди других	1	1
533	дело с	3	1
534	будь то	1	1
535	что даже	1	1
536	к их	3	1
537	наше время	1	1
538	соответственно и	1	1
539	тот или	1	1
540	с одной	2	1
541	с которыми	2	1
542	толчок развитию	1	1
543	быта в	1	1
544	и у	2	1
545	себя в	3	1
546	только на	1	1
547	обстоит дело	1	1
548	действующего лица	1	1
549	в сознании	1	1
550	целого ряда	1	1
551	является не	2	1
552	большинстве случаев	1	1
553	этот раз	4	1
554	которые в	2	1
555	не так	1	1
556	для него	1	1
557	и их	3	1
558	в известной	1	1
559	могло бы	1	1
560	содержания и	1	1
561	нас только	1	1
562	мы находим	2	1
563	в конце	2	1
564	не для	2	1
565	тому же	11	1
566	мы можем	3	1
567	не столь	2	1
568	само по	1	1
569	речь и	1	1
570	появление в	1	1
571	к той	1	1
572	от того	2	1
573	в других	2	1
574	же это	1	1
575	не укладывается	1	1
576	было сомневаться	1	1
577	одной стороны	2	1
578	в н	5	1
579	более широкое	1	1
580	их разрешения	1	1
581	уже при	1	1
582	и тех	2	1
583	здесь в	3	1
584	после смерти	3	1
585	в соединении	1	1
586	однако что	1	1
587	то ее	1	1
588	берет на	2	1
589	нового времени	2	1
590	что для	4	1
591	говорит о	1	1
592	к более	1	1
593	в любой	1	1
594	оратора в	1	1
595	однако и	1	1
596	отнюдь не	2	1
597	улеглось а	1	1
598	если эти	1	1
599	какой мере	1	1
600	на которые	1	1
601	в одно	1	1
602	то она	1	1
603	так называемых	2	1
604	где как	1	1
605	все более	1	1
606	нет ничего	1	1
607	поскольку за	1	1
608	к его	2	1
609	что именно	2	1
610	заподозрили в	1	1
611	по своему	2	1
612	предположить что	1	1
613	он говорит	1	1
614	для жанра	1	1
615	наряду с	6	1
616	в ответ	2	1
617	да и	3	1
618	у самого	1	1
619	образом на	1	1
620	не заметил	1	1
621	н а	1	1
622	действительно не	1	1
623	и там	1	1
624	весь этот	1	1
625	еще раз	1	1
626	его в	4	1
627	ко времени	3	1
628	сплошь да	1	1
629	только для	1	1
630	о его	4	1
631	в начале	4	1
632	следует думать	1	1
633	естественно не	2	1
634	является как	1	1
635	при всем	3	1
636	в наше	1	1
637	каждой из	2	1
638	это уже	1	1
639	отношениях к	1	1
640	г а	1	1
641	сюжета и	1	1
642	было ясно	1	1
643	для той	1	1
644	бы он	1	1
645	интерес к	3	1
646	чтобы его	1	1
647	главным образом	1	1
648	особого внимания	1	1
649	будто бы	1	1
650	на нас	1	1
651	г и	5	1
652	в стихах	1	1
653	является его	1	1
654	жизни в	1	1
655	чтобы убедить	1	1
656	не знает	1	1
657	сказать что	1	1
658	только как	1	1
659	для каждой	1	1
660	лишь тогда	1	1
661	ведь он	1	1
662	также в	2	1
663	забывать что	1	1
664	с такой	1	1
665	первом случае	1	1
666	та же	1	1
667	жизнь в	1	1
668	жизни и	3	1
669	а может	1	1
670	в искусстве	1	1
671	случае если	1	1
672	к этому	5	1
673	точно так	1	1
674	как результат	1	1
675	все что	1	1
