N	2gram	Tiupa_Lite_3	Problema
128	однако не	3	4
129	как раз	2	4
130	и для	4	4
131	же в	2	4
132	а в	5	4
133	в то	9	4
134	самом деле	3	3
135	то это	2	3
136	в каждой	2	3
137	и на	2	3
138	он был	1	3
139	в истории	1	3
140	поскольку они	1	3
141	в своем	1	3
142	и к	3	3
143	бы и	3	3
144	вообще не	1	3
145	человека в	2	3
146	в другом	6	3
147	с другими	1	3
148	из них	4	3
149	здесь нет	1	3
150	в жизни	8	3
151	все равно	1	3
152	как это	3	3
153	в предыдущем	1	3
154	связи с	2	3
155	вплоть до	2	3
156	трактуется как	1	3
157	как о	2	3
158	и сама	1	3
159	мы все	1	3
160	самой жизни	1	3
161	и является	1	3
162	уже и	1	3
163	в области	3	3
164	к тому	6	3
165	в самых	1	3
166	как мы	2	3
167	с собой	1	3
168	к нему	1	3
169	в ряд	1	3
170	в его	6	3
171	что и	2	3
172	то для	1	3
173	для всех	1	3
174	конечно не	1	3
175	в начале	4	3
176	здесь мы	1	3
177	для него	2	3
178	себе и	1	3
179	тем что	2	3
180	для того	2	3
181	не было	1	3
182	еще и	2	3
183	если не	2	3
184	в связи	1	3
185	нет ничего	1	3
186	к его	1	3
187	независимо от	1	3
188	для искусства	1	3
189	и более	1	3
190	только для	3	3
191	это уже	1	3
192	иной мере	1	3
193	сознания и	2	3
194	и как	3	3
195	все они	2	3
196	не говоря	4	3
197	совершенно не	3	3
198	из этого	1	3
199	что в	2	3
200	которая не	1	3
201	и то	1	2
202	за собой	1	2
203	по преимуществу	1	2
204	обойтись без	1	2
205	так чтобы	2	2
206	говорить о	1	2
207	не вполне	2	2
208	и он	1	2
209	нет в	1	2
210	иное как	1	2
211	говоря уже	4	2
212	столь же	1	2
213	в чем	1	2
214	нет и	1	2
215	за пределы	1	2
216	что они	1	2
217	сама по	1	2
218	стороны и	2	2
219	все же	2	2
220	и где	1	2
221	более или	1	2
222	то в	3	2
223	ни одна	1	2
224	что к	1	2
225	тому же	5	2
226	на его	3	2
227	что без	1	2
228	он не	1	2
229	не к	1	2
230	в корне	1	2
231	с ее	3	2
232	том чтобы	2	2
233	на все	1	2
234	на этой	1	2
235	его в	2	2
236	смотреть на	1	2
237	на миг	1	2
238	весь мир	1	2
239	кажется что	1	2
240	далеко не	2	2
241	этого не	1	2
242	и тогда	2	2
243	или менее	1	2
244	в котором	1	2
245	и всякого	1	2
246	не тем	1	2
247	однако в	4	2
248	бы быть	1	2
249	чистом виде	1	2
250	того же	2	2
251	друг друга	1	2
252	того чтобы	2	2
253	он с	1	2
254	и притом	1	2
255	во всем	1	2
256	у меня	1	2
257	есть только	1	2
258	и всех	1	2
259	в стихотворении	6	2
260	для его	3	2
261	для себя	2	2
262	мы его	1	2
263	приходит к	1	2
264	но по	1	2
265	это будет	2	2
266	в совершенно	2	2
267	и прочих	1	2
268	можно только	1	2
269	для этого	1	2
270	в значительной	1	2
271	с его	6	2
272	теперь уже	1	2
273	в литературе	1	2
274	но так	1	2
275	ни к	3	2
276	том как	1	2
277	с ними	2	2
278	со всеми	2	2
279	себя в	7	2
280	только на	1	2
281	свидетельствует о	1	2
282	а то	1	2
283	за ним	2	2
284	в конце	2	2
285	о которых	1	2
286	в самом	3	2
287	а именно	5	2
288	что иное	1	2
289	это все	1	2
290	все время	3	2
291	была бы	1	2
292	золотой век	1	2
293	третьем лице	2	2
294	общего с	1	2
295	самое можно	1	2
296	к своему	1	2
297	xix века	2	2
298	в чистом	1	2
299	действительность в	1	2
300	произведения искусства	1	2
301	этот путь	2	2
302	еще более	1	2
303	будто бы	1	2
304	ни было	2	2
305	жизни в	4	2
306	с ней	2	2
307	в частности	11	2
308	всех других	1	2
309	не что	1	2
310	и жизнь	1	2
311	эти категории	1	2
312	и наиболее	1	1
313	как известно	1	1
314	одним из	4	1
315	с жизнью	4	1
316	не признает	1	1
317	перед лицом	4	1
318	и до	1	1
319	что эти	1	1
320	в году	5	1
321	со второй	2	1
322	хотя сами	1	1
323	от художественного	1	1
324	собой как	1	1
325	по площади	1	1
326	вопрос о	2	1
327	не сомневается	2	1
328	и совсем	1	1
329	на себя	2	1
330	на свою	3	1
331	к стене	1	1
332	мы и	2	1
333	и самой	1	1
334	всю ночь	2	1
335	этот как	1	1
336	его основная	1	1
337	начало и	1	1
338	песни и	2	1
339	время в	2	1
340	бы то	2	1
341	тем как	1	1
342	сказать и	2	1
343	на высоте	1	1
344	и три	1	1
345	о смерти	1	1
346	легко может	2	1
347	если в	1	1
348	отношение к	2	1
349	значение имеет	1	1
350	первых десятилетий	3	1
351	именно миф	1	1
352	первый взгляд	1	1
353	оказывается не	2	1
354	разного рода	1	1
355	когда он	2	1
356	могли бы	2	1
357	я должен	1	1
358	это тоже	1	1
359	жизни нет	1	1
360	в действительности	1	1
361	как таковое	2	1
362	в противоположность	2	1
363	и хотя	1	1
364	в этот	1	1
365	мышления однако	1	1
366	где прежде	1	1
367	или иную	1	1
368	для которого	3	1
369	себе как	1	1
370	в целом	5	1
371	с места	1	1
372	он в	2	1
373	жизни так	1	1
374	бы не	1	1
375	его же	1	1
376	за их	2	1
377	может как	1	1
378	им в	2	1
379	как он	1	1
380	на то	2	1
381	и неровный	1	1
382	будто на	1	1
383	в единстве	3	1
384	в случае	2	1
385	после которого	1	1
386	если для	1	1
387	и еще	1	1
388	в первую	1	1
389	нее и	1	1
390	в принципе	2	1
391	достаточно подробно	1	1
392	в силу	1	1
393	на службу	1	1
394	удивительно что	2	1
395	больше всего	1	1
396	то ни	2	1
397	которой уже	1	1
398	первую очередь	1	1
399	искусства в	1	1
400	действительности в	2	1
401	всю свою	1	1
402	например с	1	1
403	здесь это	2	1
404	но уже	3	1
405	и подобные	1	1
406	не всегда	2	1
407	и уже	1	1
408	говорится о	1	1
409	жизни но	1	1
410	чем в	1	1
411	должно быть	4	1
412	нисколько не	1	1
413	улыбаться и	1	1
414	и конец	1	1
415	мы вместо	1	1
416	только тем	1	1
417	на первый	1	1
418	во время	1	1
419	и при	2	1
420	что такая	1	1
421	становится его	1	1
422	сознания но	1	1
423	в их	1	1
424	не как	2	1
425	жизни с	1	1
426	и вот	2	1
427	в россии	1	1
428	в своих	2	1
429	даже в	4	1
430	о подлинном	1	1
431	тому что	1	1
432	ее полноте	1	1
433	его внутреннего	1	1
434	во главе	1	1
435	человек и	1	1
436	почти никогда	1	1
437	что ему	2	1
438	на два	1	1
439	от жизни	2	1
440	у него	1	1
441	в уме	1	1
442	здесь может	1	1
443	никогда не	4	1
444	сомневается в	2	1
445	жизни не	2	1
446	миф как	1	1
447	то уж	1	1
448	по своей	3	1
449	ему и	1	1
450	под названием	1	1
451	века не	1	1
452	исторического процесса	1	1
453	входят в	1	1
454	и делает	1	1
455	в основе	5	1
456	в будущем	1	1
457	и далее	1	1
458	уже о	3	1
459	в общую	1	1
460	искусства и	3	1
461	такова что	1	1
462	жизни всякого	1	1
463	сама жизнь	1	1
464	числе и	2	1
465	песни о	1	1
466	на читателя	1	1
467	и познаваемый	1	1
468	в каждом	1	1
469	однако по	1	1
470	хаосом но	1	1
471	свою очередь	1	1
472	чтобы быть	1	1
473	на том	1	1
474	котором мы	1	1
475	и сам	2	1
476	xix и	1	1
477	или невольно	1	1
478	сам он	1	1
479	хотя на	1	1
480	который я	1	1
481	о ней	1	1
482	познания и	1	1
483	внимание на	2	1
484	на художественную	1	1
485	все прочие	1	1
486	вольно или	1	1
487	одного из	2	1
488	художественности но	1	1
489	нас в	1	1
490	несомненно и	1	1
491	произведение является	1	1
492	художественного произведения	2	1
493	и требует	1	1
494	когда оно	1	1
495	ним и	1	1
496	в бытовой	1	1
497	в художественной	1	1
498	которая и	1	1
499	не будучи	1	1
500	по своим	1	1
501	и об	2	1
502	и она	1	1
503	в самый	2	1
504	того что	9	1
505	для современного	1	1
506	среди других	1	1
507	и быть	1	1
508	не само	1	1
509	собой но	2	1
510	который в	1	1
511	по мнению	1	1
512	в контексте	1	1
513	субъекта но	1	1
514	с одной	4	1
515	мнению автора	1	1
516	однако с	1	1
517	в эти	1	1
518	художественному образу	1	1
519	этой системе	1	1
520	опыта но	1	1
521	и у	1	1
522	искусства всегда	2	1
523	которая способна	1	1
524	в живом	2	1
525	ту или	1	1
526	эти два	1	1
527	нуждается в	1	1
528	представлений о	1	1
529	т п	1	1
530	для меня	2	1
531	отходит от	1	1
532	не случайно	3	1
533	отличались от	1	1
534	с действительностью	1	1
535	и вместе	2	1
536	из двух	1	1
537	ней и	1	1
538	говорится но	1	1
539	переходящими в	1	1
540	превратится в	1	1
541	всякого человека	1	1
542	человека из	1	1
543	а жизнь	1	1
544	до конца	4	1
545	что для	1	1
546	предмет и	1	1
547	вещей как	1	1
548	только по	1	1
549	превращается в	1	1
550	жизни их	1	1
551	в картине	1	1
552	не на	1	1
553	стало для	1	1
554	о чем	3	1
555	без которых	1	1
556	человеческой культуры	1	1
557	художественная модель	1	1
558	на фоне	1	1
559	поэтому даже	1	1
560	он один	1	1
561	какого бы	2	1
562	одной стороны	4	1
563	к жизни	2	1
564	этого типа	1	1
565	самого себя	1	1
566	руки и	1	1
567	уже об	1	1
568	о соотношении	1	1
569	исходя из	1	1
570	рук и	1	1
571	и духовного	1	1
572	с этой	2	1
573	с бытием	1	1
574	слова и	1	1
575	художественное произведение	2	1
576	возможна в	1	1
577	характерные для	1	1
578	этот образ	1	1
579	за его	2	1
580	вещи есть	1	1
581	подобные им	1	1
582	еще страшнее	1	1
583	роман или	1	1
584	мира и	2	1
585	о котором	1	1
586	но отнюдь	1	1
587	себя самого	1	1
588	в третьем	3	1
589	бы в	1	1
590	явления в	1	1
591	души с	1	1
592	вот этот	1	1
593	отношении к	1	1
594	вопрос как	1	1
595	в романе	3	1
596	из общего	1	1
597	из тех	1	1
598	не знает	2	1
599	открывает для	1	1
600	в свою	2	1
601	жизни а	2	1
602	бы его	1	1
603	он и	2	1
604	себе но	1	1
605	из романа	1	1
606	к другим	1	1
607	к этой	1	1
608	в искусстве	1	1
609	всем своим	1	1
610	невозможна без	1	1
611	искусство для	1	1
612	нас не	1	1
613	как на	3	1
614	этой точки	1	1
615	том числе	3	1
