N	2gram	Bakhtin_Pr_2	TeoriaLi
183	не могло	1	2
184	только не	1	2
185	мышления и	1	2
186	и соответственно	1	2
187	слова как	3	2
188	этих двух	1	2
189	как будто	1	2
190	и для	3	2
191	и о	2	2
192	здесь не	6	2
193	самим собою	5	2
194	в себя	3	2
195	что может	2	2
196	не с	1	2
197	если бы	3	2
198	в виду	3	2
199	и здесь	3	2
200	о том	5	2
201	в глаза	2	2
202	доминирует в	1	2
203	к нему	5	2
204	во всех	4	2
205	или иначе	1	2
206	во втором	1	2
207	говорит в	1	2
208	с одной	1	2
209	в большинстве	9	2
210	не слияние	1	2
211	слова не	1	2
212	что сама	1	2
213	в прозе	1	2
214	в диалоге	3	2
215	в конце	2	2
216	повесть о	1	2
217	во всей	1	2
218	в структуре	1	2
219	вследствие этой	1	2
220	автора как	2	2
221	и даже	3	2
222	а именно	1	2
223	перед ним	2	2
224	себя и	3	2
225	равной степени	1	2
226	одной стороны	1	2
227	в рассказе	3	2
228	не на	4	2
229	одну из	1	2
230	о чем	1	2
231	на фоне	5	2
232	о себе	7	2
233	вместе с	1	2
234	так же	2	2
235	и особенно	2	2
236	из которых	1	2
237	другого я	1	2
238	в той	5	2
239	могут быть	3	2
240	при условии	1	2
241	в следующей	1	2
242	к тому	4	2
243	совершенно иной	1	2
244	в литературной	2	2
245	в равной	1	2
246	одной из	1	2
247	в романе	3	2
248	что он	13	2
249	а между	2	1
250	те же	1	1
251	также и	3	1
252	таком случае	1	1
253	человека и	2	1
254	и через	1	1
255	две реплики	1	1
256	идет о	1	1
257	слова эта	1	1
258	и есть	1	1
259	тем же	2	1
260	к другому	5	1
261	и чрезвычайно	1	1
262	и до	4	1
263	из его	2	1
264	сливается с	2	1
265	одним из	1	1
266	той же	3	1
267	же как	1	1
268	при анализе	1	1
269	не во	2	1
270	так я	3	1
271	вопрос о	2	1
272	из своих	1	1
273	чтобы не	2	1
274	героя но	2	1
275	ориентирована на	1	1
276	этом так	1	1
277	результат тот	1	1
278	и со	3	1
279	что две	1	1
280	не от	1	1
281	собой в	1	1
282	и на	10	1
283	на них	1	1
284	это возможно	1	1
285	на их	1	1
286	бы то	1	1
287	в различных	3	1
288	связи между	3	1
289	тем как	1	1
290	это имеет	1	1
291	системы языка	1	1
292	не входит	2	1
293	если в	1	1
294	прозы в	1	1
295	ивана карамазова	2	1
296	с собою	2	1
297	значение для	2	1
298	оно является	2	1
299	или к	1	1
300	на то	5	1
301	еще один	3	1
302	речи именно	1	1
303	поэтике и	1	1
304	в центре	1	1
305	себя за	1	1
306	данного типа	1	1
307	такое слово	4	1
308	целый ряд	2	1
309	зрения как	2	1
310	то в	1	1
311	можно в	1	1
312	к чему	1	1
313	что это	2	1
314	тон в	1	1
315	что достоевский	1	1
316	момент его	2	1
317	европейского романа	2	1
318	осуществляет себя	1	1
319	из этих	2	1
320	тоже не	1	1
321	следующей главе	1	1
322	что автор	1	1
323	литературной речи	2	1
324	раз в	1	1
325	с их	2	1
326	отношение между	2	1
327	формы повествования	1	1
328	продолжением и	1	1
329	ее как	1	1
330	да но	1	1
331	корнями в	1	1
332	не могла	1	1
333	героя к	1	1
334	образ его	1	1
335	что она	1	1
336	одному из	1	1
337	на одну	2	1
338	романе достоевского	2	1
339	свою собственную	1	1
340	принадлежат и	1	1
341	же явления	2	1
342	по существу	3	1
343	но прежде	1	1
344	границами между	1	1
345	мир как	1	1
346	принадлежащих к	2	1
347	в первом	2	1
348	том числе	1	1
349	не друг	1	1
350	ни были	1	1
351	он уже	1	1
352	других типов	1	1
353	его можно	1	1
354	говорит следующее	1	1
355	фразы с	1	1
356	не бывает	1	1
357	то ни	1	1
358	что все	1	1
359	его характера	1	1
360	речь в	2	1
361	и внутренняя	1	1
362	времени и	2	1
363	глубокий и	1	1
364	большинстве случаев	8	1
365	творчества он	1	1
366	его личности	1	1
367	и непосредственное	1	1
368	ко второму	2	1
369	было бы	5	1
370	должен был	1	1
371	делает его	1	1
372	оно стремится	1	1
373	в них	4	1
374	нет в	1	1
375	рядом с	5	1
376	как высшей	1	1
377	автору и	1	1
378	не всегда	1	1
379	он и	3	1
380	собой как	1	1
381	остается в	1	1
382	же я	1	1
383	менее чем	1	1
384	в еще	1	1
385	голосов в	9	1
386	от своего	1	1
387	или точнее	1	1
388	это ощущение	1	1
389	обращается к	1	1
390	свою речь	1	1
391	в такой	2	1
392	мы конечно	1	1
393	не становится	1	1
394	и без	2	1
395	случайно они	1	1
396	в котором	6	1
397	вот он	1	1
398	еще нет	1	1
399	оно живет	1	1
400	себе а	2	1
401	не как	6	1
402	стоит в	1	1
403	от его	1	1
404	на каждого	1	1
405	но эта	2	1
406	друг другу	1	1
407	без его	1	1
408	том и	1	1
409	с такими	1	1
410	реплики и	2	1
411	связей с	1	1
412	так он	1	1
413	в таких	1	1
414	я для	4	1
415	к третьему	2	1
416	по крайней	1	1
417	не имеет	1	1
418	дело в	2	1
419	одна из	2	1
420	на себе	2	1
421	себя свою	1	1
422	и сама	1	1
423	карамазова в	1	1
424	героев и	1	1
425	себе самом	3	1
426	не приносит	1	1
427	каждый из	2	1
428	нельзя не	1	1
429	того и	3	1
430	оглядывается на	2	1
431	только и	1	1
432	в самой	4	1
433	от него	1	1
434	ему и	1	1
435	этих случаях	2	1
436	связи с	1	1
437	возможно в	1	1
438	и делает	1	1
439	зрение и	1	1
440	нести в	1	1
441	ему не	1	1
442	у нас	2	1
443	настоящего времени	1	1
444	интонации и	1	1
445	иных языковых	1	1
446	очень часто	1	1
447	не могут	4	1
448	и существенно	1	1
449	ли не	1	1
450	его за	1	1
451	числе и	1	1
452	значительной степени	1	1
453	его с	1	1
454	эта внутренняя	1	1
455	служить и	1	1
456	как следствие	1	1
457	рассказчиком в	1	1
458	указывает на	2	1
459	слова с	7	1
460	в каждом	11	1
461	на это	1	1
462	она не	3	1
463	говорит о	1	1
464	в каждой	2	1
465	достоевского где	1	1
466	этой своей	1	1
467	как мы	10	1
468	у себя	1	1
469	а затем	2	1
470	того чтобы	1	1
471	композиционные формы	2	1
472	действующие лица	1	1
473	это еще	1	1
474	существа в	1	1
475	для читателя	1	1
476	в собственном	1	1
477	то время	2	1
478	чужой речи	3	1
479	значение в	2	1
480	с собой	4	1
481	можно было	3	1
482	на нее	1	1
483	сознаний в	1	1
484	здесь как	1	1
485	особенно в	2	1
486	с самим	8	1
487	живет в	1	1
488	в плоскости	2	1
489	жизнь и	1	1
490	с героем	1	1
491	является в	1	1
492	жанра в	1	1
493	в словах	4	1
494	для этого	2	1
495	быть или	1	1
496	с ним	3	1
497	мы рассмотрим	1	1
498	с человеком	2	1
499	герой из	1	1
500	произведения как	2	1
501	что речь	1	1
502	настоящее время	2	1
503	определенным образом	1	1
504	в драматическом	1	1
505	никак не	5	1
506	такого что	3	1
507	один голос	1	1
508	после того	1	1
509	может не	1	1
510	в сущности	9	1
511	в значительной	1	1
512	эта перемена	1	1
513	от автора	3	1
514	служит для	1	1
515	каждом из	1	1
516	в драме	1	1
517	где ей	1	1
518	лишь путем	1	1
519	но дело	1	1
520	ибо и	2	1
521	от одного	2	1
522	голосов они	1	1
523	героев в	1	1
524	и только	3	1
525	крайней мере	1	1
526	в другой	1	1
527	отношения являются	1	1
528	наконец в	3	1
529	художественном мире	1	1
530	человека как	1	1
531	с чужим	8	1
532	в формах	3	1
533	на которой	1	1
534	один из	1	1
535	но с	1	1
536	оно и	1	1
537	в двух	1	1
538	читатель всегда	1	1
539	образов и	1	1
540	тот же	3	1
541	и развитием	1	1
542	одного сознания	2	1
543	а у	1	1
544	в какой	1	1
545	и является	2	1
546	к миру	2	1
547	между этими	1	1
548	что ж	6	1
549	теперь в	3	1
550	со всеми	3	1
551	с которыми	1	1
552	типов но	1	1
553	так что	5	1
554	из которого	1	1
555	же и	4	1
556	есть в	3	1
557	с нею	1	1
558	если мы	2	1
559	только на	3	1
560	в единстве	3	1
561	в поэзии	2	1
562	существенное для	1	1
563	или даже	1	1
564	из них	2	1
565	д как	1	1
566	за ним	1	1
567	двуголосого слова	3	1
568	и их	3	1
569	ведь это	2	1
570	и мир	1	1
571	в одном	12	1
572	так как	4	1
573	тому же	3	1
574	может служить	2	1
575	без этого	1	1
576	несет в	1	1
577	подлинная жизнь	1	1
578	человек как	1	1
579	не говорит	1	1
580	его мысли	2	1
581	и строго	1	1
582	другого и	2	1
583	точек зрения	4	1
584	не обязательно	1	1
585	по своим	3	1
586	еще и	1	1
587	такое же	1	1
588	что для	1	1
589	и пр	2	1
590	превращается в	2	1
591	не было	1	1
592	более того	4	1
593	в произведениях	3	1
594	жизнь в	1	1
595	весь его	1	1
596	своей структуре	1	1
597	что из	1	1
598	и слово	1	1
599	его как	1	1
600	в одно	3	1
601	в связи	1	1
602	как ни	1	1
603	с помощью	1	1
604	может иметь	1	1
605	предмет речи	1	1
606	ему известную	1	1
607	но кто	1	1
608	в одной	3	1
609	от ее	1	1
610	со словом	1	1
611	каждая из	1	1
612	к своему	1	1
613	быть это	1	1
614	этого типа	1	1
615	в мир	1	1
616	да и	5	1
617	для понимания	2	1
618	условность и	1	1
619	степени и	1	1
620	в это	1	1
621	утверждение о	1	1
622	смотрит и	1	1
623	быть и	2	1
624	своей жизни	2	1
625	о его	1	1
626	все это	5	1
627	вы говорите	1	1
628	о мире	1	1
629	себе еще	2	1
630	при всем	1	1
631	является как	2	1
632	на всех	1	1
633	служат лишь	1	1
634	высказывания а	1	1
635	известной степени	1	1
636	для автора	2	1
637	и от	1	1
638	в результате	4	1
639	все они	1	1
640	о котором	1	1
641	которая в	1	1
642	в настоящее	2	1
643	больше и	1	1
644	себя самого	1	1
645	это может	1	1
646	к различным	2	1
647	в третьем	1	1
648	из своего	1	1
649	места в	1	1
650	бы в	5	1
651	рассказчика здесь	1	1
652	явной и	1	1
653	она здесь	1	1
654	с другими	1	1
655	карамазов в	1	1
656	ни было	2	1
657	же в	1	1
658	мы видим	1	1
659	не есть	2	1
660	к самому	3	1
661	чем с	1	1
662	как ряд	1	1
663	две стороны	1	1
664	совершенно не	4	1
665	себе самому	4	1
666	вступить в	1	1
667	автора в	1	1
668	из этого	1	1
669	лишает их	1	1
670	что такое	2	1
671	жизни и	1	1
672	его кругозора	1	1
673	но каждая	1	1
674	ее в	2	1
675	и другие	1	1
676	в своих	2	1
677	по поводу	1	1
678	прямой речи	1	1
679	можно назвать	1	1
680	в таком	2	1
681	все что	1	1
682	этой точки	1	1
