N	2gram	Losev_Prob_2	OGranits
420	для человека	1	1
421	должно быть	2	1
422	такой же	1	1
423	и тогда	1	1
424	если не	4	1
425	связаны между	2	1
426	или менее	4	1
427	но при	2	1
428	и вполне	4	1
429	в слишком	1	1
430	но если	4	1
431	себе в	2	1
432	которую мы	1	1
433	одно слово	1	1
434	и особенно	2	1
435	в такой	2	1
436	как это	1	1
437	то можно	1	1
438	что всякий	5	1
439	здесь уже	1	1
440	истории мышления	1	1
441	языке но	1	1
442	представление о	5	1
443	языка от	2	1
444	в которых	1	1
445	мысли и	2	1
446	бы что	2	1
447	идти только	1	1
448	бы мы	2	1
449	он говорит	1	1
450	такой степени	1	1
451	существует но	2	1
452	она есть	1	1
453	к этому	1	1
454	вообще ни	1	1
455	такого рода	15	1
456	тому как	3	1
457	для данного	1	1
458	возможна ли	1	1
459	к семантике	1	1
460	тем не	12	1
461	речи в	1	1
462	и более	5	1
463	их в	4	1
464	для понимания	1	1
465	и наоборот	1	1
466	в человеческом	1	1
467	очень трудно	1	1
468	необходимо чтобы	1	1
469	только одного	2	1
470	может идти	1	1
471	отношениями между	1	1
472	к следующему	1	1
473	отбросить все	1	1
474	что такое	18	1
475	же такое	4	1
476	только то	3	1
477	тому что	3	1
478	существует только	2	1
479	нет никакого	1	1
480	быть и	2	1
481	является для	2	1
482	в условиях	2	1
483	до конца	1	1
484	вне и	2	1
485	но это	6	1
486	о теории	1	1
487	о значении	3	1
488	равно не	1	1
489	и другое	1	1
490	в то	6	1
491	как о	3	1
492	к другим	1	1
493	в определении	2	1
494	она существует	1	1
495	одна из	3	1
496	в науке	3	1
497	тех или	3	1
498	категорий это	1	1
499	не говорить	1	1
500	не знаем	3	1
501	речь может	1	1
502	мы все	3	1
503	к математической	1	1
504	того чтобы	2	1
505	мышления в	1	1
506	уже на	1	1
507	само по	2	1
508	вошедшие в	1	1
509	иметь в	1	1
510	и чем	1	1
511	при таком	2	1
512	не существует	6	1
513	отношений и	1	1
514	как система	1	1
515	никакого отношения	1	1
516	или в	2	1
517	узком смысле	1	1
518	находятся в	1	1
519	то не	3	1
520	который является	1	1
521	целей а	1	1
522	в абстрактное	1	1
523	лишь как	1	1
524	или как	2	1
525	является той	1	1
526	в основе	3	1
527	существовать если	1	1
528	тем более	10	1
529	вообще в	1	1
530	гораздо богаче	1	1
531	с понятием	2	1
532	это слово	1	1
533	потому что	13	1
534	являются материальными	1	1
535	бы по	1	1
536	связи с	5	1
537	эти три	1	1
538	входя в	1	1
539	в системе	2	1
540	этом отношении	1	1
541	не вполне	4	1
542	об этом	2	1
543	та или	2	1
544	чем сложнее	1	1
545	не знает	3	1
546	языка в	3	1
547	сказать что	24	1
548	речи и	1	1
549	работы и	1	1
550	мы здесь	3	1
551	но когда	1	1
552	слова есть	1	1
553	поэтому не	1	1
554	и именно	1	1
555	не входит	1	1
556	кто-нибудь станет	1	1
557	когда мы	6	1
558	это попросту	2	1
559	во все	2	1
560	языке и	4	1
561	с его	1	1
562	только о	8	1
563	же самое	6	1
564	должны быть	1	1
565	вместе с	2	1
566	ведь уже	1	1
567	которая уже	1	1
568	совсем иначе	1	1
569	по поводу	2	1
570	тонких и	1	1
571	что при	4	1
572	они не	1	1
